pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene
11.79,34.0,2.51,3.52,4.13,0.26,6.24,33.9,34.09,50.64,2.22,312.96,2023-08-13 13:30:00,12.8,0.24
11.79,34.0,2.52,4.03,4.24,0.29,6.51,36.49,33.76,52.56,1.99,313.93,2023-08-13 13:45:00,12.26,0.22
12.88,33.87,2.5,3.4,4.31,0.27,6.17,37.53,33.55,53.88,1.8,312.47,2023-08-13 14:00:00,12.86,0.22
13.09,33.85,2.51,2.94,4.29,0.3,5.94,38.0,33.48,55.0,1.66,314.57,2023-08-13 14:15:00,12.9,0.28
13.09,33.85,2.5,3.11,4.26,0.29,6.02,38.72,33.48,55.79,1.64,317.25,2023-08-13 14:30:00,12.16,0.31
13.09,33.85,2.54,3.05,4.22,0.29,6.02,38.5,33.46,56.67,1.29,317.61,2023-08-13 14:45:00,11.58,0.32
14.0,37.57,2.55,2.95,4.2,0.31,5.97,38.86,33.14,57.51,1.59,318.17,2023-08-13 15:00:00,11.33,0.32
14.18,38.32,2.59,2.84,4.18,0.31,5.95,39.12,33.07,59.01,1.02,303.85,2023-08-13 15:15:00,10.84,0.32
14.18,38.32,2.58,3.63,4.17,0.32,6.35,36.75,33.15,60.39,1.01,299.2,2023-08-13 15:30:00,10.85,0.3
14.18,38.32,2.5,3.5,4.21,0.31,6.22,35.85,32.7,60.29,1.13,301.36,2023-08-13 15:45:00,12.53,0.34
14.45,42.65,2.47,3.61,4.04,0.31,6.26,34.27,32.59,61.06,0.89,297.21,2023-08-13 16:00:00,12.93,0.38
14.5,43.59,2.44,3.77,4.09,0.32,6.31,34.35,32.35,62.69,0.86,281.96,2023-08-13 16:15:00,12.14,0.35
14.5,43.59,2.49,5.22,4.1,0.32,7.11,33.13,32.12,63.78,0.89,271.75,2023-08-13 16:30:00,11.89,0.39
14.5,43.59,2.54,6.93,4.12,0.31,8.05,31.72,31.93,63.57,0.92,281.8,2023-08-13 16:45:00,12.13,0.42
11.6,40.12,2.54,6.95,4.13,0.33,8.05,30.5,31.76,64.22,0.82,282.77,2023-08-13 17:00:00,11.93,0.39
11.02,39.43,2.51,6.29,4.16,0.31,7.69,29.67,31.57,64.39,0.93,282.09,2023-08-13 17:15:00,12.63,0.44
11.02,39.43,2.52,6.08,4.16,0.35,7.58,26.67,31.39,65.12,0.83,282.26,2023-08-13 17:30:00,12.36,0.4
11.02,39.43,2.49,5.78,4.16,0.35,7.4,25.39,31.11,66.59,0.76,289.54,2023-08-13 17:45:00,12.96,0.41
10.29,48.41,2.52,4.92,4.15,0.31,6.98,24.77,30.92,65.81,0.95,280.85,2023-08-13 18:00:00,13.53,0.9
10.14,50.2,2.88,9.94,4.14,0.52,9.89,16.76,30.98,66.86,0.6,239.58,2023-08-13 18:15:00,12.58,1.19
10.14,50.2,3.39,14.38,4.13,0.59,12.62,13.36,30.57,72.97,0.55,226.15,2023-08-13 18:30:00,10.63,0.76
10.14,50.2,3.5,15.3,4.16,0.51,13.19,13.63,30.26,75.91,0.49,222.22,2023-08-13 18:45:00,11.24,2.41
15.21,69.69,3.04,11.86,4.14,0.48,11.02,16.23,30.01,77.36,0.46,218.9,2023-08-13 19:00:00,11.62,3.49
16.22,73.59,3.24,13.95,4.11,0.58,12.28,16.18,30.08,76.41,0.94,245.94,2023-08-13 19:15:00,11.25,2.42
16.22,73.59,3.03,13.4,4.12,0.51,11.82,19.47,30.06,76.17,0.75,209.66,2023-08-13 19:30:00,11.75,1.7
16.22,73.59,3.2,9.99,4.1,0.59,10.17,20.96,29.84,77.08,0.88,220.78,2023-08-13 19:45:00,11.44,1.93
21.1,77.88,3.08,9.83,4.13,0.48,10.0,20.83,29.79,77.14,0.42,192.16,2023-08-13 20:00:00,12.56,1.51
22.07,78.73,2.75,13.42,4.12,0.66,11.6,11.51,29.42,81.59,0.39,114.45,2023-08-13 20:15:00,12.42,2.3
22.07,78.73,3.05,18.45,4.11,0.96,14.47,7.44,28.94,84.38,0.4,172.62,2023-08-13 20:30:00,11.96,2.16
22.07,78.73,3.67,19.92,4.12,1.01,15.73,7.6,28.81,84.06,0.76,185.7,2023-08-13 20:45:00,11.28,1.99
25.76,87.2,4.79,21.78,4.18,1.33,17.61,6.57,28.65,84.69,0.92,209.81,2023-08-13 21:00:00,11.14,2.44
26.5,88.89,6.06,24.6,4.27,1.03,20.1,5.26,28.59,84.77,0.93,207.99,2023-08-13 21:15:00,10.38,2.73
26.5,88.89,6.09,23.93,4.25,0.96,19.77,5.51,28.51,85.43,0.58,194.53,2023-08-13 21:30:00,10.6,2.94
26.5,88.89,4.88,22.08,4.22,0.92,17.83,6.29,28.44,85.61,0.8,205.85,2023-08-13 21:45:00,11.32,2.59
42.18,171.52,4.18,21.36,4.23,0.86,16.9,7.92,28.37,85.35,0.82,202.94,2023-08-13 22:00:00,12.54,2.29
45.32,188.04,4.22,22.1,4.19,0.96,17.32,7.65,28.38,84.98,0.76,211.22,2023-08-13 22:15:00,11.05,2.14
45.32,188.04,3.61,20.71,4.14,0.98,16.1,9.07,28.36,84.3,0.73,208.36,2023-08-13 22:30:00,10.81,2.74
45.32,188.04,6.97,23.91,4.17,1.01,20.47,6.35,28.36,84.65,0.59,205.09,2023-08-13 22:45:00,10.72,2.5
63.02,173.16,14.56,27.22,4.21,1.15,28.28,4.25,28.34,84.77,0.31,182.2,2023-08-13 23:00:00,7.53,2.78
66.56,170.18,13.18,27.87,4.33,1.89,27.52,4.21,28.2,84.95,0.57,204.85,2023-08-13 23:15:00,8.57,4.07
66.56,170.18,6.85,24.74,4.32,0.99,20.81,6.17,28.19,83.35,0.57,209.04,2023-08-13 23:30:00,10.09,3.63
66.56,170.18,4.47,22.47,4.29,0.93,17.72,6.01,28.18,83.93,0.3,157.19,2023-08-13 23:45:00,11.58,3.2
72.88,155.42,5.57,22.36,4.11,0.91,18.54,4.97,28.1,84.51,0.53,133.73,2023-08-14 00:00:00,,3.12
74.15,152.47,5.11,21.65,4.33,0.81,17.8,4.37,27.78,86.41,0.52,111.96,2023-08-14 00:15:00,12.1,2.4
74.15,152.47,2.83,14.18,4.32,0.64,12.06,5.97,27.3,89.6,0.6,112.19,2023-08-14 00:30:00,14.03,2.1
58.94,122.06,2.69,13.45,4.25,0.7,11.57,6.38,27.38,88.7,0.49,133.06,2023-08-14 01:00:00,14.23,1.52
55.9,115.97,2.91,11.73,4.26,0.64,10.85,6.35,27.52,88.34,0.32,140.44,2023-08-14 01:15:00,14.42,0.9
55.9,115.97,3.3,12.24,4.25,0.74,11.43,5.66,27.65,87.85,0.36,133.89,2023-08-14 01:30:00,14.6,0.75
55.9,115.97,3.04,10.86,4.22,0.59,10.5,6.49,27.23,89.88,0.26,138.33,2023-08-14 01:45:00,14.71,0.74
43.45,69.07,3.52,12.3,4.23,1.33,11.63,5.44,27.26,89.87,0.4,252.92,2023-08-14 02:00:00,15.13,0.85
40.76,59.69,3.94,14.52,4.21,1.26,13.13,4.68,27.27,89.71,0.26,121.21,2023-08-14 02:15:00,13.35,0.98
40.76,59.69,3.22,12.07,4.2,0.69,11.28,5.17,27.26,90.05,0.33,135.8,2023-08-14 02:30:00,14.62,3.04
40.76,59.69,3.58,12.51,4.22,0.8,11.79,4.93,27.28,89.85,0.25,143.36,2023-08-14 02:45:00,13.98,2.74
55.34,112.18,4.15,12.96,4.21,0.83,12.49,4.57,27.3,89.73,0.23,135.26,2023-08-14 03:00:00,14.59,2.02
58.49,122.67,4.01,12.22,4.19,0.68,11.99,4.55,27.14,90.78,0.45,162.04,2023-08-14 03:15:00,14.23,2.18
58.49,122.67,6.18,15.09,4.22,0.81,15.23,3.93,27.24,90.23,0.51,176.29,2023-08-14 03:30:00,13.5,1.79
58.49,122.67,7.13,14.76,4.26,0.77,15.82,4.22,27.19,90.38,0.48,175.48,2023-08-14 03:45:00,12.42,1.73
54.25,125.24,7.09,14.1,4.28,0.66,15.44,4.74,27.2,90.27,0.51,170.35,2023-08-14 04:00:00,13.0,2.06
53.33,125.75,4.98,11.81,4.28,0.75,12.55,5.91,27.08,90.87,0.71,192.56,2023-08-14 04:15:00,14.74,2.15
53.33,125.75,7.73,15.4,4.26,0.76,16.64,4.93,27.12,90.81,0.92,194.69,2023-08-14 04:30:00,13.35,1.55
53.33,125.75,12.0,18.54,4.39,0.85,21.7,4.33,27.18,90.42,1.02,196.9,2023-08-14 04:45:00,11.9,1.93
54.06,146.33,10.82,18.71,4.47,0.97,20.84,4.12,27.17,90.55,0.72,199.83,2023-08-14 05:00:00,12.4,2.95
54.21,150.44,10.03,17.76,4.41,0.85,19.71,3.77,27.23,90.51,0.11,105.85,2023-08-14 05:15:00,12.89,4.21
54.21,150.44,6.24,15.19,4.37,0.67,15.33,3.99,27.08,91.4,0.43,104.81,2023-08-14 05:30:00,14.25,4.28
54.21,150.44,5.51,14.42,4.33,0.71,14.34,3.87,27.3,90.77,0.43,119.87,2023-08-14 05:45:00,14.38,3.17
55.71,154.23,5.69,14.09,4.26,0.71,14.32,3.98,27.15,91.5,0.67,67.99,2023-08-14 06:00:00,14.85,2.36
56.02,154.99,7.49,15.01,4.28,0.96,16.23,3.91,27.41,90.99,0.38,190.36,2023-08-14 06:15:00,14.07,2.71
56.02,154.99,7.92,16.09,4.3,1.17,17.14,4.34,27.76,88.66,0.33,249.44,2023-08-14 06:30:00,14.12,3.08
56.02,154.99,7.04,16.86,4.32,0.99,16.85,5.19,28.16,86.4,0.19,277.32,2023-08-14 06:45:00,13.62,2.87
56.99,144.09,5.28,13.39,4.28,1.11,13.62,5.83,28.35,85.76,0.18,15.09,2023-08-14 07:00:00,14.86,3.48
57.19,141.91,4.63,11.85,4.22,0.8,12.29,5.83,28.29,87.39,0.66,76.14,2023-08-14 07:15:00,15.25,3.6
57.19,141.91,5.46,9.99,4.17,0.63,11.98,5.51,28.55,86.52,0.45,352.17,2023-08-14 07:30:00,15.5,2.57
51.51,109.18,4.37,8.97,4.07,0.57,10.57,7.5,28.89,83.8,0.83,306.71,2023-08-14 08:00:00,16.09,1.72
50.37,102.63,3.62,6.93,4.18,0.46,8.91,9.63,29.19,82.16,0.99,311.08,2023-08-14 08:15:00,16.92,1.17
50.37,102.63,3.23,5.66,4.24,0.39,7.94,11.24,29.73,77.59,0.96,281.27,2023-08-14 08:30:00,16.62,0.77
50.37,102.63,3.14,5.52,4.28,0.37,7.79,12.18,30.02,74.37,0.92,278.96,2023-08-14 08:45:00,16.96,0.58
42.67,57.47,3.3,5.89,4.29,0.39,8.11,12.87,30.23,74.19,0.83,298.05,2023-08-14 09:00:00,16.49,0.57
41.14,48.44,3.08,5.04,4.28,0.35,7.49,15.17,30.35,72.85,1.34,277.84,2023-08-14 09:15:00,16.49,0.8
41.14,48.44,2.84,4.07,4.28,0.34,6.79,16.69,30.56,71.68,1.11,307.82,2023-08-14 09:30:00,16.65,0.9
41.14,48.44,2.74,3.81,4.26,0.32,6.57,17.86,30.49,71.58,1.36,316.25,2023-08-14 09:45:00,16.29,0.78
30.12,33.47,2.71,3.61,4.23,0.33,6.44,19.11,30.78,70.55,1.42,322.86,2023-08-14 10:00:00,16.42,0.6
27.92,30.48,2.69,3.42,4.2,0.33,6.34,20.56,31.07,69.62,1.21,318.71,2023-08-14 10:15:00,15.48,0.55
27.92,30.48,2.62,3.45,4.18,0.34,6.29,21.19,31.52,68.59,1.1,321.7,2023-08-14 10:30:00,14.34,0.54
27.92,30.48,2.51,3.44,4.18,0.34,6.2,21.81,31.64,68.79,1.17,337.77,2023-08-14 10:45:00,13.06,0.53
17.57,30.07,2.59,4.2,4.15,0.34,6.66,23.99,31.74,67.29,1.27,328.53,2023-08-14 11:00:00,13.06,0.52
15.5,29.99,2.51,4.41,4.16,0.33,6.71,26.49,31.99,65.75,1.17,319.41,2023-08-14 11:15:00,13.76,0.58
15.5,29.99,2.47,4.66,4.18,0.34,6.81,28.99,32.16,64.86,0.91,335.62,2023-08-14 11:30:00,14.57,0.57
15.5,29.99,2.49,4.85,4.27,0.36,6.92,31.35,33.03,60.66,0.99,331.09,2023-08-14 11:45:00,14.8,0.56
10.49,27.53,2.4,4.53,4.42,0.36,6.68,35.71,33.21,60.87,1.14,14.61,2023-08-14 12:00:00,15.31,0.65
9.49,27.03,2.58,5.49,4.42,0.39,7.33,29.77,32.6,64.45,2.07,21.76,2023-08-14 12:15:00,14.61,0.77
9.49,27.03,4.01,9.39,4.45,0.42,10.51,20.79,31.79,66.63,2.6,30.76,2023-08-14 12:30:00,13.34,0.79
9.49,27.03,4.59,11.0,4.75,0.39,11.81,19.68,31.57,66.44,2.19,27.85,2023-08-14 12:45:00,12.97,0.84
14.95,27.45,3.65,9.93,4.61,0.38,10.51,19.6,30.72,69.51,1.4,14.91,2023-08-14 13:00:00,13.88,0.63
16.13,27.53,3.01,7.73,4.59,0.37,8.84,21.01,30.87,69.89,1.11,17.32,2023-08-14 13:15:00,15.69,0.48
16.13,27.53,2.72,6.05,4.27,0.38,7.73,22.63,31.05,68.4,1.17,327.86,2023-08-14 13:30:00,15.16,0.46
16.13,27.53,2.61,5.23,4.35,0.37,7.22,23.49,31.22,68.63,1.06,22.99,2023-08-14 13:45:00,14.54,0.51
16.73,31.77,2.46,4.71,4.39,0.31,6.82,24.37,31.1,68.5,1.02,2.45,2023-08-14 14:00:00,15.91,0.59
17.47,32.29,2.54,5.6,4.08,0.33,7.35,25.78,31.53,68.13,1.29,335.12,2023-08-14 16:00:00,14.65,0.37
18.47,35.34,2.53,5.3,4.2,0.35,7.19,25.16,31.45,68.96,1.2,327.92,2023-08-14 16:15:00,13.81,0.35
18.47,35.34,2.44,5.03,4.21,0.35,6.97,24.94,31.24,70.3,0.9,310.72,2023-08-14 16:30:00,15.25,0.36
18.47,35.34,2.44,5.36,4.23,0.37,7.14,22.51,31.36,70.12,0.48,303.29,2023-08-14 16:45:00,15.0,0.37
14.47,31.7,2.47,5.56,4.2,0.37,7.27,22.07,31.49,70.28,0.65,273.48,2023-08-14 17:00:00,14.77,0.44
13.67,30.98,2.47,5.96,4.22,0.37,7.48,22.57,31.2,71.31,0.82,278.77,2023-08-14 17:15:00,15.57,0.52
13.67,30.98,2.43,6.51,4.22,0.4,7.74,21.76,31.05,72.35,0.6,279.89,2023-08-14 17:30:00,14.57,0.7
13.67,30.98,2.37,6.92,4.22,0.44,7.91,21.52,30.93,72.68,0.65,293.75,2023-08-14 17:45:00,15.35,0.76
15.05,38.26,2.54,8.44,4.3,0.43,8.83,19.46,30.61,74.2,0.78,277.09,2023-08-14 18:00:00,15.96,0.82
17.9,33.42,3.0,4.88,4.17,0.37,7.34,19.45,30.78,73.91,1.55,339.85,2023-08-16 08:45:00,16.38,1.01
16.0,31.6,3.12,5.41,4.17,0.37,7.71,21.43,31.0,72.41,1.66,329.29,2023-08-16 09:00:00,16.39,0.95
15.62,31.24,2.95,5.35,4.23,0.39,7.55,23.7,31.27,71.31,1.76,339.82,2023-08-16 09:15:00,15.95,1.01
15.62,31.24,2.93,5.67,4.2,0.41,7.7,24.46,31.44,70.62,1.66,337.67,2023-08-16 09:30:00,14.94,0.92
15.62,31.24,2.9,5.85,4.29,0.44,7.77,25.7,31.66,70.81,1.81,336.93,2023-08-16 09:45:00,15.83,1.04
19.44,32.95,3.1,6.33,4.29,0.44,8.18,26.1,32.27,67.38,1.6,332.43,2023-08-16 10:00:00,14.45,1.19
20.26,33.3,3.18,6.91,4.31,0.44,8.55,27.07,33.19,63.69,1.51,335.11,2023-08-16 10:15:00,13.26,1.23
20.26,33.3,3.17,7.45,4.33,0.46,8.82,28.2,32.85,65.42,1.89,327.47,2023-08-16 10:30:00,13.03,1.13
20.26,33.3,3.09,7.56,4.33,0.46,8.81,29.74,33.16,64.22,1.81,327.99,2023-08-16 10:45:00,13.3,1.08
15.4,49.69,2.85,6.91,4.28,0.43,8.28,31.32,33.37,64.29,1.58,304.84,2023-08-16 11:00:00,13.34,1.25
14.43,52.96,2.73,6.56,4.22,0.41,8.0,30.99,33.55,64.44,1.58,314.21,2023-08-16 11:15:00,13.7,1.14
14.43,52.96,2.64,6.22,4.27,0.41,7.76,33.29,33.53,64.84,1.85,326.47,2023-08-16 11:30:00,14.17,0.99
14.43,52.96,2.55,6.25,4.32,0.41,7.69,34.78,33.23,65.9,1.46,329.32,2023-08-16 11:45:00,14.59,0.93
26.63,50.19,2.77,3.23,4.06,0.38,6.3,39.21,33.34,64.56,2.18,329.69,2023-08-16 12:00:00,,0.0
26.63,50.19,2.27,6.18,4.16,0.42,7.44,38.34,33.55,62.06,2.19,333.68,2023-08-16 12:30:00,14.95,0.29
26.63,50.19,2.14,7.4,4.34,0.41,7.97,38.72,33.69,61.76,2.12,332.74,2023-08-16 12:45:00,14.48,0.66
18.74,56.52,2.08,7.72,4.37,0.41,8.09,41.04,33.75,61.21,1.79,327.15,2023-08-16 13:00:00,14.02,0.66
17.16,57.78,2.07,8.97,4.43,0.42,8.74,39.22,33.83,60.19,1.62,309.53,2023-08-16 13:15:00,13.92,0.58
17.16,57.78,2.21,10.74,4.09,0.44,9.77,36.5,33.67,61.04,1.8,314.89,2023-08-16 13:30:00,13.88,0.69
17.16,57.78,2.15,9.99,4.39,0.44,9.33,39.76,34.05,60.37,2.01,321.34,2023-08-16 13:45:00,14.36,0.77
24.2,58.01,1.97,8.28,4.46,0.32,8.29,45.7,34.37,59.19,2.02,326.79,2023-08-16 14:00:00,14.86,0.84
25.72,58.06,1.76,7.03,4.45,0.33,7.47,49.43,34.23,60.46,1.7,325.69,2023-08-16 14:15:00,16.32,0.83
25.72,58.06,1.72,6.35,4.33,0.36,7.09,51.51,34.61,58.98,1.86,316.45,2023-08-16 14:30:00,16.4,0.75
25.72,58.06,1.7,5.42,4.26,0.35,6.58,54.02,34.78,58.64,1.83,317.61,2023-08-16 14:45:00,16.03,0.74
24.19,55.55,1.65,4.65,4.21,0.35,6.14,53.18,34.86,57.03,1.64,313.67,2023-08-16 15:00:00,15.78,1.56
23.88,55.0,1.65,5.71,4.18,0.47,6.7,47.44,33.99,59.33,1.72,322.58,2023-08-16 15:15:00,15.04,1.18
23.88,55.0,1.65,5.55,4.17,0.45,6.61,40.87,33.7,60.62,0.97,315.8,2023-08-16 15:30:00,14.65,1.46
23.88,55.0,1.62,4.08,4.11,0.33,5.82,39.15,33.45,62.61,1.05,303.56,2023-08-16 15:45:00,14.49,4.82
26.21,65.5,1.63,3.72,4.01,0.36,5.64,34.72,33.14,65.88,0.98,309.13,2023-08-16 16:00:00,14.97,4.36
26.21,68.21,1.64,3.65,4.09,0.32,5.61,34.05,32.91,66.28,1.33,313.78,2023-08-16 16:15:00,16.77,1.38
26.21,68.21,1.69,4.16,4.14,0.28,5.92,37.92,30.4,72.11,2.72,11.12,2023-08-16 16:30:00,16.02,1.97
26.21,68.21,1.65,3.58,4.13,0.25,5.58,38.55,28.06,82.74,1.69,50.19,2023-08-16 16:45:00,14.86,0.85
15.07,18.93,3.54,5.5,4.09,0.41,8.09,13.75,29.07,83.61,0.67,331.03,2023-08-17 09:00:00,15.77,1.32
17.02,19.49,3.16,5.23,4.09,0.5,7.65,14.27,29.35,83.12,0.61,327.5,2023-08-17 09:15:00,17.02,1.42
17.02,19.49,3.17,5.33,4.11,0.56,7.71,15.13,29.68,82.41,1.01,320.55,2023-08-17 09:30:00,16.56,1.61
17.02,19.49,3.09,5.36,4.1,0.6,7.66,17.13,29.93,81.4,0.96,306.73,2023-08-17 09:45:00,16.87,2.45
19.28,31.59,2.93,5.14,4.11,0.57,7.42,17.51,30.35,79.37,0.62,318.85,2023-08-17 10:00:00,17.55,2.92
19.74,34.01,2.89,4.99,4.12,0.52,7.31,18.22,30.56,78.13,0.69,338.61,2023-08-17 10:15:00,16.85,3.16
19.74,34.01,2.73,5.07,4.11,0.51,7.23,20.67,30.14,79.56,1.35,333.66,2023-08-17 10:30:00,16.26,3.03
19.74,34.01,2.58,4.58,4.11,0.47,6.85,21.14,30.02,80.12,1.24,344.14,2023-08-17 10:45:00,17.24,2.51
8.96,32.43,2.56,4.45,4.11,0.45,6.76,20.43,30.2,79.51,0.81,338.31,2023-08-17 11:00:00,16.53,2.43
6.8,32.12,2.52,3.72,4.11,0.35,6.35,19.22,30.0,81.19,0.82,49.31,2023-08-17 11:15:00,16.52,1.87
6.8,32.12,2.46,3.41,4.09,0.36,6.15,18.33,29.78,83.14,0.55,37.27,2023-08-17 11:45:00,16.45,1.59
14.11,24.53,2.47,3.8,4.1,0.43,6.35,16.56,29.68,83.78,0.31,342.29,2023-08-17 12:00:00,16.57,1.02
15.69,23.02,2.54,3.82,4.08,0.4,6.42,14.21,29.55,85.46,0.31,311.71,2023-08-17 12:15:00,16.77,1.2
15.69,23.02,2.57,4.01,4.08,0.43,6.54,14.65,29.58,85.63,0.27,297.98,2023-08-17 12:30:00,15.74,1.52
15.69,23.02,2.52,3.83,4.08,0.37,6.4,15.08,29.74,84.26,0.19,279.04,2023-08-17 12:45:00,14.09,1.23
8.44,24.26,2.49,3.51,4.08,0.37,6.22,16.4,29.94,82.85,0.22,270.68,2023-08-17 13:00:00,13.66,1.58
6.98,24.5,2.5,4.1,4.07,0.37,6.54,15.81,30.12,82.15,0.14,324.82,2023-08-17 13:15:00,13.16,1.21
6.98,24.5,2.55,4.78,4.03,0.41,6.93,14.68,30.01,83.4,0.11,131.4,2023-08-17 13:30:00,11.39,1.04
6.98,24.5,2.59,4.21,4.04,0.41,6.67,16.2,29.92,84.54,0.29,83.63,2023-08-17 13:45:00,10.49,1.05
21.23,32.18,3.24,4.93,4.06,0.41,7.56,17.23,30.22,84.12,0.56,80.9,2023-08-17 14:00:00,10.4,1.18
24.31,33.71,2.67,4.06,4.06,0.41,6.65,20.36,29.96,83.89,0.58,86.78,2023-08-17 14:15:00,13.4,1.11
24.31,33.71,2.49,3.88,4.07,0.41,6.42,17.09,30.29,82.45,0.28,121.75,2023-08-17 14:30:00,13.63,1.08
24.31,33.71,2.45,3.81,4.06,0.4,6.34,16.64,30.61,79.88,0.28,93.74,2023-08-17 14:45:00,14.87,0.94
18.13,26.91,2.49,3.66,4.07,0.4,6.3,18.11,30.43,81.08,0.35,29.7,2023-08-17 15:00:00,14.49,0.94
16.9,25.44,2.47,3.32,4.05,0.38,6.1,17.6,30.61,79.08,0.34,255.7,2023-08-17 15:15:00,15.61,0.93
16.9,25.44,2.53,3.21,4.07,0.36,6.09,15.74,31.32,75.57,0.26,356.02,2023-08-17 15:30:00,14.53,0.97
16.9,25.44,2.5,3.2,4.07,0.35,6.07,16.73,31.79,73.4,0.38,359.3,2023-08-17 15:45:00,15.09,0.78
20.64,21.3,2.52,3.1,4.03,0.34,6.03,19.23,32.37,70.26,0.65,2.99,2023-08-17 16:00:00,14.53,0.7
,,2.48,3.07,4.05,0.33,5.98,20.32,32.17,71.03,0.56,337.1,2023-08-17 16:15:00,15.03,0.64
,,2.51,2.78,4.05,0.32,5.85,22.25,32.16,70.08,0.82,336.58,2023-08-17 16:30:00,13.9,0.49
,,2.52,2.67,4.05,0.34,5.81,24.46,31.79,72.37,1.13,41.42,2023-08-17 16:45:00,12.84,0.48
16.88,20.13,2.53,2.66,4.05,0.33,5.81,23.71,31.46,73.63,0.58,27.52,2023-08-17 17:00:00,12.21,0.4
15.98,20.06,2.54,2.85,4.05,0.35,5.91,21.04,31.31,74.19,0.42,18.77,2023-08-17 17:15:00,12.55,0.8
15.98,20.06,2.56,3.08,4.05,0.35,6.05,16.54,31.23,75.13,0.21,243.49,2023-08-17 17:30:00,13.96,0.44
15.98,20.06,2.65,4.82,4.05,0.49,7.03,16.38,30.7,77.47,0.53,206.47,2023-08-17 17:45:00,13.05,0.54
9.77,21.24,3.19,3.76,4.06,0.4,6.91,15.31,28.29,95.55,0.69,48.05,2023-08-18 08:45:00,15.64,1.39
13.7,20.5,3.19,3.66,4.06,0.38,6.86,16.84,29.41,87.37,1.06,64.0,2023-08-18 09:00:00,15.9,1.09
14.48,20.35,3.05,3.61,4.06,0.37,6.72,19.03,29.34,83.08,0.89,46.2,2023-08-18 09:15:00,16.17,0.82
14.48,20.35,3.03,3.53,4.06,0.38,6.66,18.65,30.03,80.73,0.39,75.68,2023-08-18 09:30:00,16.05,0.61
14.48,20.35,14.74,6.39,4.09,0.39,17.67,20.97,30.31,78.68,1.3,58.07,2023-08-18 09:45:00,12.81,0.6
14.32,16.0,18.24,12.27,4.1,0.49,23.8,19.66,30.6,77.68,1.27,80.88,2023-08-18 10:00:00,11.21,0.68
14.29,15.13,2.83,3.73,4.07,0.41,6.6,23.4,30.94,75.86,1.13,89.61,2023-08-18 10:15:00,16.5,0.91
14.29,15.13,2.82,3.37,4.07,0.46,6.41,23.88,31.43,73.07,1.28,96.88,2023-08-18 10:30:00,17.12,3.44
,,2.89,3.59,4.09,0.53,6.58,25.33,31.84,71.96,1.45,81.69,2023-08-18 10:45:00,17.17,1.57
,,3.08,4.85,4.09,0.39,7.4,26.16,31.78,71.34,1.03,88.23,2023-08-18 11:00:00,18.26,2.78
,,5.13,11.08,,0.43,12.29,,32.12,69.93,1.35,84.36,2023-08-18 11:15:00,17.61,4.18
,,12.09,26.59,,0.54,25.97,,32.42,70.24,0.77,123.31,2023-08-18 11:30:00,14.16,0.98
,,7.52,22.14,,0.44,19.98,,32.31,70.27,0.94,99.63,2023-08-18 11:45:00,20.42,1.62
,,4.11,11.02,,0.5,11.44,26.61,33.08,66.65,0.42,152.53,2023-08-18 12:00:00,25.16,4.02
,,2.89,5.63,,0.51,7.65,27.73,33.12,66.22,0.9,74.81,2023-08-18 12:15:00,24.79,1.67
,,2.64,4.08,,0.46,6.63,27.52,33.16,65.88,0.6,158.02,2023-08-18 12:30:00,22.65,2.99
,,2.57,3.74,3.93,0.4,6.4,26.53,31.52,74.07,1.46,68.51,2023-08-18 12:45:00,20.9,4.24
,,2.68,3.5,4.02,,6.37,24.69,31.78,73.33,1.18,52.01,2023-08-18 13:00:00,19.42,3.1
,,2.69,3.5,4.03,,6.38,24.25,32.39,69.96,0.85,239.96,2023-08-18 13:15:00,18.26,1.51
,,2.7,3.67,4.0,0.61,6.47,24.45,32.76,68.46,1.03,240.81,2023-08-18 13:30:00,17.75,1.39
26.91,28.26,,,4.04,0.5,,25.3,33.66,64.69,0.74,248.2,2023-08-18 13:45:00,17.21,1.8
26.91,28.26,,,4.09,0.44,,23.88,34.53,62.43,0.43,161.08,2023-08-18 14:00:00,18.43,2.92
26.91,28.26,,,4.22,0.43,,25.55,34.31,61.54,0.37,107.74,2023-08-18 14:15:00,18.82,3.04
25.54,28.99,,,4.27,0.4,,26.38,34.29,60.02,0.31,146.75,2023-08-18 14:30:00,18.59,2.89
23.57,30.03,,,4.23,0.55,,27.17,33.94,62.06,0.21,196.87,2023-08-18 14:45:00,18.26,2.74
23.57,30.03,,,4.19,0.65,,27.19,33.82,63.42,0.47,215.09,2023-08-18 15:00:00,18.0,2.69
23.57,30.03,,,4.21,0.48,,30.05,33.36,67.14,0.77,301.52,2023-08-18 15:15:00,18.17,3.59
23.55,29.91,,,4.15,0.51,,32.98,32.22,74.4,1.24,317.38,2023-08-18 15:30:00,18.78,4.54
23.52,29.75,,,4.12,0.67,,34.49,31.35,78.45,0.88,346.96,2023-08-18 15:45:00,18.46,3.95
23.52,29.75,,,4.04,0.71,,31.92,29.64,87.45,0.95,180.56,2023-08-18 16:00:00,19.2,2.47
23.52,29.75,,,4.09,1.07,,27.86,28.59,89.27,0.82,237.88,2023-08-18 16:15:00,18.78,2.18
21.54,29.01,4.63,6.58,4.1,0.52,9.07,26.7,28.37,90.7,0.74,242.89,2023-08-18 16:30:00,17.24,2.75
