pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene
25.42,90.51,3.32,38.74,17.55,1.05,25.29,44.69,26.42,43.44,0.53,187.51,2023-01-22 18:00:00,15.59,3.32
25.42,90.51,3.38,39.78,16.62,1.04,25.88,37.7,25.88,45.61,0.35,181.84,2023-01-22 18:15:00,15.42,3.42
32.55,102.2,3.25,34.92,15.91,0.93,23.24,57.98,25.79,45.74,0.66,197.31,2023-01-22 18:30:00,16.18,4.67
43.76,120.56,3.3,31.23,14.24,0.93,21.35,46.16,25.31,47.57,0.42,178.83,2023-01-22 18:45:00,16.78,4.34
43.76,120.56,3.48,33.04,11.96,0.94,22.44,34.46,24.12,51.66,0.32,140.38,2023-01-22 19:00:00,16.77,3.99
43.76,120.56,3.55,33.49,11.16,0.96,22.73,31.73,23.74,51.92,0.29,169.4,2023-01-22 19:15:00,17.34,3.96
46.5,119.12,7.02,40.82,12.29,0.9,29.35,32.22,23.69,51.96,0.41,147.36,2023-01-22 19:30:00,16.55,3.63
50.8,116.85,34.76,65.84,8.9,0.93,64.66,3.9,20.93,69.08,0.56,120.16,2023-01-22 19:45:00,7.71,3.66
50.8,116.85,9.25,56.72,8.42,0.83,39.44,13.16,20.67,68.51,0.49,114.74,2023-01-22 20:00:00,13.33,3.38
50.8,116.85,7.74,57.35,7.8,0.83,38.56,10.55,20.11,70.46,0.47,113.97,2023-01-22 20:15:00,14.78,3.97
56.17,202.69,7.23,61.03,7.8,0.81,40.07,12.19,20.05,69.38,0.55,107.25,2023-01-22 20:30:00,14.82,3.41
64.6,337.58,13.66,66.37,7.22,0.84,48.01,4.61,19.5,72.04,0.53,106.74,2023-01-22 20:45:00,13.78,3.46
64.6,337.58,10.88,59.81,6.85,0.78,42.36,6.36,18.69,78.43,0.64,101.36,2023-01-22 21:00:00,14.91,3.42
64.6,337.58,7.28,44.39,7.03,0.76,31.42,18.39,18.99,76.2,0.41,125.93,2023-01-22 21:15:00,17.47,3.44
67.03,338.99,6.37,45.72,6.9,0.77,31.39,12.64,18.48,78.3,0.52,104.18,2023-01-22 21:30:00,17.53,3.15
70.83,341.2,6.87,46.03,6.43,0.79,31.94,10.44,18.18,80.02,0.46,97.64,2023-01-22 21:45:00,17.35,3.08
70.83,341.2,7.06,43.52,6.34,0.8,30.79,9.7,18.06,80.8,0.3,107.39,2023-01-22 22:00:00,17.7,3.11
70.83,341.2,7.49,46.21,6.3,0.82,32.54,6.82,17.87,81.7,0.36,102.62,2023-01-22 22:15:00,17.19,3.43
69.44,302.96,7.26,49.15,6.52,0.86,33.89,6.55,18.12,80.72,0.51,126.96,2023-01-22 22:30:00,16.94,3.82
67.25,242.87,6.6,48.64,7.71,0.9,33.1,13.7,19.21,75.54,0.54,129.09,2023-01-22 22:45:00,17.56,4.1
67.25,242.87,6.17,47.01,8.66,0.9,31.9,17.85,19.53,74.73,0.48,120.24,2023-01-22 23:00:00,17.91,4.63
67.25,242.87,7.98,48.94,7.52,0.89,34.36,8.57,18.59,80.78,0.37,75.92,2023-01-22 23:15:00,17.46,4.9
64.94,218.04,8.67,48.01,6.66,0.87,34.42,6.59,18.22,83.43,0.34,68.44,2023-01-22 23:30:00,17.57,5.13
61.32,179.03,9.06,40.54,6.22,0.87,30.83,5.16,17.62,85.31,0.09,56.63,2023-01-22 23:45:00,18.54,5.14
61.32,179.03,10.7,35.93,5.19,0.87,29.74,3.54,17.07,87.77,0.14,217.71,2023-01-23 00:00:00,,5.38
61.32,179.03,10.36,36.53,5.91,0.87,29.78,3.32,16.77,88.82,0.13,150.06,2023-01-23 00:15:00,19.41,5.21
55.87,147.34,10.27,35.77,5.72,0.87,29.31,3.39,16.65,90.15,0.19,226.42,2023-01-23 00:30:00,19.3,5.18
47.32,97.54,10.49,34.33,5.55,0.89,28.74,3.11,16.5,90.74,0.11,161.7,2023-01-23 00:45:00,19.27,5.3
47.32,97.54,10.04,33.53,5.26,0.88,27.96,2.92,16.49,91.24,0.22,118.28,2023-01-23 01:00:00,19.33,5.17
47.32,97.54,10.09,32.26,5.28,0.88,27.33,2.91,16.21,91.81,0.29,121.17,2023-01-23 01:15:00,19.29,5.24
45.25,90.32,11.6,34.67,5.14,0.88,29.81,2.47,16.13,92.65,0.29,132.93,2023-01-23 01:30:00,18.7,5.1
41.99,78.98,14.16,36.02,4.88,0.88,32.56,2.22,15.97,93.16,0.26,128.55,2023-01-23 01:45:00,17.95,5.0
41.99,78.98,15.54,36.55,4.81,0.88,33.95,2.09,15.95,93.67,0.31,120.74,2023-01-23 02:00:00,17.76,5.1
41.99,78.98,14.5,33.97,4.81,0.87,31.76,2.41,15.79,93.86,0.11,169.74,2023-01-23 02:15:00,18.49,5.19
40.77,85.91,13.39,33.07,4.89,0.87,30.4,2.39,15.74,94.05,0.11,42.79,2023-01-23 02:30:00,19.53,5.14
38.86,96.81,13.99,32.08,4.67,0.86,30.36,2.36,15.66,94.11,0.2,233.64,2023-01-23 02:45:00,19.73,5.21
38.86,96.81,14.15,31.09,4.56,0.86,29.98,2.3,15.55,94.26,0.29,74.57,2023-01-23 03:00:00,19.76,5.1
38.86,96.81,11.87,33.24,4.41,0.85,29.28,2.28,15.53,94.43,0.4,116.18,2023-01-23 03:15:00,19.89,5.13
38.08,91.32,13.66,34.72,4.57,0.86,31.48,2.33,15.68,94.63,0.39,119.81,2023-01-23 03:30:00,19.37,5.22
36.86,82.7,13.9,35.68,4.68,0.86,32.18,2.32,15.72,94.53,0.3,79.74,2023-01-23 03:45:00,19.4,4.76
36.86,82.7,15.49,32.64,4.49,0.85,31.87,2.12,15.33,94.49,0.15,65.16,2023-01-23 04:00:00,19.62,4.81
36.86,82.7,16.33,32.06,4.47,0.86,32.23,2.04,15.05,94.63,0.25,128.85,2023-01-23 04:15:00,19.53,4.82
36.93,101.18,16.72,31.82,4.53,0.85,32.42,2.0,14.88,94.86,0.09,156.47,2023-01-23 04:30:00,19.33,5.02
37.05,131.63,16.65,31.24,4.35,0.84,32.06,1.98,14.81,95.09,0.28,95.4,2023-01-23 04:45:00,19.49,4.93
37.05,131.63,16.47,30.31,4.47,0.85,31.43,2.15,14.78,95.29,0.21,231.29,2023-01-23 05:00:00,19.64,4.96
37.05,131.63,15.67,29.33,4.41,0.84,30.28,2.33,14.9,95.48,0.15,110.52,2023-01-23 05:15:00,19.76,4.8
37.51,123.94,13.57,29.14,4.34,0.82,28.49,2.87,14.72,95.57,0.25,110.85,2023-01-23 05:30:00,20.19,5.0
38.23,111.85,16.08,32.56,4.4,0.84,32.3,3.01,14.64,95.65,0.54,110.52,2023-01-23 05:45:00,19.32,4.86
38.23,111.85,24.42,37.99,4.26,0.87,41.83,2.44,14.65,95.69,0.47,104.73,2023-01-23 06:00:00,17.7,4.56
38.23,111.85,32.9,33.97,4.23,0.86,46.52,2.02,14.46,95.63,0.23,106.53,2023-01-23 06:15:00,17.73,4.31
46.22,179.81,27.5,30.43,4.32,0.85,40.34,2.15,14.32,95.48,0.12,153.03,2023-01-23 06:30:00,19.28,4.51
58.77,286.6,24.07,30.84,4.42,0.86,37.81,2.33,14.6,95.46,0.21,43.53,2023-01-23 06:45:00,20.24,4.65
58.77,286.6,25.53,32.05,4.22,0.83,39.61,2.28,14.61,95.44,0.41,72.38,2023-01-23 07:00:00,20.02,4.8
58.77,286.6,22.4,30.61,4.34,0.83,36.35,2.98,15.22,95.4,0.26,129.25,2023-01-23 07:15:00,20.99,4.57
56.75,213.17,16.25,30.62,4.73,0.83,31.42,8.86,16.09,94.7,0.66,99.75,2023-01-23 07:30:00,22.23,4.31
53.59,97.76,16.48,36.3,5.19,0.88,34.57,9.23,17.08,90.91,0.7,87.24,2023-01-23 07:45:00,21.57,4.54
53.59,97.76,17.05,38.16,4.77,0.89,36.0,8.95,18.33,85.48,0.47,88.66,2023-01-23 08:00:00,20.92,4.1
53.59,97.76,15.92,37.5,6.93,0.92,34.75,11.36,19.53,80.6,0.77,65.43,2023-01-23 08:15:00,21.2,4.31
53.01,105.34,11.65,34.36,10.33,0.96,29.68,26.09,20.6,75.01,1.25,81.11,2023-01-23 08:30:00,22.38,4.65
52.1,117.26,8.16,29.7,16.06,0.94,24.45,41.19,21.73,68.96,1.33,81.16,2023-01-23 08:45:00,23.67,4.75
52.1,117.26,7.8,28.15,19.02,0.95,23.35,42.27,22.91,64.4,0.88,84.51,2023-01-23 09:00:00,23.81,5.1
52.1,117.26,8.04,27.18,23.51,0.96,23.04,47.14,24.51,56.49,0.88,53.58,2023-01-23 09:15:00,23.62,5.01
48.81,100.64,7.46,30.9,40.29,1.04,24.52,49.35,25.81,50.23,0.08,111.8,2023-01-23 09:30:00,22.92,5.1
43.66,74.52,6.8,42.68,57.74,1.13,30.14,48.05,26.5,47.75,0.43,319.06,2023-01-23 09:45:00,22.34,5.32
43.66,74.52,14.79,77.01,121.91,1.28,54.48,34.23,27.68,39.04,0.12,214.08,2023-01-23 10:00:00,23.89,6.58
43.66,74.52,9.65,72.9,86.86,1.22,48.21,34.93,28.96,36.62,0.4,230.11,2023-01-23 10:15:00,26.91,6.57
44.39,95.9,6.95,61.71,73.82,1.15,40.2,46.21,29.32,35.08,0.7,175.42,2023-01-23 10:30:00,27.61,6.46
45.54,129.5,5.57,53.25,56.78,1.07,34.67,51.61,29.64,32.0,0.47,305.05,2023-01-23 10:45:00,27.66,6.19
45.54,129.5,5.39,50.59,65.1,1.0,33.14,52.05,30.08,31.23,0.39,103.45,2023-01-23 11:00:00,26.57,5.75
45.54,129.5,5.62,46.91,72.93,0.84,31.4,66.29,29.92,29.3,0.64,220.26,2023-01-23 11:15:00,24.84,4.77
45.34,115.08,4.57,40.48,63.65,0.81,27.2,69.09,30.91,26.08,1.0,227.97,2023-01-23 11:30:00,22.74,4.78
45.03,92.43,4.32,36.55,56.77,0.65,24.95,85.43,30.87,24.88,1.46,240.57,2023-01-23 11:45:00,20.43,3.38
45.03,92.43,4.06,34.84,55.62,0.66,23.85,73.98,31.09,24.28,0.66,163.19,2023-01-23 12:00:00,18.73,2.95
45.03,92.43,3.78,32.11,52.0,0.59,22.2,75.48,31.76,22.99,0.5,203.39,2023-01-23 12:15:00,18.03,2.7
41.97,91.3,3.91,32.02,54.18,0.59,22.25,79.85,31.88,22.96,0.82,163.84,2023-01-23 12:30:00,17.63,3.11
37.18,89.52,3.62,29.5,50.96,0.55,20.7,80.98,31.98,21.95,0.75,163.47,2023-01-23 12:45:00,17.18,2.6
37.18,89.52,3.13,23.16,35.39,0.47,17.0,81.37,31.74,20.99,1.09,149.17,2023-01-23 13:00:00,17.39,2.03
37.18,89.52,3.02,21.85,34.65,0.48,16.22,79.99,31.73,21.12,0.36,174.96,2023-01-23 13:15:00,17.3,1.86
35.98,73.57,3.15,24.19,42.04,0.51,17.56,79.14,32.27,21.19,0.74,146.24,2023-01-23 13:30:00,17.15,1.44
34.09,48.52,3.3,26.75,43.44,0.58,19.01,80.84,32.4,21.05,0.71,177.1,2023-01-23 13:45:00,17.21,1.76
34.09,48.52,3.23,25.75,47.42,0.5,18.44,104.88,32.08,21.51,0.86,148.32,2023-01-23 14:00:00,17.23,1.92
34.09,48.52,3.04,22.65,43.8,0.46,16.66,104.52,32.08,20.55,0.93,131.91,2023-01-23 14:15:00,16.45,1.85
31.96,48.58,2.9,19.26,39.03,0.45,14.77,104.63,32.14,20.2,0.5,71.12,2023-01-23 14:30:00,15.16,1.62
28.61,48.69,2.88,19.54,39.11,0.48,14.91,100.22,32.63,19.42,0.42,128.39,2023-01-23 14:45:00,14.27,1.44
28.61,48.69,3.04,25.46,46.4,0.49,18.13,94.5,32.65,19.5,0.53,158.58,2023-01-23 15:00:00,14.3,1.42
28.61,48.69,2.93,23.11,33.41,0.56,16.81,100.47,32.36,19.89,0.84,225.28,2023-01-23 15:15:00,14.37,1.54
27.36,51.2,2.92,24.91,34.05,0.63,17.74,91.18,32.48,20.06,0.84,221.6,2023-01-23 15:30:00,13.95,1.34
25.41,55.14,3.03,27.48,31.84,0.64,19.18,92.42,31.97,20.75,1.09,231.49,2023-01-23 15:45:00,14.07,1.42
25.41,55.14,2.99,30.13,26.17,0.86,20.52,95.49,31.53,21.61,1.15,210.52,2023-01-23 16:00:00,14.24,1.76
25.41,55.14,2.97,30.73,28.47,0.87,20.82,98.55,30.87,22.46,1.17,207.61,2023-01-23 16:15:00,14.64,2.0
25.88,59.94,3.17,34.59,27.93,0.7,23.0,95.94,30.31,23.24,1.51,212.67,2023-01-23 16:30:00,14.28,1.77
26.63,67.5,3.79,40.79,28.96,0.73,26.74,81.33,29.85,24.36,1.31,210.7,2023-01-23 16:45:00,13.91,1.5
26.63,67.5,3.29,41.25,24.01,0.75,26.58,65.47,29.24,25.21,1.09,210.19,2023-01-23 17:00:00,13.7,1.37
26.63,67.5,2.93,47.13,20.2,0.96,29.36,56.54,28.59,26.4,1.12,207.28,2023-01-23 17:15:00,14.03,1.33
26.91,82.83,2.73,50.51,23.32,0.91,30.97,60.03,28.04,27.25,1.21,206.46,2023-01-23 17:30:00,16.62,1.6
27.34,106.92,2.68,49.21,20.35,0.94,30.24,54.98,27.56,28.1,1.1,204.35,2023-01-23 17:45:00,17.47,2.02
27.34,106.92,2.69,53.44,22.16,1.13,32.47,36.71,26.85,30.27,0.79,204.16,2023-01-23 18:00:00,16.86,1.8
27.34,106.92,2.77,59.2,25.98,1.24,35.54,32.11,26.6,30.19,0.94,207.46,2023-01-23 18:15:00,15.94,2.11
52.05,142.85,4.85,69.22,99.24,1.42,51.1,18.23,26.25,31.47,0.95,209.26,2023-01-23 18:30:00,13.04,2.63
90.88,199.33,7.37,,117.68,1.25,59.18,13.13,25.98,33.1,0.93,210.98,2023-01-23 18:45:00,10.4,2.59
90.88,199.33,10.59,,103.41,1.19,62.67,9.49,25.55,35.15,0.63,204.63,2023-01-23 19:00:00,9.38,3.08
90.88,199.33,14.44,,95.0,1.41,61.69,7.91,24.78,38.5,0.51,196.25,2023-01-23 19:15:00,9.3,6.56
93.18,255.97,13.63,79.87,68.35,1.6,56.78,6.79,24.16,41.38,0.41,187.85,2023-01-23 19:30:00,10.78,6.78
96.79,344.99,11.24,78.66,59.21,1.74,53.05,6.96,23.47,43.59,0.36,176.13,2023-01-23 19:45:00,12.15,11.39
96.79,344.99,10.04,76.65,58.48,1.98,50.48,6.58,23.07,45.17,0.27,162.55,2023-01-23 20:00:00,13.15,12.09
96.79,344.99,9.42,75.39,61.95,2.07,49.33,7.44,22.82,44.47,0.3,150.17,2023-01-23 20:15:00,13.82,11.42
94.87,342.89,21.77,70.21,26.48,1.17,56.53,6.68,20.27,60.55,0.79,90.84,2023-01-23 20:30:00,13.05,14.39
91.85,339.58,14.68,59.68,13.81,1.02,45.34,7.45,18.96,65.19,0.37,113.94,2023-01-23 20:45:00,14.75,16.08
91.85,339.58,8.08,50.7,12.56,0.96,35.35,11.95,18.82,63.96,0.37,110.4,2023-01-23 21:00:00,17.97,6.12
91.85,339.58,10.48,56.0,10.94,0.97,40.05,7.4,18.23,67.08,0.38,109.03,2023-01-23 21:15:00,17.4,4.69
74.55,278.23,34.54,64.68,9.61,1.04,63.88,3.74,17.73,69.82,0.5,105.78,2023-01-23 21:30:00,12.54,4.32
47.36,181.82,39.78,61.06,8.42,1.1,66.19,2.93,17.32,71.84,0.46,114.13,2023-01-23 21:45:00,11.77,4.39
47.36,181.82,35.07,59.73,8.22,1.03,61.72,2.81,17.12,71.63,0.51,114.56,2023-01-23 22:00:00,13.06,4.76
47.36,181.82,27.08,61.1,8.22,1.02,56.03,3.16,17.32,69.22,0.36,110.73,2023-01-23 22:15:00,15.62,5.18
54.9,243.3,26.74,59.33,7.77,1.01,54.83,2.72,16.88,72.99,0.31,110.25,2023-01-23 22:30:00,16.95,4.66
66.76,339.91,26.38,53.3,7.3,1.08,51.39,2.67,16.6,75.17,0.33,125.32,2023-01-23 22:45:00,17.74,4.77
66.76,339.91,20.47,57.1,7.65,1.02,48.63,3.57,17.2,73.8,0.51,101.92,2023-01-23 23:00:00,18.44,4.94
66.76,339.91,19.51,57.07,7.49,1.03,47.85,3.81,17.04,75.49,0.4,102.18,2023-01-23 23:15:00,18.7,5.2
68.23,318.62,21.31,53.12,6.89,1.0,47.23,3.25,16.62,78.17,0.28,76.02,2023-01-23 23:30:00,18.99,4.89
70.54,285.15,20.96,49.8,6.19,0.95,45.21,2.57,16.2,80.61,0.47,73.97,2023-01-23 23:45:00,19.55,5.04
70.54,285.15,20.97,44.25,5.84,0.94,42.32,2.62,15.82,83.03,0.35,90.48,2023-01-24 00:00:00,,4.96
70.54,285.15,16.39,45.36,7.56,0.89,39.23,4.02,15.7,85.07,0.53,95.39,2023-01-24 00:15:00,20.1,4.57
57.41,223.39,15.76,42.95,7.34,0.94,37.47,4.29,15.63,86.22,0.31,113.73,2023-01-24 00:30:00,20.8,4.76
36.76,126.35,16.52,40.77,6.98,0.96,36.93,4.29,15.81,85.4,0.22,119.14,2023-01-24 00:45:00,20.79,4.44
36.76,126.35,14.71,39.9,6.66,0.92,35.03,4.1,15.29,88.08,0.31,71.36,2023-01-24 01:00:00,20.81,4.74
36.76,126.35,16.85,38.27,6.48,0.97,35.9,2.97,14.82,89.81,0.1,127.49,2023-01-24 01:15:00,20.25,4.95
31.94,105.2,17.56,37.77,6.48,0.95,36.2,2.55,14.67,90.36,0.21,155.92,2023-01-24 01:30:00,19.85,4.84
24.36,71.97,17.3,37.7,6.41,0.93,35.96,2.34,14.92,91.34,0.27,227.38,2023-01-24 01:45:00,19.77,5.05
24.36,71.97,17.61,36.1,6.26,0.94,35.37,2.39,14.63,91.32,0.11,126.52,2023-01-24 02:00:00,19.66,4.94
24.36,71.97,17.29,35.22,6.28,0.93,34.65,2.36,14.64,91.78,0.24,82.45,2023-01-24 02:15:00,19.43,4.87
26.26,73.81,15.3,34.86,6.13,0.88,32.87,2.13,14.31,92.39,0.33,116.4,2023-01-24 02:30:00,19.28,4.96
29.25,76.69,15.89,33.68,5.93,0.9,32.73,2.25,14.03,93.12,0.28,129.39,2023-01-24 02:45:00,18.92,4.92
29.25,76.69,17.25,32.31,5.87,0.92,33.1,2.38,13.94,93.57,0.18,115.74,2023-01-24 03:00:00,18.43,4.54
29.25,76.69,17.32,31.9,5.95,0.91,32.95,2.32,13.96,93.85,0.26,116.17,2023-01-24 03:15:00,18.28,4.71
23.47,73.26,16.05,31.63,5.94,0.9,31.78,2.64,13.98,93.95,0.15,160.73,2023-01-24 03:30:00,18.34,4.96
14.39,67.86,15.31,30.22,5.83,0.9,30.45,3.23,13.83,93.96,0.27,105.42,2023-01-24 03:45:00,18.42,4.91
14.39,67.86,13.13,31.04,5.7,0.87,29.13,3.76,13.61,94.01,0.31,102.23,2023-01-24 04:00:00,18.51,4.82
14.39,67.86,13.76,31.16,5.6,0.87,29.7,2.73,13.34,93.93,0.28,129.14,2023-01-24 04:15:00,18.86,4.74
18.62,59.82,15.11,31.1,5.48,0.87,30.76,2.33,13.29,93.72,0.16,155.66,2023-01-24 04:30:00,18.53,4.57
25.27,46.58,15.09,30.76,5.62,0.85,30.56,2.6,13.25,93.94,0.14,51.59,2023-01-24 04:45:00,18.51,4.62
25.27,46.58,15.79,31.04,5.55,0.84,31.27,2.62,13.09,94.18,0.17,145.71,2023-01-24 05:00:00,18.19,4.59
25.27,46.58,14.79,29.03,5.53,0.82,29.42,3.15,13.02,93.96,0.12,93.26,2023-01-24 05:15:00,18.53,4.43
24.33,53.48,13.47,29.41,5.44,0.77,28.55,3.38,12.92,93.98,0.32,123.53,2023-01-24 05:30:00,18.54,4.42
22.86,64.33,11.95,28.27,5.42,0.77,26.74,4.33,12.83,93.99,0.31,132.89,2023-01-24 05:45:00,18.73,4.39
22.86,64.33,15.06,30.29,5.49,0.81,30.3,2.95,12.74,93.9,0.26,116.22,2023-01-24 06:00:00,17.35,3.86
22.86,64.33,27.93,33.42,5.46,0.82,42.25,2.34,12.53,94.22,0.3,118.84,2023-01-24 06:15:00,14.31,3.86
26.98,85.3,29.55,34.63,5.38,0.81,44.18,2.05,12.59,94.61,0.34,101.11,2023-01-24 06:30:00,13.5,4.14
33.45,118.25,51.59,37.58,5.32,0.83,63.4,2.1,12.73,94.78,0.43,84.29,2023-01-24 06:45:00,10.38,4.16
33.45,118.25,43.74,33.29,5.49,0.84,54.85,2.07,12.83,94.66,0.3,98.25,2023-01-24 07:00:00,12.67,3.97
33.45,118.25,52.35,35.34,5.5,0.89,62.83,2.29,13.45,93.92,0.42,106.1,2023-01-24 07:15:00,13.73,4.01
38.4,152.33,39.73,37.46,5.77,0.81,53.82,2.58,14.61,91.12,0.45,103.62,2023-01-24 07:30:00,15.86,4.33
46.19,205.89,26.68,37.69,6.61,0.8,43.47,4.89,16.39,82.04,0.45,120.68,2023-01-24 07:45:00,19.71,4.85
46.19,205.89,21.95,40.36,6.0,0.92,41.08,10.7,18.06,74.63,0.69,99.09,2023-01-24 08:00:00,21.12,3.98
46.19,205.89,20.1,42.93,9.22,0.99,40.93,11.56,19.51,70.83,0.93,81.67,2023-01-24 08:15:00,21.41,3.95
46.67,167.73,16.32,40.46,15.08,0.98,36.61,20.04,21.04,65.31,0.92,83.32,2023-01-24 08:30:00,22.38,4.76
47.43,107.78,10.94,33.97,20.36,0.91,28.91,40.45,22.33,56.42,1.17,65.11,2023-01-24 08:45:00,24.38,5.11
47.43,107.78,9.36,31.21,21.75,0.84,26.2,42.62,23.52,52.86,1.12,44.09,2023-01-24 09:00:00,25.06,5.61
47.43,107.78,10.38,30.51,20.23,0.86,26.65,37.29,24.49,51.03,0.73,39.99,2023-01-24 09:15:00,24.69,5.44
42.79,100.69,11.48,34.95,49.79,0.98,29.86,34.52,26.46,38.55,0.57,194.14,2023-01-24 09:30:00,23.58,4.71
35.5,89.55,13.12,45.57,95.38,1.04,36.72,35.7,27.45,34.2,0.66,225.29,2023-01-24 09:45:00,21.3,4.75
35.5,89.55,11.98,47.96,84.83,0.96,37.05,44.56,28.03,33.07,0.78,185.29,2023-01-24 10:00:00,20.58,5.0
35.5,89.55,7.66,48.19,86.77,0.9,33.71,54.42,28.19,32.19,0.63,186.42,2023-01-24 10:15:00,19.7,6.41
34.53,93.91,5.34,43.88,66.14,0.88,29.6,54.58,29.07,29.46,0.43,226.83,2023-01-24 10:30:00,19.3,5.5
33.0,100.78,4.6,39.14,76.46,0.99,26.52,64.08,29.18,29.66,0.54,184.9,2023-01-24 10:45:00,18.78,4.72
33.0,100.78,4.54,40.39,70.73,1.02,27.13,54.78,29.98,28.31,0.25,156.03,2023-01-24 11:00:00,17.51,4.03
33.0,100.78,4.62,40.4,70.22,1.01,27.2,53.19,30.52,26.84,0.76,215.48,2023-01-24 11:15:00,16.84,4.07
33.45,96.97,4.46,39.6,68.03,1.07,26.66,50.43,30.86,26.28,0.61,175.45,2023-01-24 11:30:00,16.8,4.06
34.16,90.99,4.34,39.14,76.31,1.04,26.32,73.03,30.91,26.0,0.82,326.27,2023-01-24 11:45:00,18.22,3.83
34.16,90.99,3.79,33.18,70.34,0.99,22.76,85.75,31.01,25.95,0.78,278.44,2023-01-24 12:00:00,17.62,4.11
34.16,90.99,4.12,36.55,71.08,0.96,24.79,95.28,31.31,25.6,1.17,233.68,2023-01-24 12:15:00,17.08,3.46
28.62,90.1,3.42,30.52,65.18,0.96,21.08,105.29,31.42,25.41,1.18,256.18,2023-01-24 12:30:00,16.74,2.54
19.92,88.7,3.15,28.69,60.42,0.91,19.91,101.64,31.93,24.55,0.18,229.62,2023-01-24 12:45:00,16.18,2.35
19.92,88.7,2.85,23.6,53.85,0.84,17.0,114.32,31.8,24.76,1.02,326.01,2023-01-24 13:00:00,15.23,2.18
19.92,88.7,2.73,20.47,49.47,0.79,15.27,113.81,32.32,23.83,0.33,76.58,2023-01-24 13:15:00,14.19,2.05
25.06,81.25,2.7,19.57,38.58,0.75,14.78,121.62,31.85,24.19,1.27,33.67,2023-01-24 13:30:00,14.59,1.97
33.13,69.53,2.56,16.12,34.2,0.67,12.86,109.77,31.86,24.12,1.05,27.42,2023-01-24 13:45:00,15.1,1.85
33.13,69.53,2.54,14.78,27.87,0.59,12.14,104.44,32.1,23.9,1.31,21.83,2023-01-24 14:00:00,15.03,1.69
33.13,69.53,2.49,12.46,26.35,0.56,10.89,127.16,31.83,24.46,1.58,65.26,2023-01-24 14:15:00,13.87,1.53
25.56,57.58,2.42,11.1,23.36,0.53,10.13,116.75,32.19,24.01,1.09,27.52,2023-01-24 14:30:00,12.48,1.41
13.68,38.79,2.46,11.33,21.21,0.51,10.27,111.94,32.75,22.75,0.8,297.66,2023-01-24 14:45:00,11.68,1.27
13.68,38.79,2.56,16.31,26.58,0.59,12.97,107.32,32.69,22.33,1.13,266.7,2023-01-24 15:00:00,11.63,1.18
13.68,38.79,2.61,18.88,27.57,0.61,14.34,101.29,32.46,22.51,1.09,258.89,2023-01-24 15:15:00,12.39,1.12
11.9,41.38,3.03,25.33,33.3,0.65,18.05,91.07,32.56,22.5,1.18,247.42,2023-01-24 15:30:00,12.1,1.35
9.11,45.45,3.08,28.81,29.51,0.63,19.91,86.99,31.64,24.44,0.96,237.98,2023-01-24 15:45:00,12.74,1.25
9.11,45.45,2.84,27.89,15.02,0.56,19.24,90.63,31.14,25.44,1.18,286.95,2023-01-24 16:00:00,13.59,1.27
9.11,45.45,2.61,22.93,16.23,0.5,16.46,90.58,30.72,25.77,1.08,260.37,2023-01-24 16:15:00,13.52,1.3
10.86,51.02,2.63,25.83,12.79,0.48,18.0,76.94,30.43,27.84,0.81,298.57,2023-01-24 16:30:00,13.73,1.16
13.61,59.76,2.75,27.37,11.2,0.5,18.9,67.39,29.81,30.52,0.56,295.56,2023-01-24 16:45:00,14.19,1.24
13.61,59.76,2.94,40.48,10.9,0.58,25.89,52.35,29.5,30.76,0.61,256.53,2023-01-24 17:00:00,15.11,1.1
13.61,59.76,2.69,48.85,11.06,0.67,30.06,42.77,28.97,32.34,0.19,279.38,2023-01-24 17:15:00,17.42,1.13
19.74,91.83,3.99,62.37,10.44,0.68,38.17,29.41,28.26,33.75,0.22,248.81,2023-01-24 17:30:00,17.87,2.01
29.39,142.23,3.49,66.39,11.3,0.81,39.87,29.65,27.57,35.78,0.46,181.59,2023-01-24 17:45:00,19.0,2.94
29.39,142.23,2.83,60.47,34.48,0.85,36.25,23.91,27.17,37.31,0.51,195.44,2023-01-24 18:00:00,19.37,2.16
29.39,142.23,3.33,76.83,78.0,1.14,45.55,19.73,27.46,35.42,0.87,207.44,2023-01-24 18:15:00,16.59,3.65
52.78,182.39,4.3,78.45,44.86,1.15,47.01,16.32,26.94,37.75,0.63,199.06,2023-01-24 18:30:00,15.69,4.36
89.53,245.49,4.85,74.46,36.29,0.99,45.18,14.43,26.39,39.4,0.64,206.01,2023-01-24 18:45:00,15.73,10.5
89.53,245.49,9.74,78.88,57.23,1.13,54.77,9.1,26.29,39.53,0.77,207.64,2023-01-24 19:00:00,14.01,9.57
89.53,245.49,10.65,,70.46,1.38,55.23,7.39,25.79,40.43,0.47,184.69,2023-01-24 19:15:00,13.61,5.27
94.85,262.78,8.82,77.75,61.64,1.78,51.01,6.91,24.96,42.51,0.31,111.83,2023-01-24 19:30:00,14.54,5.27
103.21,289.96,5.5,65.32,22.44,1.03,40.93,11.26,23.12,49.46,0.56,111.45,2023-01-24 19:45:00,16.68,10.62
103.21,289.96,4.5,63.13,14.74,0.83,38.98,10.45,22.38,51.87,0.7,113.46,2023-01-24 20:00:00,16.81,15.41
103.21,289.96,6.3,67.69,12.25,0.83,42.8,6.36,21.55,55.75,0.6,121.05,2023-01-24 20:15:00,15.53,5.71
