pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,toluene
13.6,14.8,4.96,46.75,9.52,0.15,16.43,6.93,18.88,67.83,0.25,13.6,2024-12-05 03:30:00,,0.0,0.0
13.6,14.8,4.84,46.44,9.58,0.15,16.47,6.85,18.77,68.14,0.19,13.6,2024-12-05 03:45:00,0.14,0.0,0.0
,,4.88,47.56,9.91,0.16,16.82,6.61,18.6,69.7,0.2,15.7,2024-12-05 04:00:00,0.54,0.0,0.0
,,5.7,50.95,11.28,0.17,18.32,5.25,18.54,70.12,0.27,17.1,2024-12-05 04:15:00,0.02,0.0,0.0
,,5.21,57.72,11.77,0.17,20.46,4.71,18.43,70.39,0.13,17.1,2024-12-05 04:30:00,0.02,0.0,0.0
,,5.25,62.23,12.08,0.17,21.77,4.61,18.17,70.16,0.02,17.1,2024-12-05 04:45:00,0.21,0.0,0.0
21.18,21.73,6.77,63.11,11.5,0.17,22.37,4.78,18.03,70.22,0.44,21.18,2024-12-05 05:00:00,0.16,0.0,0.0
,,6.19,63.04,10.59,0.17,22.21,5.01,18.21,65.23,0.26,23.9,2024-12-05 05:15:00,0.28,0.0,0.0
,,5.49,60.1,10.14,0.16,21.62,5.58,18.35,61.2,0.42,23.9,2024-12-05 05:30:00,0.07,0.0,0.0
,,5.25,57.4,9.85,0.16,20.33,6.17,18.39,60.4,0.55,23.9,2024-12-05 05:45:00,0.42,0.0,0.0
16.4,18.98,5.37,53.96,9.7,0.15,19.08,6.35,18.15,61.05,0.68,16.4,2024-12-05 06:00:00,0.26,0.0,0.0
11.4,18.3,5.95,50.7,9.66,0.15,18.0,6.75,18.09,59.68,0.88,11.4,2024-12-05 06:15:00,0.05,0.0,0.0
11.4,18.3,4.22,48.32,9.53,0.14,17.42,7.23,18.13,59.17,0.68,11.4,2024-12-05 06:30:00,0.07,0.0,0.0
11.4,18.3,5.04,45.68,9.51,0.14,16.55,6.9,18.0,59.66,0.48,11.4,2024-12-05 06:45:00,0.16,0.0,0.0
7.8,12.41,4.92,45.12,9.49,0.14,16.32,6.93,18.03,59.04,0.41,7.8,2024-12-05 07:00:00,0.07,0.0,0.0
5.4,11.5,4.92,45.12,9.46,0.14,15.86,6.66,18.28,58.04,0.71,5.4,2024-12-05 07:15:00,0.21,0.0,0.0
5.4,11.5,4.8,45.12,9.47,0.14,16.45,7.18,18.71,57.14,0.51,5.4,2024-12-05 07:30:00,,0.0,0.0
5.4,11.5,4.92,45.12,9.42,0.14,16.43,6.62,19.62,54.31,0.52,5.4,2024-12-05 07:45:00,,0.0,0.0
,,4.84,45.12,9.45,0.14,16.43,6.78,20.71,51.08,0.5,9.78,2024-12-05 08:00:00,,0.0,0.0
,,4.92,45.12,9.37,0.14,16.43,6.89,21.15,49.44,0.41,12.7,2024-12-05 08:15:00,0.02,0.0,0.0
,,4.84,45.12,9.4,0.14,16.45,6.88,20.92,50.33,0.55,12.7,2024-12-05 08:30:00,,0.0,0.0
,,4.26,45.37,9.44,0.14,16.43,6.51,21.45,49.33,0.75,12.7,2024-12-05 08:45:00,0.02,0.0,0.0
10.66,11.17,4.59,47.44,9.36,0.14,16.5,6.72,23.16,45.79,0.88,10.66,2024-12-05 09:00:00,0.16,0.0,0.0
9.3,11.8,4.72,48.19,9.3,0.14,16.87,6.82,24.48,43.51,0.89,9.3,2024-12-05 09:15:00,0.26,0.0,0.0
9.3,11.8,4.26,47.0,9.38,0.14,17.35,7.51,25.58,41.27,0.69,9.3,2024-12-05 09:30:00,0.12,0.0,0.0
9.3,11.8,4.67,47.0,9.39,0.14,16.57,7.93,26.71,39.38,0.55,9.3,2024-12-05 09:45:00,0.19,0.0,0.0
5.46,6.17,4.67,47.25,9.32,0.14,16.5,8.29,27.75,37.07,0.52,5.46,2024-12-05 10:00:00,0.19,0.0,0.0
2.9,5.3,4.67,47.13,9.3,0.14,16.57,8.39,28.04,36.36,0.68,2.9,2024-12-05 10:15:00,0.02,0.0,0.0
2.9,5.3,4.92,47.06,9.3,0.14,16.43,9.41,28.35,36.27,0.74,2.9,2024-12-05 10:30:00,,0.0,0.0
2.9,5.3,4.92,47.0,9.35,0.14,16.43,9.48,28.16,37.28,0.93,2.9,2024-12-05 10:45:00,,0.0,0.0
1.52,6.08,4.59,46.56,9.4,0.14,16.43,10.19,27.79,38.11,1.13,1.52,2024-12-05 11:00:00,,0.0,0.0
0.6,6.2,4.84,45.12,9.39,0.13,16.12,10.28,27.82,38.96,0.94,0.6,2024-12-05 11:15:00,0.41,0.0,0.0
0.6,6.2,4.88,45.12,9.36,0.13,15.74,11.09,28.04,39.32,0.81,0.6,2024-12-05 11:30:00,0.09,0.0,0.0
0.6,6.2,4.67,43.18,9.35,0.13,15.35,11.25,28.38,39.47,0.98,0.6,2024-12-05 11:45:00,0.16,0.0,0.0
6.3,9.84,4.92,41.92,9.35,0.13,14.84,11.48,28.52,40.1,0.62,6.3,2024-12-05 12:00:00,,0.0,0.0
10.1,10.4,4.92,41.55,9.36,0.13,14.84,11.38,29.0,39.58,0.56,10.1,2024-12-05 12:15:00,,0.0,0.0
10.1,10.4,4.92,40.73,9.35,0.13,14.8,11.9,29.28,39.95,0.38,10.1,2024-12-05 12:30:00,0.07,0.0,0.0
10.1,10.4,4.14,40.36,9.36,0.13,14.58,11.8,29.4,41.43,0.47,10.1,2024-12-05 12:45:00,0.19,0.0,0.0
6.86,8.49,2.87,39.61,9.34,0.12,14.29,13.2,29.48,43.31,0.26,6.86,2024-12-05 13:00:00,0.02,0.0,0.0
4.7,8.2,3.03,39.48,9.35,0.12,14.29,13.15,29.72,43.83,0.22,4.7,2024-12-05 13:15:00,0.02,0.0,0.0
4.7,8.2,3.03,39.48,9.35,0.12,14.29,14.18,29.96,43.78,0.19,4.7,2024-12-05 13:30:00,0.02,0.0,0.0
4.7,8.2,3.08,39.48,9.35,0.12,14.1,13.66,29.71,44.28,0.29,4.7,2024-12-05 13:45:00,0.02,0.0,0.0
7.94,10.63,3.4,37.91,9.33,0.12,13.32,15.18,29.74,44.38,0.46,7.94,2024-12-05 14:00:00,0.05,0.0,0.0
10.1,10.9,3.65,37.41,9.33,0.12,13.25,14.51,30.22,44.75,0.28,10.1,2024-12-05 14:15:00,,0.0,0.0
10.1,10.9,3.65,38.1,9.33,0.12,13.25,15.51,30.35,44.21,0.22,10.1,2024-12-05 14:30:00,,0.0,0.0
10.1,10.9,3.36,38.92,9.32,0.12,13.25,15.78,29.95,44.8,0.27,10.1,2024-12-05 14:45:00,,0.0,0.0
9.14,10.27,3.69,37.16,9.32,0.12,13.25,18.68,29.61,45.74,0.31,9.14,2024-12-05 15:00:00,,0.0,0.0
8.5,10.2,3.69,36.72,9.35,0.12,13.25,18.46,29.55,46.19,0.39,8.5,2024-12-05 15:15:00,,0.0,0.0
8.5,10.2,3.61,37.6,9.37,0.12,13.25,19.29,29.25,46.79,0.28,8.5,2024-12-05 15:30:00,,0.0,0.0
8.5,10.2,3.61,37.22,9.37,0.12,13.25,19.25,28.52,49.16,0.25,8.5,2024-12-05 15:45:00,,0.0,0.0
6.64,8.58,3.65,36.41,9.35,0.12,13.25,18.4,28.02,51.88,0.16,6.64,2024-12-05 16:00:00,,0.0,0.0
5.4,8.4,3.32,38.73,9.36,0.12,13.25,16.76,27.74,52.4,0.17,5.4,2024-12-05 16:15:00,,0.0,0.0
5.4,8.4,3.4,38.54,9.31,0.12,13.25,16.94,27.73,53.41,0.17,5.4,2024-12-05 16:30:00,,0.0,0.0
5.4,8.4,3.08,39.35,9.34,0.12,13.25,15.8,27.26,55.0,0.22,5.4,2024-12-05 16:45:00,0.37,0.0,0.0
5.76,10.92,3.57,39.73,9.32,0.12,13.29,15.66,26.79,56.65,0.22,5.76,2024-12-05 17:00:00,0.3,0.0,0.0
6.0,11.2,3.69,37.91,9.3,0.12,13.25,14.42,26.44,57.91,0.1,6.0,2024-12-05 17:15:00,0.47,0.0,0.0
6.0,11.2,3.2,39.48,9.28,0.12,13.82,13.06,25.88,59.04,0.02,6.0,2024-12-05 17:30:00,,0.0,0.0
6.0,11.2,3.24,39.54,9.3,0.12,14.33,10.91,25.16,61.19,,6.0,2024-12-05 17:45:00,,0.0,0.0
6.24,11.11,4.14,40.48,9.33,0.12,14.66,9.96,24.47,63.38,,6.24,2024-12-05 18:00:00,0.07,0.0,0.0
6.4,11.1,4.84,45.31,9.37,0.13,15.78,8.16,24.05,65.26,,6.4,2024-12-05 18:15:00,0.12,0.0,0.0
6.4,11.1,4.26,49.69,9.41,0.13,17.21,7.44,23.75,66.45,,6.4,2024-12-05 18:30:00,0.28,0.0,0.0
6.4,11.1,3.69,54.14,9.45,0.13,18.62,6.55,23.47,67.27,0.08,6.4,2024-12-05 18:45:00,0.16,0.0,0.0
10.42,13.98,3.69,56.4,9.46,0.13,18.87,7.22,23.49,67.23,0.06,10.42,2024-12-05 19:00:00,0.07,0.0,0.0
13.1,14.3,3.69,56.4,9.44,0.13,18.8,7.58,23.45,66.58,0.05,13.1,2024-12-05 19:15:00,0.12,0.0,0.0
13.1,14.3,3.73,57.09,9.38,0.13,19.08,7.64,23.21,67.33,0.09,13.1,2024-12-05 19:30:00,0.35,0.0,0.0
13.1,14.3,3.69,61.66,9.31,0.14,20.63,5.98,22.82,68.54,0.14,13.1,2024-12-05 19:45:00,0.07,0.0,0.0
,,3.61,65.24,9.29,0.14,21.91,5.6,22.48,69.52,0.05,10.94,2024-12-05 20:00:00,0.09,0.0,0.0
,,3.53,66.43,9.27,0.14,22.15,5.19,22.22,70.46,0.05,9.5,2024-12-05 20:15:00,0.12,0.0,0.0
,,3.16,66.99,9.3,0.15,22.35,4.99,22.16,70.29,0.3,9.5,2024-12-05 20:30:00,0.09,0.0,0.0
,,4.51,65.99,9.38,0.15,22.44,5.19,22.12,70.14,0.24,9.5,2024-12-05 20:45:00,0.14,0.0,0.0
11.66,13.7,4.92,64.67,9.45,0.15,22.22,5.43,21.91,70.6,0.22,11.66,2024-12-05 21:00:00,0.16,0.0,0.0
13.1,14.3,4.72,63.17,9.36,0.15,21.87,5.72,21.79,70.61,0.26,13.1,2024-12-05 21:15:00,0.23,0.0,0.0
13.1,14.3,4.02,63.11,9.39,0.15,21.41,5.86,21.8,70.47,0.34,13.1,2024-12-05 21:30:00,0.09,0.0,0.0
13.1,14.3,4.92,60.91,9.66,0.15,21.22,5.26,21.75,70.8,0.29,13.1,2024-12-05 21:45:00,,0.0,0.0
,,4.92,61.66,9.76,0.16,21.2,5.3,21.6,71.34,0.27,15.98,2024-12-05 22:00:00,,0.0,0.0
,,4.92,61.79,9.7,0.16,21.32,4.83,21.48,71.83,0.2,17.9,2024-12-05 22:15:00,0.14,0.0,0.0
,,4.92,63.79,9.73,0.16,22.14,4.62,21.3,72.79,0.17,17.9,2024-12-05 22:30:00,,0.0,0.0
,,5.58,63.17,10.04,0.17,22.45,4.71,20.83,74.29,0.04,17.9,2024-12-05 22:45:00,0.12,0.0,0.0
16.76,21.09,6.48,62.98,10.84,0.18,22.9,4.85,20.56,74.89,0.17,16.76,2024-12-05 23:00:00,,0.0,0.0
16.0,21.7,6.64,65.55,11.29,0.18,22.79,4.93,20.54,74.98,0.26,16.0,2024-12-05 23:15:00,,0.0,0.0
16.0,21.7,6.44,65.67,11.29,0.19,23.8,4.98,20.43,75.33,0.23,16.0,2024-12-05 23:30:00,0.02,0.0,0.0
16.0,21.7,8.2,65.49,11.13,0.19,23.87,5.06,20.3,75.02,0.25,16.0,2024-12-05 23:45:00,0.19,0.0,0.0
23.14,29.89,7.26,65.8,10.61,0.19,23.81,5.21,20.16,74.43,0.2,23.14,2024-12-06 00:00:00,0.05,0.0,0.0
27.9,30.8,6.56,65.8,10.36,0.19,23.85,5.24,19.98,74.63,0.16,27.9,2024-12-06 00:15:00,,0.0,0.0
27.9,30.8,6.48,63.17,10.41,0.18,23.07,5.02,19.83,75.2,0.24,27.9,2024-12-06 00:30:00,0.19,0.0,0.0
27.9,30.8,6.77,62.79,10.76,0.19,22.83,4.76,19.72,76.01,0.09,27.9,2024-12-06 00:45:00,0.05,0.0,0.0
19.68,20.99,6.93,63.04,10.69,0.19,22.83,4.96,19.54,76.02,0.02,19.68,2024-12-06 01:00:00,0.21,0.0,0.0
14.2,19.9,7.26,61.23,10.38,0.18,22.15,4.73,19.44,75.98,,14.2,2024-12-06 01:15:00,0.21,0.0,0.0
14.2,19.9,7.22,60.35,10.15,0.18,22.08,4.51,19.47,75.3,0.07,14.2,2024-12-06 01:30:00,0.16,0.0,0.0
14.2,19.9,7.34,60.22,9.83,0.18,22.22,4.53,19.5,74.49,,14.2,2024-12-06 01:45:00,0.05,0.0,0.0
18.4,19.9,7.34,59.03,9.77,0.18,21.5,4.37,19.48,74.24,0.07,18.4,2024-12-06 02:00:00,0.33,0.0,0.0
,,7.18,58.28,9.78,0.18,21.31,4.34,19.44,74.76,0.12,21.2,2024-12-06 02:15:00,,0.0,0.0
,,7.26,57.65,9.68,0.17,20.9,4.45,19.41,74.05,0.33,21.2,2024-12-06 02:30:00,0.12,0.0,0.0
,,7.38,55.65,9.62,0.17,20.62,4.59,19.42,72.78,0.5,21.2,2024-12-06 02:45:00,0.07,0.0,0.0
,,6.11,55.27,9.67,0.17,20.09,5.44,19.41,71.4,0.49,18.5,2024-12-06 03:00:00,0.19,0.0,0.0
,,5.62,53.96,9.55,0.16,19.65,5.47,19.08,72.06,0.46,16.7,2024-12-06 03:15:00,0.09,0.0,0.0
,,5.86,52.64,9.62,0.16,18.78,5.59,18.61,73.73,0.33,16.7,2024-12-06 03:30:00,0.3,0.0,0.0
,,5.45,52.7,10.19,0.17,18.97,4.86,18.25,76.35,0.44,16.7,2024-12-06 03:45:00,0.09,0.0,0.0
15.14,15.94,5.41,56.4,10.75,0.17,19.88,4.6,18.01,77.41,0.33,15.14,2024-12-06 04:00:00,0.42,0.0,0.0
14.1,16.6,5.7,57.78,10.82,0.17,20.46,4.16,17.73,80.1,0.35,14.1,2024-12-06 04:15:00,0.26,0.0,0.0
14.1,16.6,7.05,58.34,10.46,0.17,20.9,4.07,17.61,80.18,0.33,14.1,2024-12-06 04:30:00,0.28,0.0,0.0
14.1,16.6,7.34,58.59,10.48,0.17,21.25,4.08,17.44,78.46,0.34,14.1,2024-12-06 04:45:00,0.05,0.0,0.0
16.68,20.29,7.3,59.72,10.63,0.17,22.17,4.41,17.34,76.91,0.43,16.68,2024-12-06 05:00:00,0.12,0.0,0.0
18.4,20.7,7.34,60.03,10.61,0.17,21.82,4.65,17.21,76.34,0.36,18.4,2024-12-06 05:15:00,0.19,0.0,0.0
18.4,20.7,7.38,58.28,10.74,0.16,21.27,4.51,17.14,76.73,0.36,18.4,2024-12-06 05:30:00,0.05,0.0,0.0
18.4,20.7,7.38,58.28,10.48,0.16,20.94,4.43,17.13,76.91,0.31,18.4,2024-12-06 05:45:00,0.05,0.0,0.0
,,7.34,56.65,10.23,0.16,20.3,4.45,17.35,75.81,0.54,17.8,2024-12-06 06:00:00,0.26,0.0,0.0
,,6.31,55.52,10.09,0.16,20.25,4.72,17.53,74.06,0.48,17.4,2024-12-06 06:15:00,0.07,0.0,0.0
,,5.74,55.52,9.89,0.15,19.72,5.1,17.57,71.83,0.43,17.4,2024-12-06 06:30:00,0.02,0.0,0.0
,,5.62,52.64,9.84,0.15,19.19,5.48,17.59,69.99,0.54,17.4,2024-12-06 06:45:00,0.02,0.0,0.0
,,5.49,52.33,9.73,0.15,18.94,6.53,17.72,67.14,0.63,16.26,2024-12-06 07:00:00,0.12,0.0,0.0
15.5,15.6,6.11,50.32,9.67,0.15,18.11,7.16,17.9,65.22,0.63,15.5,2024-12-06 07:15:00,,0.0,0.0
15.5,15.6,5.66,47.63,9.62,0.14,17.45,7.89,18.39,61.44,0.66,15.5,2024-12-06 07:30:00,0.12,0.0,0.0
15.5,15.6,4.8,47.56,9.57,0.14,16.75,8.13,19.24,58.52,0.77,15.5,2024-12-06 07:45:00,0.14,0.0,0.0
,,4.84,45.12,9.58,0.14,16.43,8.83,19.94,56.31,0.77,15.14,2024-12-06 08:00:00,,0.0,0.0
,,4.67,44.49,9.48,0.14,15.94,9.18,20.33,55.36,0.84,14.9,2024-12-06 08:15:00,0.23,0.0,0.0
,,4.92,41.61,9.51,0.14,15.67,9.51,20.53,55.32,0.85,14.9,2024-12-06 08:30:00,0.23,0.0,0.0
,,4.92,41.42,9.48,0.14,15.58,9.97,21.47,52.89,0.67,14.9,2024-12-06 08:45:00,0.19,0.0,0.0
,,4.92,42.17,9.39,0.14,14.86,9.89,22.44,51.17,0.68,14.24,2024-12-06 09:00:00,0.3,0.0,0.0
,,4.88,41.49,9.45,0.13,14.88,9.12,23.64,48.5,0.66,13.8,2024-12-06 09:15:00,0.05,0.0,0.0
,,4.92,40.55,9.49,0.13,14.86,9.98,24.1,46.4,0.9,13.8,2024-12-06 09:30:00,0.14,0.0,0.0
,,4.92,39.48,9.4,0.13,14.88,10.18,24.64,45.98,0.71,13.8,2024-12-06 09:45:00,0.21,0.0,0.0
,,4.92,39.48,9.37,0.13,14.82,10.43,24.92,46.09,0.69,13.02,2024-12-06 10:00:00,0.12,0.0,0.0
,,5.17,39.48,9.36,0.13,14.58,10.51,25.76,44.65,0.73,12.5,2024-12-06 10:15:00,0.37,0.0,0.0
,,4.92,39.48,9.39,0.13,14.31,11.38,25.95,44.9,0.73,12.5,2024-12-06 10:30:00,,0.0,0.0
,,4.92,39.48,9.44,0.13,14.19,11.47,26.42,44.93,0.68,12.5,2024-12-06 10:45:00,0.14,0.0,0.0
,,4.92,39.48,9.49,0.13,14.15,11.35,26.06,45.08,0.78,11.78,2024-12-06 11:00:00,0.09,0.0,0.0
,,4.92,39.48,9.52,0.13,14.05,12.33,25.91,45.0,0.79,11.3,2024-12-06 11:15:00,0.28,0.0,0.0
,,4.92,39.48,9.47,0.12,14.17,12.9,25.8,45.53,0.95,11.3,2024-12-06 11:30:00,0.19,0.0,0.0
,,4.1,39.48,9.43,0.12,14.31,13.38,26.09,45.75,0.75,11.3,2024-12-06 11:45:00,,0.0,0.0
9.92,10.9,3.57,39.48,9.4,0.12,14.31,13.62,26.76,45.35,0.57,9.92,2024-12-06 12:00:00,,0.0,0.0
9.0,11.3,3.4,39.48,9.4,0.12,14.17,14.22,27.14,45.45,0.44,9.0,2024-12-06 12:15:00,0.12,0.0,0.0
9.0,11.3,2.91,39.48,9.4,0.12,14.31,14.15,27.19,46.57,0.4,9.0,2024-12-06 12:30:00,,0.0,0.0
9.0,11.3,3.24,39.35,9.45,0.12,14.31,14.38,27.53,46.62,0.65,9.0,2024-12-06 12:45:00,,0.0,0.0
7.44,8.61,4.02,39.48,9.49,0.12,14.29,14.99,27.44,47.11,0.42,7.44,2024-12-06 13:00:00,0.02,0.0,0.0
6.4,8.2,3.53,39.48,9.49,0.12,14.19,15.79,27.79,46.7,0.37,6.4,2024-12-06 13:15:00,0.12,0.0,0.0
6.4,8.2,3.69,39.35,9.48,0.12,14.27,15.86,28.01,46.82,0.5,6.4,2024-12-06 13:30:00,0.05,0.0,0.0
6.4,8.2,3.61,39.48,9.44,0.12,14.31,16.04,27.89,47.78,0.45,6.4,2024-12-06 13:45:00,,0.0,0.0
,,2.95,39.48,9.45,0.12,14.31,16.54,27.77,47.8,0.4,11.62,2024-12-06 14:00:00,,0.0,0.0
,,2.83,39.48,9.44,0.12,14.29,17.77,28.38,46.71,0.38,15.1,2024-12-06 14:15:00,0.02,0.0,0.0
,,3.08,38.98,9.48,0.12,13.99,19.48,28.11,47.86,0.37,15.1,2024-12-06 14:30:00,0.02,0.0,0.0
,,4.18,37.16,9.55,0.11,13.25,19.47,27.82,48.71,0.38,15.1,2024-12-06 14:45:00,,0.0,0.0
65.5,76.33,4.92,36.66,9.58,0.11,13.25,17.06,28.17,47.87,0.21,65.5,2024-12-06 15:00:00,,0.0,0.0
,,4.92,35.72,9.59,0.11,13.25,16.87,28.11,48.4,0.3,99.1,2024-12-06 15:15:00,,0.0,0.0
,,4.92,36.53,9.66,0.11,13.21,19.18,28.25,47.84,0.32,99.1,2024-12-06 15:30:00,,0.0,0.0
,,4.92,35.72,9.91,0.1,13.14,21.98,28.79,47.46,0.18,99.1,2024-12-06 15:45:00,0.16,0.0,0.0
82.36,85.05,4.06,32.52,10.07,0.1,12.12,39.19,28.71,47.67,0.17,82.36,2024-12-06 16:00:00,0.09,0.0,0.0
71.2,84.8,4.92,33.34,9.8,0.1,12.58,20.11,27.93,49.46,0.15,71.2,2024-12-06 16:15:00,0.14,0.0,0.0
71.2,84.8,4.92,33.9,9.72,0.1,13.2,15.35,27.46,50.5,0.17,71.2,2024-12-06 16:30:00,,0.0,0.0
71.2,84.8,4.92,35.59,9.69,0.1,13.25,13.64,26.36,53.4,0.18,71.2,2024-12-06 16:45:00,,0.0,0.0
69.94,88.09,5.0,36.85,9.65,0.1,13.39,14.01,25.44,55.95,0.18,69.94,2024-12-06 17:00:00,0.14,0.0,0.0
69.1,88.6,4.92,37.35,9.56,0.1,14.31,13.34,24.84,57.67,0.16,69.1,2024-12-06 17:15:00,0.02,0.0,0.0
69.1,88.6,5.04,37.22,9.53,0.1,14.31,11.53,24.18,60.0,0.1,69.1,2024-12-06 17:30:00,,0.0,0.0
69.1,88.6,5.0,39.35,9.51,0.1,14.49,10.17,23.46,62.68,0.16,69.1,2024-12-06 17:45:00,0.12,0.0,0.0
70.84,86.8,4.92,39.54,9.52,0.1,14.98,8.81,22.91,65.01,0.15,70.84,2024-12-06 18:00:00,0.09,0.0,0.0
72.0,86.6,4.92,40.55,9.51,0.11,14.88,8.84,22.63,64.9,0.31,72.0,2024-12-06 18:15:00,0.09,0.0,0.0
72.0,86.6,4.92,40.67,9.52,0.11,14.88,8.09,22.36,65.32,0.33,72.0,2024-12-06 18:30:00,0.14,0.0,0.0
72.0,86.6,4.92,39.35,9.5,0.11,14.93,7.7,22.09,65.99,0.37,72.0,2024-12-06 18:45:00,0.14,0.0,0.0
76.86,90.65,4.92,39.67,9.59,0.11,14.91,7.16,21.93,66.02,0.44,76.86,2024-12-06 19:00:00,0.07,0.0,0.0
80.1,91.1,4.92,41.8,9.72,0.12,15.14,7.13,21.77,66.48,0.42,80.1,2024-12-06 19:15:00,,0.0,0.0
80.1,91.1,4.92,41.36,9.81,0.12,15.81,7.17,21.58,66.2,0.32,80.1,2024-12-06 19:30:00,0.12,0.0,0.0
80.1,91.1,5.37,41.36,9.89,0.12,15.6,6.94,21.3,66.76,0.33,80.1,2024-12-06 19:45:00,0.05,0.0,0.0
107.1,130.16,6.11,41.36,9.89,0.12,15.62,6.83,21.15,67.03,0.45,107.1,2024-12-06 20:00:00,0.14,0.0,0.0
125.1,134.5,4.92,43.3,9.83,0.13,15.69,6.49,20.95,67.67,0.35,125.1,2024-12-06 20:15:00,0.14,0.0,0.0
125.1,134.5,6.07,45.12,9.91,0.13,16.27,5.78,20.78,68.31,0.32,125.1,2024-12-06 20:30:00,0.33,0.0,0.0
125.1,134.5,6.15,45.12,10.0,0.13,16.54,5.65,20.68,68.8,0.3,125.1,2024-12-06 20:45:00,0.21,0.0,0.0
142.68,182.38,6.15,46.25,9.81,0.14,16.8,5.46,20.65,68.55,0.2,142.68,2024-12-06 21:00:00,0.16,0.0,0.0
154.4,187.7,6.15,47.25,9.71,0.14,17.4,5.71,20.71,67.47,0.21,154.4,2024-12-06 21:15:00,0.09,0.0,0.0
154.4,187.7,6.15,47.19,9.72,0.14,17.24,6.4,20.65,66.58,0.22,154.4,2024-12-06 21:30:00,0.19,0.0,0.0
154.4,187.7,6.15,47.19,9.66,0.14,17.35,7.06,20.66,65.86,0.3,154.4,2024-12-06 21:45:00,0.09,0.0,0.0
113.0,114.17,5.62,47.63,9.58,0.14,16.75,6.98,20.48,66.48,0.22,113.0,2024-12-06 22:00:00,0.3,0.0,0.0
85.4,106.0,6.15,45.18,9.61,0.14,16.43,7.06,20.23,67.52,0.29,85.4,2024-12-06 22:15:00,0.07,0.0,0.0
85.4,106.0,6.07,45.12,9.64,0.14,16.43,6.88,20.11,67.56,0.43,85.4,2024-12-06 22:30:00,,0.0,0.0
85.4,106.0,5.08,43.87,9.57,0.14,16.08,7.58,20.08,67.02,0.4,85.4,2024-12-06 22:45:00,,0.0,0.0
75.86,97.9,6.15,41.36,9.59,0.14,15.74,7.73,19.99,67.1,0.32,75.86,2024-12-06 23:00:00,0.16,0.0,0.0
69.5,97.0,5.66,40.86,9.59,0.14,15.07,7.6,19.72,68.18,0.32,69.5,2024-12-06 23:15:00,0.16,0.0,0.0
69.5,97.0,5.7,40.17,9.54,0.14,14.91,6.85,19.47,68.73,0.24,69.5,2024-12-06 23:30:00,0.37,0.0,0.0
69.5,97.0,6.19,40.48,9.6,0.14,15.3,7.16,19.51,67.98,0.29,69.5,2024-12-06 23:45:00,0.19,0.0,0.0
71.42,96.37,5.17,41.8,9.61,0.14,15.11,6.53,19.38,68.34,0.16,71.42,2024-12-07 00:00:00,0.4,0.0,0.0
72.7,96.3,5.86,41.36,9.59,0.14,15.62,6.39,19.03,69.93,0.12,72.7,2024-12-07 00:15:00,0.09,0.0,0.0
72.7,96.3,6.03,41.36,9.61,0.14,15.63,6.43,18.88,70.04,0.25,72.7,2024-12-07 00:30:00,0.12,0.0,0.0
72.7,96.3,5.99,42.24,9.59,0.14,15.85,6.34,18.79,70.02,0.19,72.7,2024-12-07 00:45:00,0.14,0.0,0.0
76.78,105.66,6.15,44.49,9.63,0.14,16.32,3.19,18.78,69.82,0.52,76.78,2024-12-07 01:00:00,0.02,0.0,0.0
79.5,106.7,5.66,44.74,9.61,0.14,15.76,1.28,18.72,70.16,0.19,79.5,2024-12-07 01:15:00,0.12,0.0,0.0
79.5,106.7,6.15,44.62,9.62,0.14,16.22,8.66,18.59,70.8,0.23,79.5,2024-12-07 01:30:00,0.07,0.0,0.0
79.5,106.7,6.03,41.55,9.63,0.14,15.88,7.73,18.51,70.7,0.17,79.5,2024-12-07 01:45:00,0.16,0.0,0.0
75.36,91.49,5.86,41.36,9.61,0.13,15.63,7.6,18.45,70.67,0.27,75.36,2024-12-07 02:00:00,0.23,0.0,0.0
72.6,89.8,5.74,41.42,9.64,0.13,15.76,7.34,18.57,69.73,0.29,72.6,2024-12-07 02:15:00,0.05,0.0,0.0
72.6,89.8,5.86,41.3,9.61,0.13,15.65,7.44,18.56,69.22,0.34,72.6,2024-12-07 02:30:00,0.23,0.0,0.0
72.6,89.8,6.31,40.8,9.63,0.13,15.35,7.68,18.56,68.77,0.37,72.6,2024-12-07 02:45:00,0.23,0.0,0.0
62.64,77.38,5.04,41.23,9.62,0.13,15.16,7.31,18.58,68.38,0.43,62.64,2024-12-07 03:00:00,0.28,0.0,0.0
56.0,76.0,4.92,39.35,9.62,0.13,15.02,7.83,18.42,68.53,0.31,56.0,2024-12-07 03:15:00,0.19,0.0,0.0
56.0,76.0,5.25,38.48,9.62,0.13,14.58,7.73,18.3,68.61,0.31,56.0,2024-12-07 03:30:00,0.02,0.0,0.0
56.0,76.0,4.92,36.03,9.59,0.13,14.31,8.29,18.14,68.34,0.36,56.0,2024-12-07 03:45:00,,0.0,0.0
54.98,65.83,4.92,36.6,9.61,0.12,13.8,8.42,17.92,68.39,0.44,54.98,2024-12-07 04:00:00,0.26,0.0,0.0
54.3,64.7,4.92,34.59,9.59,0.12,13.25,9.05,17.93,67.68,0.57,54.3,2024-12-07 04:15:00,,0.0,0.0
54.3,64.7,4.92,33.84,9.6,0.12,13.25,8.5,17.81,68.61,0.48,54.3,2024-12-07 04:30:00,,0.0,0.0
