pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,toluene
54.3,64.7,4.92,33.84,9.59,0.12,13.21,8.3,17.45,70.25,0.53,54.3,2024-12-07 04:45:00,0.05,0.0,0.0
56.28,69.47,4.92,33.9,9.59,0.12,13.16,8.13,17.43,69.93,0.54,56.28,2024-12-07 05:00:00,0.12,0.0,0.0
57.6,70.0,4.96,34.09,9.59,0.12,12.44,8.27,17.22,70.89,0.4,57.6,2024-12-07 05:15:00,0.42,0.0,0.0
57.6,70.0,4.92,33.9,9.59,0.12,12.31,7.93,17.16,70.51,0.43,57.6,2024-12-07 05:30:00,0.19,0.0,0.0
57.6,70.0,4.92,33.65,9.57,0.12,12.26,8.21,17.29,68.22,0.17,57.6,2024-12-07 05:45:00,0.4,0.0,0.0
56.64,68.2,4.92,32.65,9.56,0.12,12.33,7.7,17.31,66.7,0.18,56.64,2024-12-07 06:00:00,0.23,0.0,0.0
56.0,68.0,4.92,33.28,9.58,0.12,12.63,7.51,17.37,66.47,0.31,56.0,2024-12-07 06:15:00,0.19,0.0,0.0
56.0,68.0,4.92,34.65,9.6,0.12,13.25,6.56,17.31,67.72,0.33,56.0,2024-12-07 06:30:00,,0.0,0.0
56.0,68.0,4.92,36.16,9.61,0.12,13.96,6.54,17.39,66.55,0.35,56.0,2024-12-07 06:45:00,0.09,0.0,0.0
63.02,86.27,4.92,39.86,9.6,0.12,14.68,5.14,17.45,66.37,0.55,63.02,2024-12-07 07:00:00,0.33,0.0,0.0
67.7,88.3,4.92,41.36,9.58,0.12,15.72,5.96,17.7,65.61,0.44,67.7,2024-12-07 07:15:00,0.09,0.0,0.0
67.7,88.3,4.8,43.24,9.59,0.12,15.63,5.87,17.89,65.33,0.14,67.7,2024-12-07 07:30:00,0.14,0.0,0.0
67.7,88.3,4.22,45.12,9.6,0.12,16.43,5.12,18.7,63.85,0.12,67.7,2024-12-07 07:45:00,,0.0,0.0
83.24,113.95,4.72,45.12,9.59,0.13,16.45,6.24,20.49,57.74,0.02,83.24,2024-12-07 08:00:00,0.02,0.0,0.0
93.6,116.8,4.72,45.25,9.58,0.13,16.48,7.06,22.03,54.39,0.08,93.6,2024-12-07 08:15:00,,0.0,0.0
93.6,116.8,4.59,46.75,9.63,0.13,16.48,6.9,22.75,53.0,0.12,93.6,2024-12-07 08:30:00,,0.0,0.0
93.6,116.8,4.55,48.19,10.13,0.14,17.12,6.71,23.42,51.33,0.23,93.6,2024-12-07 08:45:00,0.26,0.0,0.0
117.66,166.21,5.54,48.94,10.26,0.14,17.38,6.58,23.3,51.23,0.38,117.66,2024-12-07 09:00:00,0.12,0.0,0.0
133.7,171.7,4.55,49.51,10.38,0.14,17.38,7.53,24.11,48.97,0.49,133.7,2024-12-07 09:15:00,0.07,0.0,0.0
133.7,171.7,4.1,49.76,10.05,0.14,17.28,8.22,24.54,47.26,0.58,133.7,2024-12-07 09:30:00,0.26,0.0,0.0
133.7,171.7,4.59,47.69,9.8,0.14,17.01,8.79,25.36,47.01,0.63,133.7,2024-12-07 09:45:00,0.42,0.0,0.0
118.18,150.73,4.51,47.0,9.76,0.15,16.96,8.96,26.01,46.35,0.58,118.18,2024-12-07 10:00:00,0.23,0.0,0.0
109.2,148.4,4.8,47.25,9.68,0.15,17.12,9.72,26.76,44.64,0.54,109.2,2024-12-07 10:15:00,0.26,0.0,0.0
109.2,148.4,4.88,47.13,9.6,0.15,17.37,9.91,26.96,44.62,0.66,109.2,2024-12-07 10:30:00,0.14,0.0,0.0
109.2,148.4,4.8,47.19,9.59,0.15,17.08,10.81,27.05,45.94,0.7,109.2,2024-12-07 10:45:00,0.09,0.0,0.0
96.04,126.73,4.88,47.06,9.6,0.15,16.43,10.99,26.55,47.65,0.66,96.04,2024-12-07 11:00:00,,0.0,0.0
88.0,123.4,4.88,45.18,9.61,0.14,15.78,12.18,26.8,47.63,0.54,88.0,2024-12-07 11:15:00,0.28,0.0,0.0
88.0,123.4,4.92,44.74,9.65,0.14,15.49,11.21,26.93,47.89,0.49,88.0,2024-12-07 11:30:00,0.14,0.0,0.0
88.0,123.4,4.92,41.36,9.69,0.14,15.19,12.42,26.71,46.98,0.77,88.0,2024-12-07 11:45:00,0.12,0.0,0.0
72.04,91.51,4.92,39.67,9.7,0.14,14.8,12.35,26.7,47.71,0.61,72.04,2024-12-07 12:00:00,0.05,0.0,0.0
61.4,86.6,4.92,39.48,9.7,0.14,13.97,13.36,26.79,47.53,0.75,61.4,2024-12-07 12:15:00,0.35,0.0,0.0
61.4,86.6,4.92,39.48,9.67,0.13,14.24,12.16,26.95,47.68,0.81,61.4,2024-12-07 12:30:00,0.09,0.0,0.0
61.4,86.6,4.8,39.48,9.64,0.13,14.17,15.3,27.18,45.42,0.99,61.4,2024-12-07 12:45:00,0.19,0.0,0.0
54.74,70.57,3.9,37.6,9.59,0.13,13.36,13.3,27.19,43.58,1.33,54.74,2024-12-07 13:00:00,,0.0,0.0
50.3,68.1,3.98,36.79,9.6,0.13,13.25,13.54,27.2,44.14,1.04,50.3,2024-12-07 13:15:00,,0.0,0.0
50.3,68.1,4.22,34.91,9.6,0.12,12.42,13.86,27.1,43.78,1.2,50.3,2024-12-07 13:30:00,0.09,0.0,0.0
50.3,68.1,4.88,33.97,9.63,0.12,12.28,13.34,27.31,44.59,0.89,50.3,2024-12-07 13:45:00,0.19,0.0,0.0
44.54,56.31,4.92,33.84,9.66,0.12,12.28,13.52,27.31,43.61,1.17,44.54,2024-12-07 14:00:00,0.05,0.0,0.0
40.7,54.5,5.0,33.03,9.69,0.12,12.3,15.1,27.48,44.38,0.69,40.7,2024-12-07 14:15:00,0.02,0.0,0.0
40.7,54.5,4.51,31.52,9.68,0.12,12.01,15.25,27.57,44.26,0.67,40.7,2024-12-07 14:30:00,0.19,0.0,0.0
40.7,54.5,3.73,31.33,9.62,0.12,12.42,15.3,27.51,44.26,0.65,40.7,2024-12-07 14:45:00,0.12,0.0,0.0
46.22,57.27,4.02,31.9,9.58,0.12,11.84,15.69,27.33,45.28,0.75,46.22,2024-12-07 15:00:00,0.26,0.0,0.0
49.9,57.7,3.98,33.34,9.56,0.12,12.31,16.33,27.17,45.78,0.57,49.9,2024-12-07 15:15:00,0.3,0.0,0.0
49.9,57.7,4.06,32.21,9.55,0.11,11.8,17.46,27.05,45.73,0.59,49.9,2024-12-07 15:30:00,0.05,0.0,0.0
49.9,57.7,4.06,31.15,9.54,0.11,11.75,15.58,27.32,44.81,0.48,49.9,2024-12-07 15:45:00,0.21,0.0,0.0
52.6,64.72,3.69,33.9,9.55,0.11,12.26,14.65,26.58,46.97,0.47,52.6,2024-12-07 16:00:00,0.12,0.0,0.0
54.4,65.8,4.06,33.97,9.6,0.12,12.79,13.5,26.11,48.26,0.24,54.4,2024-12-07 16:15:00,0.12,0.0,0.0
54.4,65.8,4.92,36.1,9.62,0.12,13.25,13.38,25.43,49.3,0.2,54.4,2024-12-07 16:30:00,,0.0,0.0
54.4,65.8,4.92,36.91,9.67,0.12,13.25,14.23,24.91,49.74,0.17,54.4,2024-12-07 16:45:00,,0.0,0.0
62.98,83.57,4.92,37.73,9.61,0.12,14.01,12.16,24.62,50.5,0.17,62.98,2024-12-07 17:00:00,0.05,0.0,0.0
68.7,86.3,4.43,40.11,9.56,0.12,14.45,12.09,24.25,51.01,0.22,68.7,2024-12-07 17:15:00,0.09,0.0,0.0
68.7,86.3,3.73,42.49,9.5,0.12,14.84,11.38,23.77,52.12,0.18,68.7,2024-12-07 17:30:00,0.05,0.0,0.0
68.7,86.3,2.54,44.37,9.49,0.12,15.09,10.23,23.19,53.4,0.03,68.7,2024-12-07 17:45:00,,0.0,0.0
67.32,76.59,4.43,45.12,9.47,0.12,15.48,8.13,22.47,55.66,,67.32,2024-12-07 18:00:00,0.16,0.0,0.0
66.4,75.1,4.92,46.31,9.5,0.13,16.2,6.19,21.88,57.86,0.03,66.4,2024-12-07 18:15:00,0.09,0.0,0.0
66.4,75.1,4.18,50.07,9.58,0.13,17.22,5.61,21.49,59.04,0.07,66.4,2024-12-07 18:30:00,0.3,0.0,0.0
66.4,75.1,4.59,50.07,9.55,0.13,17.28,6.36,21.54,59.17,0.09,66.4,2024-12-07 18:45:00,0.23,0.0,0.0
83.8,98.59,4.1,51.76,9.5,0.13,18.07,5.93,21.33,59.64,,83.8,2024-12-07 19:00:00,0.16,0.0,0.0
95.4,102.2,3.77,55.15,9.52,0.13,18.8,5.85,21.08,60.47,0.02,95.4,2024-12-07 19:15:00,0.12,0.0,0.0
95.4,102.2,3.69,56.34,9.58,0.13,18.97,5.41,20.75,61.84,,95.4,2024-12-07 19:30:00,0.47,0.0,0.0
95.4,102.2,3.77,56.4,9.57,0.14,18.8,5.07,20.57,64.91,0.06,95.4,2024-12-07 19:45:00,0.26,0.0,0.0
142.56,166.28,4.47,55.77,9.72,0.14,19.54,4.98,20.94,62.69,0.35,142.56,2024-12-07 20:00:00,0.07,0.0,0.0
,,5.13,56.02,9.87,0.15,19.61,5.45,21.02,62.95,0.17,174.0,2024-12-07 20:15:00,0.02,0.0,0.0
,,4.51,56.27,9.77,0.15,19.63,5.04,20.63,65.67,0.01,174.0,2024-12-07 20:30:00,,0.0,0.0
,,5.17,56.34,9.72,0.16,19.82,4.58,20.18,67.4,,174.0,2024-12-07 20:45:00,0.26,0.0,0.0
177.24,184.47,5.05,58.99,9.75,0.17,21.13,4.16,20.3,67.2,0.07,177.24,2024-12-07 21:00:00,0.02,0.0,0.0
179.4,185.7,6.03,62.92,9.66,0.18,22.58,3.73,20.35,66.58,0.07,179.4,2024-12-07 21:15:00,,0.0,0.0
179.4,185.7,6.44,65.8,9.67,0.18,23.99,3.69,20.15,67.29,0.1,179.4,2024-12-07 21:30:00,0.07,0.0,0.0
179.4,185.7,7.01,67.74,9.71,0.18,24.38,4.29,20.13,66.9,0.12,179.4,2024-12-07 21:45:00,0.14,0.0,0.0
156.72,166.71,6.4,68.43,9.62,0.18,24.42,4.44,19.92,67.74,0.09,156.72,2024-12-07 22:00:00,0.05,0.0,0.0
141.6,164.6,6.52,67.12,9.64,0.18,23.67,4.57,19.81,67.92,0.36,141.6,2024-12-07 22:15:00,0.23,0.0,0.0
141.6,164.6,6.31,66.93,9.69,0.18,23.2,4.58,19.65,68.59,0.36,141.6,2024-12-07 22:30:00,0.21,0.0,0.0
141.6,164.6,4.96,66.3,9.71,0.18,22.91,4.5,19.14,70.77,0.3,141.6,2024-12-07 22:45:00,,0.0,0.0
155.64,160.73,4.96,63.79,10.08,0.18,22.4,5.49,18.91,71.55,0.48,155.64,2024-12-07 23:00:00,0.12,0.0,0.0
,,4.92,60.54,10.18,0.18,21.68,5.74,18.86,71.79,0.56,165.0,2024-12-07 23:15:00,0.02,0.0,0.0
,,5.13,58.66,10.19,0.18,20.76,5.98,18.74,72.16,0.45,165.0,2024-12-07 23:30:00,0.09,0.0,0.0
,,5.29,58.28,10.1,0.18,20.51,5.12,18.42,73.24,0.49,165.0,2024-12-07 23:45:00,0.16,0.0,0.0
146.04,152.38,5.33,55.77,9.92,0.17,19.82,5.49,18.31,73.56,0.17,146.04,2024-12-08 00:00:00,,0.0,0.0
133.4,151.5,5.25,53.83,9.88,0.17,19.04,5.73,18.16,73.81,0.13,133.4,2024-12-08 00:15:00,0.14,0.0,0.0
133.4,151.5,5.86,50.7,9.77,0.17,18.23,5.64,18.32,72.36,0.26,133.4,2024-12-08 00:30:00,,0.0,0.0
133.4,151.5,6.15,48.5,9.73,0.16,17.65,6.0,18.25,72.65,0.15,133.4,2024-12-08 00:45:00,0.16,0.0,0.0
103.1,110.01,6.15,47.44,9.71,0.16,17.01,5.9,18.12,73.2,0.07,103.1,2024-12-08 01:00:00,0.35,0.0,0.0
82.9,105.4,6.15,45.12,9.69,0.16,16.43,5.56,18.13,72.61,0.15,82.9,2024-12-08 01:15:00,,0.0,0.0
82.9,105.4,5.78,42.61,9.68,0.15,15.85,5.66,18.01,72.57,0.01,82.9,2024-12-08 01:30:00,0.16,0.0,0.0
82.9,105.4,5.95,41.42,9.66,0.15,15.51,5.88,17.81,72.76,0.01,82.9,2024-12-08 01:45:00,0.23,0.0,0.0
69.16,90.01,5.99,41.36,9.66,0.15,15.74,6.24,17.74,72.53,0.04,69.16,2024-12-08 02:00:00,0.21,0.0,0.0
60.0,88.3,4.96,41.36,9.66,0.15,15.6,6.52,17.79,71.68,0.16,60.0,2024-12-08 02:15:00,0.09,0.0,0.0
60.0,88.3,4.96,40.17,9.63,0.15,14.84,6.93,17.86,71.11,0.36,60.0,2024-12-08 02:30:00,0.05,0.0,0.0
60.0,88.3,4.92,39.42,9.66,0.14,14.79,7.34,17.51,72.69,0.11,60.0,2024-12-08 02:45:00,0.02,0.0,0.0
57.72,78.58,4.92,39.23,9.64,0.14,14.73,6.56,16.87,75.6,0.08,57.72,2024-12-08 03:00:00,0.09,0.0,0.0
56.2,77.5,4.92,39.04,9.72,0.14,14.29,6.28,16.36,77.72,0.08,56.2,2024-12-08 03:15:00,0.19,0.0,0.0
56.2,77.5,4.92,39.48,9.93,0.14,14.42,5.7,16.08,78.94,0.05,56.2,2024-12-08 03:30:00,0.14,0.0,0.0
56.2,77.5,4.92,37.73,9.99,0.14,14.4,5.95,15.92,79.29,0.06,56.2,2024-12-08 03:45:00,0.35,0.0,0.0
79.12,114.58,4.92,38.29,9.97,0.14,14.49,5.69,15.88,79.69,0.05,79.12,2024-12-08 04:00:00,0.16,0.0,0.0
94.4,118.7,4.92,39.42,10.03,0.14,14.98,5.72,15.95,79.43,0.15,94.4,2024-12-08 04:15:00,,0.0,0.0
94.4,118.7,4.92,39.35,9.94,0.14,14.88,5.58,16.17,77.38,0.12,94.4,2024-12-08 04:30:00,0.05,0.0,0.0
94.4,118.7,4.92,38.73,9.89,0.14,14.47,5.88,16.35,75.39,0.14,94.4,2024-12-08 04:45:00,0.44,0.0,0.0
82.76,94.04,4.92,38.35,9.89,0.14,14.45,5.67,16.36,74.14,0.14,82.76,2024-12-08 05:00:00,0.14,0.0,0.0
75.0,91.3,4.92,39.29,9.81,0.14,14.82,5.43,16.24,72.36,0.2,75.0,2024-12-08 05:15:00,0.14,0.0,0.0
75.0,91.3,4.92,37.91,9.79,0.14,14.63,5.57,16.07,70.52,0.11,75.0,2024-12-08 05:30:00,0.14,0.0,0.0
75.0,91.3,4.92,36.47,9.71,0.13,14.15,6.11,15.93,70.09,0.04,75.0,2024-12-08 05:45:00,0.19,0.0,0.0
65.94,71.41,4.92,36.47,9.71,0.13,14.19,6.68,16.0,70.4,0.04,65.94,2024-12-08 06:00:00,0.12,0.0,0.0
59.9,69.2,4.92,36.66,9.7,0.13,13.8,6.51,16.06,70.42,0.2,59.9,2024-12-08 06:15:00,0.12,0.0,0.0
59.9,69.2,4.92,36.47,9.69,0.13,13.48,6.68,16.37,69.65,0.4,59.9,2024-12-08 06:30:00,,0.0,0.0
59.9,69.2,4.92,36.72,9.69,0.13,14.24,6.56,16.32,70.21,0.14,59.9,2024-12-08 06:45:00,0.02,0.0,0.0
65.06,84.41,4.92,36.66,9.67,0.13,14.29,5.73,16.02,71.76,,65.06,2024-12-08 07:00:00,0.02,0.0,0.0
68.5,86.1,4.92,37.85,9.7,0.13,14.27,6.5,16.08,72.63,,68.5,2024-12-08 07:15:00,0.05,0.0,0.0
68.5,86.1,4.92,36.35,9.63,0.13,14.31,6.42,16.85,71.57,0.06,68.5,2024-12-08 07:30:00,,0.0,0.0
68.5,86.1,4.92,36.72,9.67,0.13,14.22,6.57,18.44,66.51,0.15,68.5,2024-12-08 07:45:00,0.12,0.0,0.0
84.34,105.54,4.92,36.53,9.65,0.13,14.2,6.85,19.98,59.81,0.33,84.34,2024-12-08 08:00:00,0.14,0.0,0.0
94.9,107.7,4.92,36.66,9.68,0.13,14.29,7.24,21.36,55.52,0.24,94.9,2024-12-08 08:15:00,0.02,0.0,0.0
94.9,107.7,4.92,37.47,9.64,0.13,14.31,7.11,22.6,53.52,0.1,94.9,2024-12-08 08:30:00,,0.0,0.0
94.9,107.7,4.92,38.98,9.69,0.13,14.63,6.75,24.15,50.23,0.23,94.9,2024-12-08 08:45:00,0.3,0.0,0.0
106.72,131.55,4.92,40.42,9.68,0.13,14.96,7.19,24.5,49.04,0.16,106.72,2024-12-08 09:00:00,0.16,0.0,0.0
114.6,134.2,4.92,41.92,9.63,0.14,15.21,7.73,25.87,47.12,0.23,114.6,2024-12-08 09:15:00,0.07,0.0,0.0
114.6,134.2,4.92,41.36,9.7,0.14,15.46,9.28,26.05,45.91,0.43,114.6,2024-12-08 09:30:00,0.23,0.0,0.0
114.6,134.2,4.88,41.36,9.68,0.14,15.62,9.73,25.94,45.54,0.5,114.6,2024-12-08 09:45:00,0.23,0.0,0.0
104.22,132.85,4.92,41.49,9.6,0.14,15.32,10.44,26.75,44.35,0.37,104.22,2024-12-08 10:00:00,0.14,0.0,0.0
97.3,132.7,4.92,42.17,9.6,0.14,14.86,10.32,27.48,42.77,0.41,97.3,2024-12-08 10:15:00,,0.0,0.0
97.3,132.7,4.92,41.42,9.62,0.14,14.84,11.71,28.08,41.07,0.27,97.3,2024-12-08 10:30:00,0.05,0.0,0.0
97.3,132.7,5.17,39.23,9.6,0.14,14.35,12.28,27.82,41.72,0.29,97.3,2024-12-08 10:45:00,0.07,0.0,0.0
78.46,94.63,4.92,39.48,9.63,0.13,14.2,12.53,27.07,43.68,0.24,78.46,2024-12-08 11:00:00,0.12,0.0,0.0
65.9,90.4,4.92,37.54,9.63,0.13,13.97,14.19,26.7,43.28,0.39,65.9,2024-12-08 11:15:00,0.21,0.0,0.0
65.9,90.4,4.84,36.66,9.6,0.13,13.25,15.14,25.77,44.13,0.61,65.9,2024-12-08 11:30:00,,0.0,0.0
65.9,90.4,4.43,36.28,9.59,0.13,13.25,13.55,26.19,43.69,0.42,65.9,2024-12-08 11:45:00,,0.0,0.0
58.58,74.92,4.92,36.97,9.58,0.13,13.25,13.61,25.95,41.01,1.04,58.58,2024-12-08 12:00:00,,0.0,0.0
53.7,73.2,4.72,36.79,9.61,0.13,13.25,14.34,26.0,42.46,0.69,53.7,2024-12-08 12:15:00,,0.0,0.0
53.7,73.2,4.92,36.22,9.64,0.13,13.25,13.77,26.03,42.88,0.89,53.7,2024-12-08 12:30:00,,0.0,0.0
53.7,73.2,4.92,35.53,9.67,0.12,13.25,14.18,25.95,40.09,0.71,53.7,2024-12-08 12:45:00,,0.0,0.0
47.1,63.84,4.92,35.66,9.67,0.12,13.25,13.26,26.19,36.66,0.76,47.1,2024-12-08 13:00:00,,0.0,0.0
42.7,62.8,4.67,35.97,9.6,0.12,13.25,12.43,26.35,35.96,0.57,42.7,2024-12-08 13:15:00,,0.0,0.0
42.7,62.8,3.69,36.41,9.54,0.12,13.09,12.37,26.26,37.81,1.01,42.7,2024-12-08 13:30:00,0.09,0.0,0.0
42.7,62.8,3.69,34.53,9.56,0.12,12.56,14.6,26.12,39.03,0.95,42.7,2024-12-08 13:45:00,0.14,0.0,0.0
40.55,51.73,3.69,34.34,9.57,0.12,12.44,14.35,26.19,39.77,0.79,40.55,2024-12-08 14:00:00,0.26,0.0,0.0
39.3,50.5,4.18,34.03,9.64,0.12,12.33,14.62,26.39,39.96,0.7,39.3,2024-12-08 14:15:00,0.09,0.0,0.0
39.3,50.5,4.67,34.09,9.65,0.12,12.37,13.45,26.35,40.57,0.49,39.3,2024-12-08 14:30:00,0.07,0.0,0.0
39.3,50.5,4.22,34.09,9.62,0.12,12.51,13.41,26.57,40.05,0.87,39.3,2024-12-08 14:45:00,0.12,0.0,0.0
40.31,56.89,3.69,34.22,9.59,0.12,12.44,13.76,26.42,41.04,0.32,40.31,2024-12-08 15:00:00,0.23,0.0,0.0
40.9,57.6,3.9,34.09,9.57,0.12,12.63,13.17,26.37,41.92,0.81,40.9,2024-12-08 15:15:00,0.19,0.0,0.0
40.9,57.6,3.9,38.54,9.59,0.12,13.83,13.6,26.54,41.71,0.47,40.9,2024-12-08 15:30:00,0.02,0.0,0.0
40.9,57.6,4.14,38.48,9.63,0.12,13.69,13.74,26.88,40.83,0.35,40.9,2024-12-08 15:45:00,0.3,0.0,0.0
41.15,63.41,3.9,39.35,9.65,0.12,14.26,14.04,26.65,40.67,0.44,41.15,2024-12-08 16:00:00,0.07,0.0,0.0
41.3,64.3,4.31,39.42,9.6,0.12,14.17,13.86,26.13,40.73,0.44,41.3,2024-12-08 16:15:00,0.16,0.0,0.0
41.3,64.3,4.31,39.48,9.55,0.12,14.29,14.29,26.13,41.84,0.31,41.3,2024-12-08 16:30:00,0.02,0.0,0.0
41.3,64.3,3.4,39.48,9.54,0.12,14.31,14.59,25.36,44.3,0.25,41.3,2024-12-08 16:45:00,,0.0,0.0
49.94,65.08,3.12,39.48,9.54,0.12,14.31,14.59,24.25,47.18,0.32,49.94,2024-12-08 17:00:00,,0.0,0.0
55.7,65.2,3.36,39.48,9.57,0.12,14.31,13.41,23.58,49.62,0.14,55.7,2024-12-08 17:15:00,,0.0,0.0
55.7,65.2,3.69,39.48,9.6,0.13,14.26,11.77,22.86,51.98,0.07,55.7,2024-12-08 17:30:00,0.07,0.0,0.0
55.7,65.2,4.92,39.67,9.6,0.13,14.49,10.63,22.18,54.08,0.1,55.7,2024-12-08 17:45:00,,0.0,0.0
53.84,82.36,4.84,41.86,9.6,0.13,14.84,10.03,21.74,55.78,0.07,53.84,2024-12-08 18:00:00,,0.0,0.0
52.6,85.0,4.92,41.49,9.6,0.13,14.86,9.92,21.44,56.75,0.06,52.6,2024-12-08 18:15:00,,0.0,0.0
52.6,85.0,4.92,43.74,9.61,0.13,15.35,10.91,21.46,56.11,0.18,52.6,2024-12-08 18:30:00,0.07,0.0,0.0
52.6,85.0,4.88,45.12,9.61,0.13,15.53,11.97,21.44,56.23,0.18,52.6,2024-12-08 18:45:00,0.09,0.0,0.0
60.34,92.54,4.26,45.12,9.6,0.13,15.58,11.78,21.3,56.67,0.16,60.34,2024-12-08 19:00:00,0.07,0.0,0.0
65.5,93.7,3.94,46.62,9.6,0.13,16.02,11.93,21.0,56.86,0.12,65.5,2024-12-08 19:15:00,0.28,0.0,0.0
65.5,93.7,4.8,45.12,9.6,0.13,15.55,12.07,20.82,56.62,0.12,65.5,2024-12-08 19:30:00,0.33,0.0,0.0
65.5,93.7,4.18,45.12,9.57,0.13,15.49,11.1,20.43,57.73,0.03,65.5,2024-12-08 19:45:00,0.21,0.0,0.0
60.28,84.25,4.22,45.12,9.59,0.13,15.6,10.03,19.86,60.66,0.09,60.28,2024-12-08 20:00:00,0.16,0.0,0.0
56.8,82.8,4.72,45.12,9.57,0.13,15.55,8.45,19.27,64.52,0.04,56.8,2024-12-08 20:15:00,0.12,0.0,0.0
56.8,82.8,4.8,45.12,9.6,0.13,15.56,8.46,19.06,63.81,0.1,56.8,2024-12-08 20:30:00,0.07,0.0,0.0
56.8,82.8,4.67,45.12,9.64,0.13,15.76,7.95,19.03,61.74,0.06,56.8,2024-12-08 20:45:00,0.05,0.0,0.0
55.36,74.48,4.59,44.24,9.62,0.13,15.85,7.49,18.86,61.84,0.03,55.36,2024-12-08 21:00:00,0.07,0.0,0.0
54.4,73.2,4.84,43.87,9.65,0.14,15.63,6.51,18.71,61.75,0.05,54.4,2024-12-08 21:15:00,0.14,0.0,0.0
54.4,73.2,4.88,45.12,9.67,0.14,16.17,6.29,18.64,61.72,0.03,54.4,2024-12-08 21:30:00,0.42,0.0,0.0
54.4,73.2,4.39,45.12,9.68,0.14,16.43,6.7,18.54,61.69,0.01,54.4,2024-12-08 21:45:00,0.14,0.0,0.0
84.28,117.92,4.8,45.12,9.63,0.14,15.83,7.01,18.51,60.87,0.02,84.28,2024-12-08 22:00:00,0.19,0.0,0.0
104.2,124.8,4.92,45.12,9.68,0.14,15.48,7.12,18.54,62.12,0.08,104.2,2024-12-08 22:15:00,0.28,0.0,0.0
104.2,124.8,4.92,42.36,9.72,0.14,15.51,7.19,18.5,62.21,0.06,104.2,2024-12-08 22:30:00,0.21,0.0,0.0
104.2,124.8,4.92,43.49,9.73,0.14,15.67,6.9,18.06,67.45,1.02,104.2,2024-12-08 22:45:00,0.37,0.0,0.0
99.1,115.79,4.26,49.01,9.7,0.14,17.12,7.2,17.35,70.65,1.17,99.1,2024-12-08 23:00:00,0.26,0.0,0.0
95.7,114.4,4.31,48.19,9.65,0.14,17.07,8.17,17.93,67.8,1.04,95.7,2024-12-08 23:15:00,0.09,0.0,0.0
95.7,114.4,4.67,46.37,9.65,0.13,16.29,9.75,17.48,69.92,0.88,95.7,2024-12-08 23:30:00,0.14,0.0,0.0
95.7,114.4,4.88,45.12,9.61,0.13,15.72,9.54,17.38,69.84,0.56,95.7,2024-12-08 23:45:00,0.14,0.0,0.0
77.7,94.33,4.88,41.55,9.64,0.13,15.07,10.25,17.7,68.19,0.42,77.7,2024-12-09 00:00:00,0.14,0.0,0.0
65.7,92.1,4.92,40.73,9.6,0.13,14.59,9.7,17.94,66.24,0.29,65.7,2024-12-09 00:15:00,0.12,0.0,0.0
65.7,92.1,4.92,37.1,9.64,0.12,14.05,10.32,18.12,64.15,0.28,65.7,2024-12-09 00:30:00,0.16,0.0,0.0
65.7,92.1,4.92,36.85,9.6,0.12,13.25,10.01,18.08,62.14,0.18,65.7,2024-12-09 00:45:00,,0.0,0.0
57.72,72.93,4.92,34.34,9.63,0.12,13.25,9.13,17.82,66.05,0.11,57.72,2024-12-09 01:00:00,,0.0,0.0
52.4,70.8,4.92,33.9,9.61,0.12,12.37,9.65,17.76,65.47,0.34,52.4,2024-12-09 01:15:00,0.19,0.0,0.0
52.4,70.8,4.92,34.09,9.61,0.12,12.26,10.92,17.9,64.43,0.34,52.4,2024-12-09 01:30:00,0.35,0.0,0.0
52.4,70.8,5.0,33.15,9.61,0.12,12.35,11.47,17.64,66.82,0.6,52.4,2024-12-09 01:45:00,0.14,0.0,0.0
47.9,71.7,4.96,32.15,9.6,0.12,12.43,12.24,17.01,68.19,0.69,47.9,2024-12-09 02:00:00,0.29,0.0,0.0
44.9,71.8,4.88,32.21,9.6,0.12,12.03,13.36,16.52,66.47,0.82,44.9,2024-12-09 02:15:00,0.05,0.0,0.0
44.9,71.8,4.55,30.52,9.6,0.11,11.78,14.55,16.33,63.31,0.67,44.9,2024-12-09 02:30:00,0.12,0.0,0.0
44.9,71.8,3.98,30.77,9.6,0.11,11.91,14.13,16.07,63.39,0.65,44.9,2024-12-09 02:45:00,,0.0,0.0
47.54,70.09,4.06,31.58,9.58,0.11,11.77,14.13,15.86,60.27,0.52,47.54,2024-12-09 03:00:00,0.12,0.0,0.0
49.3,69.9,3.77,30.52,9.56,0.11,11.09,13.69,15.84,57.42,0.44,49.3,2024-12-09 03:15:00,0.33,0.0,0.0
49.3,69.9,3.69,28.7,9.53,0.11,11.06,13.5,15.69,55.28,0.33,49.3,2024-12-09 03:30:00,0.09,0.0,0.0
49.3,69.9,3.69,29.01,9.53,0.11,10.95,12.51,15.54,53.45,0.23,49.3,2024-12-09 03:45:00,0.16,0.0,0.0
45.64,53.25,3.69,29.08,9.5,0.11,11.06,11.56,15.2,55.02,0.07,45.64,2024-12-09 04:00:00,0.02,0.0,0.0
43.2,51.4,3.69,29.14,9.5,0.11,11.02,10.13,14.68,57.76,0.04,43.2,2024-12-09 04:15:00,0.09,0.0,0.0
43.2,51.4,3.69,28.76,9.5,0.11,11.11,10.47,14.48,57.18,0.17,43.2,2024-12-09 04:30:00,,0.0,0.0
43.2,51.4,3.69,29.14,9.5,0.11,10.92,10.94,14.54,54.91,0.27,43.2,2024-12-09 04:45:00,0.26,0.0,0.0
