pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
,173.73,53.44,347.07,,4.84,223.68,28.35,2024-06-12 14:30:00
,173.59,53.6,346.97,,4.64,223.72,28.3,2024-06-12 14:45:00
,171.61,53.35,348.03,,4.49,224.17,28.77,2024-06-12 15:00:00
,171.61,53.41,347.96,,4.69,224.17,28.48,2024-06-12 15:15:00
,171.61,53.42,347.25,,4.39,223.77,28.11,2024-06-12 15:30:00
,171.73,53.72,347.79,,4.53,224.24,28.45,2024-06-12 15:45:00
,173.48,53.74,347.8,,4.77,224.26,28.35,2024-06-12 16:00:00
,173.48,53.88,347.37,,4.26,224.1,28.21,2024-06-12 16:15:00
,173.48,53.71,347.66,,4.44,224.16,28.38,2024-06-12 16:30:00
,173.61,53.75,347.69,,4.12,224.21,28.1,2024-06-12 16:45:00
,175.47,53.09,347.26,,4.65,223.59,28.26,2024-06-12 17:00:00
,175.47,53.46,347.48,,4.79,223.92,28.75,2024-06-12 17:15:00
,175.47,53.78,347.32,,4.32,224.01,28.27,2024-06-12 17:30:00
,175.46,53.27,347.41,,4.62,223.78,28.46,2024-06-12 17:45:00
56.63,79.34,52.02,345.33,,3.47,221.92,27.2,2024-06-12 23:15:00
56.63,79.34,53.79,346.94,,4.46,223.81,28.36,2024-06-12 23:30:00
52.85,85.73,53.3,347.67,,4.86,223.94,28.86,2024-06-12 23:45:00
,175.12,53.23,347.36,,4.42,223.73,28.3,2024-06-13 00:00:00
,175.12,53.4,347.36,,4.58,223.82,28.69,2024-06-13 00:15:00
,175.12,53.41,348.32,,4.71,224.37,28.99,2024-06-13 00:30:00
,174.97,53.09,347.63,,4.32,223.8,28.54,2024-06-13 00:45:00
,172.8,53.34,347.12,,4.28,223.66,28.0,2024-06-13 01:00:00
,172.8,52.89,347.57,,4.47,223.65,28.46,2024-06-13 01:15:00
,172.8,53.47,347.01,,4.52,223.67,28.42,2024-06-13 01:30:00
,173.05,53.56,347.58,,4.63,224.04,28.52,2024-06-13 01:45:00
,176.52,53.41,347.24,,4.51,223.76,28.54,2024-06-13 02:00:00
,176.52,53.66,346.41,,4.45,223.44,28.36,2024-06-13 02:15:00
,176.52,53.71,347.06,,4.76,223.83,28.37,2024-06-13 02:30:00
,176.37,53.51,347.02,,4.72,223.7,28.3,2024-06-13 02:45:00
,174.24,53.32,347.2,,4.57,223.69,28.31,2024-06-13 03:00:00
,174.24,53.71,347.02,,4.56,223.81,28.35,2024-06-13 03:15:00
,174.24,54.0,347.09,,4.88,224.01,28.25,2024-06-13 03:30:00
,174.36,53.42,347.23,,4.52,223.76,28.32,2024-06-13 03:45:00
,176.02,53.26,347.5,,4.44,223.82,28.56,2024-06-13 04:00:00
,176.02,53.34,347.22,,4.64,223.71,28.21,2024-06-13 04:15:00
,176.02,53.24,347.16,,4.53,223.62,28.28,2024-06-13 04:30:00
,175.74,53.46,346.95,,4.82,223.62,28.15,2024-06-13 04:45:00
,171.82,53.53,346.93,,4.73,223.66,28.34,2024-06-13 05:00:00
,171.82,53.34,347.52,,4.67,223.88,28.38,2024-06-13 05:15:00
,171.82,53.3,346.73,,4.96,223.42,28.81,2024-06-13 05:30:00
,172.07,53.76,348.04,,4.72,224.4,28.5,2024-06-13 05:45:00
,175.61,53.42,347.04,,4.44,223.66,28.77,2024-06-13 06:00:00
,175.61,53.18,346.82,,4.81,223.4,28.04,2024-06-13 06:15:00
,175.61,53.54,346.29,,4.81,223.31,28.31,2024-06-13 06:30:00
,175.46,53.41,347.34,,4.46,223.82,28.52,2024-06-13 06:45:00
,173.4,53.98,348.01,,4.79,224.51,28.67,2024-06-13 07:00:00
,173.4,53.57,347.01,,4.22,223.73,28.7,2024-06-13 07:15:00
,173.4,53.26,346.66,,4.52,223.36,28.58,2024-06-13 07:30:00
6.42,173.4,68.2,342.49,,4.57,216.46,27.71,2024-06-13 08:00:00
,173.4,53.31,347.77,,4.76,224.0,28.31,2024-06-13 08:15:00
,173.4,62.9,317.68,,4.29,219.31,28.09,2024-06-13 08:30:00
,173.29,53.67,347.42,,4.48,224.01,28.66,2024-06-13 08:45:00
,171.68,53.28,347.15,,4.66,223.64,28.54,2024-06-13 09:00:00
,171.68,53.68,347.36,,4.78,223.98,28.73,2024-06-13 09:15:00
,171.68,53.61,347.14,,4.51,223.81,28.7,2024-06-13 09:30:00
,171.65,53.69,346.83,,4.94,223.69,28.08,2024-06-13 09:45:00
,171.3,52.91,347.02,,4.85,223.36,28.56,2024-06-13 10:00:00
,171.3,53.75,347.65,,4.4,224.18,28.54,2024-06-13 10:15:00
,171.3,54.09,347.33,,4.14,224.19,28.58,2024-06-13 10:30:00
,171.52,53.9,346.1,,4.2,223.4,28.17,2024-06-13 10:45:00
,174.6,53.32,347.05,,4.66,223.6,28.48,2024-06-13 11:00:00
,174.6,53.39,347.4,,4.37,223.85,28.48,2024-06-13 11:15:00
,174.6,53.53,347.25,,4.33,223.84,28.51,2024-06-13 11:30:00
50.34,90.1,79.23,347.37,58.64,4.09,223.99,28.88,2024-06-15 11:45:00
,176.15,53.72,346.73,,4.59,223.65,28.48,2024-06-15 12:00:00
,176.15,53.28,347.38,,4.59,223.77,28.47,2024-06-15 12:15:00
,176.15,53.64,346.7,,4.64,223.59,28.05,2024-06-15 12:30:00
,175.81,53.47,347.04,,4.61,223.68,28.21,2024-06-15 12:45:00
,171.02,53.44,346.78,,4.17,223.53,28.31,2024-06-15 13:00:00
,171.02,53.62,347.5,,4.75,224.02,28.54,2024-06-15 13:15:00
,171.02,53.84,347.33,,4.32,224.05,28.52,2024-06-15 13:30:00
,171.15,53.87,347.87,,4.12,224.38,28.96,2024-06-15 13:45:00
,172.99,53.63,347.65,,5.01,224.12,28.55,2024-06-15 14:00:00
,172.99,53.7,347.35,,4.36,223.98,28.34,2024-06-15 14:15:00
,172.99,53.28,347.28,,4.71,223.72,28.84,2024-06-15 14:30:00
,172.97,52.98,347.09,,4.42,223.44,28.6,2024-06-15 14:45:00
,172.74,53.48,346.65,,4.71,223.47,28.42,2024-06-15 15:00:00
,172.74,53.24,347.17,,4.88,223.63,28.5,2024-06-15 15:15:00
,172.74,53.86,347.54,,4.48,224.18,28.54,2024-06-15 15:30:00
,172.93,53.54,346.82,,4.59,223.6,28.38,2024-06-15 15:45:00
,175.59,53.64,347.04,,4.96,223.78,28.28,2024-06-15 16:00:00
,175.59,53.8,347.04,,4.6,223.87,28.45,2024-06-15 16:15:00
,175.59,53.45,346.7,,4.38,223.48,28.83,2024-06-15 16:30:00
,175.57,53.54,347.49,,4.66,223.97,28.27,2024-06-15 16:45:00
,175.26,53.3,347.47,,4.7,223.83,28.33,2024-06-15 17:00:00
,175.26,53.35,346.3,,4.41,223.2,28.73,2024-06-15 17:15:00
,175.26,53.47,347.61,,4.67,224.0,28.63,2024-06-15 17:30:00
,174.98,53.63,347.27,,4.4,223.9,28.58,2024-06-15 17:45:00
,171.01,53.46,347.53,,4.71,223.95,28.78,2024-06-15 18:00:00
,171.01,53.55,347.65,,4.42,224.07,28.44,2024-06-15 18:15:00
,171.01,53.51,347.02,,4.55,223.7,28.42,2024-06-15 18:30:00
,171.3,53.3,346.97,,4.65,223.55,28.76,2024-06-15 18:45:00
,175.41,53.5,347.46,,4.97,223.94,28.57,2024-06-15 19:00:00
,175.41,53.46,346.64,,4.57,223.45,28.26,2024-06-15 19:15:00
,175.41,53.58,347.65,,4.5,224.08,28.56,2024-06-15 19:30:00
,175.14,53.35,347.44,,4.39,223.84,28.79,2024-06-15 19:45:00
,171.37,53.16,347.2,,4.29,223.6,28.52,2024-06-15 20:00:00
,171.37,53.48,347.66,,4.37,224.04,28.29,2024-06-15 20:15:00
,171.37,53.72,346.9,,4.31,223.75,28.6,2024-06-15 20:30:00
,171.59,53.46,346.73,,4.59,223.51,28.55,2024-06-15 20:45:00
,174.65,53.16,346.73,,4.56,223.34,28.24,2024-06-15 21:00:00
,174.65,53.28,347.21,,4.64,223.68,28.17,2024-06-15 21:15:00
,174.65,53.33,347.85,,4.61,224.06,28.23,2024-06-15 21:30:00
,174.67,53.21,346.76,,4.38,223.38,28.49,2024-06-15 21:45:00
,175.02,53.61,347.29,,4.73,223.9,28.48,2024-06-15 22:00:00
,175.02,53.25,347.0,,4.31,223.54,28.4,2024-06-15 22:15:00
,175.02,53.45,346.36,,5.02,223.3,28.55,2024-06-15 22:30:00
,174.77,53.62,347.12,,4.67,223.81,28.5,2024-06-15 22:45:00
,171.33,53.45,347.75,,4.27,224.07,28.13,2024-06-15 23:00:00
,171.33,53.45,347.97,,4.44,224.19,28.5,2024-06-15 23:15:00
,171.33,53.64,347.12,,4.64,223.82,28.42,2024-06-15 23:30:00
,171.39,53.88,346.72,,4.38,223.73,28.35,2024-06-15 23:45:00
,172.19,54.07,347.83,,4.55,224.46,28.4,2024-06-16 00:00:00
,172.19,53.58,347.01,,4.48,223.73,28.39,2024-06-16 00:15:00
,172.19,53.11,347.2,,4.43,223.57,28.84,2024-06-16 00:30:00
,172.12,53.31,347.23,,4.38,223.7,28.21,2024-06-16 00:45:00
,171.09,53.27,347.52,,4.48,223.84,28.38,2024-06-16 01:00:00
,171.09,53.37,348.34,,4.69,224.36,28.54,2024-06-16 01:15:00
,171.09,53.63,347.44,,4.25,224.0,28.31,2024-06-16 01:30:00
,171.14,53.71,346.37,,4.78,223.45,28.5,2024-06-16 01:45:00
,171.88,53.49,346.48,,5.0,223.38,28.73,2024-06-16 02:00:00
,171.88,53.54,347.28,,4.56,223.86,28.74,2024-06-16 02:15:00
,171.88,53.25,347.4,,4.51,223.77,28.49,2024-06-16 02:30:00
,172.16,53.33,346.9,,4.37,223.53,27.88,2024-06-16 02:45:00
,176.09,53.26,347.75,,4.6,223.96,28.49,2024-06-16 03:00:00
,176.09,53.18,347.03,,4.48,223.52,28.45,2024-06-16 03:15:00
,176.09,53.43,346.14,,4.67,223.16,28.47,2024-06-16 03:30:00
,176.11,53.25,347.61,,4.27,223.88,28.46,2024-06-16 03:45:00
,176.4,53.5,347.3,,4.49,223.85,28.33,2024-06-16 04:00:00
,176.4,53.75,346.69,,4.44,223.65,28.88,2024-06-16 04:15:00
,176.4,53.11,347.29,,4.32,223.62,28.28,2024-06-16 04:30:00
,176.19,53.46,346.99,,4.2,223.65,28.17,2024-06-16 04:45:00
,173.26,53.94,347.71,,4.68,224.32,28.41,2024-06-16 05:00:00
,173.26,53.29,346.47,,4.5,223.27,28.5,2024-06-16 05:15:00
,173.26,53.76,347.37,,4.59,224.03,28.58,2024-06-16 05:30:00
,173.2,53.48,347.69,,4.53,224.05,28.84,2024-06-16 05:45:00
,172.31,53.73,347.25,,4.71,223.95,28.5,2024-06-16 06:00:00
,172.31,53.43,347.59,,4.6,223.97,28.23,2024-06-16 06:15:00
,172.31,53.59,347.38,,4.66,223.94,28.45,2024-06-16 06:30:00
,172.33,53.71,346.66,,4.4,223.61,28.76,2024-06-16 06:45:00
,172.67,53.39,346.84,,4.36,223.53,28.15,2024-06-16 07:00:00
,172.67,53.1,347.85,,4.27,223.94,28.43,2024-06-16 07:15:00
,172.67,53.35,347.55,,4.59,223.9,28.09,2024-06-16 07:30:00
,172.74,53.57,347.6,,4.32,224.05,28.47,2024-06-16 07:45:00
,173.76,53.91,347.31,,4.33,224.08,28.47,2024-06-16 08:00:00
,173.76,53.64,347.23,,4.25,223.89,28.52,2024-06-16 08:15:00
,173.76,53.75,347.21,,4.73,223.94,28.47,2024-06-16 08:30:00
,173.62,53.64,347.17,,4.33,223.85,28.49,2024-06-16 08:45:00
,171.62,53.43,346.41,,4.37,223.31,28.39,2024-06-16 09:00:00
,171.62,53.19,346.89,,4.17,223.44,28.5,2024-06-16 09:15:00
,171.62,53.48,346.93,,4.86,223.63,28.58,2024-06-16 09:30:00
,171.74,53.79,347.19,,4.62,223.95,28.39,2024-06-16 09:45:00
,173.38,53.61,347.42,,4.52,223.98,28.49,2024-06-16 10:00:00
,173.38,53.3,347.12,,4.17,223.63,28.48,2024-06-16 10:15:00
,173.38,53.12,347.54,,4.35,223.77,28.52,2024-06-16 10:30:00
,173.54,53.75,347.35,,4.56,224.01,28.69,2024-06-16 10:45:00
,175.76,53.26,346.97,,4.54,223.53,28.36,2024-06-16 11:00:00
,175.76,53.63,347.79,,4.44,224.2,28.39,2024-06-16 11:15:00
,175.76,53.02,347.47,,4.3,223.67,28.0,2024-06-16 11:30:00
,175.59,53.05,346.98,,4.24,223.41,28.48,2024-06-16 11:45:00
,173.14,53.58,347.5,,4.31,224.0,28.28,2024-06-16 12:00:00
,173.14,53.59,346.77,,4.49,223.6,28.84,2024-06-16 12:15:00
,173.14,53.27,347.38,,5.17,223.76,28.6,2024-06-16 12:30:00
,173.18,53.51,347.51,,4.69,223.97,28.75,2024-06-16 12:45:00
,173.7,53.2,347.42,,4.54,223.74,28.88,2024-06-16 13:00:00
,173.7,53.33,347.74,,4.62,224.0,28.33,2024-06-16 13:15:00
,173.7,53.27,346.94,,4.49,223.52,28.74,2024-06-16 13:30:00
,173.73,53.7,347.38,,4.75,224.01,28.26,2024-06-16 13:45:00
,174.2,53.67,347.94,,4.66,224.3,28.62,2024-06-16 14:00:00
,174.2,53.36,346.87,,4.85,223.53,28.65,2024-06-16 14:15:00
,174.2,53.79,347.16,,4.54,223.94,28.51,2024-06-16 14:30:00
,174.04,52.99,347.01,,4.26,223.4,28.48,2024-06-16 14:45:00
,171.78,53.79,346.94,,4.61,223.81,28.09,2024-06-16 15:00:00
,171.78,53.62,347.15,,4.35,223.83,28.11,2024-06-16 15:15:00
,171.78,53.43,347.75,,4.59,224.06,28.63,2024-06-16 15:30:00
,172.1,53.55,346.93,,4.4,223.67,28.53,2024-06-16 15:45:00
,176.63,53.42,346.72,,4.55,223.48,28.39,2024-06-16 16:00:00
,176.63,53.4,346.68,,4.36,223.44,27.88,2024-06-16 16:15:00
,176.63,53.61,346.47,,4.74,223.45,28.36,2024-06-16 16:30:00
,176.3,53.83,347.63,,4.59,224.22,28.03,2024-06-16 16:45:00
,171.67,53.61,348.24,,4.43,224.44,28.57,2024-06-16 17:00:00
,171.67,53.46,347.87,,4.7,224.14,28.5,2024-06-16 17:15:00
,171.67,53.38,347.22,,4.33,223.73,28.29,2024-06-16 17:30:00
,171.74,53.77,347.25,,4.77,223.97,28.43,2024-06-16 17:45:00
,172.74,53.83,347.62,,4.57,224.21,28.46,2024-06-16 18:00:00
,172.74,53.26,347.68,,4.68,223.92,28.49,2024-06-16 18:15:00
,172.74,53.12,346.97,,4.43,223.45,28.75,2024-06-16 18:30:00
,173.0,53.43,346.89,,4.27,223.57,28.18,2024-06-16 18:45:00
,176.71,53.31,346.53,,4.56,223.31,28.05,2024-06-16 19:00:00
,176.71,53.3,346.58,,4.08,223.33,28.53,2024-06-16 19:15:00
,176.71,53.43,347.01,,4.46,223.64,28.4,2024-06-16 19:30:00
,176.52,53.19,347.5,,4.63,223.78,28.5,2024-06-16 19:45:00
,173.82,53.27,347.02,,4.28,223.57,28.49,2024-06-16 20:00:00
,173.82,53.4,347.01,,4.52,223.63,28.54,2024-06-16 20:15:00
,173.82,53.28,347.49,,4.41,223.83,28.54,2024-06-16 20:30:00
,173.89,53.29,347.32,,4.84,223.74,28.42,2024-06-16 20:45:00
,174.85,53.39,347.75,,4.57,224.04,28.44,2024-06-16 21:00:00
,174.85,53.69,347.22,,4.47,223.91,28.71,2024-06-16 21:15:00
,174.85,53.51,346.36,,4.44,223.33,28.25,2024-06-16 21:30:00
,174.93,53.36,346.41,,4.65,223.27,28.54,2024-06-16 21:45:00
,175.98,53.34,347.6,,4.48,223.92,28.36,2024-06-16 22:00:00
,175.98,53.49,346.84,,3.98,223.58,28.32,2024-06-16 22:15:00
,175.98,53.3,346.66,,4.32,223.38,28.62,2024-06-16 22:30:00
,175.8,53.44,347.18,,4.66,223.75,28.54,2024-06-16 22:45:00
,173.3,53.61,347.91,,4.78,224.25,28.49,2024-06-16 23:00:00
56.63,79.34,53.7,348.54,,5.35,224.65,28.77,2024-06-16 23:15:00
56.63,79.34,53.4,346.98,,4.58,223.61,28.29,2024-06-16 23:30:00
52.85,85.46,53.76,346.84,,4.42,223.74,28.25,2024-06-16 23:45:00
,171.14,53.51,347.82,,4.58,224.14,28.38,2024-06-17 00:00:00
,171.14,53.2,347.33,,4.52,223.7,28.42,2024-06-17 00:15:00
,171.14,53.51,347.65,,3.99,224.05,28.27,2024-06-17 00:30:00
,171.5,53.45,347.41,,4.64,223.88,28.46,2024-06-17 00:45:00
,176.6,53.74,346.51,,4.47,223.54,28.0,2024-06-17 01:00:00
,176.6,53.07,347.06,,4.36,223.47,28.42,2024-06-17 01:15:00
,176.6,53.47,347.56,,4.62,223.97,28.26,2024-06-17 01:30:00
,176.3,53.48,347.2,,4.42,223.78,28.28,2024-06-17 01:45:00
,172.08,53.69,347.11,,4.69,223.84,28.55,2024-06-17 02:00:00
,172.08,53.98,347.71,,4.4,224.34,28.36,2024-06-17 02:15:00
,172.08,53.34,346.39,,4.36,223.25,28.38,2024-06-17 02:30:00
,172.04,53.08,346.88,,4.65,223.38,28.33,2024-06-17 02:45:00
,171.47,53.64,347.53,,4.46,224.05,28.63,2024-06-17 03:00:00
,171.47,53.34,346.53,,4.28,223.33,28.2,2024-06-17 03:15:00
,171.47,53.09,347.99,,4.32,224.0,28.28,2024-06-17 03:30:00
,171.69,53.84,346.24,,4.84,223.45,29.01,2024-06-17 03:45:00
,174.8,53.34,347.08,,4.84,223.63,28.54,2024-06-17 04:00:00
,174.8,53.47,348.0,,4.33,224.22,28.62,2024-06-17 04:15:00
,174.8,53.53,346.65,,4.48,223.5,28.53,2024-06-17 04:30:00
,174.64,53.25,347.66,,4.64,223.9,28.25,2024-06-17 04:45:00
,172.41,53.6,347.71,,4.36,224.13,28.41,2024-06-17 05:00:00
,172.41,53.23,347.57,,4.51,223.84,28.56,2024-06-17 05:15:00
,172.41,53.41,346.66,,4.24,223.44,28.56,2024-06-17 05:30:00
,172.61,53.34,346.1,,4.72,223.09,28.78,2024-06-17 05:45:00
,175.36,53.48,347.24,,4.59,223.8,28.38,2024-06-17 06:00:00
,175.36,53.5,347.6,,4.56,224.01,28.47,2024-06-17 06:15:00
,175.36,53.48,346.82,,4.57,223.57,28.94,2024-06-17 06:30:00
,175.34,53.44,347.26,,4.43,223.79,28.49,2024-06-17 06:45:00
,175.02,53.68,347.54,,4.73,224.08,28.48,2024-06-17 07:00:00
,175.02,53.13,347.38,,4.93,223.68,28.24,2024-06-17 07:15:00
,175.02,53.65,347.56,,4.73,224.08,28.64,2024-06-17 07:30:00
,174.97,53.2,347.01,,4.71,223.52,28.72,2024-06-17 07:45:00
,174.23,53.76,346.87,,4.59,223.75,28.59,2024-06-17 08:00:00
,174.23,53.63,346.91,,4.56,223.7,28.47,2024-06-17 08:15:00
,174.23,53.13,347.37,,4.53,223.68,28.23,2024-06-17 08:30:00
,174.02,53.74,347.09,,4.33,223.86,28.24,2024-06-17 08:45:00
,171.1,53.39,347.73,,4.71,224.02,28.43,2024-06-17 09:00:00
,171.1,53.69,347.56,,4.72,224.1,28.61,2024-06-17 09:15:00
,171.1,53.15,348.0,,4.56,224.04,28.61,2024-06-17 09:30:00
,171.16,53.72,348.17,,4.82,224.46,28.34,2024-06-17 09:45:00
,172.06,53.49,346.02,,4.55,223.12,28.38,2024-06-17 10:00:00
,172.06,53.88,346.54,,4.06,223.64,28.14,2024-06-17 10:15:00
,172.06,53.76,348.03,,4.56,224.4,28.11,2024-06-17 10:30:00
,172.0,53.31,347.12,,4.67,223.64,28.4,2024-06-17 10:45:00
,171.17,53.46,348.66,,4.73,224.58,28.46,2024-06-17 11:00:00
,171.17,53.35,346.68,,4.44,223.42,28.57,2024-06-17 11:15:00
,171.17,53.13,346.93,,4.83,223.43,28.74,2024-06-17 11:30:00
,171.51,53.33,347.19,,4.8,223.69,28.1,2024-06-17 11:45:00
,176.33,53.55,347.5,,4.81,223.98,28.61,2024-06-17 12:00:00
,176.33,53.29,347.28,,4.27,223.72,28.47,2024-06-17 12:15:00
,176.33,53.65,347.71,,4.32,224.16,27.67,2024-06-17 12:30:00
,175.99,53.68,347.82,,4.48,224.24,28.3,2024-06-17 12:45:00
,171.23,53.41,346.91,,4.57,223.58,28.19,2024-06-17 13:00:00
,171.23,53.42,346.96,,4.81,223.61,28.48,2024-06-17 13:15:00
,171.23,53.84,346.79,,4.91,223.75,28.43,2024-06-17 13:30:00
,171.39,53.6,346.77,,4.31,223.61,28.57,2024-06-17 13:45:00
,173.67,53.72,346.32,,4.55,223.42,28.38,2024-06-17 14:00:00
,173.67,53.78,346.64,,4.76,223.63,28.32,2024-06-17 14:15:00
,173.67,53.4,347.24,,4.49,223.76,28.42,2024-06-17 14:30:00
,173.65,53.41,347.55,,4.58,223.94,28.51,2024-06-17 14:45:00
,173.32,53.65,347.66,,4.64,224.13,28.67,2024-06-17 15:00:00
,173.32,53.41,347.17,,4.65,223.73,28.97,2024-06-17 15:15:00
,173.32,53.53,347.55,,4.3,224.0,28.14,2024-06-17 15:30:00
,173.41,53.32,346.67,,4.58,223.4,28.24,2024-06-17 15:45:00
,174.73,53.21,347.46,,4.19,223.77,28.64,2024-06-17 16:00:00
,174.73,53.49,347.01,,4.49,223.68,28.26,2024-06-17 16:15:00
,174.73,53.62,346.68,,4.51,223.56,28.44,2024-06-17 16:30:00
,174.63,53.41,347.53,,4.58,223.93,29.04,2024-06-17 16:45:00
,173.23,53.87,347.57,,4.4,224.2,28.53,2024-06-17 17:00:00
,173.23,53.1,347.4,,4.38,223.68,28.23,2024-06-17 17:15:00
,173.23,53.31,348.39,,4.84,224.35,28.31,2024-06-17 17:30:00
,173.14,52.88,347.73,,4.44,223.74,28.45,2024-06-17 17:45:00
,171.94,53.42,346.92,,4.45,223.59,28.47,2024-06-17 18:00:00
,171.94,53.57,347.09,,4.49,223.77,28.24,2024-06-17 18:15:00
,171.94,53.46,346.9,,4.57,223.6,28.36,2024-06-17 18:30:00
,171.87,53.36,347.25,,4.95,223.74,28.33,2024-06-17 18:45:00
,170.93,53.58,348.44,,4.81,224.53,28.24,2024-06-17 19:00:00
,170.93,52.87,348.1,,4.85,223.94,28.62,2024-06-17 19:15:00
,170.93,53.04,346.83,,4.4,223.33,28.24,2024-06-17 19:30:00
,171.03,53.74,347.47,,4.53,224.07,28.27,2024-06-17 19:45:00
,172.46,53.56,346.58,,4.63,223.48,28.58,2024-06-17 20:00:00
,172.46,53.59,346.55,,4.51,223.48,28.73,2024-06-17 20:15:00
,172.46,53.67,347.53,,4.27,224.07,28.5,2024-06-17 20:30:00
,172.72,53.56,346.91,,4.61,223.66,28.46,2024-06-17 20:45:00
,176.37,53.54,347.21,,4.55,223.82,28.1,2024-06-17 21:00:00
,176.37,53.61,347.38,,4.67,223.95,28.59,2024-06-17 21:15:00
,176.37,53.49,347.17,,4.67,223.77,28.18,2024-06-17 21:30:00
,176.34,53.26,346.71,,4.32,223.38,28.39,2024-06-17 21:45:00
,175.85,53.24,347.13,,4.37,223.61,28.63,2024-06-17 22:00:00
,175.85,53.24,347.21,,4.56,223.65,28.39,2024-06-17 22:15:00
,175.85,53.67,346.35,,4.48,223.41,28.93,2024-06-17 22:30:00
,175.62,53.7,348.03,,4.35,224.37,28.51,2024-06-17 22:45:00
,172.46,53.53,347.3,,4.91,223.86,28.16,2024-06-17 23:00:00
,172.46,53.27,347.16,,4.54,223.64,28.73,2024-06-17 23:15:00
,172.46,53.45,346.66,,4.42,223.46,28.13,2024-06-17 23:30:00
,172.75,53.69,346.84,,4.83,223.7,28.49,2024-06-17 23:45:00
,176.77,53.68,347.03,,4.2,223.8,28.68,2024-06-18 00:00:00
,176.77,53.35,346.34,,4.52,223.23,28.37,2024-06-18 00:15:00
,176.77,53.61,347.18,,4.83,223.84,28.66,2024-06-18 00:30:00
,176.55,53.6,346.87,,4.52,223.66,28.78,2024-06-18 00:45:00
,173.41,53.38,347.36,,4.38,223.81,28.52,2024-06-18 01:00:00
,173.41,53.38,347.65,,4.33,223.97,28.48,2024-06-18 01:15:00
,173.41,53.41,347.52,,4.87,223.92,28.42,2024-06-18 01:30:00
,173.51,53.55,347.44,,4.16,223.95,27.94,2024-06-18 01:45:00
,174.85,53.75,347.16,,4.35,223.91,28.62,2024-06-18 02:00:00
,174.85,53.45,347.04,,4.3,223.67,28.84,2024-06-18 02:15:00
,174.85,53.47,346.73,,4.51,223.51,28.41,2024-06-18 02:30:00
,174.76,53.47,347.19,,4.46,223.77,28.51,2024-06-18 02:45:00
,173.52,53.36,347.31,,4.56,223.77,28.54,2024-06-18 03:00:00
,173.52,53.79,347.43,,4.66,224.09,28.48,2024-06-18 03:15:00
,173.52,53.46,347.49,,4.64,223.93,28.52,2024-06-18 03:30:00
,173.35,53.09,347.07,,4.68,223.49,27.73,2024-06-18 03:45:00
,170.93,53.38,346.56,,4.25,223.37,28.25,2024-06-18 04:00:00
,170.93,53.99,347.13,,4.32,224.02,28.5,2024-06-18 04:15:00
,170.93,53.49,347.45,,4.77,223.92,28.49,2024-06-18 04:30:00
,171.18,53.36,347.19,,5.03,223.71,28.79,2024-06-18 04:45:00
,174.62,53.46,347.67,,4.31,224.03,28.52,2024-06-18 05:00:00
,174.62,53.33,347.56,,4.3,223.9,28.13,2024-06-18 05:15:00
,174.62,53.36,346.24,,4.43,223.18,28.06,2024-06-18 05:30:00
,174.6,53.19,347.67,,4.94,223.88,28.87,2024-06-18 05:45:00
,174.26,53.45,347.17,,4.18,223.75,28.48,2024-06-18 06:00:00
,174.26,53.14,347.5,,4.72,223.76,28.35,2024-06-18 06:15:00
,174.26,53.49,347.49,,4.85,223.95,28.53,2024-06-18 06:30:00
,174.23,53.41,347.42,,4.42,223.86,28.02,2024-06-18 06:45:00
,173.79,53.47,347.31,,4.48,223.83,28.69,2024-06-18 07:00:00
,173.79,53.74,347.34,,4.36,224.01,28.56,2024-06-18 07:15:00
,173.79,53.52,346.9,,4.13,223.64,28.4,2024-06-18 07:30:00
,173.83,53.32,347.22,,4.53,223.7,28.61,2024-06-18 07:45:00
,174.39,52.93,347.36,,4.52,223.57,28.45,2024-06-18 08:00:00
,174.39,53.73,347.25,,4.57,223.95,28.64,2024-06-18 08:15:00
,174.39,53.26,347.3,,4.35,223.71,28.05,2024-06-18 08:30:00
,174.48,53.46,346.86,,4.6,223.57,28.94,2024-06-18 08:45:00
,175.68,53.2,346.8,,4.78,223.4,28.26,2024-06-18 09:00:00
,175.68,53.53,346.61,,4.36,223.48,28.61,2024-06-18 09:15:00
,175.68,53.94,347.11,,4.38,223.99,28.16,2024-06-18 09:30:00
,175.58,53.5,346.87,,4.8,223.61,28.17,2024-06-18 09:45:00
,174.15,53.68,347.46,,4.82,224.04,28.22,2024-06-18 10:00:00
,174.15,53.56,346.99,,4.46,223.71,28.42,2024-06-18 10:15:00
,174.15,53.4,347.34,,4.61,223.82,28.39,2024-06-18 10:30:00
,174.3,53.32,347.27,,4.66,223.73,28.55,2024-06-18 10:45:00
,176.33,53.55,346.94,,4.73,223.67,28.37,2024-06-18 11:00:00
,176.33,53.17,347.66,,4.33,223.86,28.23,2024-06-18 11:15:00
,176.33,53.95,346.96,,4.73,223.9,28.38,2024-06-18 11:30:00
,176.27,53.58,347.35,,4.58,223.92,28.35,2024-06-18 11:45:00
,175.44,53.53,347.24,,4.36,223.83,28.33,2024-06-18 12:00:00
,175.44,53.63,346.81,,4.23,223.64,28.06,2024-06-18 12:15:00
,175.44,53.65,346.86,,4.24,223.68,28.79,2024-06-18 12:30:00
,175.37,53.38,347.14,,4.41,223.69,28.42,2024-06-18 12:45:00
,174.42,53.25,347.6,,5.12,223.87,28.26,2024-06-18 13:00:00
