pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
5.59,53.89,56.27,25.6,111.86,2.41,45.72,30.24,2024-01-25 17:45:00
36.61,107.37,56.71,27.6,109.88,2.02,47.09,29.97,2024-01-25 18:00:00
36.61,107.37,56.67,26.0,111.75,2.02,46.17,29.32,2024-01-25 18:15:00
36.61,107.37,56.53,27.22,111.58,1.84,46.78,28.74,2024-01-25 18:30:00
39.66,115.26,56.34,25.75,108.47,1.9,45.84,28.15,2024-01-25 18:45:00
82.35,225.67,56.25,26.4,107.1,2.09,46.16,27.24,2024-01-25 19:00:00
82.35,225.67,56.08,27.72,105.38,1.89,46.8,26.75,2024-01-25 19:15:00
82.35,225.67,56.4,26.11,104.61,2.03,46.09,25.28,2024-01-25 19:30:00
83.23,228.5,56.73,27.12,99.46,2.27,46.83,24.21,2024-01-25 19:45:00
95.53,268.07,56.77,26.69,101.73,2.05,46.61,24.47,2024-01-25 20:00:00
95.53,268.07,57.01,26.62,104.49,1.66,46.71,23.54,2024-01-25 20:15:00
95.53,268.07,57.24,26.35,102.23,1.94,46.68,23.41,2024-01-25 20:30:00
93.97,266.06,56.66,25.85,97.1,1.97,46.08,23.14,2024-01-25 20:45:00
72.14,237.98,56.63,26.72,97.53,1.6,46.55,22.58,2024-01-25 21:00:00
72.14,237.98,56.67,26.77,100.8,1.79,46.6,22.81,2024-01-25 21:15:00
72.14,237.98,55.92,27.47,100.94,2.12,46.57,22.72,2024-01-25 21:30:00
70.38,233.37,57.24,26.22,98.32,1.81,46.61,22.92,2024-01-25 21:45:00
45.71,168.84,57.22,26.43,98.7,1.75,46.72,23.23,2024-01-25 22:00:00
45.71,168.84,57.11,27.03,99.6,2.17,46.99,22.3,2024-01-25 22:15:00
45.71,168.84,57.04,26.55,103.06,1.68,46.68,22.35,2024-01-25 22:30:00
44.1,166.34,58.01,26.91,101.57,1.8,47.43,22.24,2024-01-25 22:45:00
21.59,131.34,56.54,27.18,104.93,1.96,46.76,22.03,2024-01-25 23:00:00
21.59,131.34,57.06,27.38,103.71,1.36,47.16,21.99,2024-01-25 23:15:00
21.59,131.34,56.66,27.11,106.96,1.76,46.79,21.39,2024-01-25 23:30:00
22.36,131.65,57.11,26.72,105.67,1.22,46.82,21.79,2024-01-25 23:45:00
33.2,135.98,56.79,27.76,107.41,1.52,47.22,22.28,2024-01-26 00:00:00
33.2,135.98,56.94,27.48,101.95,1.8,47.15,22.22,2024-01-26 00:15:00
33.2,135.98,56.37,28.13,105.77,2.14,47.2,22.22,2024-01-26 00:30:00
32.45,135.6,57.04,26.79,110.21,1.86,46.82,22.57,2024-01-26 00:45:00
21.91,130.22,56.83,27.25,107.31,2.3,46.96,22.7,2024-01-26 01:00:00
21.91,130.22,57.24,26.93,108.86,1.9,47.01,22.39,2024-01-26 01:15:00
21.91,130.22,57.04,27.39,110.05,2.01,47.15,22.67,2024-01-26 01:30:00
21.82,129.41,56.61,26.29,104.38,1.8,46.3,22.4,2024-01-26 01:45:00
20.52,118.08,56.63,25.96,106.8,1.86,46.13,22.57,2024-01-26 02:00:00
20.52,118.08,57.04,27.23,108.05,2.24,47.06,22.44,2024-01-26 02:15:00
20.52,118.08,56.5,27.05,108.37,2.11,46.66,22.32,2024-01-26 02:30:00
20.31,117.91,57.45,25.98,106.75,1.9,46.59,21.84,2024-01-26 02:45:00
17.43,115.46,57.05,25.95,112.53,2.17,46.35,21.14,2024-01-26 03:00:00
17.43,115.46,56.65,25.9,110.47,2.27,46.1,20.32,2024-01-26 03:15:00
17.43,115.46,56.77,27.73,113.55,2.03,47.19,20.69,2024-01-26 03:30:00
17.4,116.13,56.83,26.99,110.92,1.71,46.81,21.05,2024-01-26 03:45:00
16.93,125.46,56.12,28.36,112.2,2.0,47.18,20.95,2024-01-26 04:00:00
16.93,125.46,56.82,27.17,116.9,1.63,46.91,20.81,2024-01-26 04:15:00
16.93,125.46,56.97,27.0,112.01,2.26,46.9,20.71,2024-01-26 04:30:00
18.22,128.21,56.98,26.17,112.39,2.19,46.44,20.76,2024-01-26 04:45:00
36.28,166.72,56.1,26.91,110.54,2.05,46.36,21.94,2024-01-26 05:00:00
36.28,166.72,56.28,27.74,110.06,2.33,46.92,22.98,2024-01-26 05:15:00
36.28,166.72,57.04,27.68,110.3,1.71,47.32,23.59,2024-01-26 05:30:00
36.35,166.31,57.25,26.18,110.64,2.08,46.6,25.0,2024-01-26 05:45:00
37.35,160.5,56.63,27.5,111.88,2.05,46.99,24.72,2024-01-26 06:00:00
37.35,160.5,56.14,27.69,108.28,1.8,46.82,25.31,2024-01-26 06:15:00
37.35,160.5,56.5,26.99,107.26,1.81,46.63,25.21,2024-01-26 06:30:00
37.7,160.87,57.05,26.72,112.6,2.02,46.78,25.83,2024-01-26 06:45:00
42.65,166.1,57.1,25.64,110.62,2.1,46.21,26.0,2024-01-26 07:00:00
42.65,166.1,57.46,26.8,107.9,2.1,47.06,24.41,2024-01-26 07:15:00
42.65,166.1,56.94,26.83,113.67,2.06,46.78,23.64,2024-01-26 07:30:00
44.89,172.27,56.75,27.63,109.85,2.27,47.12,23.14,2024-01-26 07:45:00
76.25,258.62,58.66,27.2,113.13,2.04,47.95,23.77,2024-01-26 08:00:00
76.25,258.62,57.52,25.95,110.87,2.0,46.62,24.76,2024-01-26 08:15:00
76.25,258.62,57.21,26.83,101.29,1.88,46.94,26.94,2024-01-26 08:30:00
76.83,258.84,57.48,26.78,98.53,1.92,47.06,29.25,2024-01-26 08:45:00
85.0,261.92,56.31,27.51,96.8,1.81,46.82,29.62,2024-01-26 09:00:00
85.0,261.92,57.45,27.31,92.06,2.17,47.34,30.96,2024-01-26 09:15:00
85.0,261.92,56.21,27.32,92.77,2.26,46.65,32.09,2024-01-26 09:30:00
84.91,259.62,56.78,27.71,69.69,2.12,47.19,33.31,2024-01-26 09:45:00
83.65,227.39,57.27,26.4,51.2,2.02,46.73,33.54,2024-01-26 10:00:00
83.65,227.39,57.48,27.43,24.05,1.96,47.42,33.9,2024-01-26 10:15:00
83.65,227.39,57.1,27.46,7.42,1.83,47.23,32.52,2024-01-26 10:30:00
83.94,228.35,56.85,27.85,7.77,1.76,47.31,32.47,2024-01-26 10:45:00
87.98,241.78,57.03,26.89,7.4,1.55,46.87,33.03,2024-01-26 11:00:00
87.98,241.78,56.65,25.76,7.38,1.7,46.03,33.93,2024-01-26 11:15:00
87.98,241.78,57.16,25.89,7.93,1.71,46.38,35.84,2024-01-26 11:30:00
84.73,234.81,57.08,26.96,11.64,1.8,46.93,37.18,2024-01-26 11:45:00
39.29,137.27,56.33,26.87,13.19,2.26,46.47,36.99,2024-01-26 12:00:00
39.29,137.27,57.17,27.13,20.11,2.07,47.08,37.99,2024-01-26 12:15:00
39.29,137.27,56.91,27.02,41.02,1.98,46.87,38.55,2024-01-26 12:30:00
37.23,132.68,56.57,25.32,56.49,2.0,45.74,39.33,2024-01-26 12:45:00
8.46,68.35,56.63,26.85,65.9,2.01,46.62,39.1,2024-01-26 13:00:00
8.46,68.35,56.84,25.27,77.81,2.05,45.86,38.9,2024-01-26 13:15:00
8.46,68.35,56.92,26.87,80.02,1.86,46.8,38.46,2024-01-26 13:30:00
7.9,66.23,56.57,26.82,85.81,2.1,46.58,39.25,2024-01-26 13:45:00
,36.56,57.3,26.9,89.08,2.08,47.02,39.63,2024-01-26 14:00:00
,36.56,56.5,26.81,87.39,2.28,46.53,38.77,2024-01-26 14:15:00
,36.56,56.85,27.26,97.71,2.22,46.97,38.3,2024-01-26 14:30:00
,36.06,56.39,26.78,94.17,2.19,46.45,38.72,2024-01-26 14:45:00
,29.1,56.86,25.56,100.68,2.57,46.03,38.37,2024-01-26 15:00:00
,29.1,56.9,27.34,101.7,2.55,47.05,37.76,2024-01-26 15:15:00
,29.1,57.04,26.64,102.44,2.37,46.73,37.28,2024-01-26 15:30:00
,28.73,56.95,27.09,104.94,2.12,46.94,36.84,2024-01-26 15:45:00
,23.59,57.35,25.81,104.75,2.58,46.45,36.58,2024-01-26 16:00:00
,23.59,57.8,26.03,105.15,2.35,46.82,35.43,2024-01-26 16:15:00
,23.59,56.8,27.26,106.76,2.38,46.95,34.85,2024-01-26 16:30:00
,24.17,57.05,27.79,104.15,2.27,47.38,34.5,2024-01-26 16:45:00
,32.22,57.32,25.97,108.58,2.34,46.52,33.73,2024-01-26 17:00:00
,32.22,57.23,25.85,107.41,2.49,46.4,32.93,2024-01-26 17:15:00
,32.22,58.62,26.96,106.93,2.3,47.8,32.13,2024-01-26 17:30:00
1.75,36.53,57.7,27.66,107.7,2.46,47.67,31.95,2024-01-26 17:45:00
26.21,96.91,57.75,28.17,106.71,2.77,47.99,31.06,2024-01-26 18:00:00
26.21,96.91,57.71,26.75,107.49,2.91,47.17,30.06,2024-01-26 18:15:00
26.21,96.91,57.61,26.45,105.77,2.67,46.95,29.38,2024-01-26 18:30:00
25.68,98.02,57.92,26.42,107.35,2.49,47.1,29.94,2024-01-26 18:45:00
18.26,113.51,57.73,26.19,107.12,2.93,46.87,29.51,2024-01-26 19:00:00
18.26,113.51,57.07,27.4,100.14,2.61,47.18,28.83,2024-01-26 19:15:00
18.26,113.51,57.58,26.72,101.23,2.67,47.08,28.86,2024-01-26 19:30:00
18.79,114.29,57.05,26.92,96.19,2.46,46.9,28.83,2024-01-26 19:45:00
26.24,125.25,56.7,27.08,97.55,2.04,46.79,28.64,2024-01-26 20:00:00
26.24,125.25,57.17,26.3,96.79,2.54,46.62,28.68,2024-01-26 20:15:00
26.24,125.25,56.93,26.07,97.11,2.57,46.35,28.76,2024-01-26 20:30:00
27.19,128.11,57.32,27.13,97.28,2.12,47.16,27.83,2024-01-26 20:45:00
40.54,168.14,57.17,27.49,93.8,2.07,47.29,27.2,2024-01-26 21:00:00
40.54,168.14,56.9,26.61,92.28,2.53,46.64,27.39,2024-01-26 21:15:00
40.54,168.14,56.92,26.51,91.69,2.48,46.59,27.5,2024-01-26 21:30:00
41.4,179.01,57.72,26.63,89.42,1.98,47.11,27.03,2024-01-26 21:45:00
53.45,331.16,56.79,26.49,91.88,2.42,46.51,27.63,2024-01-26 22:00:00
53.45,331.16,57.56,26.91,95.13,2.15,47.17,29.29,2024-01-26 22:15:00
53.45,331.16,56.8,27.53,94.73,2.08,47.1,29.05,2024-01-26 22:30:00
51.93,319.51,57.33,26.73,96.16,1.95,46.95,29.45,2024-01-26 22:45:00
30.68,156.34,57.95,26.92,97.64,2.43,47.4,30.61,2024-01-26 23:00:00
30.68,156.34,58.34,26.63,97.01,2.1,47.46,31.22,2024-01-26 23:15:00
30.68,156.34,57.34,27.48,98.19,2.06,47.37,30.45,2024-01-26 23:30:00
29.6,153.5,57.64,27.46,98.67,2.27,47.53,29.43,2024-01-26 23:45:00
14.49,113.76,58.26,27.36,100.09,2.18,47.82,28.93,2024-01-27 00:00:00
14.49,113.76,57.52,27.03,91.81,1.6,47.22,28.47,2024-01-27 00:15:00
14.49,113.76,57.63,27.0,94.27,1.78,47.27,28.4,2024-01-27 00:30:00
14.62,106.69,56.81,26.6,100.15,1.85,46.59,27.4,2024-01-27 00:45:00
,,57.42,27.84,100.89,1.85,47.62,27.06,2024-01-27 01:00:00
,,57.67,27.45,96.44,2.18,47.54,26.67,2024-01-27 01:15:00
,,57.36,26.99,101.66,2.44,47.11,26.65,2024-01-27 01:30:00
,,57.08,28.1,98.95,1.9,47.57,25.91,2024-01-27 01:45:00
,,57.63,25.81,95.34,1.86,46.6,25.17,2024-01-27 02:00:00
,,57.09,27.89,94.63,2.2,47.46,24.87,2024-01-27 02:15:00
,,57.72,28.18,84.75,2.13,47.97,24.23,2024-01-27 02:30:00
,,57.46,27.68,81.21,2.01,47.55,22.99,2024-01-27 02:45:00
,,56.55,27.53,83.59,1.95,46.96,22.66,2024-01-27 03:00:00
,,57.04,27.1,77.83,1.61,46.99,21.34,2024-01-27 03:15:00
,,57.16,28.2,84.22,1.6,47.67,21.68,2024-01-27 03:30:00
,,57.35,26.73,77.52,2.02,46.96,20.51,2024-01-27 03:45:00
,,57.31,27.29,86.82,1.84,47.25,20.17,2024-01-27 04:00:00
,,57.14,27.72,82.88,1.73,47.39,20.44,2024-01-27 04:15:00
,,57.03,26.83,94.74,1.63,46.84,20.55,2024-01-27 04:30:00
,,57.62,27.48,90.32,1.8,47.53,20.29,2024-01-27 04:45:00
,,57.72,25.69,95.01,2.11,46.58,21.02,2024-01-27 05:00:00
,,57.75,26.61,93.65,2.1,47.12,20.28,2024-01-27 05:15:00
,,56.81,27.04,95.32,1.78,46.82,21.6,2024-01-27 05:30:00
,,56.79,26.56,96.55,2.23,46.55,21.68,2024-01-27 05:45:00
,,57.81,27.01,98.21,2.0,47.37,21.9,2024-01-27 06:00:00
,,57.21,28.38,95.29,2.15,47.8,22.44,2024-01-27 06:15:00
,,57.55,26.1,97.18,2.27,46.72,23.5,2024-01-27 06:30:00
,,57.42,28.59,89.94,2.0,48.04,24.05,2024-01-27 06:45:00
,,57.69,27.71,96.68,1.8,47.69,24.97,2024-01-27 07:00:00
,,57.66,27.71,95.76,2.45,47.68,25.17,2024-01-27 07:15:00
,,57.49,27.95,97.21,2.19,47.72,26.49,2024-01-27 07:30:00
,,58.02,27.14,96.8,2.04,47.56,27.21,2024-01-27 07:45:00
,,57.87,26.66,98.25,1.86,47.21,28.23,2024-01-27 08:00:00
,,57.46,28.19,89.93,2.21,47.84,28.61,2024-01-27 08:15:00
,,57.53,26.72,81.9,1.86,47.05,29.86,2024-01-27 08:30:00
,,57.46,26.33,45.46,1.65,46.8,29.34,2024-01-27 08:45:00
,,57.53,27.72,9.84,1.92,47.61,29.68,2024-01-27 09:00:00
,,57.27,27.05,7.19,1.34,47.09,28.96,2024-01-27 09:15:00
,,57.04,26.96,7.35,1.39,46.91,30.0,2024-01-27 09:30:00
,,57.67,26.66,7.63,1.04,47.1,30.67,2024-01-27 09:45:00
,,57.41,26.94,7.58,1.22,47.11,31.96,2024-01-27 10:00:00
,,57.66,27.15,7.72,1.58,47.37,32.38,2024-01-27 10:15:00
,,58.84,26.82,7.47,1.19,47.84,34.36,2024-01-27 10:30:00
,,58.53,28.35,7.58,1.15,48.52,35.05,2024-01-27 10:45:00
,,57.59,27.3,7.7,1.15,47.41,35.3,2024-01-27 11:00:00
,,58.28,25.88,7.77,1.11,47.01,37.37,2024-01-27 11:15:00
,,57.1,27.12,13.46,1.64,47.04,38.3,2024-01-27 11:30:00
,,57.19,27.84,14.97,1.58,47.49,39.13,2024-01-27 11:45:00
,,57.67,27.34,17.45,1.4,47.48,40.02,2024-01-27 12:00:00
,,57.99,26.38,26.29,1.5,47.12,40.48,2024-01-27 12:15:00
,,57.63,26.29,27.6,1.69,46.87,41.61,2024-01-27 12:30:00
,,57.33,26.32,29.86,1.95,46.72,43.81,2024-01-27 12:45:00
,,56.92,27.56,36.25,1.77,47.18,42.85,2024-01-27 13:00:00
,,57.37,27.51,46.74,2.2,47.4,42.82,2024-01-27 13:15:00
,,57.46,26.15,48.05,1.78,46.7,44.22,2024-01-27 13:30:00
,,57.75,27.35,52.12,2.22,47.52,44.82,2024-01-27 13:45:00
,7.15,57.38,26.94,61.3,2.07,47.09,43.92,2024-01-27 14:00:00
,7.15,58.39,26.62,63.37,1.4,47.48,43.53,2024-01-27 14:15:00
,7.15,57.6,26.69,63.58,2.26,47.08,43.44,2024-01-27 14:30:00
0.11,7.14,57.82,26.7,63.41,1.73,47.21,43.15,2024-01-27 14:45:00
1.58,6.96,57.56,26.86,63.39,1.99,47.15,43.85,2024-01-27 15:00:00
1.58,6.96,57.69,26.97,63.97,2.18,47.28,43.79,2024-01-27 15:15:00
1.58,6.96,57.77,27.09,63.68,2.28,47.4,44.0,2024-01-27 15:30:00
1.47,6.68,57.96,27.33,63.71,1.93,47.63,43.22,2024-01-27 15:45:00
,2.72,57.57,25.92,63.72,1.95,46.63,43.43,2024-01-27 16:00:00
,2.72,57.59,25.94,63.81,1.92,46.65,43.67,2024-01-27 16:15:00
,2.72,57.62,26.49,63.56,2.42,46.98,43.48,2024-01-27 16:30:00
0.07,2.71,57.72,26.85,63.71,1.73,47.23,43.77,2024-01-27 16:45:00
1.03,2.58,58.26,26.85,79.96,1.76,47.53,38.86,2024-01-27 17:00:00
1.03,2.58,57.38,27.56,90.55,2.11,47.44,35.43,2024-01-27 17:15:00
1.03,2.58,58.6,26.84,88.17,2.43,47.72,34.8,2024-01-27 17:30:00
,,58.38,27.58,88.19,2.35,48.01,34.66,2024-01-27 17:45:00
,,57.61,26.69,89.92,2.88,47.08,34.39,2024-01-27 18:00:00
,,57.53,27.35,87.65,2.64,47.41,33.15,2024-01-27 18:15:00
,,57.73,26.94,87.44,2.11,47.29,32.59,2024-01-27 18:30:00
,,58.77,27.21,83.46,2.44,48.02,31.51,2024-01-27 18:45:00
,,58.57,28.12,82.26,2.44,48.41,30.96,2024-01-27 19:00:00
,,58.02,27.81,80.99,2.07,47.93,29.59,2024-01-27 19:15:00
,,58.92,26.67,76.85,2.2,47.8,26.57,2024-01-27 19:30:00
,,58.56,26.82,77.5,2.21,47.69,24.88,2024-01-27 19:45:00
,,57.93,27.21,76.26,1.85,47.55,24.21,2024-01-27 20:00:00
,,57.61,27.1,78.31,1.91,47.31,23.6,2024-01-27 20:15:00
,,58.14,27.08,76.9,1.76,47.6,22.83,2024-01-27 20:30:00
,,58.85,28.2,77.0,1.7,48.62,23.27,2024-01-27 20:45:00
,,56.98,28.07,79.92,1.72,47.5,22.65,2024-01-27 21:00:00
,,57.54,27.94,78.16,2.14,47.74,23.43,2024-01-27 21:15:00
,,58.18,27.69,78.94,1.75,47.96,24.09,2024-01-27 21:30:00
,,58.11,25.72,81.1,1.92,46.82,24.55,2024-01-27 21:45:00
,,57.41,26.36,80.59,1.83,46.78,24.46,2024-01-27 22:00:00
,,58.36,26.6,84.43,1.93,47.45,24.71,2024-01-27 22:15:00
,,57.91,28.35,84.57,1.66,48.17,24.61,2024-01-27 22:30:00
,,58.05,27.47,82.82,1.74,47.76,24.81,2024-01-27 22:45:00
,,57.8,28.08,86.05,1.77,47.96,25.26,2024-01-27 23:00:00
56.63,79.34,58.14,26.19,84.33,0.52,47.1,25.55,2024-01-27 23:15:00
56.63,79.34,58.16,27.01,87.05,1.82,47.57,25.95,2024-01-27 23:30:00
54.09,74.55,57.54,27.6,86.71,1.68,47.55,26.93,2024-01-27 23:45:00
,,58.59,26.99,89.31,1.68,47.8,26.64,2024-01-28 00:00:00
,,58.83,26.69,87.24,2.22,47.77,26.86,2024-01-28 00:15:00
,,57.81,27.96,92.83,2.79,47.9,27.11,2024-01-28 00:30:00
,,57.74,26.33,90.26,2.44,46.96,27.12,2024-01-28 00:45:00
,,58.89,25.28,88.53,2.09,47.01,26.19,2024-01-28 01:00:00
,,57.12,26.64,92.28,2.19,46.78,26.77,2024-01-28 01:15:00
,,58.4,27.13,92.47,2.4,47.77,26.3,2024-01-28 01:30:00
,,58.62,26.22,94.17,2.51,47.39,26.4,2024-01-28 01:45:00
,,57.79,27.18,91.78,2.46,47.46,26.65,2024-01-28 02:00:00
,,57.98,28.21,93.78,2.16,48.14,27.41,2024-01-28 02:15:00
,,58.01,27.4,91.5,1.88,47.7,27.41,2024-01-28 02:30:00
,,58.19,26.67,90.46,2.82,47.39,27.66,2024-01-28 02:45:00
,,57.99,26.34,94.72,2.21,47.1,28.09,2024-01-28 03:00:00
,,57.54,26.53,90.97,2.37,46.96,28.76,2024-01-28 03:15:00
,,58.29,26.85,91.76,2.12,47.55,29.01,2024-01-28 03:30:00
,,57.89,27.09,94.5,2.34,47.47,28.93,2024-01-28 03:45:00
3.55,6.77,57.78,26.07,90.93,2.17,46.83,29.57,2024-01-28 04:00:00
3.55,6.77,57.91,26.6,94.18,2.43,47.2,28.95,2024-01-28 04:15:00
3.55,6.77,58.16,27.28,93.79,2.34,47.72,28.71,2024-01-28 04:30:00
3.68,6.47,58.38,27.66,93.09,1.93,48.05,28.32,2024-01-28 04:45:00
,,58.38,27.77,86.96,2.39,48.12,27.36,2024-01-28 05:00:00
,,58.9,27.23,95.22,2.01,48.1,27.0,2024-01-28 05:15:00
,,59.04,26.89,92.98,2.15,47.99,26.22,2024-01-28 05:30:00
,,58.31,27.0,95.69,2.29,47.65,24.85,2024-01-28 05:45:00
,,58.41,27.3,96.67,2.41,47.87,25.03,2024-01-28 06:00:00
,,58.54,28.04,94.12,2.43,48.36,23.06,2024-01-28 06:15:00
,,58.02,27.15,98.04,2.4,47.57,22.43,2024-01-28 06:30:00
,,57.95,27.32,92.92,2.03,47.63,21.73,2024-01-28 06:45:00
,,57.97,27.18,89.93,1.96,47.56,21.95,2024-01-28 07:00:00
,,57.98,27.29,91.29,2.23,47.63,22.81,2024-01-28 07:15:00
,,57.83,28.4,92.47,2.04,48.16,23.45,2024-01-28 07:30:00
,,58.51,26.64,90.75,2.19,47.56,23.75,2024-01-28 07:45:00
,,58.8,28.09,91.28,2.19,48.53,24.37,2024-01-28 08:00:00
,,58.71,27.84,87.96,2.19,48.34,25.85,2024-01-28 08:15:00
,,58.49,28.03,84.1,2.46,48.32,24.88,2024-01-28 08:30:00
,,58.55,26.28,61.17,2.15,47.38,26.08,2024-01-28 08:45:00
,,58.87,26.64,19.37,2.1,47.76,27.2,2024-01-28 09:00:00
,,58.15,27.62,7.76,1.5,47.9,27.85,2024-01-28 09:15:00
,,58.83,28.41,7.33,1.59,48.73,29.06,2024-01-28 09:30:00
,,58.15,26.57,7.71,1.42,47.32,31.6,2024-01-28 09:45:00
,,58.44,26.98,7.78,1.65,47.71,32.14,2024-01-28 10:00:00
,,58.62,27.14,7.96,1.49,47.9,32.86,2024-01-28 10:15:00
,,58.05,27.66,7.64,1.74,47.87,34.5,2024-01-28 10:30:00
,,58.81,27.4,7.79,1.34,48.15,35.98,2024-01-28 10:45:00
,,58.06,27.19,7.39,1.57,47.61,37.42,2024-01-28 11:00:00
,,58.71,27.15,7.48,1.22,47.95,38.72,2024-01-28 11:15:00
,,58.83,27.23,7.43,1.68,48.06,39.8,2024-01-28 11:30:00
,,58.53,26.94,7.82,1.63,47.73,40.71,2024-01-28 11:45:00
,,59.43,26.25,7.94,1.49,47.85,42.32,2024-01-28 12:00:00
,,58.86,26.41,7.15,1.56,47.62,44.66,2024-01-28 12:15:00
,,57.92,26.83,7.77,1.46,47.33,46.93,2024-01-28 12:30:00
,,59.15,27.08,7.65,1.6,48.16,48.53,2024-01-28 12:45:00
,,58.12,27.08,7.39,1.74,47.58,48.95,2024-01-28 13:00:00
,,58.79,26.77,7.79,2.34,47.78,50.31,2024-01-28 13:15:00
,,59.03,27.18,7.1,1.89,48.15,50.5,2024-01-28 13:30:00
,,58.47,27.68,7.68,1.85,48.11,50.27,2024-01-28 13:45:00
,,58.34,27.32,7.39,1.91,47.84,50.79,2024-01-28 14:00:00
,,59.09,27.42,7.38,2.39,48.31,50.99,2024-01-28 14:15:00
,,59.86,25.96,7.39,1.71,47.93,50.45,2024-01-28 14:30:00
,,58.96,26.31,7.85,2.05,47.63,49.87,2024-01-28 14:45:00
,,58.8,26.28,9.46,1.95,47.52,50.17,2024-01-28 15:00:00
,,59.32,27.16,14.15,1.86,48.3,49.18,2024-01-28 15:15:00
,,59.52,27.48,22.19,1.6,48.59,48.68,2024-01-28 15:30:00
,,58.65,25.78,25.22,1.6,47.15,48.86,2024-01-28 15:45:00
,,58.34,26.85,34.7,1.69,47.58,47.41,2024-01-28 16:00:00
,,58.81,26.8,33.52,1.89,47.81,46.03,2024-01-28 16:15:00
,,58.87,26.94,48.14,1.76,47.93,44.83,2024-01-28 16:30:00
,,58.71,27.12,49.9,2.11,47.94,44.12,2024-01-28 16:45:00
,,58.96,27.97,57.82,2.07,48.55,43.25,2024-01-28 17:00:00
,,59.54,26.5,57.96,2.08,48.05,42.24,2024-01-28 17:15:00
,,58.27,27.86,56.68,2.2,48.1,41.53,2024-01-28 17:30:00
,,58.18,27.99,64.29,1.98,48.13,39.55,2024-01-28 17:45:00
,,58.93,27.42,64.93,2.15,48.23,39.25,2024-01-28 18:00:00
,,58.51,26.94,65.98,1.97,47.72,39.02,2024-01-28 18:15:00
,,57.98,28.2,66.98,1.88,48.13,37.6,2024-01-28 18:30:00
,,58.97,28.01,65.0,2.01,48.58,36.6,2024-01-28 18:45:00
,,58.7,25.97,68.67,2.02,47.29,35.39,2024-01-28 19:00:00
,,58.97,27.45,64.29,1.92,48.27,35.12,2024-01-28 19:15:00
,,58.9,26.57,63.58,1.99,47.73,33.56,2024-01-28 19:30:00
,,58.84,27.63,65.11,1.77,48.29,33.1,2024-01-28 19:45:00
,,57.88,27.05,65.26,1.93,47.43,31.12,2024-01-28 20:00:00
,,59.0,25.93,63.91,1.43,47.43,29.91,2024-01-28 20:15:00
,,58.04,28.02,63.0,1.6,48.07,28.28,2024-01-28 20:30:00
,,58.63,27.99,63.79,1.69,48.38,27.8,2024-01-28 20:45:00
,,58.46,28.86,66.53,1.68,48.77,27.33,2024-01-28 21:00:00
,,58.44,27.32,70.94,1.82,47.9,26.42,2024-01-28 21:15:00
,,58.52,26.2,65.66,1.66,47.32,27.07,2024-01-28 21:30:00
,,58.24,27.15,72.08,1.37,47.69,26.69,2024-01-28 21:45:00
,,58.24,26.85,69.93,1.6,47.53,26.58,2024-01-28 22:00:00
,,57.99,27.48,73.03,1.54,47.74,26.95,2024-01-28 22:15:00
,,58.11,27.91,73.0,1.37,48.05,26.59,2024-01-28 22:30:00
,,58.07,28.23,79.31,1.96,48.2,26.43,2024-01-28 22:45:00
,,58.3,26.56,79.03,1.78,47.4,25.8,2024-01-28 23:00:00
,,58.83,25.92,76.39,1.96,47.33,25.51,2024-01-28 23:15:00
,,59.26,26.43,81.36,1.81,47.86,25.27,2024-01-28 23:30:00
,,58.22,27.17,76.63,2.1,47.69,25.8,2024-01-28 23:45:00
,,57.96,27.26,78.4,1.8,47.59,26.32,2024-01-29 00:00:00
,,58.56,27.24,82.0,1.65,47.92,26.76,2024-01-29 00:15:00
,,58.25,27.84,83.61,1.84,48.08,26.77,2024-01-29 00:30:00
,,58.47,28.05,79.68,2.3,48.33,27.25,2024-01-29 00:45:00
,,58.18,27.18,83.14,1.58,47.67,26.53,2024-01-29 01:00:00
,,58.65,27.3,83.79,2.1,48.01,26.92,2024-01-29 01:15:00
,,59.12,26.31,84.47,1.96,47.71,26.59,2024-01-29 01:30:00
,,58.63,27.12,82.31,1.86,47.89,25.84,2024-01-29 01:45:00
,,58.7,27.81,87.88,2.07,48.32,26.32,2024-01-29 02:00:00
,,58.47,27.39,88.43,1.54,47.95,25.79,2024-01-29 02:15:00
,,58.38,28.48,86.77,1.89,48.51,26.45,2024-01-29 02:30:00
,,58.15,28.52,93.31,1.99,48.41,26.45,2024-01-29 02:45:00
,,58.52,26.89,92.49,2.55,47.7,25.82,2024-01-29 03:00:00
,,58.74,26.92,93.08,1.73,47.84,25.71,2024-01-29 03:15:00
,,57.94,28.37,90.1,2.29,48.21,25.27,2024-01-29 03:30:00
,,58.57,27.47,91.29,1.91,48.05,25.56,2024-01-29 03:45:00
,,58.78,27.77,91.17,2.13,48.33,25.35,2024-01-29 04:00:00
,,58.63,26.4,91.05,2.01,47.49,25.85,2024-01-29 04:15:00
,,58.44,27.25,94.47,1.95,47.86,26.13,2024-01-29 04:30:00
,,59.0,27.01,90.41,1.6,48.04,26.84,2024-01-29 04:45:00
,,59.04,27.13,93.83,2.26,48.13,27.46,2024-01-29 05:00:00
,,58.54,27.06,87.07,2.28,47.81,28.78,2024-01-29 05:15:00
,,58.65,27.01,88.36,2.18,47.84,28.48,2024-01-29 05:30:00
,,58.49,27.01,86.03,2.22,47.75,28.56,2024-01-29 05:45:00
