pm2.5,pm10,no,no2,so2,co,nox,ozone,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
56.19,81.14,18.07,44.44,122.08,28.92,37.72,22.71,0.91,20.61,2016-12-18 07:00:00,4.36,12.25,,169.93,21.3
55.84,81.76,11.63,41.92,119.37,26.19,31.23,25.02,0.96,18.55,2016-12-18 07:15:00,3.86,12.18,,147.46,19.92
55.14,83.0,11.92,43.19,128.82,26.13,32.12,25.48,0.6,61.26,2016-12-18 07:30:00,4.01,12.17,,142.5,19.84
55.14,83.0,22.97,47.69,128.79,26.38,43.34,15.23,0.9,123.99,2016-12-18 07:45:00,3.99,11.74,,139.83,19.76
55.14,83.0,18.94,45.11,115.12,26.47,38.75,18.89,0.67,43.96,2016-12-18 08:00:00,4.49,11.48,,136.85,19.65
54.96,87.84,21.21,45.21,162.95,25.81,40.63,20.32,0.6,94.18,2016-12-18 08:15:00,4.13,11.57,,136.86,18.29
54.61,97.51,24.76,49.47,,27.73,45.71,18.18,0.35,70.37,2016-12-18 08:30:00,5.23,11.57,,135.43,20.25
54.61,97.51,27.97,53.92,,26.62,50.6,22.5,0.37,315.99,2016-12-18 08:45:00,6.16,11.47,,133.89,18.53
54.61,97.51,24.38,49.92,32.6,27.26,45.63,26.53,0.43,353.33,2016-12-18 09:00:00,5.14,11.54,,133.18,18.92
54.61,97.51,15.91,49.82,,27.69,38.79,34.8,0.99,30.97,2016-12-18 09:15:00,3.51,11.88,,132.02,19.26
64.81,104.71,14.42,49.28,,29.46,37.31,36.95,0.42,52.72,2016-12-18 09:30:00,4.38,11.62,,130.46,21.4
64.81,104.71,14.22,41.15,,29.65,32.9,44.37,0.94,70.75,2016-12-18 09:45:00,4.11,11.64,,129.02,21.55
64.81,104.71,13.28,40.44,,29.89,31.78,55.72,0.46,64.52,2016-12-18 10:00:00,4.67,11.38,,127.65,21.64
53.21,105.74,8.32,38.26,,29.9,26.66,81.06,0.54,351.64,2016-12-18 10:15:00,4.07,11.2,,125.65,21.62
53.21,107.8,8.35,42.82,,28.33,29.06,90.46,0.82,34.77,2016-12-18 10:30:00,4.29,10.98,,123.18,19.56
53.21,107.8,8.17,43.28,181.8,29.54,29.17,107.18,0.25,322.42,2016-12-18 10:45:00,3.55,10.77,,121.4,20.35
53.21,107.8,8.37,46.05,,30.12,30.77,114.69,0.57,67.24,2016-12-18 11:00:00,4.2,10.59,,119.57,21.65
51.46,105.38,4.65,40.89,156.33,30.12,25.09,153.65,0.55,291.75,2016-12-18 11:15:00,2.85,10.41,,117.84,21.53
47.97,100.55,5.44,37.8,,28.7,24.11,150.18,0.69,59.82,2016-12-18 11:30:00,3.4,10.21,,116.39,19.69
47.97,100.55,9.19,37.61,,30.43,27.02,118.39,0.76,91.67,2016-12-18 11:45:00,3.22,10.04,,115.36,21.7
47.97,100.55,5.28,39.05,17.37,30.13,24.64,150.94,0.8,99.48,2016-12-18 12:00:00,3.12,9.73,,112.72,21.49
46.11,88.28,3.57,32.76,189.22,30.23,19.98,125.65,0.42,275.87,2016-12-18 12:15:00,2.75,9.36,,112.01,21.47
42.38,88.28,5.68,29.08,164.28,29.92,19.75,120.54,0.65,343.33,2016-12-18 12:30:00,2.81,8.94,,108.96,21.22
42.38,88.28,5.3,29.12,66.59,30.0,19.46,138.86,0.76,266.15,2016-12-18 12:45:00,3.27,8.6,,108.0,21.17
42.38,88.28,5.47,29.66,59.09,30.29,19.89,142.28,0.88,302.48,2016-12-18 13:00:00,2.64,8.27,,106.77,21.28
37.94,78.25,5.54,30.72,69.6,30.35,20.49,137.24,0.4,324.3,2016-12-18 13:15:00,2.16,8.04,,105.67,21.25
29.05,58.18,4.24,29.25,60.39,29.56,18.68,147.09,0.85,41.41,2016-12-18 13:30:00,2.34,7.61,,101.99,20.59
29.05,58.18,3.01,28.13,58.83,28.5,17.11,140.48,1.1,235.48,2016-12-18 13:45:00,2.1,7.17,,98.68,18.87
29.05,58.18,3.29,27.79,40.13,28.64,17.16,143.41,0.86,279.88,2016-12-18 14:00:00,2.43,6.8,,96.38,19.9
26.23,59.22,3.84,26.73,50.03,28.21,17.05,156.03,1.35,270.28,2016-12-18 14:15:00,2.56,6.45,,94.28,19.45
20.59,61.3,4.56,30.71,28.21,26.59,19.7,153.83,1.57,250.29,2016-12-18 14:30:00,2.65,6.0,,89.78,17.52
20.59,61.3,2.66,28.67,20.06,26.26,17.11,130.59,1.57,251.07,2016-12-18 14:45:00,2.28,5.7,,86.93,18.1
20.59,61.3,3.68,26.17,20.84,23.91,16.63,122.81,1.76,235.86,2016-12-18 15:00:00,2.46,5.29,,82.18,15.49
23.25,72.27,3.0,26.51,19.87,23.43,16.26,118.97,1.67,245.22,2016-12-18 15:15:00,1.95,4.82,,77.3,15.42
28.56,94.21,2.1,24.61,17.26,22.34,14.53,116.53,1.35,242.68,2016-12-18 15:30:00,1.55,4.38,,73.03,14.83
28.56,94.21,0.83,28.67,16.68,21.38,15.58,125.78,1.31,256.21,2016-12-18 15:45:00,1.56,4.07,,69.55,14.26
28.56,94.21,2.96,28.01,16.6,20.86,17.0,125.07,1.66,239.99,2016-12-18 16:00:00,1.95,3.79,,67.12,13.89
28.24,94.99,1.64,28.03,16.21,20.19,15.96,126.55,1.39,247.64,2016-12-18 16:15:00,1.82,3.51,,64.47,13.45
27.59,96.55,1.82,27.4,15.79,19.73,15.78,120.09,1.55,240.82,2016-12-18 16:30:00,1.68,3.29,,63.03,13.2
27.59,96.55,2.67,30.76,14.89,18.74,18.21,112.56,1.58,234.23,2016-12-18 16:45:00,1.65,3.17,,60.54,12.44
27.59,96.55,0.99,27.05,14.56,19.02,14.93,105.28,1.38,237.13,2016-12-18 17:00:00,2.18,3.04,,59.26,12.86
27.25,90.58,1.31,26.87,14.12,18.23,15.09,98.86,1.35,239.39,2016-12-18 17:15:00,1.96,2.91,,58.33,12.19
26.56,78.65,4.77,31.5,13.67,18.51,20.29,88.76,1.12,240.16,2016-12-18 17:30:00,1.72,2.84,,56.46,12.51
26.56,78.65,3.51,32.46,13.5,17.8,19.77,84.11,1.07,242.27,2016-12-18 17:45:00,2.14,2.76,,55.35,11.86
26.56,78.65,3.25,32.67,13.97,17.74,19.68,80.7,1.07,241.09,2016-12-18 18:00:00,2.13,2.73,,55.07,11.85
28.08,77.89,3.63,32.28,16.09,17.79,19.78,68.63,0.92,240.14,2016-12-18 18:15:00,2.39,2.74,,54.87,11.91
31.13,76.36,3.83,36.15,16.55,17.89,21.96,55.68,0.95,238.76,2016-12-18 18:30:00,2.35,2.77,,54.46,12.11
31.13,76.36,3.8,39.56,17.9,18.44,23.72,51.73,0.91,245.74,2016-12-18 18:45:00,2.71,2.86,,53.54,13.4
31.13,76.36,3.27,43.38,19.11,17.88,25.28,45.39,0.72,261.25,2016-12-18 19:00:00,3.03,2.99,,52.61,12.52
35.47,77.43,4.49,43.86,20.67,18.35,26.51,40.73,0.69,255.54,2016-12-18 19:15:00,2.76,3.24,,53.17,12.88
44.16,79.56,4.31,40.38,22.66,18.26,24.55,40.16,0.71,243.72,2016-12-18 19:30:00,3.31,3.57,,54.37,12.66
44.16,79.56,5.95,43.48,25.46,19.26,27.49,34.18,0.7,235.41,2016-12-18 19:45:00,3.99,3.94,,55.31,13.47
44.16,79.56,5.3,46.78,28.64,20.02,28.69,26.65,0.63,266.85,2016-12-18 20:00:00,3.93,4.26,,56.76,14.01
45.92,79.49,4.44,48.56,35.22,21.2,28.93,36.48,0.74,272.28,2016-12-18 20:15:00,3.23,4.68,,59.12,15.5
49.43,79.34,4.42,50.03,53.67,22.12,29.69,44.92,0.63,272.46,2016-12-18 20:30:00,3.54,5.29,,64.53,16.16
49.43,79.34,5.35,50.13,50.98,23.22,30.48,45.09,0.62,268.69,2016-12-18 20:45:00,5.0,5.93,,65.77,16.83
49.43,79.34,5.43,47.56,33.11,24.44,29.2,34.09,0.4,200.09,2016-12-18 21:00:00,4.41,6.17,,68.72,16.68
45.99,75.32,52.99,66.52,38.97,25.66,77.61,14.99,0.64,159.95,2016-12-18 21:15:00,7.36,6.47,,70.5,17.36
39.12,67.29,70.66,66.71,34.28,25.53,91.52,17.63,0.72,143.16,2016-12-18 21:30:00,8.01,6.7,,73.74,17.37
39.12,67.29,51.4,59.2,36.86,26.85,72.15,19.42,0.85,146.39,2016-12-18 21:45:00,6.69,7.48,,114.3,18.45
39.12,67.29,36.19,59.43,41.44,27.68,60.08,14.27,0.46,188.76,2016-12-18 22:00:00,5.13,9.01,,136.53,19.98
39.12,70.9,46.59,58.94,37.46,28.23,68.15,16.17,0.44,157.44,2016-12-18 22:15:00,7.53,9.87,,141.01,20.91
60.66,78.13,50.14,56.86,40.09,28.5,69.92,13.67,0.48,152.93,2016-12-18 22:30:00,5.7,9.87,,142.71,21.03
60.66,78.13,52.36,62.45,36.08,28.11,74.61,16.53,0.39,157.65,2016-12-18 22:45:00,6.85,10.33,,149.93,20.81
60.66,78.13,74.32,65.56,35.21,28.55,93.85,14.71,0.58,144.24,2016-12-18 23:00:00,8.82,11.2,,173.62,23.16
63.52,84.49,78.84,66.26,34.54,28.72,97.84,14.45,0.52,149.16,2016-12-18 23:15:00,8.04,11.57,,185.72,23.28
69.23,97.23,68.76,66.5,32.36,29.02,89.89,14.63,0.52,171.56,2016-12-18 23:30:00,7.77,12.07,,193.74,23.73
69.23,97.23,62.42,64.4,29.78,29.54,83.7,14.17,0.5,143.04,2016-12-18 23:45:00,7.58,12.44,,196.24,24.16
69.23,97.23,63.62,65.26,29.36,28.71,85.11,13.66,0.55,90.11,2016-12-19 00:00:00,9.1,12.67,,195.9,22.6
73.59,97.23,61.18,68.02,35.33,30.57,84.6,13.37,0.52,117.46,2016-12-19 00:15:00,9.32,12.9,,201.99,24.74
82.29,103.46,71.77,72.62,40.54,2.39,95.84,13.99,0.53,100.74,2016-12-19 00:30:00,28.47,13.65,,269.19,22.9
82.29,103.46,45.19,64.71,52.97,1.92,70.77,12.33,0.7,44.6,2016-12-19 00:45:00,31.66,12.89,,224.24,25.21
82.29,103.46,32.38,61.64,60.34,1.56,58.17,12.95,0.62,31.7,2016-12-19 01:00:00,32.48,12.89,,249.25,25.45
77.51,91.21,17.75,57.99,68.43,1.37,44.53,16.3,0.57,16.39,2016-12-19 01:15:00,31.86,12.8,,261.27,23.86
67.94,91.21,13.05,52.94,116.74,1.17,38.12,23.63,0.91,51.62,2016-12-19 01:30:00,30.99,12.59,,248.59,23.07
67.94,91.21,25.05,58.93,94.78,1.61,50.88,15.98,0.37,29.04,2016-12-19 01:45:00,32.69,12.21,,241.03,25.0
67.94,91.21,18.33,56.27,79.36,1.58,44.1,14.82,0.79,41.87,2016-12-19 02:00:00,32.48,11.9,,230.61,24.58
65.55,88.94,28.8,55.33,76.78,1.62,52.0,17.36,0.2,63.47,2016-12-19 02:15:00,32.51,11.91,,224.26,24.54
60.77,84.41,47.94,58.01,68.81,1.61,68.76,14.83,0.73,141.91,2016-12-19 02:30:00,32.2,11.78,,216.83,24.22
60.77,84.41,24.54,52.84,62.86,1.34,47.29,15.57,0.56,35.04,2016-12-19 02:45:00,30.6,11.66,,210.06,22.05
60.77,84.41,10.91,50.86,35.45,0.95,35.32,31.85,0.91,46.78,2016-12-19 03:00:00,32.54,11.61,,207.63,24.27
55.38,85.07,28.26,56.57,75.33,1.07,53.23,16.38,0.56,124.55,2016-12-19 03:15:00,32.38,11.89,,200.53,23.9
55.38,86.38,28.38,51.99,63.66,1.22,49.92,13.67,0.42,82.48,2016-12-19 03:30:00,31.57,10.92,,189.77,23.13
55.38,86.38,39.34,53.16,62.57,1.32,59.32,13.84,0.41,95.55,2016-12-19 03:45:00,31.89,10.84,,186.72,23.24
55.38,86.38,26.69,50.05,73.91,1.09,47.55,14.65,0.49,42.64,2016-12-19 04:00:00,31.78,10.73,,180.42,23.14
52.43,84.16,11.96,45.83,87.62,0.88,33.54,21.19,0.73,39.59,2016-12-19 04:15:00,31.61,10.57,,174.46,22.9
46.51,79.73,17.9,47.68,94.94,0.93,39.27,18.3,0.69,55.06,2016-12-19 04:30:00,31.28,10.28,,168.28,22.58
46.51,79.73,34.64,50.02,126.94,1.05,53.91,15.91,0.71,51.04,2016-12-19 04:45:00,30.91,9.99,,161.72,22.13
46.51,79.73,50.26,50.37,101.26,1.65,66.62,15.51,0.44,145.82,2016-12-19 05:00:00,30.8,9.81,,156.82,21.94
47.86,72.11,63.53,50.79,76.41,1.73,77.49,15.63,0.46,82.29,2016-12-19 05:15:00,30.36,9.62,,151.11,21.58
50.55,56.87,54.55,53.8,77.58,1.43,71.86,17.31,0.71,51.34,2016-12-19 05:30:00,30.18,9.96,,147.53,21.44
50.55,56.87,41.05,50.8,163.93,1.17,59.46,17.45,0.35,65.34,2016-12-19 05:45:00,30.06,9.48,,142.73,21.24
50.55,56.87,22.58,43.02,30.17,0.93,40.58,17.3,0.63,15.1,2016-12-19 06:00:00,28.99,9.29,,138.98,19.41
49.62,62.77,19.63,42.52,166.62,0.85,37.96,16.61,0.82,32.92,2016-12-19 06:15:00,28.86,9.09,,134.55,19.33
47.75,74.56,17.61,42.59,163.24,0.91,36.37,18.46,0.77,25.24,2016-12-19 06:30:00,29.79,8.77,,128.89,20.79
47.75,74.56,20.81,44.7,166.7,1.11,40.05,19.29,0.89,25.31,2016-12-19 06:45:00,29.72,8.57,,123.79,20.58
47.75,74.56,27.54,46.95,177.19,1.51,46.62,20.84,0.84,38.67,2016-12-19 07:00:00,29.36,8.47,,119.05,20.17
47.71,69.34,31.96,48.49,,1.68,50.97,18.98,0.85,30.94,2016-12-19 07:15:00,27.1,8.51,,112.3,17.98
47.64,58.89,53.3,48.84,,2.32,68.26,22.14,0.59,122.75,2016-12-19 07:30:00,27.27,9.15,,104.57,19.12
47.64,58.89,52.54,48.59,153.33,2.78,67.52,19.57,0.46,154.95,2016-12-19 07:45:00,25.06,9.93,,94.5,18.1
47.64,58.89,42.4,47.62,137.83,2.5,58.88,18.56,0.15,289.13,2016-12-19 08:00:00,6.67,10.18,,97.11,18.59
47.64,69.68,28.53,51.48,,2.12,49.77,19.56,0.62,7.02,2016-12-19 08:15:00,5.18,10.8,,103.25,19.07
62.24,91.26,20.55,49.77,,1.61,42.48,30.7,0.87,297.06,2016-12-19 08:30:00,4.41,11.23,,106.42,17.8
62.24,91.26,13.8,45.7,,1.51,34.94,31.81,0.86,25.57,2016-12-19 08:45:00,3.81,11.47,,104.68,20.07
62.24,91.26,19.27,50.52,24.75,2.05,41.85,29.05,0.63,23.8,2016-12-19 09:00:00,4.96,11.19,,104.81,20.53
56.63,90.6,19.65,48.68,,2.01,41.19,29.96,0.86,15.45,2016-12-19 09:15:00,4.7,10.95,,103.2,20.54
56.63,89.28,13.5,45.15,,1.17,34.42,35.78,,,2016-12-19 09:30:00,3.5,10.79,,101.38,19.64
56.63,89.28,14.5,46.31,,1.42,35.83,37.48,,,2016-12-19 09:45:00,4.18,10.72,,100.99,20.83
56.63,89.28,12.09,42.64,,1.34,31.97,49.36,,,2016-12-19 10:00:00,4.45,10.52,,99.34,20.8
53.92,91.24,15.7,42.95,,1.43,35.03,54.12,,,2016-12-19 10:15:00,4.24,10.24,,97.15,19.48
48.5,95.16,7.59,39.03,,0.99,26.48,91.72,,,2016-12-19 10:45:00,3.07,9.58,,91.34,19.15
48.5,95.16,9.01,45.45,,1.07,30.97,89.09,1.19,75.04,2016-12-19 11:00:00,4.14,9.34,,89.94,20.11
46.02,93.05,7.08,47.14,,1.71,30.31,86.2,,,2016-12-19 11:15:00,3.9,8.95,,87.82,18.69
41.05,88.83,6.04,38.64,,5.27,25.03,109.31,,,2016-12-19 11:30:00,3.75,8.36,,83.38,18.98
41.05,88.83,7.06,37.5,,5.49,25.26,114.7,,,2016-12-19 11:45:00,3.22,7.52,,71.42,16.85
41.05,88.83,4.82,40.28,28.96,5.15,24.91,114.03,,,2016-12-19 12:00:00,2.72,7.75,,64.28,14.82
39.52,84.42,4.76,33.07,172.04,0.89,21.1,138.6,1.35,86.72,2016-12-19 12:15:00,2.4,8.47,,61.78,15.39
36.63,76.05,6.85,37.34,,0.63,25.25,133.62,1.01,79.67,2016-12-19 12:30:00,2.83,6.85,,58.44,13.62
36.63,76.05,9.0,36.38,,0.54,26.83,132.31,1.07,90.69,2016-12-19 12:45:00,2.77,6.64,,60.1,14.85
36.63,76.05,5.33,31.56,,0.63,20.77,148.07,0.6,98.49,2016-12-19 13:00:00,2.44,6.25,,58.31,14.41
33.01,73.55,5.79,35.46,,0.68,23.17,139.21,0.45,6.62,2016-12-19 13:15:00,2.77,6.04,,58.95,13.12
25.78,68.53,5.68,36.26,,0.51,23.5,151.91,0.94,322.57,2016-12-19 13:30:00,2.84,5.94,,60.4,14.13
25.78,68.53,3.33,27.9,143.11,0.46,17.25,158.19,1.03,287.55,2016-12-19 13:45:00,1.84,5.68,,59.9,13.44
25.78,68.53,1.91,28.84,76.02,0.42,16.11,164.33,0.93,288.84,2016-12-19 14:00:00,1.3,5.37,,58.5,13.82
26.82,65.18,1.96,29.61,111.3,0.48,17.05,164.99,0.79,323.93,2016-12-19 14:15:00,1.9,5.15,,59.24,13.78
28.92,58.47,3.2,27.54,67.31,0.56,16.96,160.92,1.02,288.76,2016-12-19 14:30:00,2.37,4.87,,58.19,13.31
28.92,58.47,0.79,28.41,59.16,0.55,15.19,169.91,1.17,276.83,2016-12-19 14:45:00,1.47,4.45,,55.01,12.5
28.92,58.47,2.84,27.58,37.09,0.56,16.45,165.25,0.68,265.67,2016-12-19 15:00:00,2.64,4.22,,52.31,12.05
29.59,65.41,4.38,28.69,74.44,0.48,18.5,159.98,0.49,345.7,2016-12-19 15:15:00,2.28,3.98,,51.39,11.59
30.93,79.28,2.97,37.67,,0.49,22.07,142.78,0.74,290.21,2016-12-19 15:30:00,1.9,3.72,,51.5,11.08
30.93,79.28,2.57,30.77,147.34,0.54,18.09,153.62,0.82,280.34,2016-12-19 15:45:00,2.0,3.48,,50.58,10.38
30.93,79.28,2.31,27.04,73.68,0.52,15.98,158.12,0.65,255.87,2016-12-19 16:00:00,1.96,3.33,,50.47,10.84
30.51,75.73,3.8,32.58,136.27,0.61,20.07,150.36,0.68,40.49,2016-12-19 16:15:00,2.0,3.23,,50.84,10.69
29.66,68.63,3.58,33.94,77.93,0.82,20.61,140.02,0.72,58.1,2016-12-19 16:30:00,1.79,3.16,,51.65,10.43
29.66,68.63,4.44,34.02,75.26,0.67,21.34,148.77,0.77,265.32,2016-12-19 16:45:00,1.96,3.13,,51.91,10.95
29.66,68.63,2.03,30.8,54.56,15.76,17.72,158.27,1.49,254.94,2016-12-19 17:00:00,2.19,3.26,,51.73,10.92
31.85,74.51,2.42,31.43,40.11,15.26,18.36,152.17,1.27,249.49,2016-12-19 17:15:00,2.66,3.31,,51.96,10.86
36.24,86.28,2.9,30.53,35.01,15.91,18.28,148.05,1.07,262.36,2016-12-19 17:30:00,2.73,3.23,,51.59,11.76
36.24,86.28,3.19,31.73,32.83,16.01,19.13,140.0,1.01,252.82,2016-12-19 17:45:00,3.01,3.28,,51.57,11.88
36.24,86.28,8.69,36.41,30.4,15.61,26.27,107.49,0.99,251.57,2016-12-19 18:00:00,3.16,3.43,,52.21,11.22
37.76,89.68,1.79,33.13,31.97,16.4,18.71,119.32,0.87,262.96,2016-12-19 18:15:00,3.55,3.63,,52.4,11.77
40.8,96.47,3.47,38.37,30.29,16.19,22.83,119.97,0.84,261.47,2016-12-19 18:30:00,2.98,3.78,,53.6,11.92
40.8,96.47,4.16,37.34,29.41,16.71,22.85,126.96,1.15,253.28,2016-12-19 18:45:00,2.58,3.95,,54.0,12.1
40.8,96.47,3.74,36.34,29.48,17.71,21.99,129.55,1.0,248.26,2016-12-19 19:00:00,2.85,4.19,,54.87,12.98
43.01,94.88,5.24,40.38,30.08,17.57,25.3,112.87,0.82,251.49,2016-12-19 19:15:00,4.07,4.4,,55.53,12.99
47.42,91.69,4.71,45.08,29.3,18.53,27.34,86.18,0.76,268.44,2016-12-19 19:30:00,3.83,4.67,,56.34,13.52
47.42,91.69,4.72,50.22,29.61,18.48,30.02,71.35,0.7,261.39,2016-12-19 19:45:00,3.72,4.98,,56.64,13.31
47.42,91.69,5.1,51.37,37.22,19.97,30.93,63.41,0.45,238.01,2016-12-19 20:00:00,3.77,5.46,,57.35,15.19
47.25,91.69,26.38,53.62,37.96,20.84,49.86,45.19,0.69,151.86,2016-12-19 20:15:00,6.11,5.72,,58.67,15.68
46.9,101.52,87.46,70.04,44.82,21.4,106.73,15.07,0.71,154.6,2016-12-19 20:30:00,12.17,6.37,,60.62,16.09
46.9,101.52,36.01,64.33,43.24,22.11,62.8,13.32,0.73,147.43,2016-12-19 20:45:00,7.73,6.74,,84.86,16.74
46.9,101.52,39.25,62.9,37.2,22.46,64.34,12.99,0.51,142.85,2016-12-19 21:00:00,7.57,8.24,,161.8,17.56
46.9,109.2,42.5,65.75,55.23,24.4,68.44,15.48,0.75,153.88,2016-12-19 21:15:00,8.35,9.14,,169.18,19.49
77.09,124.56,49.14,64.01,45.53,24.88,72.85,12.32,0.45,149.13,2016-12-19 21:30:00,8.93,9.59,,207.01,20.06
77.09,124.56,36.25,58.84,51.9,25.64,59.81,19.96,0.55,45.64,2016-12-19 21:45:00,7.42,9.58,,287.97,20.48
77.09,124.56,4.8,40.97,68.58,24.79,25.26,71.09,1.01,27.0,2016-12-19 22:00:00,4.41,10.21,,277.26,19.57
74.84,116.81,9.24,44.91,121.1,25.75,30.88,58.82,0.62,63.74,2016-12-19 22:15:00,4.63,10.92,,293.62,21.75
70.35,101.31,19.4,54.24,103.58,25.56,43.9,14.1,0.77,147.88,2016-12-19 22:30:00,7.13,10.3,,267.02,21.14
70.35,101.31,33.38,56.48,65.86,25.75,56.28,12.22,0.64,156.47,2016-12-19 22:45:00,7.03,9.96,,258.13,20.79
70.35,101.31,35.49,53.36,53.15,23.77,56.34,12.64,0.55,157.36,2016-12-19 23:00:00,6.47,9.95,,308.46,18.81
55.95,90.17,33.98,56.26,48.25,24.0,56.64,13.03,0.54,45.94,2016-12-19 23:15:00,6.28,10.02,,284.68,19.13
55.95,90.17,7.42,48.93,66.47,25.72,31.52,44.32,0.76,20.63,2016-12-19 23:30:00,4.56,10.11,,282.29,21.19
55.95,90.17,7.45,49.08,149.24,26.22,31.62,68.92,0.59,2.84,2016-12-19 23:45:00,4.75,10.22,,276.77,21.4
55.95,90.17,5.75,38.71,31.63,26.51,24.84,71.48,0.93,32.61,2016-12-20 00:00:00,4.04,9.95,,266.41,21.29
56.53,86.93,18.78,57.09,,26.77,44.89,23.23,0.83,46.78,2016-12-20 00:15:00,4.95,9.79,,257.62,21.09
57.68,80.44,30.49,58.25,144.84,24.7,54.88,18.03,0.95,43.38,2016-12-20 00:30:00,6.22,9.3,,230.62,19.32
57.68,80.44,9.22,50.77,,27.63,33.92,33.91,1.02,30.91,2016-12-20 00:45:00,4.74,9.6,,247.85,21.22
57.68,80.44,7.05,47.01,,28.34,30.21,42.85,1.06,34.06,2016-12-20 01:00:00,4.85,9.68,,244.04,21.67
57.46,78.35,13.04,43.43,188.23,28.66,33.14,40.28,0.53,52.83,2016-12-20 01:15:00,4.13,9.55,,235.52,21.67
57.02,74.15,42.03,57.01,122.09,28.73,63.49,14.66,0.53,150.99,2016-12-20 01:30:00,7.12,9.4,,228.32,21.5
57.02,74.15,45.18,52.91,77.92,28.58,63.87,13.54,0.53,123.25,2016-12-20 01:45:00,7.23,9.11,,217.74,21.2
57.02,74.15,46.48,53.22,66.5,28.34,65.08,11.84,0.84,148.89,2016-12-20 02:00:00,6.71,9.13,,211.0,21.08
54.99,75.96,39.05,48.03,53.85,28.45,56.41,12.41,0.74,150.0,2016-12-20 02:15:00,6.26,9.08,,209.4,21.24
50.92,79.58,32.97,48.96,42.97,28.33,52.02,12.15,0.49,142.39,2016-12-20 02:30:00,6.12,9.05,,205.59,21.14
50.92,79.58,32.51,44.34,36.03,28.21,49.24,13.18,0.55,161.78,2016-12-20 02:45:00,5.68,9.0,,205.48,21.08
50.92,79.58,40.42,43.42,30.56,27.97,55.1,13.11,0.47,61.92,2016-12-20 03:00:00,5.62,8.97,,197.61,20.86
52.58,78.28,28.11,40.82,37.52,27.67,43.87,16.82,0.92,49.97,2016-12-20 03:15:00,5.19,8.96,,190.63,20.59
55.91,75.69,30.76,46.84,59.01,27.74,49.14,14.45,1.04,33.91,2016-12-20 03:30:00,6.37,8.95,,185.34,20.51
55.91,75.69,29.95,46.21,138.6,28.0,48.16,20.12,0.75,23.43,2016-12-20 03:45:00,5.72,8.86,,179.25,20.48
55.91,75.69,30.49,46.81,166.42,28.08,48.91,19.28,0.89,28.59,2016-12-20 04:00:00,5.13,8.84,,174.11,20.29
54.4,73.73,22.73,43.44,136.65,26.67,40.92,28.74,0.8,27.38,2016-12-20 04:15:00,5.19,8.75,,168.92,18.37
51.37,69.82,17.2,39.61,114.16,28.04,34.49,18.42,0.53,12.22,2016-12-20 04:30:00,4.35,8.73,,162.99,20.11
51.37,69.82,14.38,37.43,100.23,28.01,31.08,21.01,0.97,37.59,2016-12-20 04:45:00,4.5,8.73,,158.13,19.94
51.37,69.82,15.67,37.86,111.01,27.96,32.35,21.88,0.9,35.48,2016-12-20 05:00:00,5.18,8.7,,153.9,19.86
51.82,71.35,16.99,39.05,114.42,27.88,34.03,18.27,0.82,36.65,2016-12-20 05:15:00,5.3,8.74,,149.43,19.68
52.7,74.41,24.44,43.6,160.1,27.79,42.38,20.17,0.96,42.57,2016-12-20 05:30:00,5.56,8.79,,145.22,19.55
52.7,74.41,23.01,43.97,196.08,27.67,41.42,25.07,1.04,38.28,2016-12-20 05:45:00,5.14,8.85,,141.12,19.4
52.7,74.41,20.73,44.88,25.38,27.88,40.07,15.31,0.75,39.22,2016-12-20 06:00:00,5.19,8.89,,137.53,19.43
51.16,73.61,19.31,45.24,187.49,27.63,39.12,16.31,0.72,41.53,2016-12-20 06:15:00,5.79,8.66,,131.34,19.06
48.07,72.01,21.06,47.19,,25.86,41.54,19.29,0.86,41.71,2016-12-20 06:30:00,5.5,8.48,,125.03,16.84
48.07,72.01,24.42,49.37,,27.16,45.38,12.9,0.81,48.87,2016-12-20 06:45:00,5.38,8.33,,121.51,18.59
48.07,72.01,23.02,51.22,,25.73,45.23,15.4,0.95,45.29,2016-12-20 07:00:00,5.17,8.27,,117.58,16.83
50.07,71.81,24.63,53.21,,26.31,47.56,17.04,0.61,38.23,2016-12-20 07:15:00,5.43,8.19,,111.38,18.09
54.09,71.41,18.52,51.08,,24.2,41.54,21.97,0.79,34.88,2016-12-20 07:30:00,5.21,8.38,,100.18,17.03
54.09,71.41,15.33,50.54,,24.41,38.7,27.33,0.71,50.06,2016-12-20 07:45:00,4.64,8.41,,98.68,17.17
54.09,71.41,14.88,51.49,,25.03,38.84,30.95,0.52,46.63,2016-12-20 08:00:00,5.34,8.44,,98.41,17.5
55.15,74.12,17.85,53.0,,25.54,42.0,28.01,0.52,69.27,2016-12-20 08:15:00,5.66,8.36,,98.31,17.78
57.27,79.55,18.31,53.9,,25.87,42.84,29.19,1.18,70.73,2016-12-20 08:30:00,5.87,8.54,,97.62,17.97
57.27,79.55,16.7,49.52,,26.43,39.26,38.35,1.12,59.21,2016-12-20 08:45:00,5.1,8.43,,97.53,18.18
57.27,79.55,19.0,45.62,30.11,26.58,39.07,44.06,1.52,64.55,2016-12-20 09:00:00,4.41,8.38,,97.54,17.51
56.47,79.55,18.95,45.22,,27.23,38.83,52.34,2.02,68.35,2016-12-20 09:15:00,6.11,8.4,,96.7,18.83
