pm2.5,pm10,no,no2,co,nox,ozone,timestamp
32.0,49.8,12.0,17.69,1.0,29.69,6.0,2022-06-07 05:30:00
34.8,53.9,10.87,18.3,1.1,29.17,6.0,2022-06-07 05:45:00
38.1,58.7,11.28,18.17,1.14,28.07,4.0,2022-06-07 06:00:00
40.4,62.1,10.04,17.73,1.1,27.01,4.0,2022-06-07 06:15:00
40.7,62.5,10.81,17.94,1.1,28.17,5.0,2022-06-07 06:30:00
39.6,60.9,13.56,17.63,1.11,30.97,8.0,2022-06-07 06:45:00
37.9,58.4,13.43,16.58,1.14,28.38,7.0,2022-06-07 07:00:00
36.3,56.1,11.8,17.71,1.12,29.28,4.0,2022-06-07 07:15:00
37.1,57.3,10.41,17.5,1.06,27.91,5.0,2022-06-07 07:30:00
39.5,60.8,10.15,17.12,1.06,27.16,3.0,2022-06-07 07:45:00
42.4,65.0,9.49,17.1,1.11,26.47,4.0,2022-06-07 08:00:00
44.7,68.5,10.88,18.96,1.09,29.82,7.0,2022-06-07 08:15:00
45.1,69.0,15.21,16.54,1.09,31.75,6.0,2022-06-07 08:30:00
44.6,68.3,12.23,17.56,1.03,29.79,11.0,2022-06-07 08:45:00
43.1,66.1,19.17,17.82,1.1,36.06,9.0,2022-06-07 09:00:00
42.1,64.5,12.22,17.48,1.08,26.9,15.0,2022-06-07 09:15:00
42.1,64.6,11.09,16.68,1.09,27.43,60.0,2022-06-07 09:30:00
41.4,63.6,14.04,17.66,1.13,31.7,62.0,2022-06-07 09:45:00
42.6,65.4,9.91,17.91,1.19,27.1,56.0,2022-06-07 10:00:00
47.1,72.0,10.11,17.68,1.27,27.23,51.0,2022-06-07 10:15:00
47.1,72.0,10.78,17.66,1.16,28.44,47.0,2022-06-07 10:30:00
46.3,70.8,10.78,16.97,0.96,27.41,43.0,2022-06-07 10:45:00
46.3,70.8,11.8,17.47,1.08,29.27,43.0,2022-06-07 11:00:00
43.4,66.4,10.99,17.36,1.09,28.34,44.0,2022-06-07 11:15:00
39.9,61.4,10.29,17.26,1.06,27.55,44.0,2022-06-07 11:30:00
39.5,60.8,8.89,17.52,1.0,25.82,41.0,2022-06-07 11:45:00
41.0,63.0,10.99,17.6,0.94,28.59,46.0,2022-06-07 12:00:00
43.8,67.1,9.88,17.38,0.94,25.89,49.0,2022-06-07 12:15:00
48.6,74.2,14.11,17.71,0.96,31.82,48.0,2022-06-07 12:30:00
51.2,78.0,12.74,17.62,0.96,30.12,49.0,2022-06-07 12:45:00
52.1,79.2,13.07,17.65,0.93,30.72,52.0,2022-06-07 13:00:00
51.8,78.9,14.23,17.66,0.92,31.23,53.0,2022-06-07 13:15:00
47.2,72.0,13.2,20.63,0.96,33.14,52.0,2022-06-07 13:30:00
44.0,67.4,15.21,16.23,0.97,29.6,52.0,2022-06-07 13:45:00
41.3,63.4,10.3,16.66,0.98,24.2,51.0,2022-06-07 14:00:00
39.7,61.1,9.45,16.99,0.94,26.13,55.0,2022-06-07 14:15:00
39.8,61.2,9.62,17.27,0.98,26.88,54.0,2022-06-07 14:30:00
41.9,64.3,7.99,17.88,0.99,22.88,54.0,2022-06-07 14:45:00
44.5,68.1,9.18,17.12,0.96,26.3,56.0,2022-06-07 15:00:00
48.4,73.9,8.21,17.63,0.97,24.79,59.0,2022-06-07 15:15:00
50.5,76.9,8.58,17.05,1.0,25.25,58.0,2022-06-07 15:30:00
51.7,78.7,9.63,17.57,1.04,27.2,61.0,2022-06-07 15:45:00
52.0,79.1,9.34,16.96,1.08,24.74,63.0,2022-06-07 16:00:00
53.6,81.5,7.72,18.62,1.09,24.54,70.0,2022-06-07 16:15:00
53.8,81.8,9.52,17.28,1.08,23.67,67.0,2022-06-07 16:30:00
54.4,82.7,12.93,16.54,1.01,29.47,66.0,2022-06-07 16:45:00
57.4,87.0,9.4,17.24,1.03,26.36,67.0,2022-06-07 17:00:00
55.7,84.7,12.34,17.04,0.97,29.38,59.0,2022-06-07 17:15:00
54.6,83.0,7.44,17.2,0.97,24.26,56.0,2022-06-07 17:30:00
53.3,81.1,13.33,17.76,1.01,30.85,53.0,2022-06-07 17:45:00
49.9,76.0,9.57,18.42,0.98,24.15,53.0,2022-06-07 18:00:00
48.9,74.6,9.45,17.37,0.94,25.92,56.0,2022-06-07 18:15:00
48.4,73.9,10.58,18.23,1.0,28.48,53.0,2022-06-07 18:30:00
47.1,72.0,14.94,17.33,0.99,31.97,55.0,2022-06-07 18:45:00
46.9,71.7,12.94,16.98,0.94,29.72,56.0,2022-06-07 19:00:00
45.3,69.4,14.44,16.76,0.87,31.15,60.0,2022-06-07 19:15:00
46.6,71.2,11.83,17.42,0.92,29.15,61.0,2022-06-07 19:30:00
45.6,69.7,10.1,17.51,1.01,27.61,58.0,2022-06-07 19:45:00
42.8,65.7,8.63,17.61,0.99,25.21,65.0,2022-06-07 20:00:00
42.2,64.8,13.24,19.28,0.99,31.46,65.0,2022-06-07 20:15:00
39.5,60.8,10.86,19.16,1.04,30.0,67.0,2022-06-07 20:30:00
38.4,59.2,10.9,18.44,1.04,29.16,61.0,2022-06-07 20:45:00
38.1,58.8,13.2,18.5,0.97,31.7,45.0,2022-06-07 21:00:00
38.4,59.2,8.89,18.15,1.02,26.21,50.0,2022-06-07 21:15:00
37.2,57.4,12.24,18.17,1.0,29.49,35.0,2022-06-07 21:30:00
35.0,54.2,9.87,17.26,1.0,27.12,23.0,2022-06-07 21:45:00
33.2,51.4,9.26,17.84,0.93,27.02,26.0,2022-06-07 22:00:00
32.6,50.6,8.42,17.4,0.96,25.68,7.0,2022-06-07 22:15:00
33.4,51.8,9.86,17.91,1.03,27.77,8.0,2022-06-07 22:30:00
34.1,52.9,12.23,17.83,1.03,30.06,16.0,2022-06-07 22:45:00
37.1,57.2,12.59,17.59,0.99,30.18,13.78,2022-06-07 23:00:00
38.5,59.2,12.05,17.57,0.97,29.62,8.24,2022-06-07 23:15:00
37.3,57.5,11.83,17.32,0.96,29.14,10.74,2022-06-07 23:30:00
,,,,0.0,0.0,,2022-06-08 00:00:00
,,,,0.0,0.0,,2022-06-08 00:15:00
,,,,0.0,0.0,,2022-06-08 00:30:00
,,,,0.0,0.0,,2022-06-08 00:45:00
,,,,0.0,0.0,,2022-06-08 01:00:00
,,,,0.0,0.0,,2022-06-08 01:15:00
,,,,0.0,0.0,,2022-06-08 01:30:00
26.4,41.5,16.0,16.67,1.11,29.42,48.18,2022-06-08 01:45:00
26.3,41.4,13.82,17.24,1.16,29.44,49.88,2022-06-08 02:00:00
26.4,41.5,27.11,16.69,1.21,41.85,46.61,2022-06-08 02:15:00
26.5,41.6,28.43,17.42,1.18,44.03,29.53,2022-06-08 02:30:00
27.0,42.4,17.7,19.1,1.07,32.17,14.15,2022-06-08 02:45:00
26.3,41.3,23.12,20.31,1.07,39.95,20.14,2022-06-08 03:00:00
25.9,40.8,38.31,28.82,1.12,59.51,23.18,2022-06-08 03:15:00
25.7,40.5,17.07,17.42,1.07,34.47,18.37,2022-06-08 03:30:00
26.6,41.7,25.45,19.9,0.96,45.24,12.25,2022-06-08 03:45:00
26.2,41.2,29.75,17.88,1.01,42.76,34.25,2022-06-08 04:00:00
25.6,,14.4,19.72,1.01,29.95,12.37,2022-06-08 04:15:00
25.3,39.9,14.14,19.37,0.98,32.05,12.12,2022-06-08 04:30:00
23.0,36.5,17.84,17.83,1.0,34.6,11.01,2022-06-08 04:45:00
21.7,34.6,11.5,20.61,1.05,27.54,13.42,2022-06-08 05:00:00
21.2,33.8,12.18,17.04,0.98,26.44,16.25,2022-06-08 05:15:00
20.7,33.1,14.9,19.09,1.03,32.67,10.37,2022-06-08 05:30:00
20.3,32.5,11.31,17.48,1.04,23.49,9.54,2022-06-08 05:45:00
20.5,32.9,22.35,18.45,1.01,37.06,7.97,2022-06-08 06:00:00
20.8,33.3,10.24,18.59,1.05,24.2,8.29,2022-06-08 06:15:00
21.5,34.3,13.23,19.21,1.04,28.69,9.24,2022-06-08 06:30:00
22.8,36.2,13.54,16.03,1.11,28.03,11.04,2022-06-08 06:45:00
23.4,37.0,10.11,19.1,1.07,27.29,8.54,2022-06-08 07:00:00
24.7,39.0,39.96,19.63,1.07,55.02,8.74,2022-06-08 07:15:00
24.6,38.9,8.68,16.12,1.02,21.81,7.5,2022-06-08 07:30:00
24.5,38.7,18.83,17.25,1.06,35.34,7.21,2022-06-08 07:45:00
23.4,37.0,17.91,17.98,1.04,33.42,10.18,2022-06-08 08:00:00
22.6,36.0,15.73,18.53,1.06,30.78,9.98,2022-06-08 08:15:00
21.5,34.3,21.45,21.32,1.06,42.43,8.66,2022-06-08 08:30:00
19.9,31.9,12.37,17.45,1.13,29.66,32.56,2022-06-08 08:45:00
20.4,32.7,9.55,18.2,1.16,25.1,67.12,2022-06-08 09:00:00
21.1,33.7,14.22,16.73,1.22,29.26,67.13,2022-06-08 09:15:00
22.6,35.9,27.05,16.98,1.21,42.58,56.49,2022-06-08 09:30:00
25.4,40.0,21.33,19.42,1.08,38.96,50.41,2022-06-08 09:45:00
27.0,42.5,8.68,19.24,1.17,23.93,48.88,2022-06-08 10:00:00
27.4,43.0,22.49,19.06,1.18,38.89,50.28,2022-06-08 10:15:00
28.4,44.4,14.8,16.54,1.12,29.54,52.76,2022-06-08 10:30:00
28.4,44.5,11.31,18.81,1.02,25.57,48.11,2022-06-08 10:45:00
28.6,44.7,13.6,19.25,1.04,31.2,49.38,2022-06-08 11:00:00
29.6,46.3,14.33,17.29,1.03,30.97,55.74,2022-06-08 11:15:00
31.1,48.4,11.85,16.04,1.05,24.44,63.61,2022-06-08 11:30:00
33.3,51.6,21.44,17.66,1.04,37.74,68.47,2022-06-08 11:45:00
34.2,53.0,12.49,18.3,1.0,27.1,66.03,2022-06-08 12:00:00
35.7,55.1,16.82,17.27,0.97,33.05,71.96,2022-06-08 12:15:00
34.0,52.7,19.66,17.29,1.04,34.23,68.84,2022-06-08 12:30:00
30.5,47.5,11.95,18.52,1.02,24.73,61.7,2022-06-08 12:45:00
27.1,42.6,14.31,17.46,0.96,27.85,41.64,2022-06-08 13:00:00
25.6,40.3,15.16,21.76,0.98,31.9,57.73,2022-06-08 13:15:00
27.2,42.7,11.33,20.31,1.03,27.78,67.23,2022-06-08 13:30:00
30.8,48.0,22.38,17.2,1.04,36.45,67.85,2022-06-08 13:45:00
34.2,53.0,19.21,16.95,1.03,34.03,68.93,2022-06-08 14:00:00
36.0,55.6,15.21,17.28,1.08,30.43,71.4,2022-06-08 14:15:00
35.2,54.4,10.82,21.25,1.05,28.61,71.62,2022-06-08 14:30:00
33.4,51.8,13.34,16.24,1.04,27.02,63.28,2022-06-08 14:45:00
30.8,47.9,14.67,16.52,1.0,28.8,60.8,2022-06-08 15:00:00
30.4,47.4,14.08,18.17,0.98,29.19,61.67,2022-06-08 15:15:00
32.7,50.8,12.9,17.7,1.03,28.11,61.26,2022-06-08 15:30:00
35.3,54.6,21.04,17.3,1.0,36.44,65.97,2022-06-08 15:45:00
37.0,57.0,12.32,16.95,0.97,24.98,71.56,2022-06-08 16:00:00
37.7,58.1,11.85,19.83,0.92,29.19,70.04,2022-06-08 16:15:00
40.6,62.5,19.15,18.33,1.01,33.56,67.98,2022-06-08 16:30:00
43.3,66.3,9.5,20.08,1.0,23.81,65.89,2022-06-08 16:45:00
45.3,69.2,13.7,16.09,1.04,24.5,68.01,2022-06-08 17:00:00
48.3,73.7,12.63,15.62,1.02,26.23,58.4,2022-06-08 17:15:00
45.4,69.4,8.65,17.15,1.06,20.52,47.97,2022-06-08 17:30:00
41.0,63.0,13.84,18.54,1.07,30.67,64.7,2022-06-08 17:45:00
39.0,60.0,14.06,18.12,1.15,31.83,66.73,2022-06-08 18:00:00
35.8,55.3,16.02,16.64,1.07,30.26,67.64,2022-06-08 18:15:00
33.9,52.5,5.97,17.01,1.03,18.89,66.54,2022-06-08 18:30:00
32.6,50.6,17.92,19.52,1.03,35.22,70.39,2022-06-08 18:45:00
29.7,46.3,16.06,18.08,1.0,33.32,67.62,2022-06-08 19:00:00
27.7,43.4,10.35,17.32,1.02,23.7,70.45,2022-06-08 19:15:00
27.0,42.3,19.08,20.1,1.02,38.82,69.2,2022-06-08 19:30:00
31.2,48.6,15.86,16.95,1.02,31.7,68.21,2022-06-08 19:45:00
33.6,52.1,24.92,16.8,0.96,41.18,66.31,2022-06-08 20:00:00
35.0,54.2,18.42,17.26,0.98,32.66,56.68,2022-06-08 20:15:00
38.3,59.0,16.74,16.63,1.04,32.9,18.42,2022-06-08 20:30:00
37.3,57.6,8.02,19.51,1.09,21.89,29.65,2022-06-08 20:45:00
32.6,50.7,12.86,20.45,1.1,30.39,13.14,2022-06-08 21:00:00
30.3,47.3,17.41,20.63,1.12,35.7,26.24,2022-06-08 21:15:00
28.2,44.1,10.94,18.71,1.1,23.44,12.64,2022-06-08 21:30:00
25.9,40.7,14.51,17.38,1.0,31.88,7.52,2022-06-08 21:45:00
30.5,47.5,18.47,18.35,1.05,36.01,13.93,2022-06-08 22:00:00
30.7,47.9,13.24,17.59,0.98,30.61,10.42,2022-06-08 22:15:00
32.0,49.7,12.06,17.67,1.04,29.17,58.79,2022-06-08 22:30:00
31.9,49.6,14.91,17.81,1.04,32.72,68.03,2022-06-08 22:45:00
28.3,44.4,10.83,17.09,1.1,27.35,40.97,2022-06-08 23:00:00
25.3,39.8,11.26,18.43,1.07,28.63,12.72,2022-06-08 23:15:00
25.6,40.3,9.44,17.41,1.03,24.95,13.27,2022-06-08 23:30:00
,,,,0.0,0.0,,2022-06-09 00:00:00
,,,,0.0,0.0,,2022-06-09 00:15:00
,,,,0.0,0.0,,2022-06-09 00:30:00
,,,,0.0,0.0,,2022-06-09 00:45:00
,,,,0.0,0.0,,2022-06-09 01:00:00
,,,,0.0,0.0,,2022-06-09 01:15:00
,,,,0.0,0.0,,2022-06-09 01:30:00
22.2,35.3,12.1,17.74,1.01,29.83,11.0,2022-06-09 01:45:00
21.6,34.5,11.23,17.39,1.0,28.62,29.0,2022-06-09 02:00:00
22.0,35.0,11.35,17.52,0.99,28.87,27.0,2022-06-09 02:15:00
23.0,36.5,13.67,17.66,1.05,30.87,16.0,2022-06-09 02:30:00
25.7,40.5,10.41,17.45,1.06,26.54,4.0,2022-06-09 02:45:00
27.0,42.4,12.93,17.46,1.0,30.39,6.0,2022-06-09 03:00:00
26.7,42.0,13.06,17.86,1.07,28.34,5.0,2022-06-09 03:15:00
27.0,42.5,12.05,17.73,1.12,27.85,5.0,2022-06-09 03:30:00
26.9,42.2,14.32,17.51,0.98,31.55,7.0,2022-06-09 03:45:00
27.0,42.4,14.36,17.86,0.99,32.22,5.0,2022-06-09 04:00:00
28.9,45.2,11.11,17.4,0.93,27.01,6.0,2022-06-09 04:15:00
30.1,46.9,11.14,17.89,0.99,28.24,6.0,2022-06-09 04:30:00
30.1,47.0,10.09,17.35,1.07,27.35,7.0,2022-06-09 04:45:00
29.7,46.4,9.06,17.61,1.05,26.67,11.0,2022-06-09 05:00:00
28.1,44.0,9.73,19.41,1.07,25.76,5.0,2022-06-09 05:15:00
23.8,37.7,9.47,15.74,1.08,21.72,7.0,2022-06-09 05:30:00
19.0,30.7,18.33,18.81,1.04,36.86,15.0,2022-06-09 05:45:00
15.9,26.1,15.71,18.3,1.03,34.01,28.0,2022-06-09 06:00:00
14.0,23.3,12.71,15.75,1.02,25.81,42.0,2022-06-09 06:15:00
16.6,27.0,14.32,19.76,1.09,33.2,66.0,2022-06-09 06:30:00
22.0,35.0,11.23,16.87,1.06,27.99,59.0,2022-06-09 06:45:00
27.5,43.1,12.91,16.86,1.05,28.71,55.0,2022-06-09 07:00:00
32.3,50.2,12.77,16.31,1.1,27.92,60.0,2022-06-09 07:15:00
33.5,51.9,13.52,17.37,1.07,29.27,56.0,2022-06-09 07:30:00
32.0,49.8,9.71,17.34,0.97,27.06,59.0,2022-06-09 07:45:00
30.1,47.0,9.9,16.72,0.94,24.53,60.0,2022-06-09 08:00:00
29.0,45.4,10.08,17.61,0.91,27.0,64.0,2022-06-09 08:15:00
29.3,45.8,9.55,17.62,0.99,27.18,65.0,2022-06-09 08:30:00
32.8,50.9,10.29,18.42,1.07,28.7,68.0,2022-06-09 08:45:00
38.1,58.7,10.87,17.83,1.11,27.61,65.0,2022-06-09 09:00:00
41.0,63.0,8.74,17.66,1.18,26.36,30.0,2022-06-09 09:15:00
41.6,63.8,11.84,17.85,1.07,29.68,60.0,2022-06-09 09:30:00
40.2,61.8,,,,,,2022-06-09 09:45:00
35.7,55.2,10.5,16.52,1.1,26.46,67.0,2022-06-09 10:00:00
33.3,51.6,11.3,17.07,1.15,28.37,64.0,2022-06-09 10:15:00
33.1,51.4,13.04,16.91,1.21,29.86,52.0,2022-06-09 10:30:00
33.1,51.4,13.11,17.05,1.08,30.16,47.0,2022-06-09 10:45:00
33.0,51.3,13.55,17.56,1.08,30.98,41.0,2022-06-09 11:00:00
31.5,49.0,11.17,17.15,1.11,28.31,39.0,2022-06-09 11:15:00
31.4,48.8,13.06,17.76,1.03,30.83,27.0,2022-06-09 11:30:00
30.0,46.8,12.38,18.15,1.05,30.53,29.0,2022-06-09 11:45:00
31.2,48.6,15.18,17.93,0.99,31.76,35.0,2022-06-09 12:00:00
35.1,54.3,17.7,18.84,1.05,35.17,31.0,2022-06-09 12:15:00
37.0,57.1,12.2,17.64,1.03,29.83,36.0,2022-06-09 12:30:00
39.4,60.6,14.28,17.66,0.95,31.94,29.0,2022-06-09 12:45:00
39.0,60.1,13.14,17.53,0.96,30.68,28.0,2022-06-09 13:00:00
36.2,56.0,14.49,17.64,0.99,32.13,34.0,2022-06-09 13:15:00
34.0,52.7,10.88,18.02,0.92,27.9,29.0,2022-06-09 13:30:00
32.6,50.7,8.72,17.31,1.01,23.16,30.0,2022-06-09 13:45:00
32.4,50.4,7.71,17.6,1.04,23.38,43.0,2022-06-09 14:00:00
33.1,51.4,8.41,15.21,0.99,20.49,53.0,2022-06-09 14:15:00
34.8,53.9,7.44,16.76,0.97,21.91,50.0,2022-06-09 14:30:00
36.6,56.5,11.04,18.33,0.92,27.82,52.0,2022-06-09 14:45:00
45.3,69.3,8.39,17.72,0.82,24.47,49.0,2022-06-09 15:00:00
49.2,75.1,9.17,17.24,0.83,26.41,50.0,2022-06-09 15:15:00
47.6,72.7,10.02,18.12,0.93,27.5,52.0,2022-06-09 15:30:00
45.6,69.8,12.57,17.76,0.96,30.33,47.0,2022-06-09 15:45:00
39.4,60.7,13.33,17.3,0.99,30.63,44.0,2022-06-09 16:00:00
33.6,52.1,12.23,17.72,1.0,29.92,48.0,2022-06-09 16:15:00
31.4,48.9,12.82,17.6,1.04,30.42,50.0,2022-06-09 16:30:00
31.0,48.3,11.61,17.51,1.02,28.45,56.0,2022-06-09 16:45:00
29.1,45.5,13.25,17.37,1.0,30.4,60.0,2022-06-09 17:00:00
28.7,45.0,15.79,17.61,0.94,32.3,66.0,2022-06-09 17:15:00
30.4,47.3,13.53,17.26,1.02,30.79,66.0,2022-06-09 17:30:00
33.5,51.9,20.39,18.05,0.94,38.44,65.0,2022-06-09 17:45:00
35.0,54.2,18.5,16.74,0.91,34.97,24.0,2022-06-09 18:00:00
36.0,55.6,12.89,19.57,0.86,31.98,7.0,2022-06-09 18:15:00
34.7,53.7,14.42,17.53,0.9,31.94,5.0,2022-06-09 18:30:00
31.4,48.9,10.95,17.88,0.96,28.15,8.0,2022-06-09 18:45:00
27.6,43.2,39.34,25.18,0.99,42.66,28.0,2022-06-09 19:00:00
25.8,40.6,6.67,17.52,0.92,18.71,38.0,2022-06-09 19:15:00
25.3,39.9,8.92,17.8,0.96,23.69,19.0,2022-06-09 19:30:00
26.0,41.0,8.14,17.31,1.0,22.23,18.0,2022-06-09 19:45:00
26.1,41.0,10.42,18.61,0.97,27.06,19.0,2022-06-09 20:00:00
25.5,40.1,7.92,17.29,0.95,24.55,28.0,2022-06-09 20:15:00
25.5,40.2,9.21,17.7,1.03,25.12,18.0,2022-06-09 20:30:00
25.4,40.1,18.52,17.28,1.0,32.48,3.0,2022-06-09 20:45:00
25.9,40.7,21.08,18.11,1.07,37.88,11.0,2022-06-09 21:00:00
27.8,43.6,72.34,17.98,1.03,70.03,17.0,2022-06-09 21:15:00
30.5,47.5,8.49,18.53,1.03,24.06,5.0,2022-06-09 21:30:00
31.9,49.6,18.27,17.82,1.02,35.38,6.0,2022-06-09 21:45:00
32.7,50.8,30.33,18.35,0.98,46.44,6.0,2022-06-09 22:00:00
32.2,50.1,9.08,17.59,1.01,19.96,4.0,2022-06-09 22:15:00
30.0,46.8,15.02,16.08,1.04,28.49,8.0,2022-06-09 22:30:00
24.3,38.4,27.37,14.59,1.01,38.07,7.0,2022-06-09 22:45:00
19.2,30.9,15.44,18.32,0.97,30.5,6.0,2022-06-09 23:00:00
15.8,25.9,14.57,17.64,1.04,29.46,7.0,2022-06-09 23:15:00
14.1,23.4,14.2,17.29,1.04,28.88,9.0,2022-06-09 23:30:00
,,,,0.0,0.0,,2022-06-10 00:00:00
,,,,0.0,0.0,,2022-06-10 00:15:00
,,,,0.0,0.0,,2022-06-10 00:30:00
,,,,0.0,0.0,,2022-06-10 00:45:00
,,,,0.0,0.0,,2022-06-10 01:00:00
,,,,0.0,0.0,,2022-06-10 01:15:00
,,,,0.0,0.0,,2022-06-10 01:30:00
14.8,24.4,7.28,17.74,1.08,24.65,57.0,2022-06-10 01:45:00
12.7,21.4,7.52,16.89,1.03,23.58,52.0,2022-06-10 02:00:00
11.7,19.9,10.49,17.73,1.01,27.23,51.0,2022-06-10 02:15:00
13.7,22.9,11.63,18.64,1.06,29.77,41.0,2022-06-10 02:30:00
15.5,25.5,9.35,17.29,1.04,26.31,33.0,2022-06-10 02:45:00
17.5,28.5,11.43,16.95,1.12,28.01,28.0,2022-06-10 03:00:00
19.1,30.8,8.27,17.65,1.12,24.37,26.0,2022-06-10 03:15:00
18.9,30.4,12.57,17.41,1.07,27.91,12.0,2022-06-10 03:30:00
17.3,28.1,13.34,17.76,0.99,30.97,7.0,2022-06-10 03:45:00
15.3,25.2,12.74,17.26,0.95,29.92,8.0,2022-06-10 04:00:00
14.0,23.3,13.26,17.76,0.85,30.64,14.0,2022-06-10 04:15:00
13.3,22.3,11.82,17.39,0.92,28.76,3.0,2022-06-10 04:30:00
13.3,22.3,11.05,17.45,0.97,28.49,3.0,2022-06-10 04:45:00
14.4,23.8,8.99,17.2,0.9,25.27,5.0,2022-06-10 05:00:00
15.9,26.0,13.6,18.43,0.92,30.8,3.0,2022-06-10 05:15:00
17.6,28.5,12.57,17.45,0.94,29.79,2.0,2022-06-10 05:30:00
20.4,32.7,17.67,17.62,1.09,34.64,1.0,2022-06-10 05:45:00
28.3,44.2,15.67,17.72,1.14,32.15,2.0,2022-06-10 06:00:00
36.5,56.4,12.37,17.15,1.14,28.89,3.38,2022-06-10 06:15:00
36.0,55.6,7.2,16.52,1.11,20.48,1.0,2022-06-10 06:30:00
32.5,50.4,9.91,18.38,1.06,25.2,1.0,2022-06-10 06:45:00
28.3,44.3,11.43,18.19,1.12,29.58,2.0,2022-06-10 07:00:00
19.1,30.8,10.61,17.98,1.05,26.84,1.0,2022-06-10 07:15:00
14.0,23.2,5.96,17.21,1.11,22.62,1.0,2022-06-10 07:30:00
16.1,26.3,8.1,17.82,0.99,25.02,1.0,2022-06-10 07:45:00
17.9,29.0,15.74,17.13,1.0,32.0,11.0,2022-06-10 08:00:00
19.7,31.7,10.58,17.84,0.99,25.82,42.0,2022-06-10 08:15:00
18.9,30.5,10.48,17.53,1.03,27.39,50.0,2022-06-10 08:30:00
17.5,28.5,15.51,17.8,1.05,32.55,60.0,2022-06-10 08:45:00
16.6,27.2,13.47,17.6,1.03,31.07,65.0,2022-06-10 09:00:00
17.1,27.9,13.11,17.83,1.0,30.61,64.0,2022-06-10 09:15:00
18.5,29.8,11.97,17.83,1.06,29.55,52.0,2022-06-10 09:30:00
22.0,35.1,13.18,17.74,1.05,30.51,44.0,2022-06-10 09:45:00
23.4,37.1,15.96,18.96,1.25,33.38,37.0,2022-06-10 10:00:00
23.6,37.4,9.71,18.04,1.33,27.52,35.0,2022-06-10 10:15:00
22.1,35.2,10.23,17.54,1.23,27.5,23.0,2022-06-10 10:30:00
19.1,30.8,15.05,17.53,1.01,32.57,31.0,2022-06-10 10:45:00
17.2,28.0,10.51,18.59,1.08,27.91,48.0,2022-06-10 11:00:00
17.3,28.1,14.39,17.51,1.0,31.71,58.0,2022-06-10 11:15:00
17.0,27.6,12.15,16.84,1.12,28.78,61.0,2022-06-10 11:30:00
17.6,28.6,12.42,16.78,1.1,29.05,63.0,2022-06-10 11:45:00
17.0,27.7,10.21,17.36,1.06,27.46,65.0,2022-06-10 12:00:00
15.8,26.0,11.69,17.42,1.04,29.11,63.0,2022-06-10 12:15:00
15.7,25.7,9.8,16.94,1.02,26.5,60.0,2022-06-10 12:30:00
15.7,25.8,10.11,16.53,0.96,26.64,19.0,2022-06-10 12:45:00
15.1,24.8,9.05,16.15,0.95,25.19,8.0,2022-06-10 13:00:00
14.6,24.2,10.26,16.52,0.87,24.47,8.0,2022-06-10 13:15:00
13.5,22.6,15.76,17.45,0.97,33.21,8.0,2022-06-10 13:30:00
12.3,20.8,8.77,17.64,1.08,25.97,4.0,2022-06-10 13:45:00
10.7,18.5,8.96,17.47,1.0,26.32,8.0,2022-06-10 14:00:00
10.0,17.4,10.54,18.55,0.97,28.89,9.0,2022-06-10 14:15:00
11.1,19.0,14.28,18.05,0.98,32.27,4.0,2022-06-10 14:30:00
13.0,21.9,16.25,17.52,1.0,33.02,10.0,2022-06-10 14:45:00
15.5,25.5,12.76,17.3,0.97,28.71,5.0,2022-06-10 15:00:00
19.3,31.0,12.41,17.7,0.93,30.07,8.0,2022-06-10 15:15:00
24.1,38.1,13.81,17.05,0.99,30.36,19.0,2022-06-10 15:30:00
33.1,51.4,8.03,17.4,1.03,24.34,35.0,2022-06-10 15:45:00
37.5,57.9,8.64,16.87,1.01,24.61,17.0,2022-06-10 16:00:00
36.4,56.3,8.42,17.57,1.01,23.53,7.0,2022-06-10 16:15:00
33.5,51.9,10.88,18.02,0.94,28.58,4.0,2022-06-10 16:30:00
23.6,37.4,10.89,18.6,1.0,28.11,8.0,2022-06-10 16:45:00
15.1,24.8,9.81,16.41,1.03,24.87,14.0,2022-06-10 17:00:00
13.2,22.1,8.24,17.56,1.05,25.26,33.0,2022-06-10 17:15:00
12.5,21.0,11.84,18.05,0.97,29.22,43.0,2022-06-10 17:30:00
13.1,22.0,9.05,14.7,0.95,20.23,43.0,2022-06-10 17:45:00
12.8,21.4,9.08,16.8,0.95,24.27,51.0,2022-06-10 18:00:00
11.9,20.2,9.22,15.71,1.0,23.42,46.0,2022-06-10 18:15:00
13.9,23.2,12.59,20.4,1.03,30.42,48.0,2022-06-10 18:30:00
14.8,24.5,24.0,17.68,1.25,38.32,48.0,2022-06-10 18:45:00
17.1,27.9,9.84,21.19,1.1,26.66,42.0,2022-06-10 19:00:00
18.5,29.9,8.01,21.69,1.11,28.42,23.0,2022-06-10 19:15:00
17.6,28.5,12.79,19.68,1.13,27.61,8.0,2022-06-10 19:30:00
16.4,26.9,13.04,17.54,1.08,30.3,6.0,2022-06-10 19:45:00
15.7,25.8,9.64,17.24,1.13,25.95,6.0,2022-06-10 20:00:00
15.2,25.1,13.18,17.97,1.09,29.15,13.0,2022-06-10 20:15:00
15.5,25.4,14.44,17.45,1.05,29.54,14.0,2022-06-10 20:30:00
15.9,26.0,10.41,18.36,1.02,23.61,14.0,2022-06-10 20:45:00
15.0,24.7,16.53,16.76,0.95,31.71,22.0,2022-06-10 21:00:00
