pm2.5,pm10,no,no2,co,nox,ozone,timestamp
30.2,71.8,8.19,22.39,0.23,18.57,10.0,2021-01-16 07:00:00
28.3,65.3,9.09,22.41,0.22,19.31,12.0,2021-01-16 07:15:00
29.3,65.1,9.24,22.84,0.22,19.66,12.0,2021-01-16 07:30:00
33.4,71.5,9.09,22.5,0.26,19.36,9.0,2021-01-16 07:45:00
41.0,82.6,8.96,22.33,0.28,19.16,9.0,2021-01-16 08:00:00
46.7,91.5,8.7,22.41,0.4,19.0,11.0,2021-01-16 08:15:00
48.0,96.5,8.78,22.27,0.41,18.99,11.0,2021-01-16 08:30:00
48.3,100.6,8.7,22.3,0.37,18.93,8.0,2021-01-16 08:45:00
47.7,101.1,8.95,22.56,0.4,19.28,11.0,2021-01-16 09:00:00
45.0,97.9,9.15,22.71,0.48,19.52,10.0,2021-01-16 09:15:00
45.8,97.4,8.78,22.89,0.47,19.31,8.0,2021-01-16 09:30:00
51.6,101.9,8.58,22.92,0.56,19.17,11.0,2021-01-16 09:45:00
57.3,107.5,7.96,22.6,0.6,18.49,11.0,2021-01-16 10:00:00
62.0,113.2,8.13,22.64,0.62,18.65,13.0,2021-01-16 10:15:00
68.1,119.6,7.85,22.64,0.7,18.42,17.0,2021-01-16 10:30:00
73.9,126.3,7.96,22.81,0.72,18.61,16.0,2021-01-16 10:45:00
78.6,132.0,8.2,22.27,1.05,18.5,14.0,2021-01-16 11:00:00
80.2,133.7,8.25,22.17,1.48,18.5,16.0,2021-01-16 11:15:00
79.1,131.0,8.23,21.67,1.52,18.22,12.0,2021-01-16 11:30:00
75.4,124.6,7.88,22.12,1.46,18.17,12.0,2021-01-16 11:45:00
71.8,117.9,9.01,22.55,1.48,19.34,11.0,2021-01-16 12:00:00
71.2,115.7,8.89,22.68,1.47,19.29,12.0,2021-01-16 12:15:00
74.8,119.3,9.56,22.59,1.45,19.79,12.0,2021-01-16 12:30:00
79.6,126.5,8.72,23.06,1.46,19.36,12.0,2021-01-16 12:45:00
83.7,132.1,8.66,22.39,1.44,18.96,30.18,2021-01-16 13:00:00
86.4,135.9,8.76,22.48,1.4,19.08,15.0,2021-01-16 13:15:00
85.7,132.5,8.4,22.28,1.37,18.68,18.0,2021-01-16 13:30:00
83.5,128.1,8.34,22.24,1.36,18.61,16.0,2021-01-16 13:45:00
83.0,124.2,8.86,22.39,1.36,19.11,21.0,2021-01-16 14:00:00
83.1,125.1,8.78,22.32,1.32,19.01,21.0,2021-01-16 14:15:00
88.2,156.7,8.22,21.9,1.32,18.34,18.0,2021-01-16 14:30:00
98.8,200.9,8.33,22.25,1.26,18.61,22.0,2021-01-16 14:45:00
107.3,240.8,8.82,22.38,1.29,19.07,22.0,2021-01-16 15:00:00
107.3,259.3,8.38,22.57,1.27,18.82,18.0,2021-01-16 15:15:00
96.3,238.1,8.39,22.31,1.26,18.68,22.0,2021-01-16 15:30:00
78.9,195.7,8.95,22.51,1.23,19.25,20.0,2021-01-16 15:45:00
60.6,152.1,8.48,22.33,1.26,18.79,24.0,2021-01-16 16:00:00
51.4,124.8,8.38,21.98,1.23,18.5,21.0,2021-01-16 16:15:00
50.7,116.6,8.09,21.79,1.23,18.17,20.0,2021-01-16 16:30:00
54.7,120.7,8.09,21.61,1.24,18.07,20.0,2021-01-16 16:45:00
73.0,150.5,8.7,22.93,1.24,19.28,19.0,2021-01-16 17:00:00
83.9,167.9,8.43,22.99,1.3,19.08,23.0,2021-01-16 17:15:00
85.1,176.6,8.98,22.78,1.34,19.41,26.0,2021-01-16 17:30:00
93.6,202.5,8.42,22.94,1.31,19.05,19.0,2021-01-16 17:45:00
102.4,231.4,8.35,22.61,1.31,18.81,17.0,2021-01-16 18:00:00
96.8,230.9,8.13,22.33,1.32,18.49,18.0,2021-01-16 18:15:00
90.3,221.2,7.86,22.64,1.26,18.44,16.0,2021-01-16 18:30:00
84.3,203.5,7.34,22.92,1.27,18.16,15.0,2021-01-16 18:45:00
66.2,155.7,8.75,22.23,1.25,18.93,14.0,2021-01-16 19:00:00
59.3,134.5,8.7,22.28,1.3,18.93,17.0,2021-01-16 19:15:00
52.1,113.1,8.31,22.5,1.26,18.73,12.0,2021-01-16 19:30:00
52.4,109.4,7.94,22.76,1.25,18.56,20.0,2021-01-16 19:45:00
53.1,107.0,8.77,22.59,1.18,19.15,25.0,2021-01-16 20:00:00
53.5,106.5,8.72,22.66,1.17,19.14,24.0,2021-01-16 20:15:00
55.1,112.1,9.2,22.52,1.23,19.46,20.0,2021-01-16 20:30:00
59.7,126.2,9.28,22.76,1.21,19.65,19.0,2021-01-16 20:45:00
64.1,139.7,9.39,22.21,1.21,19.44,17.0,2021-01-16 21:00:00
66.7,147.0,9.19,22.99,1.21,19.71,18.0,2021-01-16 21:15:00
64.2,142.5,9.04,22.93,1.25,19.55,19.0,2021-01-16 21:30:00
61.6,132.6,8.78,23.19,1.24,19.48,16.0,2021-01-16 21:45:00
58.4,120.8,8.88,22.67,1.24,19.28,16.0,2021-01-16 22:00:00
57.5,116.1,8.5,22.64,1.33,18.96,17.0,2021-01-16 22:15:00
58.6,118.1,7.9,22.69,1.3,18.49,15.0,2021-01-16 22:30:00
58.5,119.2,7.83,22.43,1.35,18.3,13.0,2021-01-16 22:45:00
58.3,119.1,8.99,22.1,1.33,19.07,14.0,2021-01-16 23:00:00
58.1,118.8,9.12,22.5,1.38,19.38,16.0,2021-01-16 23:15:00
56.3,118.8,8.79,22.43,1.29,19.08,14.0,2021-01-16 23:30:00
,,,,0.0,0.0,,2021-01-17 00:00:00
,,,,0.0,0.0,,2021-01-17 00:15:00
,,,,0.0,0.0,,2021-01-17 00:30:00
,,,,0.0,0.0,,2021-01-17 00:45:00
,,,,0.0,0.0,,2021-01-17 01:00:00
,,,,0.0,0.0,,2021-01-17 01:15:00
,,,,0.0,0.0,,2021-01-17 01:30:00
44.6,93.2,9.08,22.86,1.21,19.54,15.0,2021-01-17 01:45:00
44.8,92.9,8.27,22.22,1.18,18.54,15.0,2021-01-17 02:00:00
45.4,93.9,8.88,22.59,1.14,19.24,11.0,2021-01-17 02:15:00
52.1,106.9,8.8,22.31,1.18,19.02,12.0,2021-01-17 02:30:00
57.5,118.3,8.42,21.91,1.13,18.5,14.0,2021-01-17 02:45:00
60.0,129.1,8.99,22.32,1.1,19.18,12.0,2021-01-17 03:00:00
59.6,131.7,9.42,22.27,1.09,19.51,11.0,2021-01-17 03:15:00
51.8,118.7,9.49,21.89,1.02,19.36,12.0,2021-01-17 03:30:00
40.7,98.1,8.88,21.9,1.08,18.87,11.0,2021-01-17 03:45:00
33.0,79.4,8.84,22.54,1.03,19.17,11.0,2021-01-17 04:00:00
29.7,70.0,8.91,22.93,1.02,19.44,10.0,2021-01-17 04:15:00
30.0,68.9,8.83,22.81,1.03,19.31,11.0,2021-01-17 04:30:00
30.9,69.8,8.53,22.74,1.03,19.03,11.0,2021-01-17 04:45:00
31.9,71.2,8.28,22.62,0.98,18.76,10.0,2021-01-17 05:00:00
32.5,72.1,7.7,22.76,1.01,18.37,12.0,2021-01-17 05:15:00
33.4,76.7,8.49,22.69,0.97,18.97,11.0,2021-01-17 05:30:00
33.5,79.1,8.56,22.64,0.94,19.0,12.0,2021-01-17 05:45:00
33.5,80.6,8.69,22.16,0.93,18.86,11.0,2021-01-17 06:00:00
33.3,81.3,8.27,22.36,0.96,18.62,12.0,2021-01-17 06:15:00
31.4,76.6,8.99,22.68,0.93,19.37,11.0,2021-01-17 06:30:00
28.9,68.2,8.7,22.6,0.91,19.09,12.0,2021-01-17 06:45:00
27.1,63.0,8.3,22.33,0.89,18.63,11.0,2021-01-17 07:00:00
26.7,60.3,8.45,22.57,0.97,18.88,11.0,2021-01-17 07:15:00
27.8,62.0,8.18,22.57,0.99,18.65,11.0,2021-01-17 07:30:00
29.3,63.8,8.1,22.6,0.99,18.6,10.0,2021-01-17 07:45:00
30.7,64.7,8.6,22.16,1.03,18.78,11.0,2021-01-17 08:00:00
31.6,66.1,8.8,21.91,1.05,18.81,11.0,2021-01-17 08:15:00
33.8,72.5,8.18,22.14,1.1,18.43,12.0,2021-01-17 08:30:00
36.2,79.4,8.8,22.1,1.11,18.91,12.0,2021-01-17 08:45:00
38.9,87.4,8.74,22.43,1.17,19.04,10.0,2021-01-17 09:00:00
41.3,93.0,8.9,22.51,1.18,19.21,12.0,2021-01-17 09:15:00
42.8,94.7,8.94,22.55,1.2,19.26,11.0,2021-01-17 09:30:00
43.7,92.6,9.06,22.52,1.24,19.34,14.0,2021-01-17 09:45:00
44.6,93.3,8.78,22.49,1.23,19.09,14.0,2021-01-17 10:00:00
47.0,96.4,8.04,22.41,1.33,18.46,12.0,2021-01-17 10:15:00
53.8,104.8,7.85,22.24,1.39,18.21,15.0,2021-01-17 10:30:00
60.1,111.0,8.02,22.39,1.44,18.43,15.0,2021-01-17 10:45:00
68.3,118.1,8.49,22.11,1.47,18.66,16.0,2021-01-17 11:00:00
71.5,120.1,8.41,22.65,1.52,18.89,19.0,2021-01-17 11:15:00
71.9,127.9,8.56,22.52,1.49,18.94,17.0,2021-01-17 11:30:00
71.3,136.9,8.35,22.35,1.51,18.68,16.0,2021-01-17 11:45:00
68.6,140.4,8.68,22.48,1.5,19.02,17.0,2021-01-17 12:00:00
66.4,142.9,7.99,22.77,1.5,18.61,15.0,2021-01-17 12:15:00
64.4,139.2,8.63,23.3,1.45,19.41,11.0,2021-01-17 12:30:00
62.0,130.0,9.01,22.97,1.43,19.54,13.0,2021-01-17 12:45:00
61.0,125.8,7.99,22.37,1.45,18.39,14.0,2021-01-17 13:00:00
60.9,123.7,7.6,22.49,1.41,18.14,15.0,2021-01-17 13:15:00
62.6,124.4,7.83,22.33,1.38,18.24,26.0,2021-01-17 13:30:00
64.0,126.7,7.85,22.1,1.39,18.14,23.0,2021-01-17 13:45:00
66.9,132.1,8.98,22.64,1.28,19.34,21.0,2021-01-17 14:00:00
68.4,136.6,9.11,22.63,1.23,19.44,21.0,2021-01-17 14:15:00
70.6,151.0,8.89,22.53,1.23,19.22,18.0,2021-01-17 14:30:00
74.8,170.5,8.79,22.7,1.17,19.22,18.0,2021-01-17 14:45:00
78.8,186.0,8.38,22.33,1.12,18.69,21.0,2021-01-17 15:00:00
77.4,187.0,8.11,22.22,1.11,18.41,19.0,2021-01-17 15:15:00
69.5,169.2,8.73,22.17,1.12,18.89,17.0,2021-01-17 15:30:00
59.9,144.4,8.58,22.05,1.07,18.7,21.0,2021-01-17 15:45:00
50.8,122.2,8.33,22.01,1.05,18.49,18.0,2021-01-17 16:00:00
48.8,115.0,8.47,21.92,1.06,18.54,21.0,2021-01-17 16:15:00
58.7,134.8,8.36,22.1,1.04,18.56,21.0,2021-01-17 16:30:00
62.4,140.3,8.05,21.97,1.04,18.23,19.0,2021-01-17 16:45:00
63.2,138.1,8.8,22.31,1.07,19.02,15.0,2021-01-17 17:00:00
63.3,136.9,9.05,22.47,1.04,19.31,18.0,2021-01-17 17:15:00
55.9,124.6,8.53,22.74,1.06,19.03,25.0,2021-01-17 17:30:00
46.7,107.9,9.02,22.71,0.95,19.41,21.0,2021-01-17 17:45:00
43.3,102.8,8.81,22.33,0.94,19.04,18.0,2021-01-17 18:00:00
42.0,102.7,8.51,22.27,0.9,18.77,20.0,2021-01-17 18:15:00
42.3,103.0,8.3,22.55,0.9,18.74,22.0,2021-01-17 18:30:00
46.6,109.1,8.27,22.12,0.89,18.49,21.0,2021-01-17 18:45:00
55.9,125.3,9.08,22.8,0.88,19.51,19.0,2021-01-17 19:00:00
61.1,133.1,8.84,22.84,0.95,19.33,20.0,2021-01-17 19:15:00
67.3,144.7,8.42,23.1,1.01,19.14,19.0,2021-01-17 19:30:00
68.9,145.3,8.59,23.03,0.98,19.23,22.0,2021-01-17 19:45:00
59.7,124.6,8.47,22.57,0.97,18.89,24.0,2021-01-17 20:00:00
55.6,116.3,8.48,22.73,0.95,18.99,23.0,2021-01-17 20:15:00
54.0,111.4,8.61,22.77,1.01,19.11,24.0,2021-01-17 20:30:00
48.8,98.9,8.97,22.73,1.01,19.38,26.0,2021-01-17 20:45:00
47.9,96.8,8.62,22.31,1.05,18.88,19.0,2021-01-17 21:00:00
49.3,99.5,9.04,22.4,1.07,19.26,27.0,2021-01-17 21:15:00
48.8,99.6,9.67,22.53,1.02,19.85,32.0,2021-01-17 21:30:00
47.0,96.5,9.01,22.36,1.09,19.22,29.0,2021-01-17 21:45:00
48.3,98.4,9.03,22.44,1.08,19.28,26.0,2021-01-17 22:00:00
49.3,99.3,8.07,22.73,1.11,18.65,29.0,2021-01-17 22:15:00
50.8,102.2,8.55,22.4,1.16,18.87,26.0,2021-01-17 22:30:00
52.8,105.8,9.2,22.09,1.18,19.23,24.0,2021-01-17 22:45:00
54.9,108.7,8.62,22.86,1.21,19.17,20.0,2021-01-17 23:00:00
56.0,111.2,8.31,23.07,1.23,19.03,23.0,2021-01-17 23:15:00
59.9,125.7,8.58,22.66,1.25,19.03,22.0,2021-01-17 23:30:00
,,,,0.0,0.0,,2021-01-18 00:00:00
,,,,0.0,0.0,,2021-01-18 00:15:00
,,,,0.0,0.0,,2021-01-18 00:30:00
,,,,0.0,0.0,,2021-01-18 00:45:00
,,,,0.0,0.0,,2021-01-18 01:00:00
,,,,0.0,0.0,,2021-01-18 01:15:00
,,,,0.0,0.0,,2021-01-18 01:30:00
40.6,87.9,9.07,22.45,1.23,19.31,13.0,2021-01-18 01:45:00
42.4,89.9,8.85,22.61,1.24,19.22,14.0,2021-01-18 02:00:00
43.9,92.1,7.88,22.63,1.21,18.44,16.0,2021-01-18 02:15:00
46.8,104.4,7.73,23.07,1.2,18.56,18.0,2021-01-18 02:30:00
51.4,119.5,7.59,22.86,1.19,18.33,14.0,2021-01-18 02:45:00
54.9,129.5,8.54,22.42,1.16,18.87,13.0,2021-01-18 03:00:00
55.5,132.1,8.51,22.08,1.14,18.67,16.0,2021-01-18 03:15:00
51.5,121.9,8.68,22.13,1.15,18.83,15.0,2021-01-18 03:30:00
44.7,101.7,9.03,21.97,1.11,19.02,14.0,2021-01-18 03:45:00
38.3,84.7,8.9,22.64,1.1,19.28,16.0,2021-01-18 04:00:00
36.4,78.3,9.17,22.64,1.09,19.5,14.0,2021-01-18 04:15:00
37.4,79.7,8.82,22.56,1.09,19.17,15.0,2021-01-18 04:30:00
38.7,80.9,8.42,22.47,1.08,18.79,15.0,2021-01-18 04:45:00
39.5,81.0,8.85,22.32,1.03,19.07,14.0,2021-01-18 05:00:00
40.2,82.0,9.44,22.25,1.04,19.51,16.0,2021-01-18 05:15:00
42.1,88.8,9.44,22.42,1.06,19.6,14.0,2021-01-18 05:30:00
44.5,97.2,9.5,22.39,1.09,19.63,13.0,2021-01-18 05:45:00
46.8,103.9,8.45,22.46,1.06,18.81,12.0,2021-01-18 06:00:00
48.1,107.5,7.83,22.68,1.06,18.43,15.0,2021-01-18 06:15:00
47.3,106.1,8.07,22.43,1.0,18.49,13.0,2021-01-18 06:30:00
45.0,98.5,8.21,22.49,1.04,18.64,13.0,2021-01-18 06:45:00
44.3,93.6,8.7,22.59,1.03,19.09,10.0,2021-01-18 07:00:00
44.4,92.8,9.26,22.81,1.04,19.66,12.0,2021-01-18 07:15:00
47.2,96.2,8.89,22.55,1.07,19.22,10.0,2021-01-18 07:30:00
49.2,97.3,8.84,22.62,1.11,19.22,9.0,2021-01-18 07:45:00
53.5,103.2,8.62,22.45,1.14,18.95,9.0,2021-01-18 08:00:00
55.5,106.4,8.64,22.39,1.18,18.93,9.0,2021-01-18 08:15:00
59.2,118.6,8.67,22.61,1.24,19.07,10.0,2021-01-18 08:30:00
63.4,133.7,8.53,22.52,1.29,18.91,10.0,2021-01-18 08:45:00
67.4,143.5,9.17,22.5,1.35,19.42,11.0,2021-01-18 09:00:00
68.4,144.7,9.06,22.79,1.39,19.49,9.0,2021-01-18 09:15:00
71.1,146.0,8.82,22.52,1.47,19.15,10.0,2021-01-18 09:30:00
73.4,141.8,8.9,22.63,1.56,19.28,9.0,2021-01-18 09:45:00
75.9,142.5,8.73,22.34,1.66,18.98,13.0,2021-01-18 10:00:00
77.5,143.5,8.82,22.33,1.68,19.05,14.0,2021-01-18 10:15:00
78.5,141.8,8.51,22.68,1.75,18.99,16.0,2021-01-18 10:30:00
76.9,133.7,8.54,22.7,1.71,19.02,17.0,2021-01-18 10:45:00
74.1,123.2,8.99,22.74,1.77,19.41,13.0,2021-01-18 11:00:00
72.8,120.4,8.97,22.72,1.72,19.38,13.0,2021-01-18 11:15:00
76.5,144.4,7.93,22.28,1.73,18.3,11.0,2021-01-18 11:30:00
81.6,176.1,8.48,22.52,1.67,18.87,13.0,2021-01-18 11:45:00
86.4,203.9,8.3,22.56,1.63,18.75,11.0,2021-01-18 12:00:00
87.7,217.8,8.16,22.6,1.58,18.66,16.0,2021-01-18 12:15:00
79.8,201.8,7.98,22.65,1.55,18.54,11.0,2021-01-18 12:30:00
69.1,168.6,8.3,22.34,1.5,18.63,11.0,2021-01-18 12:45:00
59.9,143.0,8.77,22.52,1.44,19.11,9.0,2021-01-18 13:00:00
56.4,132.1,8.7,22.86,1.4,19.23,15.0,2021-01-18 13:15:00
57.6,132.7,8.6,22.69,1.34,19.06,17.0,2021-01-18 13:30:00
59.0,136.2,9.4,22.7,1.32,19.71,18.0,2021-01-18 13:45:00
60.6,138.0,8.23,22.15,1.28,18.47,22.0,2021-01-18 14:00:00
61.0,137.8,8.01,22.32,1.27,18.38,23.0,2021-01-18 14:15:00
61.9,143.1,8.24,22.51,1.22,18.67,24.0,2021-01-18 14:30:00
65.8,154.5,8.41,22.13,1.21,18.6,28.0,2021-01-18 14:45:00
68.6,163.2,8.75,22.47,1.22,19.06,28.0,2021-01-18 15:00:00
67.1,162.2,9.35,22.28,1.22,19.45,33.0,2021-01-18 15:15:00
61.7,149.5,8.01,22.34,1.18,18.4,26.0,2021-01-18 15:30:00
55.3,132.5,8.59,22.51,1.19,18.96,33.0,2021-01-18 15:45:00
47.9,113.7,8.74,22.48,1.15,19.06,30.0,2021-01-18 16:00:00
45.8,105.7,8.95,22.69,1.16,19.35,30.0,2021-01-18 16:15:00
46.7,105.4,8.46,22.92,1.15,19.07,23.0,2021-01-18 16:30:00
47.0,104.2,8.18,23.12,1.11,18.94,19.0,2021-01-18 16:45:00
47.7,102.4,8.52,22.22,1.07,18.75,23.0,2021-01-18 17:00:00
48.4,103.0,9.06,22.11,1.03,19.13,27.0,2021-01-18 17:15:00
51.6,112.6,9.04,22.01,1.02,19.06,25.0,2021-01-18 17:30:00
55.7,125.9,8.81,22.49,1.01,19.13,26.0,2021-01-18 17:45:00
59.2,138.1,8.83,22.22,0.99,19.0,22.0,2021-01-18 18:00:00
59.8,141.6,8.73,22.25,0.95,18.94,27.0,2021-01-18 18:15:00
56.0,133.8,9.27,22.68,0.99,19.6,22.0,2021-01-18 18:30:00
53.8,124.1,9.04,22.59,1.01,19.37,23.0,2021-01-18 18:45:00
53.2,116.5,8.69,22.52,1.06,19.04,19.0,2021-01-18 19:00:00
52.4,112.0,8.14,22.48,1.08,18.57,22.0,2021-01-18 19:15:00
56.2,116.8,8.62,22.77,1.12,19.12,23.0,2021-01-18 19:30:00
56.6,114.9,8.83,22.32,1.15,19.05,19.0,2021-01-18 19:45:00
54.5,107.3,8.37,22.26,1.17,18.64,18.0,2021-01-18 20:00:00
53.5,104.4,8.17,22.18,1.2,18.44,22.0,2021-01-18 20:15:00
56.1,111.5,8.09,22.12,1.22,18.35,22.0,2021-01-18 20:30:00
58.2,117.3,8.03,22.12,1.24,18.29,22.0,2021-01-18 20:45:00
61.5,124.7,8.35,22.44,1.23,18.73,23.0,2021-01-18 21:00:00
63.6,130.0,8.39,22.82,1.26,18.95,27.0,2021-01-18 21:15:00
63.8,128.7,7.79,22.17,1.3,18.12,25.0,2021-01-18 21:30:00
62.5,122.7,7.87,22.12,1.29,18.16,19.0,2021-01-18 21:45:00
61.1,117.7,8.55,22.22,1.34,18.76,16.0,2021-01-18 22:00:00
62.8,118.5,9.0,22.42,1.43,19.24,10.0,2021-01-18 22:15:00
67.8,123.6,8.75,22.37,1.57,19.01,11.0,2021-01-18 22:30:00
73.3,130.5,8.47,22.52,1.65,18.87,8.0,2021-01-18 22:45:00
77.8,135.9,8.8,22.58,1.7,19.16,10.0,2021-01-18 23:00:00
79.3,138.7,8.93,22.54,1.72,19.25,12.0,2021-01-18 23:15:00
80.6,152.4,8.93,22.51,1.76,19.23,17.0,2021-01-18 23:30:00
,,,,0.0,0.0,,2021-01-19 00:00:00
,,,,0.0,0.0,,2021-01-19 00:15:00
,,,,0.0,0.0,,2021-01-19 00:30:00
,,,,0.0,0.0,,2021-01-19 00:45:00
,,,,0.0,0.0,,2021-01-19 01:00:00
,,,,0.0,0.0,,2021-01-19 01:15:00
,,,,0.0,0.0,,2021-01-19 01:30:00
48.3,102.1,8.53,23.22,1.55,19.28,17.0,2021-01-19 01:45:00
49.3,99.9,8.48,22.46,1.49,18.84,15.0,2021-01-19 02:00:00
50.6,101.1,8.65,22.1,1.46,18.79,15.0,2021-01-19 02:15:00
59.7,122.0,8.69,22.14,1.45,18.84,12.0,2021-01-19 02:30:00
69.3,146.7,8.52,22.34,1.4,18.82,10.0,2021-01-19 02:45:00
76.9,169.7,8.89,22.52,1.38,19.21,9.0,2021-01-19 03:00:00
79.6,181.6,9.0,22.24,1.39,19.15,11.0,2021-01-19 03:15:00
71.9,168.1,9.19,22.22,1.35,19.29,11.0,2021-01-19 03:30:00
58.6,137.8,9.11,22.34,1.32,19.29,9.0,2021-01-19 03:45:00
47.0,108.7,8.44,22.04,1.27,18.58,11.0,2021-01-19 04:00:00
40.9,91.4,8.22,21.88,1.24,18.32,13.0,2021-01-19 04:15:00
41.6,86.8,8.59,22.11,1.24,18.74,12.0,2021-01-19 04:30:00
43.0,86.5,8.76,22.14,1.24,18.9,11.0,2021-01-19 04:45:00
44.2,85.7,8.96,22.39,1.2,19.2,13.0,2021-01-19 05:00:00
45.5,87.0,8.07,22.44,1.17,18.5,12.0,2021-01-19 05:15:00
51.7,103.6,8.23,22.47,1.18,18.64,12.0,2021-01-19 05:30:00
56.9,123.7,7.86,22.3,1.13,18.26,11.0,2021-01-19 05:45:00
61.6,140.4,9.05,22.23,1.09,19.18,10.0,2021-01-19 06:00:00
63.3,148.0,8.94,22.04,1.11,18.99,12.0,2021-01-19 06:15:00
58.3,138.8,9.06,22.36,1.11,19.26,11.0,2021-01-19 06:30:00
50.4,117.0,8.99,22.13,1.08,19.08,10.0,2021-01-19 06:45:00
44.1,98.5,9.01,22.8,1.09,19.45,9.0,2021-01-19 07:00:00
41.3,89.6,8.99,22.9,1.16,19.49,9.0,2021-01-19 07:15:00
46.6,95.6,8.88,22.9,1.2,19.4,10.0,2021-01-19 07:30:00
52.1,102.9,8.2,22.56,1.21,18.66,9.0,2021-01-19 07:45:00
55.3,105.6,9.04,22.73,1.22,19.44,10.0,2021-01-19 08:00:00
58.3,110.4,8.98,22.83,1.26,19.44,10.0,2021-01-19 08:15:00
61.0,119.4,8.61,23.02,1.29,19.25,13.0,2021-01-19 08:30:00
58.9,122.2,8.83,22.81,1.27,19.31,15.0,2021-01-19 08:45:00
60.3,129.5,8.77,22.73,1.34,19.22,12.0,2021-01-19 09:00:00
62.0,136.0,8.45,22.77,1.34,18.98,13.0,2021-01-19 09:15:00
62.4,136.2,8.07,22.77,1.37,18.67,11.0,2021-01-19 09:30:00
64.2,135.6,8.1,22.76,1.42,18.7,10.0,2021-01-19 09:45:00
66.1,137.0,8.68,22.29,1.44,18.92,13.0,2021-01-19 10:00:00
67.7,136.9,8.69,22.09,1.52,18.81,15.0,2021-01-19 10:15:00
69.2,135.2,8.83,22.23,1.49,19.01,15.0,2021-01-19 10:30:00
69.5,130.6,8.98,22.32,1.54,19.17,19.0,2021-01-19 10:45:00
69.6,124.8,9.03,22.41,1.52,19.26,13.0,2021-01-19 11:00:00
70.0,122.5,8.69,22.42,1.54,18.99,18.0,2021-01-19 11:15:00
67.0,126.4,8.98,22.4,1.52,19.21,15.0,2021-01-19 11:30:00
63.6,133.3,7.91,22.18,1.51,18.23,13.0,2021-01-19 11:45:00
61.3,137.8,8.57,22.44,1.49,18.9,13.0,2021-01-19 12:00:00
58.5,138.2,9.13,22.34,1.46,19.3,14.0,2021-01-19 12:15:00
53.9,127.9,9.6,22.33,1.41,19.68,14.0,2021-01-19 12:30:00
52.0,116.9,9.11,22.12,1.38,19.17,14.0,2021-01-19 12:45:00
49.7,107.7,8.52,22.66,1.39,18.98,17.0,2021-01-19 13:00:00
47.6,101.5,8.89,22.78,1.34,19.34,20.0,2021-01-19 13:15:00
44.9,93.3,8.88,22.73,1.35,19.31,23.0,2021-01-19 13:30:00
42.6,86.1,8.58,22.83,1.31,19.12,17.0,2021-01-19 13:45:00
39.6,77.2,8.41,22.85,1.3,18.99,14.0,2021-01-19 14:00:00
41.0,78.1,8.94,22.87,1.23,19.43,16.0,2021-01-19 14:15:00
47.5,95.8,8.79,22.67,1.22,19.2,16.0,2021-01-19 14:30:00
52.8,113.9,8.27,22.72,1.2,18.81,22.0,2021-01-19 14:45:00
56.0,128.6,9.01,22.14,1.24,19.1,19.0,2021-01-19 15:00:00
56.3,133.5,9.12,22.02,1.15,19.13,18.0,2021-01-19 15:15:00
46.8,117.0,8.83,22.15,1.11,18.96,23.0,2021-01-19 15:30:00
41.5,103.7,8.52,21.97,1.11,18.62,21.0,2021-01-19 15:45:00
35.4,87.6,9.27,22.62,1.08,19.6,17.0,2021-01-19 16:00:00
33.0,80.3,8.96,22.97,1.05,19.5,18.0,2021-01-19 16:15:00
33.1,79.7,8.65,22.84,1.07,19.19,20.0,2021-01-19 16:30:00
33.6,78.8,9.13,22.52,1.03,19.4,24.0,2021-01-19 16:45:00
34.9,80.3,8.6,22.81,1.01,19.13,23.0,2021-01-19 17:00:00
35.8,81.7,8.07,23.05,0.98,18.82,24.0,2021-01-19 17:15:00
35.3,82.0,8.03,23.06,0.97,18.79,24.0,2021-01-19 17:30:00
33.1,78.2,7.95,22.85,0.97,18.62,23.0,2021-01-19 17:45:00
30.8,74.3,8.81,22.4,0.94,19.08,20.0,2021-01-19 18:00:00
28.6,69.6,8.91,22.37,0.94,19.14,24.0,2021-01-19 18:15:00
24.3,58.9,9.4,22.49,0.95,19.61,20.0,2021-01-19 18:30:00
21.6,50.2,9.54,22.63,0.99,19.8,17.0,2021-01-19 18:45:00
19.1,43.2,8.59,22.74,1.03,19.07,18.0,2021-01-19 19:00:00
18.0,39.9,8.07,22.61,1.05,18.59,19.0,2021-01-19 19:15:00
20.2,44.2,8.25,22.63,1.1,18.74,19.0,2021-01-19 19:30:00
23.1,49.4,7.93,22.64,1.1,18.49,17.0,2021-01-19 19:45:00
25.8,53.9,8.33,22.46,1.09,18.71,17.0,2021-01-19 20:00:00
27.0,55.4,8.25,22.33,1.16,18.58,22.0,2021-01-19 20:15:00
28.1,56.9,8.67,22.37,1.14,18.95,28.0,2021-01-19 20:30:00
28.5,57.7,9.11,22.33,1.17,19.29,26.0,2021-01-19 20:45:00
27.9,56.4,8.55,22.57,1.18,18.96,25.0,2021-01-19 21:00:00
27.4,55.4,8.93,22.68,1.19,19.32,30.0,2021-01-19 21:15:00
27.1,56.1,8.77,22.72,1.19,19.22,33.0,2021-01-19 21:30:00
26.3,53.9,8.58,22.62,1.17,19.01,28.0,2021-01-19 21:45:00
25.8,52.3,8.87,22.09,1.17,18.96,23.0,2021-01-19 22:00:00
28.1,56.3,8.65,22.06,1.22,18.77,23.0,2021-01-19 22:15:00
36.5,73.0,8.51,22.28,1.2,18.77,21.0,2021-01-19 22:30:00
