pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene
49.0,,215.11,54.27,13.47,0.65,210.77,,27.94,85.09,1.41,116.58,1010.89,2023-03-15 20:45:00,41.96,0.0
48.0,,199.91,53.54,13.48,0.64,197.99,,27.87,85.98,1.66,115.62,1011.0,2023-03-15 21:00:00,40.85,0.0
27.0,,246.45,59.22,13.59,0.6,238.8,,31.1,71.56,1.37,48.27,1013.16,2023-03-16 10:45:00,39.9,0.0
27.0,,239.57,55.86,13.61,0.63,231.49,,31.12,71.44,1.78,113.29,1013.1,2023-03-16 11:00:00,41.23,0.0
29.0,50.0,7.32,13.55,9.15,0.19,20.88,42.77,30.7,68.5,2.01,107.51,1011.97,2023-03-16 11:15:00,28.41,0.0
29.0,50.0,8.32,7.66,10.76,0.18,16.01,41.05,30.44,68.51,1.95,98.91,1011.81,2023-03-16 11:30:00,29.49,0.0
29.0,50.0,8.59,9.34,11.29,0.18,17.9,41.19,30.41,69.29,1.92,99.25,1011.61,2023-03-16 11:45:00,29.82,0.0
28.66,49.91,22.61,9.08,12.63,0.17,31.98,38.38,30.18,69.91,2.21,108.53,1011.33,2023-03-16 12:00:00,27.77,0.0
28.0,49.0,6.75,9.33,9.27,0.17,16.0,42.45,30.15,70.62,2.15,107.63,1011.13,2023-03-16 12:15:00,28.1,0.0
28.0,49.0,6.76,8.92,9.05,0.17,15.67,39.59,30.33,71.48,2.12,95.55,1010.92,2023-03-16 12:30:00,28.69,0.0
28.0,49.0,8.44,9.5,7.44,0.23,17.94,43.62,30.42,71.45,2.17,103.22,1010.63,2023-03-16 12:45:00,28.91,0.0
26.97,49.0,15.51,9.58,7.44,0.23,25.08,39.31,30.23,71.55,2.34,96.28,1010.38,2023-03-16 13:00:00,28.85,0.0
25.0,49.0,12.62,6.45,6.57,0.17,19.08,42.36,30.25,71.21,2.26,93.68,1010.2,2023-03-16 13:15:00,28.37,0.0
25.0,49.0,7.26,8.8,6.29,0.17,16.06,38.01,30.48,71.03,2.0,110.07,1009.94,2023-03-16 13:30:00,27.99,0.0
25.0,49.0,6.11,9.53,6.66,0.22,15.64,42.05,30.48,71.04,2.03,101.7,1009.59,2023-03-16 13:45:00,27.82,0.0
23.62,48.73,7.4,15.62,6.94,0.2,23.2,39.96,30.44,71.72,2.13,110.47,1009.24,2023-03-16 14:00:00,26.09,0.0
21.0,46.0,7.37,5.8,6.48,0.22,13.17,41.01,30.4,72.04,2.26,101.88,1008.86,2023-03-16 14:15:00,28.13,0.0
21.0,46.0,6.83,8.42,6.46,0.49,15.24,39.4,30.36,70.69,1.95,111.91,1008.73,2023-03-16 14:30:00,26.56,0.0
21.0,46.0,6.49,9.6,6.54,0.19,16.09,34.1,30.72,67.99,1.93,102.3,1008.54,2023-03-16 14:45:00,26.73,0.0
36.0,52.0,8.53,8.55,6.64,0.24,17.07,32.88,30.4,69.18,1.95,115.12,1008.36,2023-03-16 15:15:00,27.03,0.0
36.0,52.0,6.15,9.45,6.34,0.26,15.62,31.4,30.56,68.73,1.77,116.81,1008.25,2023-03-16 15:30:00,26.57,0.0
36.0,52.0,5.53,7.98,5.32,0.19,13.5,33.47,30.18,69.7,2.09,108.49,1008.16,2023-03-16 15:45:00,25.87,0.0
33.87,51.64,5.51,7.12,5.05,0.2,12.65,31.9,30.24,69.92,2.0,101.7,1008.2,2023-03-16 16:00:00,25.68,0.0
30.0,48.0,5.2,7.71,6.37,0.2,12.92,31.96,30.18,69.93,1.85,96.82,1008.25,2023-03-16 16:15:00,25.53,0.0
30.0,48.0,5.12,7.85,6.56,0.16,12.99,31.09,30.27,69.82,1.79,106.46,1008.27,2023-03-16 16:30:00,25.44,0.0
30.0,48.0,5.88,7.08,7.53,0.14,12.98,34.87,29.85,71.2,1.93,106.18,1008.44,2023-03-16 16:45:00,26.06,0.0
25.87,46.1,5.96,7.84,7.23,0.2,13.8,31.31,29.63,72.37,1.69,108.17,1008.58,2023-03-16 17:00:00,26.71,0.0
18.0,29.0,7.76,7.83,7.33,0.17,15.58,33.41,29.27,73.3,1.85,109.1,1008.7,2023-03-16 17:15:00,25.29,0.0
18.0,29.0,5.32,7.8,6.79,0.15,13.12,35.91,29.0,74.6,1.72,103.61,1008.8,2023-03-16 17:30:00,25.7,0.0
18.0,29.0,5.0,7.72,6.99,0.16,12.72,33.53,28.66,76.2,1.56,103.67,1008.88,2023-03-16 17:45:00,25.63,0.0
18.0,29.53,5.25,7.66,7.04,0.16,12.9,34.47,28.42,77.82,1.46,92.72,1009.02,2023-03-16 18:00:00,25.93,0.0
18.0,35.0,4.79,7.31,7.19,0.16,12.1,31.89,28.23,78.88,1.19,96.36,1009.21,2023-03-16 18:15:00,26.26,0.0
18.0,35.0,4.86,7.86,7.45,0.17,12.75,31.84,28.07,79.69,1.35,96.83,1009.35,2023-03-16 18:30:00,26.58,0.0
68.0,79.0,8.41,12.16,13.51,0.25,20.57,20.53,28.0,79.71,0.56,234.21,1011.1,2023-03-17 08:45:00,27.81,0.0
59.39,77.22,7.73,11.49,10.89,0.25,19.24,24.19,28.28,79.03,0.72,230.49,1011.22,2023-03-17 09:00:00,27.32,0.0
43.0,59.0,7.22,10.57,10.79,0.23,17.78,22.87,29.12,76.87,0.7,144.47,1011.47,2023-03-17 09:15:00,26.65,0.0
43.0,59.0,7.1,10.57,19.81,0.22,17.66,26.42,29.73,73.97,0.79,131.51,1011.63,2023-03-17 09:30:00,26.65,0.0
43.0,59.0,8.86,14.08,66.91,0.29,22.94,28.48,29.91,72.14,1.16,138.52,1011.7,2023-03-17 09:45:00,26.5,0.0
39.56,60.0,10.66,15.67,30.64,0.19,26.32,37.19,30.13,70.49,1.18,120.06,1011.7,2023-03-17 10:00:00,26.17,0.0
33.0,69.0,6.68,9.46,21.99,0.2,16.14,39.09,30.48,69.57,1.05,114.8,1011.75,2023-03-17 10:15:00,25.89,0.0
33.0,69.0,6.12,9.73,25.85,0.22,15.84,37.78,29.97,70.7,1.27,140.4,1011.72,2023-03-17 10:30:00,25.79,0.0
33.0,69.0,7.59,12.49,34.65,0.2,20.07,43.71,29.77,71.51,1.33,119.24,1011.58,2023-03-17 10:45:00,26.08,0.0
29.27,,370.85,64.56,15.74,0.59,342.88,54.48,31.09,72.26,1.89,107.39,1012.69,2023-03-17 11:00:00,48.31,0.0
29.0,,396.07,65.76,15.6,0.64,363.93,,31.08,72.39,2.02,96.07,1012.5,2023-03-17 11:15:00,49.97,0.0
29.0,,397.47,75.97,15.12,0.64,370.83,,31.14,73.46,1.85,105.07,1012.49,2023-03-17 11:30:00,50.47,0.0
30.76,,373.22,72.63,15.31,0.64,349.1,,31.41,71.62,1.67,103.87,1012.23,2023-03-17 11:45:00,48.11,0.0
31.0,,386.5,79.57,15.15,0.64,363.48,,31.27,71.53,1.97,112.44,1011.96,2023-03-17 12:00:00,51.48,0.0
31.0,,364.55,66.38,15.22,0.62,338.49,,31.49,70.63,2.0,102.41,1011.54,2023-03-17 12:15:00,53.08,0.0
31.0,,360.26,86.33,14.94,0.64,346.02,,31.32,73.22,2.29,98.81,1011.24,2023-03-17 12:30:00,47.59,0.0
23.89,,345.95,69.36,14.94,0.63,325.18,,31.13,74.37,1.85,102.37,1010.91,2023-03-17 12:45:00,51.48,0.0
23.0,,354.74,56.16,14.73,0.64,325.27,,31.24,73.67,2.15,104.68,1010.62,2023-03-17 13:00:00,52.15,0.0
23.0,,329.7,63.45,14.72,0.63,308.8,,31.3,73.54,2.1,104.14,1010.37,2023-03-17 13:15:00,55.93,0.0
23.0,,330.02,83.75,14.61,0.64,319.85,,31.21,73.84,2.28,97.28,1010.06,2023-03-17 13:30:00,44.99,0.0
24.76,,323.09,81.83,14.99,0.64,313.1,,31.17,74.15,2.26,102.48,1010.01,2023-03-17 13:45:00,46.81,0.0
25.0,,332.31,86.44,14.58,0.64,323.17,,31.34,73.4,2.36,106.65,1009.62,2023-03-17 14:00:00,39.99,0.0
25.0,,379.2,82.92,14.72,0.65,359.5,,31.22,73.71,2.54,97.28,1009.46,2023-03-17 14:15:00,47.38,0.0
25.0,,396.9,65.38,14.67,0.65,364.47,,31.62,72.62,1.77,108.79,1009.37,2023-03-17 14:30:00,56.63,0.0
29.39,,389.35,67.88,14.61,0.64,359.65,,31.47,72.62,2.29,99.19,1009.1,2023-03-17 14:45:00,57.2,0.0
30.0,,367.04,72.99,14.08,0.64,344.21,,30.87,73.85,2.52,109.25,1008.89,2023-03-17 15:00:00,51.27,0.0
30.0,,346.95,72.27,14.28,0.64,327.51,,31.06,73.4,2.16,113.35,1008.78,2023-03-17 15:15:00,47.98,0.0
30.0,,336.08,65.34,14.13,0.64,314.99,,31.0,72.64,2.37,108.29,1008.77,2023-03-17 15:30:00,48.19,0.0
39.66,,324.65,68.01,14.32,0.64,307.11,,31.06,72.33,2.34,94.8,1008.78,2023-03-17 15:45:00,45.22,0.0
41.0,,320.88,68.92,14.11,0.63,304.55,,31.0,72.56,2.22,109.89,1008.76,2023-03-17 16:00:00,46.56,0.0
41.0,,318.15,71.39,14.19,0.63,303.63,,30.77,73.13,2.28,107.77,1008.67,2023-03-17 16:15:00,49.1,0.0
41.0,,318.03,72.37,14.01,0.64,304.08,,30.68,72.27,2.44,106.45,1008.6,2023-03-17 16:30:00,46.57,0.0
29.59,,321.43,69.9,14.27,0.64,305.51,,30.5,72.78,1.98,106.99,1008.47,2023-03-17 16:45:00,45.77,0.0
28.0,,319.56,73.06,14.35,0.63,305.66,,30.05,73.21,2.3,116.0,1008.66,2023-03-17 17:00:00,45.89,0.0
28.0,,320.34,72.75,14.33,0.63,306.13,,29.81,74.04,2.22,113.66,1008.92,2023-03-17 17:15:00,46.08,0.0
28.0,,326.64,68.47,14.39,0.63,308.98,,29.52,74.05,2.02,112.14,1009.13,2023-03-17 17:30:00,46.48,0.0
24.49,,329.18,71.06,14.53,0.63,312.42,,29.1,77.01,1.95,111.66,1009.28,2023-03-17 17:45:00,45.5,0.0
24.0,,330.23,70.49,14.44,0.64,312.97,,28.89,79.43,1.91,109.72,1009.49,2023-03-17 18:00:00,45.28,0.0
24.0,,331.6,87.81,14.7,0.64,323.28,,28.75,80.79,1.78,111.71,1009.54,2023-03-17 18:15:00,41.31,0.0
24.0,,344.07,101.63,15.58,0.64,340.77,,28.55,81.79,2.14,111.76,1009.66,2023-03-17 18:30:00,46.13,0.0
32.78,,323.11,74.64,15.76,0.64,309.43,,28.45,82.45,2.21,101.81,1009.74,2023-03-17 18:45:00,48.95,0.0
34.0,,351.85,120.9,15.87,0.63,357.38,,28.38,83.27,1.69,105.74,1009.96,2023-03-17 19:00:00,49.93,0.0
34.0,,336.46,71.2,15.19,0.63,318.35,,28.39,84.18,1.99,95.46,1010.19,2023-03-17 19:15:00,57.77,0.0
34.0,,309.86,94.15,14.93,0.64,308.99,,28.28,84.14,1.82,103.67,1010.22,2023-03-17 19:30:00,51.02,0.0
26.0,,313.26,50.68,18.99,0.65,288.65,,29.0,82.61,0.48,160.35,1012.76,2023-03-18 09:30:00,52.82,0.0
,,327.54,44.25,16.24,0.65,296.82,,29.57,80.34,1.06,146.6,1012.78,2023-03-18 09:45:00,44.07,0.0
,,348.15,50.22,14.71,0.65,316.81,,30.58,77.89,1.02,117.85,1012.74,2023-03-18 10:00:00,42.75,0.0
,,364.97,54.73,14.88,0.64,332.85,,31.3,75.52,1.6,115.32,1012.76,2023-03-18 10:15:00,46.5,0.0
,,363.95,74.22,15.02,0.64,342.37,,31.34,75.08,1.53,117.94,1012.73,2023-03-18 10:30:00,44.0,0.0
12.0,,401.47,78.12,15.56,0.65,375.05,,31.78,73.43,1.35,112.79,1012.58,2023-03-18 10:45:00,46.42,0.0
12.0,,453.09,83.54,15.61,0.64,419.78,,31.57,73.77,1.63,110.49,1012.49,2023-03-18 11:00:00,51.41,0.0
12.0,,480.52,94.05,15.92,0.64,447.71,,31.44,73.39,1.65,117.1,1012.33,2023-03-18 11:15:00,50.93,0.0
12.0,,470.76,83.0,15.85,0.64,434.11,,31.37,74.62,1.85,101.15,1012.12,2023-03-18 11:30:00,49.12,0.0
11.13,,471.93,82.28,15.46,0.64,434.41,,31.58,74.27,1.71,103.58,1011.88,2023-03-18 11:45:00,57.52,0.0
11.0,,446.44,79.85,15.35,0.63,412.16,,31.53,74.69,1.71,105.33,1011.59,2023-03-18 12:00:00,51.13,0.0
11.0,,430.97,80.23,15.51,0.66,400.24,,31.62,74.34,1.78,105.97,1011.21,2023-03-18 12:15:00,53.39,0.0
11.0,,436.54,76.9,15.31,0.64,402.87,,31.63,74.03,1.98,106.12,1010.88,2023-03-18 12:30:00,57.58,0.0
15.33,,402.82,77.34,15.36,0.64,375.51,,31.64,72.83,1.95,108.93,1010.58,2023-03-18 12:45:00,53.85,0.0
16.0,,384.38,91.79,15.19,0.64,368.31,,31.13,74.5,2.29,99.25,1010.35,2023-03-18 13:00:00,48.74,0.0
16.0,,381.49,81.6,15.3,0.64,360.75,,31.44,74.64,2.45,101.12,1010.14,2023-03-18 13:15:00,52.54,0.0
16.0,,408.82,74.74,15.31,0.63,379.09,,31.35,73.76,2.39,105.74,1009.9,2023-03-18 13:30:00,58.76,0.0
16.0,,398.76,85.26,15.37,0.64,376.49,,31.23,73.6,2.68,100.26,1009.64,2023-03-18 13:45:00,58.99,0.0
16.0,,401.48,83.21,15.09,0.64,377.66,,31.35,73.47,2.1,102.31,1009.37,2023-03-18 14:00:00,56.35,0.0
16.0,,386.8,84.04,15.34,0.64,366.16,,31.47,73.98,2.5,103.91,1008.98,2023-03-18 14:15:00,54.57,0.0
16.0,,410.7,95.89,15.11,0.62,392.03,,31.48,74.25,2.37,107.25,1008.86,2023-03-18 14:30:00,58.54,0.0
25.78,,449.55,69.18,15.24,0.63,409.34,,31.69,74.65,1.98,106.09,1008.7,2023-03-18 14:45:00,64.22,0.0
27.0,,444.34,84.55,14.9,0.64,413.21,,31.6,74.85,2.2,103.01,1008.51,2023-03-18 15:00:00,57.02,0.0
27.0,,427.97,81.83,14.82,0.65,398.46,,31.28,74.43,2.27,105.33,1008.24,2023-03-18 15:15:00,57.75,0.0
27.0,,409.89,76.7,14.51,0.64,381.03,,31.07,75.04,2.09,110.6,1007.96,2023-03-18 15:30:00,52.72,0.0
28.76,,392.65,82.66,14.58,0.64,370.19,,31.1,74.4,1.93,112.76,1008.14,2023-03-18 15:45:00,50.3,0.0
29.0,,379.28,81.26,14.58,0.63,358.57,,30.75,73.83,2.33,117.97,1008.05,2023-03-18 16:00:00,64.38,0.0
29.0,,375.59,88.08,14.51,0.64,359.21,,30.25,76.3,2.05,118.6,1008.0,2023-03-18 16:15:00,51.16,0.0
29.0,,381.9,83.48,14.84,0.63,361.87,,29.88,76.76,2.08,111.93,1007.74,2023-03-18 16:30:00,52.49,0.0
20.22,,390.17,86.45,14.9,0.63,370.22,,,,,,,2023-03-18 16:45:00,52.32,
19.0,,389.03,92.74,14.86,0.63,372.61,,28.8,80.6,1.6,116.95,1008.12,2023-03-18 17:00:00,50.31,0.0
19.0,,389.86,89.39,14.83,0.64,371.51,,28.58,81.58,1.99,110.46,1008.01,2023-03-18 17:15:00,53.26,0.0
19.0,,390.92,95.94,14.97,0.63,375.87,,28.57,81.6,1.73,112.41,1007.92,2023-03-18 17:30:00,53.09,0.0
34.8,,393.84,92.69,14.98,0.63,376.51,,28.69,81.72,2.07,113.27,1008.03,2023-03-18 17:45:00,51.64,0.0
37.0,,396.31,88.11,14.61,0.62,376.06,,28.5,81.26,2.17,112.5,1008.04,2023-03-18 18:00:00,55.38,0.0
37.0,,398.0,88.22,15.05,0.63,377.51,,28.28,82.7,2.3,116.48,1007.92,2023-03-18 18:15:00,53.0,0.0
37.0,,380.15,103.53,14.88,0.63,371.13,,28.04,83.76,1.71,121.8,1008.16,2023-03-18 18:30:00,47.15,0.0
19.44,,365.77,73.03,15.2,0.64,343.2,,27.96,82.2,1.64,115.74,1008.46,2023-03-18 18:45:00,50.87,0.0
17.0,,349.71,90.38,15.58,0.64,339.41,,27.96,81.9,1.93,114.38,1008.44,2023-03-18 19:00:00,48.67,0.0
,,395.3,45.73,14.31,0.65,352.71,,31.45,73.13,0.74,171.62,1011.72,2023-03-19 09:15:00,61.28,0.0
,,403.52,47.81,14.32,0.64,360.5,,31.81,71.45,0.95,163.06,1011.77,2023-03-19 09:30:00,55.39,0.0
,,424.65,50.04,14.62,0.63,378.89,,31.35,73.26,1.42,112.63,1011.79,2023-03-19 09:45:00,52.42,0.0
,,445.35,54.54,14.58,0.64,398.09,,30.72,75.75,2.05,110.44,1011.79,2023-03-19 10:00:00,54.56,0.0
,,462.28,64.56,15.09,0.65,417.19,,30.91,76.36,2.03,106.06,1011.64,2023-03-19 10:15:00,60.96,0.0
,,482.57,58.58,14.85,0.63,430.51,,31.3,75.51,1.84,108.82,1011.43,2023-03-19 10:30:00,59.5,0.0
,,483.4,68.0,14.71,0.63,436.15,,31.68,74.33,1.71,109.64,1011.2,2023-03-19 10:45:00,53.19,0.0
,,449.08,64.42,15.13,0.63,406.35,,31.53,72.43,2.26,108.63,1010.96,2023-03-19 11:00:00,61.11,0.0
,,493.57,59.51,15.81,0.63,440.01,,31.46,72.97,2.21,113.52,1010.65,2023-03-19 11:15:00,61.63,0.0
,,494.4,68.59,15.78,0.64,445.69,,31.35,73.19,1.85,108.49,1010.52,2023-03-19 11:30:00,52.02,0.0
,,,71.9,16.2,0.63,453.54,,30.71,73.9,1.31,137.94,1010.55,2023-03-19 11:45:00,56.36,0.0
,,,81.81,15.63,0.64,463.4,,30.04,74.73,1.74,77.95,1010.28,2023-03-19 12:00:00,59.12,0.0
,,487.54,85.63,15.89,0.66,448.96,,29.9,76.95,1.99,100.3,1009.88,2023-03-19 12:15:00,59.87,0.0
,,497.47,73.27,15.68,0.64,450.48,,29.5,78.8,2.11,91.71,1009.56,2023-03-19 12:30:00,52.49,0.0
,,474.41,69.26,15.79,0.63,429.89,,30.28,77.8,2.16,96.97,1009.22,2023-03-19 12:45:00,58.85,0.0
,,461.08,77.67,15.49,0.63,423.2,,30.69,76.3,2.26,100.24,1008.83,2023-03-19 13:00:00,57.25,0.0
,,423.46,79.71,15.61,0.64,393.44,,30.86,75.55,2.33,105.85,1008.46,2023-03-19 13:15:00,54.9,0.0
,,425.4,81.34,15.37,0.64,396.06,,31.09,74.87,2.15,89.43,1008.19,2023-03-19 13:30:00,50.38,0.0
,,429.76,89.73,15.25,0.64,404.21,,30.9,74.69,2.17,107.53,1007.94,2023-03-19 13:45:00,39.48,0.0
,,414.12,74.79,15.15,0.64,383.38,,29.54,78.68,2.05,109.7,1007.8,2023-03-19 14:00:00,47.87,0.0
,,353.3,75.74,15.1,0.64,334.46,,28.8,83.09,1.33,106.92,1007.67,2023-03-19 14:15:00,52.3,0.0
,,349.76,70.79,14.91,0.63,329.16,,27.91,86.83,1.18,108.45,1007.48,2023-03-19 14:30:00,43.21,0.0
,,322.84,77.15,15.05,0.65,310.54,,26.67,91.53,1.38,102.9,1007.33,2023-03-19 14:45:00,43.11,0.0
,,388.03,71.94,14.31,0.64,360.78,,26.34,95.03,1.69,109.18,1007.03,2023-03-19 15:00:00,48.71,0.0
,,78.18,,20.14,0.65,64.39,,27.18,98.48,1.27,114.49,1010.94,2023-03-20 09:45:00,82.82,0.0
,,296.7,19.61,17.07,0.66,258.7,,26.9,97.57,1.82,108.67,1010.93,2023-03-20 10:00:00,95.95,0.0
,,365.41,43.87,16.94,0.64,327.4,,27.17,97.7,1.63,119.61,1010.76,2023-03-20 10:15:00,104.16,0.0
,,377.23,41.18,14.33,0.65,335.61,,27.25,97.25,1.91,117.94,1010.82,2023-03-20 10:30:00,107.14,0.0
,,380.37,43.54,13.99,0.65,339.41,,28.04,96.02,1.54,111.21,1010.8,2023-03-20 10:45:00,104.45,0.0
,,397.99,40.55,14.35,0.64,352.18,,29.74,88.7,1.78,121.73,1010.66,2023-03-20 11:00:00,102.3,0.0
,,420.01,59.29,14.24,0.63,380.02,,29.91,83.96,1.95,116.07,1010.56,2023-03-20 11:15:00,88.45,0.0
,,446.15,71.43,14.54,0.65,407.73,,30.35,82.3,1.57,112.05,1010.31,2023-03-20 11:30:00,91.26,0.0
,,465.43,45.47,14.28,0.64,409.58,,30.52,81.42,1.59,122.82,1010.01,2023-03-20 11:45:00,77.02,0.0
,,475.87,42.73,14.85,0.64,416.62,,30.78,79.94,1.71,119.34,1009.81,2023-03-20 12:00:00,58.56,0.0
,,485.87,61.38,14.58,0.63,434.73,,30.84,79.65,1.83,123.15,1009.65,2023-03-20 12:15:00,45.25,0.0
,,,54.44,14.46,0.66,449.65,,30.85,79.47,2.22,109.4,1009.37,2023-03-20 12:30:00,50.25,0.0
,,,50.79,14.39,0.65,461.68,,30.63,78.18,1.95,112.76,1008.98,2023-03-20 12:45:00,64.98,0.0
,,,48.61,14.8,0.63,463.21,,30.81,77.99,2.01,128.04,1008.64,2023-03-20 13:00:00,62.91,0.0
,,,45.12,14.54,0.62,461.24,,30.71,78.33,2.1,123.33,1008.31,2023-03-20 13:15:00,59.2,0.0
,,488.58,58.9,15.27,0.63,435.52,,30.55,78.72,2.27,122.32,1007.95,2023-03-20 13:30:00,50.78,0.0
,,,67.97,15.73,0.66,484.79,,30.67,79.62,2.12,122.52,1007.53,2023-03-20 13:45:00,55.34,0.0
,,,72.21,16.07,0.64,,,30.57,78.86,2.18,113.83,1007.32,2023-03-20 14:00:00,53.56,0.0
,,,62.27,15.87,0.64,451.37,,30.77,78.04,2.14,118.46,1007.13,2023-03-20 14:15:00,60.98,0.0
,,316.38,36.42,15.11,0.63,285.22,,30.72,77.4,2.24,110.37,1006.88,2023-03-20 14:30:00,30.95,0.0
,,,86.33,15.72,0.63,,,30.38,78.34,2.32,102.56,1006.83,2023-03-20 14:45:00,52.86,0.0
,,,71.02,15.78,0.63,492.2,,30.35,77.84,2.2,110.6,1006.62,2023-03-20 15:00:00,56.27,0.0
,,,64.31,15.45,0.64,466.25,,29.74,79.0,2.13,111.25,1006.21,2023-03-20 15:15:00,53.24,0.0
,,388.01,52.11,14.05,0.63,350.16,,,,,,,2023-03-20 17:00:00,48.87,
,,383.3,49.43,13.49,0.64,344.91,,29.73,81.2,1.3,125.34,1006.1,2023-03-20 17:15:00,50.15,0.0
,,380.55,57.35,13.47,0.65,346.9,,29.51,81.17,1.77,113.9,1006.16,2023-03-20 17:30:00,45.85,0.0
,,372.28,56.11,13.26,0.64,339.48,,28.93,82.53,1.89,113.06,1006.59,2023-03-20 17:45:00,48.72,0.0
,,372.96,49.98,13.73,0.64,336.83,,28.54,84.59,1.42,103.2,1007.05,2023-03-20 18:00:00,46.76,0.0
,,384.71,51.46,13.46,0.63,347.14,,28.21,87.01,1.88,116.44,1007.24,2023-03-20 18:15:00,57.22,0.0
,,404.21,56.5,14.16,0.63,365.71,,27.95,88.84,1.84,116.78,1007.32,2023-03-20 18:30:00,61.44,0.0
7.0,,417.12,57.64,14.32,0.62,376.78,,27.81,89.41,1.52,122.0,1007.72,2023-03-20 18:45:00,51.98,0.0
7.0,,424.34,54.37,14.63,0.65,380.93,,27.69,88.99,1.83,116.96,1008.03,2023-03-20 19:00:00,54.16,0.0
7.0,,430.9,59.05,14.63,0.64,388.74,,27.74,88.99,1.76,121.71,1008.43,2023-03-20 19:15:00,55.71,0.0
7.0,,441.37,60.11,14.74,0.63,397.83,,27.81,88.99,1.63,116.33,1008.7,2023-03-20 19:30:00,59.06,0.0
11.33,,446.83,59.24,14.63,0.63,401.79,,27.87,88.83,1.51,117.21,1008.69,2023-03-20 19:45:00,56.94,0.0
12.0,,445.66,60.06,14.58,0.63,401.28,,27.5,91.06,1.43,124.32,1008.8,2023-03-20 20:00:00,58.29,0.0
12.0,,451.45,56.26,14.46,0.64,403.97,,26.9,93.69,1.06,122.36,1008.97,2023-03-20 20:15:00,56.29,0.0
12.0,,438.64,59.38,14.63,0.64,395.16,,26.79,94.63,1.29,117.9,1009.15,2023-03-20 20:30:00,53.31,0.0
18.14,,405.61,70.84,14.42,0.63,374.44,,26.76,94.86,1.1,102.81,1009.26,2023-03-20 20:45:00,48.75,0.0
19.0,,372.27,67.57,14.52,0.64,345.48,,26.69,94.77,0.85,106.13,1009.55,2023-03-20 21:00:00,49.2,0.0
19.0,,410.84,69.86,14.94,0.63,378.25,,26.63,94.4,1.35,115.66,1009.44,2023-03-20 21:15:00,42.55,0.0
19.0,,415.59,80.55,15.13,0.64,387.72,,26.92,93.75,1.42,124.82,1009.42,2023-03-20 21:30:00,41.59,0.0
15.53,,420.66,73.95,15.23,0.64,388.38,,27.1,93.02,0.98,130.49,1009.57,2023-03-20 21:45:00,40.99,0.0
15.0,,412.96,69.43,15.15,0.63,379.67,,27.07,92.33,0.68,195.62,1009.83,2023-03-20 22:00:00,46.14,0.0
15.0,,428.86,73.6,15.11,0.64,394.79,,26.91,91.99,0.74,128.66,1009.88,2023-03-20 22:15:00,49.19,0.0
15.0,,409.49,69.25,15.07,0.64,376.89,,26.76,91.55,1.03,132.16,1009.9,2023-03-20 22:30:00,42.27,0.0
10.67,,373.31,84.83,14.89,0.63,355.59,,26.77,91.21,0.87,166.59,1009.89,2023-03-20 22:45:00,42.82,0.0
10.0,,387.24,86.14,14.79,0.63,367.68,,26.62,91.17,0.53,128.48,1010.05,2023-03-20 23:00:00,51.37,0.0
10.0,,,,14.58,,,,,,,,,2023-03-20 23:15:00,,
10.0,,367.74,75.2,14.73,0.64,345.96,,26.43,91.7,0.42,157.37,1010.14,2023-03-20 23:30:00,45.29,0.0
8.27,,362.58,66.19,14.66,0.63,336.95,,26.31,91.99,0.31,93.35,1010.07,2023-03-20 23:45:00,47.77,0.0
8.0,,358.82,78.96,14.86,0.63,340.69,,26.25,92.28,0.33,113.27,1009.96,2023-03-21 00:00:00,47.21,0.0
8.0,,359.23,75.06,14.64,0.63,338.99,,26.21,92.54,0.41,103.56,1009.58,2023-03-21 00:15:00,36.59,0.0
8.0,,350.94,64.87,14.72,0.64,326.89,,26.17,92.79,0.46,110.5,1009.43,2023-03-21 00:30:00,46.31,0.0
11.51,,329.34,80.3,14.78,0.64,317.48,,26.12,92.96,0.25,145.99,1009.54,2023-03-21 00:45:00,39.85,0.0
12.0,,350.23,81.98,14.76,0.63,335.31,,26.12,93.6,0.44,167.49,1009.47,2023-03-21 01:00:00,43.72,0.0
12.0,,402.34,68.72,14.58,0.63,370.66,,26.01,93.83,0.29,137.67,1009.02,2023-03-21 01:15:00,54.9,0.0
12.0,,403.43,74.81,14.5,0.63,374.83,,25.92,93.96,0.73,117.15,1008.44,2023-03-21 01:30:00,51.56,0.0
14.6,,397.32,67.54,14.31,0.64,365.94,,25.82,94.2,0.84,146.85,1008.1,2023-03-21 01:45:00,48.71,0.0
15.0,,384.96,59.49,14.13,0.64,351.6,,25.67,94.29,0.45,234.88,1008.27,2023-03-21 02:00:00,52.27,0.0
15.0,,376.06,58.64,14.05,0.64,343.91,,25.58,94.63,0.62,252.57,1008.19,2023-03-21 02:15:00,49.08,0.0
15.0,,365.7,64.9,14.12,0.64,338.85,,25.52,94.89,0.41,179.69,1008.0,2023-03-21 02:30:00,46.88,0.0
15.88,,367.42,61.03,14.19,0.64,338.18,,25.53,95.03,0.42,111.8,1007.8,2023-03-21 02:45:00,54.91,0.0
16.0,,369.88,63.42,14.18,0.63,341.44,,25.46,95.03,0.36,163.32,1007.66,2023-03-21 03:00:00,47.18,0.0
16.0,,372.7,56.93,14.31,0.63,340.31,,25.49,95.2,0.54,146.09,1007.56,2023-03-21 03:15:00,43.44,0.0
