pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene
,14.45,,,,,,,,,,,,2024-12-14 03:45:00,,
7.0,14.25,0.82,0.09,9.55,,,,24.66,,0.9,272.46,1011.85,2024-12-14 04:00:00,0.91,
7.0,14.25,2.23,,9.37,,1.34,4.11,,,,,,2024-12-14 04:15:00,45.4,
7.0,14.25,,0.57,9.3,,,,24.56,,0.88,257.45,1011.87,2024-12-14 04:30:00,,
20.69,41.94,1.06,1.49,9.42,,0.07,4.06,24.46,,0.97,256.08,1011.96,2024-12-14 04:45:00,7.66,
21.0,42.25,1.8,0.99,9.43,,0.86,,24.39,,0.93,282.57,1012.09,2024-12-14 05:00:00,31.47,
21.0,42.25,0.95,,9.49,,0.02,,24.33,,0.82,263.39,1012.17,2024-12-14 05:15:00,5.29,
21.0,42.25,0.7,,9.67,,,,24.25,,0.83,292.16,1012.31,2024-12-14 05:30:00,,
12.1,24.65,0.78,,9.52,,,4.04,24.18,,0.73,275.92,1012.46,2024-12-14 05:45:00,,
12.0,24.25,1.03,,9.51,,0.11,,24.14,,0.68,280.08,1012.69,2024-12-14 06:00:00,5.84,
12.0,24.25,1.08,,9.42,,0.14,,24.09,,0.66,270.38,1012.87,2024-12-14 06:15:00,8.51,
,24.25,,,,,,,,,,,,2024-12-14 06:30:00,,
16.89,34.03,0.84,,9.61,,,,24.1,,0.48,254.37,1013.31,2024-12-14 06:45:00,3.56,
17.0,34.25,0.53,,9.28,,,,24.19,,0.62,245.95,1013.44,2024-12-14 07:00:00,,
17.0,34.25,0.48,,9.2,,,,24.28,,0.81,259.41,1013.59,2024-12-14 07:15:00,,
17.0,34.25,0.54,,9.1,,,,24.55,,1.08,280.17,1013.76,2024-12-14 07:30:00,,
16.01,32.27,0.53,,9.32,,,4.04,24.89,,1.13,258.05,1013.95,2024-12-14 07:45:00,,
16.0,32.25,0.79,,9.36,,,,25.41,,1.02,244.33,1014.14,2024-12-14 08:00:00,,
16.0,32.25,0.91,0.1,9.37,,,,26.09,,1.16,241.27,1014.36,2024-12-14 08:15:00,1.2,
16.0,32.25,0.95,0.13,9.25,,,,26.95,,0.93,246.08,1014.53,2024-12-14 08:30:00,1.91,
25.78,52.03,1.19,,9.1,,0.27,4.07,27.51,,1.07,224.65,1014.66,2024-12-14 08:45:00,6.87,
26.0,52.25,1.36,,9.13,,0.44,,28.07,,1.32,217.38,1014.75,2024-12-14 09:00:00,12.9,
26.0,52.25,0.88,,9.22,,,,28.19,,1.21,244.86,1014.83,2024-12-14 09:15:00,,
26.0,52.25,0.91,,9.19,,,4.12,28.87,,1.37,231.91,1014.92,2024-12-14 09:30:00,0.58,
29.96,60.07,1.29,,9.21,,0.36,,29.48,,1.53,158.28,1014.97,2024-12-14 09:45:00,14.16,
30.0,60.25,1.08,,9.35,,0.15,,30.04,,1.31,166.56,1015.03,2024-12-14 10:00:00,8.58,
30.0,60.25,0.69,0.34,9.4,,,,30.05,,1.54,177.98,1015.02,2024-12-14 10:15:00,,
30.0,60.25,0.75,0.17,9.37,,,4.07,30.17,,1.45,187.75,1014.95,2024-12-14 10:30:00,,
20.22,40.47,0.78,0.17,9.31,,,,30.25,,1.53,144.84,1014.85,2024-12-14 10:45:00,,
20.0,40.25,0.66,,9.26,,,4.04,30.65,,1.56,129.45,1014.73,2024-12-14 11:00:00,,
20.0,40.25,0.97,,9.37,,0.02,,30.53,,1.75,136.78,1014.57,2024-12-14 11:15:00,2.88,
20.0,40.25,1.19,0.1,9.33,,0.25,4.06,30.79,,1.65,111.05,1014.3,2024-12-14 11:30:00,10.73,
,60.25,,,,,,,,,,,,2024-12-14 11:45:00,,
30.0,60.25,1.15,,9.45,,0.22,4.05,30.94,,1.35,175.0,1013.78,2024-12-14 12:00:00,8.93,
30.0,60.25,1.2,,9.62,,0.27,,30.98,,1.52,147.99,1013.62,2024-12-14 12:15:00,12.04,
30.0,60.25,1.11,,9.52,,0.2,,30.98,,1.55,132.93,1013.46,2024-12-14 12:30:00,8.4,
12.2,25.05,1.15,,9.33,,0.22,,31.09,,1.61,92.88,1013.21,2024-12-14 12:45:00,11.4,
12.0,24.25,1.26,0.11,9.46,,0.32,,30.98,,1.84,95.18,1012.93,2024-12-14 13:00:00,13.0,
12.0,24.25,1.37,,9.45,,0.44,,31.02,,1.56,119.45,1012.6,2024-12-14 13:15:00,17.02,
12.0,24.25,1.37,,9.65,,0.44,,31.21,,1.45,129.66,1012.39,2024-12-14 13:30:00,18.33,
,26.23,,,,,,,,,,,,2024-12-14 13:45:00,,
13.0,26.25,0.9,,9.71,,,,31.01,,1.75,102.4,1012.0,2024-12-14 14:00:00,6.24,
13.0,26.25,1.03,,9.41,,0.1,,30.41,,1.78,105.27,1011.82,2024-12-14 14:15:00,7.98,
,26.25,,,,,,,,,,,,2024-12-14 14:30:00,,
,30.16,,,,,,,,,,,,2024-12-14 14:45:00,,
15.0,30.25,0.97,,9.47,,0.04,,30.52,,1.59,129.64,1011.54,2024-12-14 15:00:00,11.55,
15.0,30.25,1.2,,9.49,,0.28,,30.47,,1.63,108.55,1011.56,2024-12-14 15:15:00,21.13,
15.0,30.25,,,9.34,,,,,,,,,2024-12-14 15:30:00,,
58.51,116.29,0.81,,9.49,,,,30.32,,1.47,97.06,1011.51,2024-12-14 15:45:00,10.84,
59.0,118.25,0.63,,9.57,,,4.05,30.08,,1.52,123.4,1011.56,2024-12-14 16:00:00,4.5,
59.0,118.25,0.8,,9.42,,,,29.92,,1.47,107.56,1011.68,2024-12-14 16:15:00,10.12,
,118.25,,,,,,,,,,,,2024-12-14 16:30:00,,
55.09,110.43,0.78,,9.38,,,,29.14,,1.18,130.07,1011.83,2024-12-14 16:45:00,8.4,
,110.25,,,,,,,,,,,,2024-12-14 17:00:00,,
,110.25,,,,,,,,,,,,2024-12-14 17:15:00,,
55.0,110.25,0.69,,9.23,,,,28.46,,1.27,101.95,1012.4,2024-12-14 17:30:00,6.49,
,88.49,,,,,,,,,,,,2024-12-14 17:45:00,,
44.0,88.25,1.14,,9.37,,0.21,,27.9,,1.18,129.71,1012.77,2024-12-14 18:00:00,16.73,
,88.25,,,,,,,,,,,,2024-12-14 18:15:00,,
44.0,88.25,0.85,1.04,9.38,,,,27.67,,1.18,115.85,1013.21,2024-12-14 18:30:00,9.02,
,86.29,,,,,,,,,,,,2024-12-14 18:45:00,,
,86.25,,,,,,,,,,,,2024-12-14 19:00:00,,
43.0,86.25,1.04,,9.36,,0.11,4.08,27.56,,1.09,134.22,1013.83,2024-12-14 19:15:00,15.91,
,86.25,,,,,,,,,,,,2024-12-14 19:30:00,,
46.96,94.07,1.11,,9.29,,0.19,4.07,27.5,,0.89,200.05,1014.4,2024-12-14 19:45:00,19.53,
47.0,94.25,1.09,,9.17,,0.16,4.05,27.13,,0.77,216.21,1014.68,2024-12-14 20:00:00,21.07,
47.0,94.25,,,9.29,,,,,,,,,2024-12-14 20:15:00,,
47.0,94.25,0.69,,9.24,,,4.05,26.98,,0.84,227.04,1015.01,2024-12-14 20:30:00,5.89,
61.83,123.58,0.64,,9.23,,,4.09,26.96,,0.83,206.77,1015.2,2024-12-14 20:45:00,3.69,
62.0,124.25,0.98,,9.32,,0.05,4.06,27.0,,0.94,271.31,1015.42,2024-12-14 21:00:00,13.68,
62.0,124.25,0.9,,9.35,,,,26.9,,0.99,237.7,1015.61,2024-12-14 21:15:00,15.16,
62.0,124.25,0.81,,9.3,,,,26.74,,1.04,222.77,1015.66,2024-12-14 21:30:00,11.0,
,53.85,,,,,,,,,,,,2024-12-14 21:45:00,,
26.0,52.25,0.97,,9.22,,0.03,,26.37,,1.11,254.36,1015.69,2024-12-14 22:00:00,12.28,
26.0,52.25,0.97,,9.3,,0.02,,26.22,,1.02,236.56,1015.58,2024-12-14 22:15:00,11.47,
,52.25,,,,,,,,,,,,2024-12-14 22:30:00,,
32.92,66.09,0.66,0.09,9.19,,,4.06,25.75,,0.69,249.41,1015.39,2024-12-14 22:45:00,1.9,
,66.25,,,,,,,,,,,,2024-12-14 23:00:00,,
,66.25,,,,,,,,,,,,2024-12-14 23:15:00,,
33.0,66.25,0.94,,9.29,,0.0,,25.06,,1.07,294.64,1015.04,2024-12-14 23:30:00,8.53,
26.16,52.56,,,9.43,,,,,,,,,2024-12-14 23:45:00,,
,52.25,,,,,,,,,,,,2024-12-15 00:00:00,,
26.0,52.25,0.91,,9.37,,,,24.76,,0.94,278.32,1014.65,2024-12-15 00:15:00,4.49,
,52.25,,,,,,,,,,,,2024-12-15 00:30:00,,
16.13,32.25,0.85,,9.61,,,,24.58,,0.66,238.28,1014.39,2024-12-15 00:45:00,3.04,
16.0,32.25,0.91,,9.44,,,,24.46,,0.5,223.09,1014.24,2024-12-15 01:00:00,5.43,
16.0,32.25,0.95,,9.41,,0.02,,24.31,,0.66,254.04,1014.08,2024-12-15 01:15:00,7.0,
,32.25,,,,,,,,,,,,2024-12-15 01:30:00,,
17.98,36.21,0.92,,9.4,,,4.06,24.0,,0.62,236.44,1013.71,2024-12-15 01:45:00,5.67,
18.0,36.25,0.83,,9.4,,,,23.84,,0.59,241.3,1013.51,2024-12-15 02:00:00,1.96,
18.0,36.25,0.87,,9.42,,,,23.72,,0.67,261.12,1013.33,2024-12-15 02:15:00,3.57,
18.0,36.25,0.95,,9.31,,0.0,,23.68,,0.56,212.42,1013.21,2024-12-15 02:30:00,6.82,
14.09,28.43,1.07,,9.26,,0.13,,23.61,,0.84,265.64,1013.14,2024-12-15 02:45:00,9.96,
14.0,28.25,1.01,,9.39,,0.07,,23.57,,0.67,233.69,1013.12,2024-12-15 03:00:00,8.13,
14.0,28.25,0.96,,9.37,,0.01,,23.51,,0.5,225.44,1013.12,2024-12-15 03:15:00,6.87,
14.0,28.25,0.84,,9.42,,,,23.39,,0.67,238.55,1013.11,2024-12-15 03:30:00,3.44,
21.91,44.07,0.81,,9.54,,,4.1,23.29,,0.73,255.65,1013.13,2024-12-15 03:45:00,1.0,
22.0,44.25,0.8,0.1,9.56,,,,23.26,,0.58,231.01,1013.15,2024-12-15 04:00:00,,
22.0,44.25,0.9,0.11,9.28,,,,23.23,,0.6,249.52,1013.21,2024-12-15 04:15:00,2.78,
22.0,44.25,0.97,0.37,9.35,,0.01,4.06,23.18,,0.65,248.14,1013.29,2024-12-15 04:30:00,5.49,
15.16,30.56,1.0,,9.23,,0.06,,23.14,,0.61,227.11,1013.34,2024-12-15 04:45:00,7.11,
15.0,30.25,1.07,0.4,9.25,,0.12,4.06,23.07,,0.52,234.53,1013.4,2024-12-15 05:00:00,11.11,
,30.25,,,,,,,,,,,,2024-12-15 05:15:00,,
15.0,30.25,0.96,,9.39,,0.01,4.05,22.88,,0.51,225.7,1013.58,2024-12-15 05:30:00,5.27,
11.09,22.34,1.01,,9.37,,0.07,,22.82,,0.49,248.59,1013.75,2024-12-15 05:45:00,7.51,
11.0,22.25,0.83,,9.29,,,,22.74,,0.49,218.89,1014.02,2024-12-15 06:00:00,2.82,
11.0,22.25,0.75,,9.22,,,,22.68,,0.42,186.63,1014.2,2024-12-15 06:15:00,0.51,
11.0,22.25,0.91,0.02,9.3,,,4.08,22.66,,0.39,208.19,1014.46,2024-12-15 06:30:00,4.98,
11.0,22.25,0.96,,9.3,,0.01,,22.76,,0.54,231.36,1014.64,2024-12-15 06:45:00,5.2,
11.0,22.25,1.01,,9.37,,0.05,4.08,22.87,,0.67,227.64,1014.82,2024-12-15 07:00:00,7.24,
11.0,22.25,1.0,0.32,9.24,,0.04,,22.99,,0.73,248.64,1015.07,2024-12-15 07:15:00,6.42,
11.0,22.25,0.96,,9.44,,0.0,4.1,23.21,,0.66,235.14,1015.33,2024-12-15 07:30:00,4.2,
11.0,22.25,1.11,,9.45,,0.17,,23.49,,0.85,251.94,1015.54,2024-12-15 07:45:00,9.89,
11.0,22.25,0.91,,9.39,,,,23.89,,0.86,240.62,1015.78,2024-12-15 08:00:00,4.38,
11.0,22.25,0.83,,9.33,,,4.07,24.51,,1.13,243.76,1015.91,2024-12-15 08:15:00,1.56,
11.0,22.25,0.98,,9.12,,0.04,,25.18,,1.09,240.4,1016.05,2024-12-15 08:30:00,6.49,
32.51,65.27,0.99,,9.06,,0.04,4.03,25.68,,1.48,251.83,1016.18,2024-12-15 08:45:00,6.96,
33.0,66.25,0.95,,9.14,,0.0,,26.36,,1.27,217.29,1016.2,2024-12-15 09:00:00,6.11,
33.0,66.25,0.94,,9.37,,,,27.09,,1.23,217.0,1016.18,2024-12-15 09:15:00,5.49,
33.0,66.25,1.02,,9.25,,0.08,,27.64,,1.62,250.2,1016.13,2024-12-15 09:30:00,8.0,
27.07,54.38,0.93,,9.36,,,,28.29,,1.64,259.85,1016.04,2024-12-15 09:45:00,5.56,
27.0,54.25,0.95,,9.38,,0.0,,28.77,,1.66,248.2,1015.94,2024-12-15 10:00:00,5.96,
27.0,54.25,0.97,,9.3,,0.03,,29.81,,1.03,165.25,1015.89,2024-12-15 10:15:00,6.04,
,,0.95,,9.26,,0.0,,29.87,,1.48,256.68,1015.79,2024-12-15 10:30:00,5.67,
,,0.85,,9.39,,,,29.69,,1.51,217.72,1015.67,2024-12-15 10:45:00,2.11,
,,0.84,,9.4,,,,29.76,,1.63,232.82,1015.49,2024-12-15 11:00:00,1.64,
,,0.94,,9.36,,0.0,,29.82,,1.6,236.53,1015.42,2024-12-15 11:15:00,5.56,
,,1.05,,9.28,,0.11,,29.93,,1.62,199.15,1015.31,2024-12-15 11:30:00,8.64,
,,1.0,,9.27,,0.06,,30.26,,1.58,130.94,1015.18,2024-12-15 11:45:00,6.62,
,,0.83,,9.38,,,4.04,30.43,,1.34,139.14,1014.98,2024-12-15 12:00:00,,
,,0.87,,9.2,,,,30.69,,1.39,138.02,1014.66,2024-12-15 12:15:00,3.27,
,,1.02,,9.31,,0.08,,30.52,,1.55,145.58,1014.31,2024-12-15 12:30:00,8.93,
,,,,9.35,,,,,,,,,2024-12-15 12:45:00,,
,,0.93,,9.34,,0.0,,30.5,,1.44,119.21,1013.78,2024-12-15 13:00:00,7.4,
,,0.92,,9.47,,,,30.48,,1.6,132.25,1013.53,2024-12-15 13:15:00,7.76,
,,1.01,,9.43,,0.07,,30.75,,1.77,106.62,1013.36,2024-12-15 13:30:00,10.96,
,,0.92,,9.58,,,,30.57,,2.06,125.43,1013.19,2024-12-15 13:45:00,7.89,
,,0.88,,9.54,,,,30.62,,1.62,126.42,1012.86,2024-12-15 14:00:00,7.33,
,,1.03,,9.43,,0.11,,30.37,,1.53,142.45,1012.64,2024-12-15 14:15:00,14.25,
,,1.03,,9.41,,0.11,,30.21,,1.6,97.87,1012.53,2024-12-15 14:30:00,12.0,
,,1.01,,9.48,,0.08,,30.23,,1.52,110.54,1012.49,2024-12-15 14:45:00,11.58,
,,0.99,,9.42,,0.04,,30.11,,1.47,129.12,1012.5,2024-12-15 15:00:00,11.33,
,,0.96,,9.34,,0.04,,29.93,,1.6,96.7,1012.54,2024-12-15 15:15:00,11.67,
,,0.88,,9.31,,,,29.41,,1.73,117.13,1012.53,2024-12-15 15:30:00,13.33,
,,0.94,,9.23,,0.0,4.11,29.04,,1.5,110.22,1012.47,2024-12-15 15:45:00,12.46,
,,1.44,,9.38,,0.54,,28.81,,1.58,113.24,1012.51,2024-12-15 16:00:00,30.8,
,,1.39,,9.37,,0.48,,28.56,,1.54,94.36,1012.56,2024-12-15 16:15:00,31.56,
,,0.9,,9.49,,,,28.62,,1.29,108.01,1012.66,2024-12-15 16:30:00,18.67,
,,1.02,,9.44,,0.11,,28.54,,1.28,149.88,1012.68,2024-12-15 16:45:00,22.53,
,,1.04,,9.43,,0.13,,28.31,,1.2,131.92,1012.73,2024-12-15 17:00:00,24.82,
,,0.85,,9.45,,,,27.88,,1.23,155.78,1012.92,2024-12-15 17:30:00,19.8,
,,1.07,,9.46,,0.15,,27.71,,1.38,126.55,1013.0,2024-12-15 17:45:00,27.73,
,,1.18,,9.36,,0.27,,27.61,,1.37,113.5,1013.2,2024-12-15 18:00:00,31.0,
,,1.09,,9.49,,0.19,,27.54,,1.19,144.77,1013.41,2024-12-15 18:15:00,30.09,
,,1.06,,9.43,,0.14,,27.5,,1.35,136.86,1013.58,2024-12-15 18:30:00,29.96,
,,1.1,,9.39,,0.2,,27.49,,1.23,142.83,1013.75,2024-12-15 18:45:00,31.53,
,,1.1,,9.6,,0.18,4.04,27.38,,1.18,186.03,1013.92,2024-12-15 19:00:00,37.22,
,,,5.33,9.5,,,,27.23,,0.99,251.89,1014.1,2024-12-15 19:15:00,,
,,,0.71,9.31,,,,27.04,,1.09,214.4,1014.37,2024-12-15 19:30:00,,
,,1.72,,9.33,,0.81,,26.93,,0.87,239.44,1014.65,2024-12-15 19:45:00,36.8,
,,2.11,0.64,9.35,,1.19,4.05,26.83,,0.82,239.69,1014.82,2024-12-15 20:00:00,51.22,
,,1.51,0.03,9.4,,0.58,,26.65,,0.82,226.49,1014.96,2024-12-15 20:15:00,36.62,
,,1.07,,9.25,,0.14,,26.5,,0.84,222.18,1015.1,2024-12-15 20:30:00,25.78,
,,0.99,,9.27,,0.06,,26.29,,1.14,251.65,1015.2,2024-12-15 20:45:00,23.27,
,,0.87,,9.45,,,4.08,25.98,,1.13,286.96,1015.29,2024-12-15 21:00:00,17.58,
,,0.87,,9.29,,,,25.81,,1.09,279.63,1015.39,2024-12-15 21:15:00,18.0,
,,1.08,,9.44,,0.16,4.06,25.64,,0.82,296.05,1015.41,2024-12-15 21:30:00,25.42,
,,1.19,,9.54,,0.26,,25.5,,0.54,214.37,1015.33,2024-12-15 21:45:00,29.78,
,,1.07,0.36,9.3,,0.12,4.09,25.29,,0.51,210.52,1015.31,2024-12-15 22:00:00,23.09,
,,0.68,0.25,9.24,,,,24.99,,0.64,246.32,1015.27,2024-12-15 22:15:00,7.16,
,,0.8,,9.38,,,,24.75,,0.63,216.19,1015.23,2024-12-15 22:30:00,14.59,
,,1.02,,9.39,,0.08,,24.63,,0.8,243.0,1015.17,2024-12-15 22:45:00,21.44,
,,1.12,,9.46,,0.18,4.04,24.57,,0.67,252.94,1015.14,2024-12-15 23:00:00,24.6,
,,1.0,,9.38,,0.07,,24.47,,0.56,228.63,1014.93,2024-12-15 23:15:00,20.04,
,,0.98,,9.41,,0.05,,24.32,,0.65,238.02,1014.68,2024-12-15 23:30:00,19.91,
,,1.0,,9.54,,0.05,4.08,24.22,,0.92,247.89,1014.46,2024-12-15 23:45:00,21.53,
,,1.08,,9.58,,0.14,,24.19,,0.84,237.91,1014.32,2024-12-16 00:00:00,24.38,
,,0.94,,9.44,,0.0,,24.12,,0.82,229.49,1014.15,2024-12-16 00:15:00,17.91,
,,0.67,,9.29,,,,24.02,,1.01,255.8,1013.94,2024-12-16 00:30:00,9.49,
,,0.83,,9.41,,,,23.97,,0.96,273.63,1013.78,2024-12-16 00:45:00,14.29,
,,1.05,,9.48,,0.12,,23.96,,0.97,265.85,1013.59,2024-12-16 01:00:00,20.64,
,,1.01,,9.38,,0.08,,23.89,,0.91,262.88,1013.34,2024-12-16 01:15:00,17.42,
,,0.88,,9.49,,,,23.79,,1.07,277.2,1013.13,2024-12-16 01:30:00,12.2,
,,1.1,,9.52,,0.18,,23.72,,1.03,238.58,1013.0,2024-12-16 01:45:00,19.44,
,,1.03,,9.48,,0.11,,23.63,,0.95,236.09,1012.8,2024-12-16 02:00:00,18.76,
,,0.91,,9.52,,,,23.51,,1.08,270.06,1012.64,2024-12-16 02:15:00,15.47,
,,0.89,,9.53,,,,23.42,,1.02,246.65,1012.54,2024-12-16 02:30:00,14.16,
,,0.9,,9.61,,,4.09,23.35,,1.0,252.05,1012.44,2024-12-16 02:45:00,14.67,
,,0.8,,9.34,,,,23.29,,1.02,276.36,1012.34,2024-12-16 03:00:00,11.54,
,,0.9,,9.57,,,4.06,23.23,,1.13,261.8,1012.32,2024-12-16 03:15:00,15.56,
,,1.0,0.12,9.64,,0.05,,,,,,,2024-12-16 03:30:00,21.69,
,,0.94,,9.35,,,,23.24,,0.79,249.49,1012.52,2024-12-16 03:45:00,22.04,
,,0.98,,9.53,,0.05,4.06,23.28,,0.75,243.17,1012.49,2024-12-16 04:00:00,18.47,
,,1.03,,9.43,,0.09,,23.28,,0.73,248.07,1012.47,2024-12-16 04:15:00,19.67,
,,1.18,,9.4,,0.24,,23.14,,0.66,244.95,1012.5,2024-12-16 04:30:00,24.78,
,,1.04,,9.53,,0.1,4.08,23.02,,0.58,240.95,1012.65,2024-12-16 04:45:00,20.4,
,,0.98,,9.34,,0.04,,22.96,,0.55,225.79,1012.69,2024-12-16 05:00:00,18.67,
,,0.93,,9.44,,,,22.94,,0.68,238.13,1012.7,2024-12-16 05:15:00,17.89,
,,0.9,,9.4,,,,22.99,,0.66,233.62,1012.68,2024-12-16 05:30:00,16.91,
,,,,9.21,,,,,,,,,2024-12-16 05:45:00,,
,,1.14,,9.43,,0.22,,23.09,,0.76,234.68,1013.19,2024-12-16 06:00:00,22.69,
,,0.97,,9.57,,0.03,,23.2,,0.61,220.9,1013.39,2024-12-16 06:15:00,19.67,
,,0.96,,9.42,,0.02,,23.26,,0.83,273.04,1013.62,2024-12-16 06:30:00,19.31,
,,1.13,,9.3,,0.22,,23.35,,0.82,263.12,1013.86,2024-12-16 06:45:00,23.09,
,,0.94,,9.38,,0.03,,23.58,,1.06,270.31,1014.13,2024-12-16 07:00:00,17.27,
,,1.05,,9.27,,0.13,,23.95,,1.07,253.46,1014.28,2024-12-16 07:15:00,21.73,
,,1.34,,9.36,,0.44,,24.18,,1.22,272.06,1014.43,2024-12-16 07:30:00,31.18,
,,1.28,,9.44,,0.38,,24.49,,1.43,259.64,1014.54,2024-12-16 07:45:00,29.78,
,,1.1,,9.34,,0.19,4.07,24.84,,1.45,246.95,1014.62,2024-12-16 08:00:00,24.6,
,,0.91,,9.43,,0.0,,25.12,,1.56,254.82,1014.84,2024-12-16 08:15:00,17.98,
,,0.78,,9.43,,,,25.66,,1.27,211.84,1015.04,2024-12-16 08:30:00,13.8,
,,0.89,,9.49,,,,26.35,,1.12,220.12,1015.18,2024-12-16 08:45:00,17.49,
,,1.04,,9.38,,0.12,,26.21,,1.5,261.95,1015.28,2024-12-16 09:00:00,21.58,
,,1.02,1.23,9.19,,0.04,4.1,26.63,,1.22,206.96,1015.32,2024-12-16 09:15:00,21.88,
,,0.94,,9.14,,0.01,,27.35,,1.12,224.66,1015.3,2024-12-16 09:30:00,17.89,
,,0.79,,9.23,,,4.07,27.66,,1.61,242.42,1015.16,2024-12-16 09:45:00,12.27,
,,0.77,,9.42,,,,28.18,,1.66,244.62,1014.9,2024-12-16 10:15:00,7.4,
,,1.09,,9.52,,0.17,,28.23,,1.95,232.58,1014.84,2024-12-16 10:30:00,16.53,
56.0,112.25,0.98,,9.43,,0.06,4.06,29.02,,1.97,251.11,1014.64,2024-12-16 11:00:00,16.04,
56.0,112.25,1.21,,9.45,,0.3,4.1,29.41,,1.53,222.58,1014.51,2024-12-16 11:15:00,24.82,
58.84,118.29,1.15,,9.17,,0.25,,30.09,,1.16,220.23,1014.33,2024-12-16 11:30:00,24.29,
72.0,144.25,0.11,,9.14,,,4.05,29.99,,1.73,262.05,1014.14,2024-12-16 11:45:00,,
72.0,144.25,0.12,,9.26,,,,30.34,,1.41,213.51,1013.69,2024-12-16 12:00:00,,
72.0,144.25,0.96,,9.3,,0.03,,30.25,,1.68,212.67,1013.41,2024-12-16 12:15:00,7.56,
69.92,139.85,,,,,,,,,,,,2024-12-16 12:30:00,,
61.0,122.25,1.06,,9.34,,0.13,,30.94,,1.5,235.19,1012.79,2024-12-16 12:45:00,12.29,
61.0,122.25,1.32,,9.35,,0.41,,30.82,,1.61,233.13,1012.47,2024-12-16 13:00:00,22.76,
61.0,122.25,1.59,,9.4,,0.67,,30.77,,1.64,273.01,1012.26,2024-12-16 13:15:00,33.73,
61.53,123.32,1.59,,9.43,,0.7,,31.34,,1.29,234.44,1012.16,2024-12-16 13:30:00,36.04,
64.0,128.25,1.82,,9.53,,0.95,,31.11,,1.38,228.36,1011.83,2024-12-16 13:45:00,45.55,
64.0,128.25,2.23,,9.43,,1.39,,31.17,,1.28,211.12,1011.59,2024-12-16 14:00:00,61.24,
64.0,128.25,2.36,,9.35,,1.52,4.04,30.53,,1.47,259.16,1011.41,2024-12-16 14:15:00,67.27,
56.18,111.63,2.48,,9.36,,1.65,,30.25,,1.3,135.29,1011.31,2024-12-16 14:30:00,72.87,
20.0,40.25,2.61,,9.5,,1.8,4.05,30.5,,1.14,108.7,1011.16,2024-12-16 14:45:00,78.82,
20.0,40.25,2.49,,9.52,,1.66,,30.47,,1.08,144.89,1010.95,2024-12-16 15:00:00,74.49,
20.0,40.25,2.28,,9.53,,1.44,,30.66,,1.04,215.94,1010.91,2024-12-16 15:15:00,68.25,
,45.58,,,,,,,,,,,,2024-12-16 15:30:00,,
35.0,70.25,2.15,,9.58,,1.3,,30.32,,1.19,198.19,1010.86,2024-12-16 15:45:00,61.36,
35.0,70.25,2.01,,9.49,,1.15,,29.53,,1.44,245.08,1010.93,2024-12-16 16:00:00,56.29,
35.0,70.25,2.12,,9.47,,1.28,,29.27,,1.18,249.26,1010.95,2024-12-16 16:15:00,59.84,
36.13,72.52,2.36,,9.56,,1.53,4.07,29.42,,1.15,252.57,1010.96,2024-12-16 16:30:00,68.0,
41.0,82.25,2.28,,9.57,,1.44,,29.39,,1.09,208.58,1011.03,2024-12-16 16:45:00,62.36,
41.0,82.25,1.35,,9.41,,0.45,,29.04,,1.05,247.47,1011.12,2024-12-16 17:00:00,29.11,
41.0,82.25,0.95,,9.38,,0.03,,28.59,,0.92,232.43,1011.35,2024-12-16 17:15:00,16.64,
38.92,78.09,0.96,,9.3,,0.04,,28.39,,0.67,248.48,1011.57,2024-12-16 17:30:00,15.42,
30.0,60.25,1.06,,9.42,,0.14,4.04,28.15,,0.69,211.52,1011.63,2024-12-16 17:45:00,19.49,
30.0,60.25,1.4,,9.36,,0.5,,27.95,,0.63,225.36,1011.87,2024-12-16 18:00:00,31.87,
30.0,60.25,1.42,,9.46,,0.54,,27.77,,0.82,232.91,1012.08,2024-12-16 18:15:00,32.59,
,,1.29,,9.5,,0.4,,27.63,,0.96,202.32,1012.13,2024-12-16 18:30:00,28.58,
,,1.23,,9.5,,0.35,,27.46,,1.03,271.62,1012.16,2024-12-16 18:45:00,26.16,
51.0,102.25,1.29,,9.56,,0.41,,27.3,,0.97,216.19,1012.4,2024-12-16 19:00:00,29.4,
51.0,102.25,1.6,,9.54,,0.73,,27.23,,0.77,239.27,1012.68,2024-12-16 19:15:00,39.47,
54.91,110.07,1.8,,9.53,,0.95,4.06,27.12,,0.89,239.05,1012.85,2024-12-16 19:30:00,46.36,
73.0,146.25,1.96,,9.38,,1.12,,26.96,,0.77,228.92,1013.06,2024-12-16 19:45:00,53.96,
73.0,146.25,1.63,,9.57,,0.77,,26.8,,1.02,241.55,1013.18,2024-12-16 20:00:00,43.64,
73.0,146.25,1.37,,9.46,,0.49,,26.57,,1.06,258.21,1013.31,2024-12-16 20:15:00,32.82,
70.17,140.58,1.46,,9.38,,0.59,,26.46,,0.99,243.7,1013.46,2024-12-16 20:30:00,33.78,
58.0,116.25,1.78,,9.26,,0.92,,26.36,,1.17,247.12,1013.51,2024-12-16 20:45:00,45.4,
58.0,116.25,1.76,,9.39,,0.89,4.05,26.15,,1.16,228.84,1013.55,2024-12-16 21:00:00,45.4,
58.0,116.25,1.47,,9.4,,0.6,,25.95,,1.29,267.15,1013.59,2024-12-16 21:15:00,35.52,
