pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp,nh3,benzene,eth_benzene,mp_xylene
13.0,16.25,,,,,,1.56,2024-07-14 22:45:00,,,,
12.08,15.1,7.76,16.97,,,15.33,1.04,2024-07-14 23:00:00,,,,
12.0,15.0,7.28,17.4,,,15.18,1.35,2024-07-14 23:15:00,,,,
12.0,15.0,7.57,16.95,,,15.16,1.03,2024-07-14 23:30:00,,,,
,15.0,,,,,,,2024-07-14 23:45:00,,,,
15.67,19.58,7.33,14.94,,,13.91,0.89,2024-07-15 00:00:00,1.56,,,
16.0,20.0,7.18,14.62,,,13.63,1.33,2024-07-15 00:15:00,1.9,,,
16.0,20.0,6.97,15.23,,,13.76,1.09,2024-07-15 00:30:00,1.16,,,
16.0,20.0,6.55,14.82,,,13.2,1.22,2024-07-15 00:45:00,0.94,,,
,,6.36,14.39,,,12.82,0.8,2024-07-15 01:00:00,1.52,,,
,,6.51,14.61,,,13.08,0.77,2024-07-15 01:15:00,2.36,,,
,,6.39,14.58,,,12.95,0.9,2024-07-15 01:30:00,2.85,,,
,,6.71,13.91,,,12.85,1.13,2024-07-15 01:45:00,2.72,,,
6.0,7.5,6.81,13.35,,,12.65,0.95,2024-07-15 02:00:00,1.83,,,
6.0,7.5,6.1,14.39,,,12.63,1.2,2024-07-15 02:15:00,1.26,,,
6.0,7.5,6.47,14.05,,,12.73,1.55,2024-07-15 02:30:00,2.42,,,
6.0,7.5,6.8,14.12,,,13.04,1.04,2024-07-15 02:45:00,2.53,,,
6.92,8.65,6.79,14.39,,,13.17,1.16,2024-07-15 03:00:00,1.92,,,
7.0,8.75,6.76,13.59,,,12.73,1.11,2024-07-15 03:15:00,1.58,,,
7.0,8.75,7.19,14.38,,,13.48,1.09,2024-07-15 03:30:00,1.33,,,
7.0,8.75,7.31,14.95,,,13.9,1.14,2024-07-15 03:45:00,1.41,,,
6.08,7.62,7.63,14.55,,,13.95,1.1,2024-07-15 04:00:00,1.17,,,
6.0,7.5,7.54,15.23,,,14.23,1.34,2024-07-15 04:15:00,0.82,,,
6.0,7.5,7.39,15.01,,,14.0,1.34,2024-07-15 04:30:00,1.44,,,
6.0,7.5,7.67,15.17,,,14.3,1.05,2024-07-15 04:45:00,0.9,,,
5.08,6.35,7.88,14.68,,,14.2,1.31,2024-07-15 05:00:00,0.49,,,
5.0,6.25,7.95,15.5,,,14.7,1.74,2024-07-15 05:15:00,0.88,,,
5.0,6.25,8.18,15.46,,,14.86,1.3,2024-07-15 05:30:00,1.76,,,
5.0,6.25,8.41,14.51,,,14.56,1.22,2024-07-15 05:45:00,2.12,,,
5.92,7.4,8.32,14.5,,,14.47,0.82,2024-07-15 06:00:00,1.36,,,
6.0,7.5,7.85,14.51,,,14.1,1.57,2024-07-15 06:15:00,0.52,,,
6.0,7.5,8.16,15.34,,,14.78,1.1,2024-07-15 06:30:00,0.21,,,
6.0,7.5,8.35,15.32,,,14.94,0.73,2024-07-15 06:45:00,0.37,,,
7.86,9.79,8.44,15.51,,,15.11,1.22,2024-07-15 07:00:00,0.18,,,
8.0,10.0,8.48,15.76,,,15.27,1.06,2024-07-15 07:15:00,0.08,,,
8.0,10.0,8.7,16.94,,,16.09,1.22,2024-07-15 07:30:00,0.01,,,
8.0,10.0,9.25,16.04,,,16.05,1.25,2024-07-15 07:45:00,0.01,,,
11.67,14.58,9.37,15.05,,,15.61,0.72,2024-07-15 08:00:00,0.47,,,
12.0,15.0,8.73,15.31,,,15.23,1.53,2024-07-15 08:15:00,0.65,,,
12.0,15.0,8.85,15.5,,,15.42,1.38,2024-07-15 08:30:00,0.16,,,
12.0,15.0,9.16,14.67,,,15.26,0.85,2024-07-15 08:45:00,0.5,,,
7.42,9.27,,,,,,1.61,2024-07-15 09:00:00,,,,
7.0,8.75,8.87,15.06,,,15.22,1.27,2024-07-15 09:15:00,,,,
7.0,8.75,9.49,16.46,,,16.48,0.91,2024-07-15 09:30:00,,,,
7.0,8.75,9.91,17.81,,,17.56,1.16,2024-07-15 09:45:00,,,,
18.92,23.65,9.84,18.08,,,17.62,0.8,2024-07-15 10:00:00,,,,
20.0,25.0,9.86,18.26,,,17.73,0.96,2024-07-15 10:15:00,,,,
20.0,25.0,9.67,18.61,,,17.77,1.09,2024-07-15 10:30:00,,,,
20.0,25.0,9.97,17.96,,,17.65,1.45,2024-07-15 10:45:00,,,,
15.42,19.27,10.11,18.0,,,17.8,1.12,2024-07-15 11:00:00,,,,
15.0,18.75,9.73,18.72,,,17.86,1.38,2024-07-15 11:15:00,,,,
15.0,18.75,9.08,18.71,,,17.32,1.16,2024-07-15 11:30:00,,,,
15.0,18.75,8.48,19.41,,,17.23,1.26,2024-07-15 11:45:00,,,,
5.78,7.29,7.49,19.79,,,16.6,1.45,2024-07-15 12:00:00,,,,
5.0,6.25,7.3,18.69,,,15.89,0.95,2024-07-15 12:15:00,0.17,,,
5.0,6.25,7.27,14.7,,,13.7,0.96,2024-07-15 12:30:00,2.17,,,
5.0,6.25,5.47,13.49,,,11.62,1.29,2024-07-15 12:45:00,4.17,,,
5.92,7.4,4.53,10.93,,,9.49,1.07,2024-07-15 13:00:00,7.06,,,
6.0,7.5,4.3,10.41,,,9.03,1.36,2024-07-15 13:15:00,6.71,,,
6.0,7.5,3.94,9.67,,,8.34,1.6,2024-07-15 13:30:00,6.33,,,
6.0,7.5,3.3,9.69,,,7.82,1.09,2024-07-15 13:45:00,7.21,,,
17.92,22.4,2.65,10.11,,,7.53,0.88,2024-07-15 14:00:00,7.15,,,
19.0,23.75,,,,,,,2024-07-15 14:15:00,,,,
19.0,23.75,3.74,10.87,,,8.83,0.91,2024-07-15 14:30:00,6.18,,,
19.0,23.75,3.52,10.76,,,8.59,1.05,2024-07-15 14:45:00,6.26,,,
10.75,13.44,4.35,10.24,,,8.96,1.74,2024-07-15 15:00:00,5.45,,,
10.0,12.5,4.43,10.3,,,9.07,1.2,2024-07-15 15:15:00,5.11,,,
10.0,12.5,3.47,11.15,,,8.75,1.08,2024-07-15 15:30:00,5.84,,,
10.0,12.5,3.19,9.92,,,7.87,0.95,2024-07-15 15:45:00,7.35,,,
12.75,15.94,2.85,8.8,,,6.99,1.19,2024-07-15 16:00:00,7.6,,,
13.0,16.25,2.91,8.43,,,6.86,1.3,2024-07-15 16:15:00,8.34,,,
13.0,16.25,3.06,8.82,,,7.17,1.08,2024-07-15 16:30:00,7.09,,,
13.0,16.25,4.08,13.08,,,10.27,1.35,2024-07-15 16:45:00,2.74,,,
18.53,23.12,5.51,15.91,,,12.94,1.21,2024-07-15 17:00:00,1.21,,,
19.0,23.75,5.86,17.76,,,14.21,1.72,2024-07-15 17:15:00,0.86,,,
19.0,23.75,6.25,17.03,,,14.13,1.55,2024-07-15 17:30:00,0.8,,,
19.0,23.75,6.54,17.67,,,14.73,1.25,2024-07-15 17:45:00,0.33,,,
24.52,30.71,6.9,18.57,,,15.5,1.45,2024-07-15 18:00:00,0.17,,,
25.0,31.25,7.06,18.77,,,15.71,1.24,2024-07-15 18:15:00,,,,
25.0,31.25,7.19,19.71,,,16.34,0.85,2024-07-15 18:30:00,,,,
25.0,31.25,7.53,21.06,,,17.32,1.1,2024-07-15 18:45:00,,,,
16.75,20.94,7.74,21.58,,,17.76,1.03,2024-07-15 19:00:00,,,,
16.0,20.0,8.08,21.66,,,18.07,1.38,2024-07-15 19:15:00,,,,
16.0,20.0,8.88,21.91,,,18.89,1.54,2024-07-15 19:30:00,,,,
16.0,20.0,9.26,21.72,,,19.06,1.04,2024-07-15 19:45:00,,,,
16.0,20.0,9.3,22.3,,,19.43,1.03,2024-07-15 20:00:00,,,,
16.0,20.0,9.13,21.52,,,18.87,0.96,2024-07-15 20:15:00,,,,
16.0,20.0,8.67,20.53,,,17.96,1.34,2024-07-15 20:30:00,,,,
16.0,20.0,8.29,19.61,,,17.17,1.14,2024-07-15 20:45:00,,,,
11.42,14.27,7.94,18.48,,,16.28,1.79,2024-07-15 21:00:00,0.1,,,
11.0,13.75,7.49,18.1,,,15.71,1.52,2024-07-15 21:15:00,0.04,,,
11.0,13.75,7.5,17.61,,,15.48,1.01,2024-07-15 21:30:00,,,,
11.0,13.75,7.47,16.74,,,14.98,1.38,2024-07-15 21:45:00,0.17,,,
6.42,8.02,7.14,16.28,,,14.5,1.28,2024-07-15 22:00:00,0.87,,,
6.0,7.5,7.18,16.82,,,14.78,1.62,2024-07-15 22:15:00,0.44,,,
6.0,7.5,7.33,16.02,,,14.5,1.96,2024-07-15 22:30:00,1.17,,,
6.0,7.5,7.07,15.55,,,14.01,0.82,2024-07-15 22:45:00,1.46,,,
6.92,8.65,7.0,15.42,,,13.89,1.11,2024-07-15 23:00:00,0.36,,,
7.0,8.75,6.56,14.44,,,13.02,1.25,2024-07-15 23:15:00,0.88,,,
7.0,8.75,6.73,15.11,,,13.52,1.22,2024-07-15 23:30:00,1.04,,,
7.0,8.75,6.91,15.04,,,13.62,0.83,2024-07-15 23:45:00,1.57,,,
7.92,9.9,7.11,14.74,,,13.62,1.26,2024-07-16 00:00:00,1.85,,,
8.0,10.0,6.92,14.57,,,13.38,0.83,2024-07-16 00:15:00,1.58,,,
8.0,10.0,6.78,14.47,,,13.21,0.82,2024-07-16 00:30:00,1.54,,,
8.0,10.0,6.73,15.45,,,13.7,1.29,2024-07-16 00:45:00,1.44,,,
,,6.75,14.98,,,13.46,1.22,2024-07-16 01:00:00,0.86,,,
,,6.92,14.19,,,13.17,1.15,2024-07-16 01:15:00,1.51,,,
,,7.19,13.38,,,12.97,1.55,2024-07-16 01:30:00,2.12,,,
,,7.11,13.11,,,12.76,1.18,2024-07-16 01:45:00,2.66,,,
,,7.2,13.27,,,12.89,1.14,2024-07-16 02:00:00,2.9,,,
,,7.04,13.13,,,12.69,0.98,2024-07-16 02:15:00,2.08,,,
,,7.14,13.1,,,12.79,1.4,2024-07-16 02:30:00,2.28,,,
,,7.28,13.44,,,13.05,0.85,2024-07-16 02:45:00,2.11,,,
,,7.21,13.37,,,12.98,0.94,2024-07-16 03:00:00,2.54,,,
,,6.99,13.56,,,12.89,0.74,2024-07-16 03:15:00,2.46,,,
,,6.5,14.45,,,12.97,1.22,2024-07-16 03:30:00,1.02,,,
,,6.76,14.78,,,13.37,1.33,2024-07-16 03:45:00,1.18,,,
1.83,2.19,7.41,13.69,,,13.3,1.0,2024-07-16 04:00:00,2.71,,,
2.0,2.5,7.56,13.46,,,13.31,0.79,2024-07-16 04:15:00,2.51,,,
2.0,2.5,7.39,13.97,,,13.42,1.12,2024-07-16 04:30:00,0.89,,,
2.0,2.5,7.26,13.89,,,13.29,0.97,2024-07-16 04:45:00,0.79,,,
4.77,5.94,7.13,14.01,,,13.27,0.87,2024-07-16 05:00:00,1.1,,,
5.0,6.25,7.39,14.32,,,13.62,1.0,2024-07-16 05:15:00,1.51,,,
5.0,6.25,7.59,15.83,,,14.58,0.79,2024-07-16 05:30:00,0.64,,,
5.0,6.25,8.1,14.78,,,14.45,1.24,2024-07-16 05:45:00,1.31,,,
3.17,3.96,8.06,14.87,,,14.47,1.08,2024-07-16 06:00:00,1.08,,,
3.0,3.75,7.76,14.96,,,14.25,0.97,2024-07-16 06:15:00,0.57,,,
3.0,3.75,7.52,14.18,,,13.65,1.14,2024-07-16 06:30:00,0.07,,,
3.0,3.75,7.82,14.04,,,13.84,1.2,2024-07-16 06:45:00,0.21,,,
3.0,3.75,8.42,15.38,,,15.04,1.15,2024-07-16 07:00:00,0.48,,,
3.0,3.75,7.85,15.89,,,14.83,1.26,2024-07-16 07:15:00,,,,
3.0,3.75,8.01,15.2,,,14.6,1.2,2024-07-16 07:30:00,0.59,,,
3.0,3.75,8.56,15.06,,,14.97,1.72,2024-07-16 07:45:00,0.81,,,
14.0,17.5,8.91,16.11,,,15.8,1.12,2024-07-16 08:00:00,0.02,,,
15.0,18.75,8.78,16.99,,,16.17,1.33,2024-07-16 08:15:00,,,,
15.0,18.75,9.1,17.34,,,16.63,0.96,2024-07-16 08:30:00,,,,
15.0,18.75,9.02,17.07,,,16.39,1.5,2024-07-16 08:45:00,,,,
5.83,7.29,9.41,16.98,,,16.67,1.51,2024-07-16 09:00:00,,,,
5.0,6.25,9.9,17.25,,,17.21,1.07,2024-07-16 09:15:00,,,,
5.0,6.25,9.88,18.2,,,17.73,1.21,2024-07-16 09:30:00,,,,
5.0,6.25,9.75,17.91,,,17.45,1.08,2024-07-16 09:45:00,,,,
18.75,23.44,9.73,17.58,,,17.27,0.92,2024-07-16 10:00:00,,,,
20.0,25.0,9.66,18.46,,,17.69,1.46,2024-07-16 10:15:00,,,,
20.0,25.0,9.63,19.01,,,17.95,1.49,2024-07-16 10:30:00,,,,
20.0,25.0,9.35,18.57,,,17.48,1.35,2024-07-16 10:45:00,,,,
6.25,7.81,9.15,17.6,,,16.81,1.46,2024-07-16 11:00:00,,,,
5.0,6.25,8.92,18.08,,,16.88,0.81,2024-07-16 11:15:00,,,,
5.0,6.25,8.66,19.39,,,17.34,0.65,2024-07-16 11:30:00,,,,
5.0,6.25,9.07,20.65,,,18.37,1.18,2024-07-16 11:45:00,,,,
15.14,18.85,9.99,20.67,,,19.14,1.15,2024-07-16 12:00:00,,,,
16.0,20.0,10.09,21.05,,,19.39,0.94,2024-07-16 12:15:00,,,,
16.0,20.0,9.99,22.34,,,20.0,1.14,2024-07-16 12:30:00,,,,
16.0,20.0,10.25,22.45,,,20.27,0.96,2024-07-16 12:45:00,,,,
8.71,10.83,10.11,22.78,,,20.35,1.3,2024-07-16 13:00:00,,,,
8.0,10.0,9.83,22.01,,,19.69,1.38,2024-07-16 13:15:00,,,,
8.0,10.0,10.26,23.03,,,20.59,1.43,2024-07-16 13:30:00,,,,
8.0,10.0,10.25,23.51,,,20.84,0.96,2024-07-16 13:45:00,,,,
18.08,22.6,10.12,23.65,,,20.8,1.31,2024-07-16 14:00:00,,,,
19.0,23.75,10.1,23.78,,,20.85,1.13,2024-07-16 14:15:00,,,,
19.0,23.75,10.14,22.99,,,20.49,1.11,2024-07-16 14:30:00,,,,
19.0,23.75,9.92,22.12,,,19.84,1.02,2024-07-16 14:45:00,,,,
10.75,13.44,9.92,22.97,,,20.28,1.27,2024-07-16 15:00:00,,,,
10.0,12.5,,,,,,,2024-07-16 15:15:00,,,,
10.0,12.5,9.68,24.45,,,20.88,1.15,2024-07-16 15:30:00,,,,
10.0,12.5,9.88,23.66,,,20.63,1.08,2024-07-16 15:45:00,,,,
10.92,13.65,9.7,22.27,,,19.72,1.2,2024-07-16 16:00:00,,,,
11.0,13.75,9.69,21.98,,,19.58,1.1,2024-07-16 16:15:00,,,,
11.0,13.75,10.04,20.58,,,19.11,0.7,2024-07-16 16:30:00,,,,
11.0,13.75,9.9,21.32,,,19.39,1.16,2024-07-16 16:45:00,,,,
10.09,12.6,9.63,22.47,,,19.77,0.63,2024-07-16 17:00:00,,,,
10.0,12.5,9.29,21.97,,,19.23,1.08,2024-07-16 17:15:00,,,,
10.0,12.5,9.23,21.53,,,18.95,1.17,2024-07-16 17:30:00,,,,
10.0,12.5,8.94,20.43,,,18.14,1.66,2024-07-16 17:45:00,,,,
14.52,18.23,9.21,21.31,,,18.82,1.64,2024-07-16 18:00:00,,,,
15.0,18.75,,,,,,0.94,2024-07-16 18:15:00,,,,
15.0,18.75,9.64,21.88,,,19.45,0.86,2024-07-16 18:30:00,,,,
15.0,18.75,9.72,21.8,,,19.5,0.83,2024-07-16 18:45:00,,,,
13.17,16.49,9.57,22.87,,,19.94,1.12,2024-07-16 19:00:00,,,,
13.0,16.25,9.68,23.18,,,20.2,1.01,2024-07-16 19:15:00,,,,
13.0,16.25,9.81,22.11,,,19.72,1.23,2024-07-16 19:30:00,,,,
13.0,16.25,9.56,21.63,,,19.27,1.08,2024-07-16 19:45:00,,,,
11.16,13.96,9.84,21.96,,,19.68,1.05,2024-07-16 20:00:00,,,,
11.0,13.75,10.37,22.43,,,20.36,0.66,2024-07-16 20:15:00,,,,
11.0,13.75,10.36,22.51,,,20.4,1.46,2024-07-16 20:30:00,,,,
11.0,13.75,10.57,23.5,,,21.08,1.25,2024-07-16 20:45:00,,,,
11.92,14.91,10.91,23.28,,,21.26,1.02,2024-07-16 21:00:00,,,,
12.0,15.0,10.77,23.0,,,21.0,0.78,2024-07-16 21:15:00,,,,
12.0,15.0,10.64,21.88,,,20.29,0.97,2024-07-16 21:30:00,,,,
12.0,15.0,10.61,20.87,,,19.73,1.43,2024-07-16 21:45:00,,,,
11.07,13.85,10.64,20.45,,,19.52,1.03,2024-07-16 22:00:00,,,,
11.0,13.75,10.1,21.16,,,19.49,1.21,2024-07-16 22:15:00,,,,
11.0,13.75,10.05,20.51,,,19.07,0.94,2024-07-16 22:30:00,,,,
11.0,13.75,9.83,20.27,,,18.78,1.84,2024-07-16 22:45:00,,,,
,12.61,,,,,,,2024-07-16 23:00:00,,,,
10.0,12.5,9.44,20.86,,,18.79,0.94,2024-07-16 23:15:00,,,,
10.0,12.5,9.01,20.73,,,18.36,0.92,2024-07-16 23:30:00,,,,
10.0,12.5,9.62,20.43,,,18.69,1.14,2024-07-16 23:45:00,,,,
13.66,17.14,10.19,21.02,,,19.47,0.75,2024-07-17 00:00:00,,,,
14.0,17.5,10.08,21.18,,,19.47,1.18,2024-07-17 00:15:00,,,,
14.0,17.5,9.82,22.07,,,19.72,1.12,2024-07-17 00:30:00,,,,
14.0,17.5,9.74,20.42,,,18.79,1.61,2024-07-17 00:45:00,,,,
,,9.48,19.77,,,18.22,0.94,2024-07-17 01:00:00,,,,
,,9.55,18.44,,,17.57,0.84,2024-07-17 01:15:00,,,,
,,9.27,18.44,,,17.35,0.95,2024-07-17 01:30:00,,,,
,,9.52,17.54,,,17.05,1.23,2024-07-17 01:45:00,,,,
9.0,11.25,9.57,18.02,,,17.37,0.67,2024-07-17 02:00:00,,,,
9.0,11.25,9.74,17.92,,,17.45,1.09,2024-07-17 02:15:00,,,,
9.0,11.25,9.73,18.19,,,17.58,1.26,2024-07-17 02:30:00,,,,
9.0,11.25,9.19,19.27,,,17.73,0.92,2024-07-17 02:45:00,,,,
7.16,8.96,9.27,19.28,,,17.79,1.31,2024-07-17 03:00:00,,,,
7.0,8.75,9.36,18.32,,,17.36,1.04,2024-07-17 03:15:00,,,,
7.0,8.75,9.08,17.68,,,16.78,1.07,2024-07-17 03:30:00,,,,
7.0,8.75,8.99,17.16,,,16.43,1.39,2024-07-17 03:45:00,,,,
6.1,7.6,9.41,16.41,,,16.39,1.05,2024-07-17 04:00:00,,,,
6.0,7.5,9.66,16.34,,,16.55,0.82,2024-07-17 04:15:00,,,,
6.0,7.5,9.66,15.76,,,16.24,1.11,2024-07-17 04:30:00,0.04,,,
6.0,7.5,9.18,17.6,,,16.82,0.66,2024-07-17 04:45:00,,,,
6.0,7.5,8.81,17.04,,,16.22,1.26,2024-07-17 05:00:00,,,,
6.0,7.5,9.13,16.24,,,16.05,1.05,2024-07-17 05:15:00,0.28,,,
6.0,7.5,8.97,17.3,,,16.49,1.06,2024-07-17 05:30:00,,,,
6.0,7.5,9.19,16.65,,,16.33,1.13,2024-07-17 05:45:00,,,,
6.0,7.5,8.75,16.29,,,15.78,1.12,2024-07-17 06:00:00,,,,
6.0,7.5,8.34,16.42,,,15.53,1.03,2024-07-17 06:15:00,,,,
6.0,7.5,8.91,15.95,,,15.72,0.77,2024-07-17 06:30:00,,,,
6.0,7.5,9.57,16.16,,,16.37,1.35,2024-07-17 06:45:00,,,,
21.68,27.23,9.98,17.12,,,17.23,1.12,2024-07-17 07:00:00,,,,
23.0,28.75,9.94,16.03,,,16.62,1.24,2024-07-17 07:15:00,,,,
23.0,28.75,9.97,16.37,,,16.81,1.08,2024-07-17 07:30:00,,,,
23.0,28.75,9.79,16.32,,,16.65,0.89,2024-07-17 07:45:00,,,,
14.7,18.3,9.62,17.25,,,16.99,1.15,2024-07-17 08:00:00,,,,
14.0,17.5,9.51,16.3,,,16.41,1.1,2024-07-17 08:15:00,,,,
14.0,17.5,9.69,15.76,,,16.27,0.99,2024-07-17 08:30:00,,,,
14.0,17.5,9.41,15.81,,,16.07,0.95,2024-07-17 08:45:00,,,,
16.72,20.87,9.6,16.11,,,16.36,1.11,2024-07-17 09:00:00,,,,
17.0,21.25,9.6,17.06,,,16.87,1.36,2024-07-17 09:15:00,,,,
17.0,21.25,9.45,17.71,,,17.12,1.22,2024-07-17 09:30:00,,,,
,,7.5,17.33,,,15.32,1.07,2024-07-17 12:15:00,0.08,,,
,,7.59,16.98,,,15.21,1.34,2024-07-17 12:30:00,0.09,,,
,,7.52,17.76,,,15.56,1.63,2024-07-17 12:45:00,,,,
20.0,25.0,7.68,17.85,,,15.75,1.54,2024-07-17 13:00:00,,,,
20.0,25.0,7.83,18.19,,,16.04,1.1,2024-07-17 13:15:00,,,,
20.0,25.0,7.66,18.81,,,16.23,1.3,2024-07-17 13:30:00,,,,
20.0,25.0,7.74,18.45,,,16.11,1.66,2024-07-17 13:45:00,,,,
14.5,18.12,7.21,17.89,,,15.37,1.26,2024-07-17 14:00:00,0.01,,,
14.0,17.5,7.14,18.29,,,15.56,1.6,2024-07-17 14:15:00,,,,
14.0,17.5,7.61,18.24,,,15.9,1.31,2024-07-17 14:30:00,,,,
14.0,17.5,8.23,18.11,,,16.32,1.56,2024-07-17 14:45:00,0.01,,,
13.08,16.35,,,,,,1.47,2024-07-17 15:00:00,,,,
13.0,16.25,7.54,18.46,,,15.96,1.44,2024-07-17 15:15:00,,,,
13.0,16.25,7.28,17.58,,,15.27,0.99,2024-07-17 15:30:00,,,,
13.0,16.25,7.25,17.48,,,15.19,0.95,2024-07-17 15:45:00,,,,
8.36,10.52,7.95,17.77,,,15.93,1.1,2024-07-17 16:00:00,0.03,,,
8.0,10.0,7.88,17.77,,,15.85,1.35,2024-07-17 16:15:00,0.05,,,
8.0,10.0,7.9,17.64,,,15.8,1.32,2024-07-17 16:30:00,0.04,,,
8.0,10.0,7.88,18.35,,,16.17,1.28,2024-07-17 16:45:00,,,,
6.17,7.71,7.74,18.23,,,16.0,0.63,2024-07-17 17:00:00,,,,
6.0,7.5,7.57,17.7,,,15.56,1.56,2024-07-17 17:15:00,,,,
6.0,7.5,7.69,17.95,,,15.82,1.2,2024-07-17 17:30:00,,,,
6.0,7.5,7.86,18.2,,,16.06,1.22,2024-07-17 17:45:00,0.01,,,
15.17,18.96,7.86,18.58,,,16.27,1.3,2024-07-17 18:00:00,,,,
16.0,20.0,7.69,19.08,,,16.39,1.64,2024-07-17 18:15:00,,,,
16.0,20.0,7.28,19.56,,,16.34,1.4,2024-07-17 18:30:00,,,,
16.0,20.0,8.17,20.3,,,17.44,1.46,2024-07-17 18:45:00,,,,
37.08,46.35,9.05,21.38,,,18.73,1.09,2024-07-17 19:00:00,,,,
39.0,48.75,9.42,22.46,,,19.6,1.64,2024-07-17 19:15:00,,,,
39.0,48.75,9.94,22.84,,,20.24,0.82,2024-07-17 19:30:00,,,,
39.0,48.75,11.95,24.43,,,22.72,1.58,2024-07-17 19:45:00,,,,
59.17,73.96,13.88,27.35,,,25.84,1.1,2024-07-17 20:00:00,,,,
61.0,76.25,14.84,27.59,,,26.74,1.3,2024-07-17 20:15:00,,,,
61.0,76.25,15.41,29.27,,,28.08,1.21,2024-07-17 20:30:00,,,,
61.0,76.25,15.91,27.73,,,27.69,1.19,2024-07-17 20:45:00,,,,
51.71,64.79,15.53,27.65,,,27.32,1.31,2024-07-17 21:00:00,,,,
51.0,63.75,13.99,26.95,,,25.71,1.09,2024-07-17 21:15:00,,,,
51.0,63.75,13.13,24.13,,,23.52,0.85,2024-07-17 21:30:00,,,,
51.0,63.75,12.51,22.62,,,22.21,1.28,2024-07-17 21:45:00,,,,
22.58,28.23,11.63,22.08,,,21.2,0.89,2024-07-17 22:00:00,,,,
20.0,25.0,11.07,21.2,,,20.27,1.18,2024-07-17 22:15:00,,,,
20.0,25.0,10.55,21.68,,,20.11,1.21,2024-07-17 22:30:00,,,,
20.0,25.0,10.04,20.78,,,19.21,1.61,2024-07-17 22:45:00,,,,
15.42,19.27,9.5,20.88,,,18.82,1.26,2024-07-17 23:00:00,,,,
15.0,18.75,9.25,19.2,,,17.73,1.19,2024-07-17 23:15:00,,,,
15.0,18.75,8.91,19.55,,,17.64,1.27,2024-07-17 23:30:00,,,,
15.0,18.75,9.13,18.31,,,17.16,1.27,2024-07-17 23:45:00,,,,
11.33,14.18,9.24,17.51,,,16.81,1.37,2024-07-18 00:00:00,,,,
11.0,13.75,8.76,18.07,,,16.74,1.59,2024-07-18 00:15:00,,,,
11.0,13.75,8.39,17.61,,,16.18,0.96,2024-07-18 00:30:00,,,,
11.0,13.75,8.47,16.69,,,15.76,1.0,2024-07-18 00:45:00,0.03,,,
,,8.49,15.6,,,15.18,1.05,2024-07-18 01:00:00,0.45,,,
,,8.11,16.21,,,15.19,1.5,2024-07-18 01:15:00,0.29,,,
,,7.95,15.93,,,14.93,1.12,2024-07-18 01:30:00,0.51,,,
,,8.32,16.15,,,15.36,1.84,2024-07-18 01:45:00,0.6,,,
11.0,13.75,8.19,16.01,,,15.17,1.12,2024-07-18 02:00:00,1.14,,,
11.0,13.75,7.64,15.2,,,14.28,0.79,2024-07-18 02:15:00,2.31,,,
11.0,13.75,7.42,14.83,,,13.91,1.15,2024-07-18 02:30:00,1.56,,,
11.0,13.75,7.31,14.4,,,13.59,0.98,2024-07-18 02:45:00,0.86,,,
7.33,9.17,7.16,13.78,,,13.16,1.43,2024-07-18 03:00:00,1.57,,,
7.0,8.75,7.38,14.69,,,13.82,1.64,2024-07-18 03:15:00,1.9,,,
7.0,8.75,7.37,13.75,,,13.3,1.19,2024-07-18 03:30:00,2.95,,,
7.0,8.75,7.33,13.32,,,13.04,1.18,2024-07-18 03:45:00,2.61,,,
,11.04,,,,,,,2024-07-18 04:00:00,,,,
9.0,11.25,6.82,14.56,,,13.29,1.61,2024-07-18 04:15:00,1.79,,,
9.0,11.25,6.66,14.12,,,12.92,1.12,2024-07-18 04:30:00,1.78,,,
9.0,11.25,6.83,14.15,,,13.09,1.25,2024-07-18 04:45:00,1.79,,,
11.75,14.69,6.96,13.98,,,13.09,0.71,2024-07-18 05:00:00,0.94,,,
12.0,15.0,7.07,13.26,,,12.81,1.43,2024-07-18 05:15:00,1.02,,,
12.0,15.0,7.62,13.55,,,13.4,1.28,2024-07-18 05:30:00,1.79,,,
12.0,15.0,7.47,14.02,,,13.54,1.2,2024-07-18 05:45:00,1.7,,,
12.0,15.0,7.1,15.04,,,13.77,1.55,2024-07-18 06:00:00,1.18,,,
12.0,15.0,7.24,14.75,,,13.74,1.17,2024-07-18 06:15:00,1.66,,,
12.0,15.0,7.06,14.36,,,13.39,1.18,2024-07-18 06:30:00,1.84,,,
12.0,15.0,6.9,13.77,,,12.94,1.3,2024-07-18 06:45:00,1.92,,,
8.31,10.42,6.74,13.53,,,12.68,1.18,2024-07-18 07:00:00,1.98,,,
8.0,10.0,6.51,12.17,,,11.77,1.13,2024-07-18 07:15:00,2.72,,,
8.0,10.0,6.41,12.54,,,11.89,1.04,2024-07-18 07:30:00,3.3,,,
8.0,10.0,6.5,12.9,,,12.14,1.67,2024-07-18 07:45:00,2.7,,,
6.17,7.68,6.28,13.46,,,12.27,1.53,2024-07-18 08:00:00,1.71,,,
6.0,7.5,6.33,13.19,,,12.18,1.21,2024-07-18 08:15:00,2.32,,,
,,4.99,10.42,,,9.59,1.29,2024-07-18 09:15:00,3.02,,,
,,4.86,9.32,,,8.89,0.97,2024-07-18 09:30:00,5.19,,,
,,8.04,14.65,,,14.33,1.42,2024-07-18 10:30:00,4.56,,,
