pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,wd,timestamp,nh3
40.97,57.72,4.19,3.9,13.58,0.46,8.1,29.85,33.57,60.46,154.57,2024-12-16 15:15:00,5.79
37.96,56.82,1.28,4.15,13.47,0.51,5.43,19.07,33.88,61.33,159.04,2024-12-16 15:30:00,5.73
33.66,54.05,0.9,3.91,13.69,0.55,4.8,13.58,34.06,63.62,158.98,2024-12-16 15:45:00,5.59
29.36,51.57,1.11,4.22,13.64,0.58,5.33,12.55,33.52,63.54,151.14,2024-12-16 16:00:00,5.42
25.53,50.14,1.52,4.82,13.56,0.6,6.34,14.26,33.36,63.59,161.49,2024-12-16 16:15:00,5.94
22.72,48.57,1.73,5.06,13.86,0.63,6.8,17.79,33.58,63.62,153.65,2024-12-16 16:30:00,5.88
19.13,46.72,1.95,5.53,13.84,0.66,7.47,17.05,33.84,63.66,146.19,2024-12-16 16:45:00,6.59
17.48,45.84,2.13,6.44,13.71,0.68,8.57,14.24,34.22,63.84,155.42,2024-12-16 17:00:00,7.24
16.96,44.9,1.62,5.69,13.8,0.7,7.31,10.63,34.67,64.05,148.07,2024-12-16 17:15:00,6.88
16.7,45.25,1.43,6.39,13.78,0.7,7.82,8.17,34.56,63.96,138.41,2024-12-16 17:30:00,7.57
17.88,46.6,2.32,9.08,13.58,0.79,11.4,4.26,34.1,63.69,147.91,2024-12-16 17:45:00,11.45
21.07,49.89,2.14,7.16,13.89,0.78,9.3,5.15,34.15,63.72,153.19,2024-12-16 18:00:00,8.27
24.32,53.29,3.06,9.07,13.93,0.82,12.13,2.4,34.23,63.76,143.73,2024-12-16 18:15:00,11.4
28.12,57.25,3.48,9.15,14.02,0.9,12.63,2.18,34.29,63.79,153.5,2024-12-16 18:30:00,11.56
32.68,62.83,2.9,7.45,13.39,0.87,10.36,3.25,34.35,63.83,150.34,2024-12-16 18:45:00,8.88
37.6,69.29,3.11,7.52,13.92,0.86,10.63,3.57,34.4,63.84,130.51,2024-12-16 19:00:00,9.12
41.89,74.69,3.83,10.1,13.76,0.89,13.93,1.67,34.41,63.85,140.65,2024-12-16 19:15:00,12.7
45.68,79.5,3.87,9.59,13.82,0.91,13.47,1.93,34.42,63.86,145.98,2024-12-16 19:30:00,12.26
49.74,83.84,4.15,10.12,13.75,0.91,14.27,1.78,34.46,63.88,145.01,2024-12-16 19:45:00,13.08
52.65,86.81,3.55,8.01,14.18,0.88,11.56,3.36,34.48,63.89,156.98,2024-12-16 20:00:00,9.56
53.81,89.2,3.49,7.44,13.73,0.88,10.92,3.58,34.5,63.9,150.06,2024-12-16 20:15:00,9.13
55.23,90.59,3.39,6.84,14.08,0.87,10.24,4.34,34.5,63.89,157.27,2024-12-16 20:30:00,7.98
56.16,89.86,3.63,7.71,13.51,0.89,11.34,2.88,34.52,63.91,142.77,2024-12-16 20:45:00,9.56
56.16,89.28,3.65,8.2,13.94,0.91,11.85,2.16,34.53,63.91,153.12,2024-12-16 21:00:00,9.8
56.07,88.47,3.34,7.25,13.9,0.88,10.59,2.37,34.56,63.93,156.87,2024-12-16 21:15:00,8.13
54.96,87.69,4.67,10.16,14.0,0.96,14.84,0.31,34.55,63.92,121.43,2024-12-16 21:30:00,13.65
54.21,87.38,4.43,9.66,13.88,0.98,14.09,0.49,34.53,63.91,119.21,2024-12-16 21:45:00,12.91
54.97,87.11,4.17,9.28,13.65,0.97,13.46,0.89,34.53,63.91,138.6,2024-12-16 22:00:00,11.98
56.27,87.35,4.74,10.28,13.86,1.0,15.02,0.11,34.52,63.9,151.22,2024-12-16 22:15:00,13.72
57.48,88.78,4.35,8.55,13.72,0.99,12.9,0.38,34.52,63.9,166.21,2024-12-16 22:30:00,11.41
58.39,92.53,3.81,6.6,13.84,0.99,10.41,0.7,34.55,63.92,150.46,2024-12-16 22:45:00,8.42
60.56,97.71,3.53,6.66,13.62,0.97,10.19,0.82,34.55,63.91,144.58,2024-12-16 23:00:00,7.98
62.44,103.36,4.89,9.39,13.99,1.0,14.29,0.42,34.56,63.92,118.84,2024-12-16 23:15:00,13.01
64.03,108.89,3.88,7.1,14.03,0.98,10.97,0.89,34.56,63.92,147.09,2024-12-16 23:30:00,8.82
65.56,111.37,4.3,7.67,13.84,1.0,11.97,0.86,34.57,63.93,126.87,2024-12-16 23:45:00,10.64
66.07,112.68,4.74,8.75,13.98,1.0,13.5,0.38,34.58,63.93,124.47,2024-12-17 00:00:00,12.06
66.84,113.55,4.78,8.93,13.84,0.99,13.71,0.34,34.58,63.93,118.34,2024-12-17 00:15:00,12.27
67.47,114.18,5.52,10.0,13.48,0.98,15.52,0.27,34.6,63.95,49.99,2024-12-17 00:30:00,14.52
67.69,111.52,5.34,9.81,13.6,0.98,15.14,0.36,34.6,63.95,81.14,2024-12-17 00:45:00,14.47
68.2,108.63,5.9,11.57,13.77,0.97,17.47,0.22,34.61,63.95,73.87,2024-12-17 01:00:00,16.65
70.07,107.92,4.72,8.88,13.6,0.96,13.6,0.96,34.62,63.96,104.47,2024-12-17 01:15:00,11.95
72.25,104.84,4.43,7.94,13.56,0.95,12.38,1.51,34.63,63.96,115.77,2024-12-17 01:30:00,10.35
73.31,100.05,4.26,7.9,13.68,0.94,12.16,1.6,34.65,63.97,115.08,2024-12-17 01:45:00,10.01
73.84,95.86,5.68,10.55,13.71,0.96,16.23,0.17,34.64,63.97,122.06,2024-12-17 02:00:00,15.31
74.78,92.0,6.18,10.99,13.41,0.95,17.16,0.11,34.64,63.96,106.22,2024-12-17 02:15:00,16.59
73.84,89.27,5.58,9.0,13.83,0.95,14.58,0.11,34.66,63.98,64.74,2024-12-17 02:30:00,13.25
72.12,87.11,4.68,7.15,13.86,0.94,11.83,1.23,34.68,63.99,42.6,2024-12-17 02:45:00,9.85
69.41,85.01,4.24,6.57,14.02,0.93,10.81,2.11,34.69,64.0,100.16,2024-12-17 03:00:00,8.36
67.17,82.61,4.64,7.94,13.94,0.92,12.58,0.81,34.69,63.99,109.67,2024-12-17 03:15:00,10.38
64.77,80.39,4.43,7.43,13.71,0.92,11.86,2.09,34.69,63.99,116.83,2024-12-17 03:30:00,9.55
61.03,79.23,3.99,5.54,13.49,0.91,9.53,4.58,34.69,63.99,109.88,2024-12-17 03:45:00,6.91
58.24,78.23,4.51,7.66,13.54,0.91,12.17,1.29,34.7,64.0,88.69,2024-12-17 04:00:00,9.83
56.2,77.09,4.37,7.31,13.85,0.91,11.67,0.85,34.71,64.0,85.78,2024-12-17 04:15:00,9.34
54.96,75.07,4.15,6.86,13.65,0.91,11.01,1.7,34.72,64.01,58.04,2024-12-17 04:30:00,8.28
54.37,73.26,4.19,6.44,13.6,0.9,10.63,1.66,34.73,64.02,74.08,2024-12-17 04:45:00,7.92
54.02,71.1,4.06,6.32,13.76,0.91,10.38,1.85,34.75,64.03,90.8,2024-12-17 05:00:00,7.73
53.99,69.06,4.05,6.05,13.87,0.96,10.1,2.44,34.75,64.02,119.7,2024-12-17 05:15:00,7.46
53.95,67.5,4.78,7.91,13.43,0.91,12.69,0.54,34.74,64.02,72.5,2024-12-17 05:30:00,10.35
53.53,66.22,4.31,6.62,13.94,0.9,10.93,1.24,34.75,64.03,57.08,2024-12-17 05:45:00,8.15
52.83,65.37,4.01,5.42,13.49,0.88,9.43,2.17,34.76,64.04,58.3,2024-12-17 06:00:00,6.47
51.68,63.33,4.22,6.52,13.52,0.89,10.74,0.96,34.77,64.04,61.69,2024-12-17 06:15:00,8.04
50.82,61.07,4.33,6.58,13.58,0.89,10.91,0.76,34.79,64.05,80.66,2024-12-17 06:30:00,8.04
49.95,59.59,4.9,7.64,13.47,0.9,12.54,0.35,34.78,64.05,89.1,2024-12-17 06:45:00,10.05
49.3,59.89,4.47,5.6,13.68,0.89,10.07,0.94,34.77,64.06,87.76,2024-12-17 07:00:00,7.46
48.04,60.48,4.45,5.97,13.88,0.91,10.42,0.87,34.72,64.06,99.72,2024-12-17 07:15:00,7.66
46.5,59.86,4.56,6.2,13.78,0.89,10.76,0.99,34.6,64.05,96.28,2024-12-17 07:30:00,8.11
46.81,58.81,4.59,6.82,13.5,0.94,11.41,0.88,34.5,64.05,114.19,2024-12-17 07:45:00,8.85
47.13,59.19,4.97,7.68,13.63,0.96,12.65,1.07,34.4,64.05,111.34,2024-12-17 08:00:00,10.34
46.24,59.26,4.35,5.92,13.41,0.94,10.27,3.29,34.3,64.05,105.1,2024-12-17 08:15:00,7.35
43.62,59.19,4.08,5.44,14.19,0.9,9.52,4.24,34.24,64.07,103.13,2024-12-17 08:30:00,6.56
40.0,58.84,4.05,5.87,13.74,0.92,9.92,4.86,34.16,64.08,120.74,2024-12-17 08:45:00,6.88
38.29,57.65,3.9,4.96,13.62,0.91,8.86,7.09,34.07,64.08,130.09,2024-12-17 09:00:00,5.66
38.76,57.31,3.67,4.34,13.6,0.89,8.01,9.31,33.96,64.06,122.15,2024-12-17 09:15:00,4.76
40.72,56.63,3.51,4.65,13.86,0.89,8.16,8.83,33.87,64.05,118.0,2024-12-17 09:30:00,4.99
44.06,55.92,3.45,4.91,13.94,0.91,8.36,8.3,33.75,64.03,122.34,2024-12-17 09:45:00,5.01
47.1,56.88,3.35,4.83,13.89,0.88,8.17,8.28,33.66,64.02,132.03,2024-12-17 10:00:00,4.79
48.96,58.33,3.14,6.41,13.65,0.8,9.55,15.03,34.17,64.31,137.72,2024-12-17 10:15:00,6.15
49.13,59.46,3.19,7.44,13.63,0.75,10.63,16.54,34.28,64.5,107.96,2024-12-17 10:30:00,6.89
47.42,60.17,2.9,7.19,13.82,0.74,10.1,17.76,34.17,64.45,134.45,2024-12-17 10:45:00,6.51
44.55,59.71,2.51,6.32,13.56,0.72,8.83,19.9,33.88,64.12,143.3,2024-12-17 11:00:00,5.54
42.01,58.51,2.13,6.76,13.99,0.67,8.89,18.58,33.83,63.75,138.31,2024-12-17 11:15:00,6.34
40.05,56.35,1.76,4.75,13.69,0.65,6.5,21.02,33.71,64.07,150.8,2024-12-17 11:30:00,4.39
38.52,54.27,1.49,4.58,13.18,0.61,6.07,21.32,33.59,63.23,142.83,2024-12-17 11:45:00,4.15
36.54,52.73,1.59,4.34,13.35,0.59,5.93,13.92,33.48,62.42,156.15,2024-12-17 12:00:00,3.83
36.72,52.48,1.6,3.57,13.33,0.57,5.18,12.51,33.43,61.43,156.69,2024-12-17 12:15:00,2.88
36.89,52.51,1.68,3.44,13.6,0.6,5.12,11.81,33.49,60.64,152.11,2024-12-17 12:30:00,2.67
36.75,50.59,1.39,3.01,13.43,0.6,4.4,10.11,33.52,60.01,166.75,2024-12-17 12:45:00,2.86
35.59,45.57,0.91,3.75,13.19,0.6,4.66,11.1,33.37,59.29,147.12,2024-12-17 13:00:00,4.04
35.14,41.06,0.72,3.66,13.46,0.61,4.38,11.29,33.31,58.64,146.8,2024-12-17 13:15:00,4.43
36.32,39.13,0.6,3.4,13.23,0.6,4.0,9.39,33.52,59.52,148.51,2024-12-17 13:30:00,4.57
38.71,39.29,0.82,3.4,13.04,0.57,4.21,8.46,33.68,60.4,159.71,2024-12-17 13:45:00,4.56
,,1.1,3.55,13.43,0.56,4.65,11.49,33.68,60.32,155.62,2024-12-17 14:00:00,4.72
,,1.04,3.83,13.27,0.55,4.86,12.19,33.53,60.17,149.81,2024-12-17 14:15:00,4.58
,,1.13,3.61,13.25,0.56,4.73,9.44,33.41,59.25,170.11,2024-12-17 14:30:00,4.86
,,1.0,3.38,13.46,0.58,4.38,9.45,33.44,58.81,141.31,2024-12-17 14:45:00,5.11
,,1.06,3.43,13.42,0.55,4.5,10.78,33.74,60.92,143.35,2024-12-17 15:00:00,5.1
,,1.1,4.29,13.5,0.54,5.39,12.95,33.72,60.9,135.44,2024-12-17 15:15:00,5.56
,,1.13,4.21,13.76,0.55,5.34,10.0,33.9,61.06,143.49,2024-12-17 15:30:00,5.49
32.71,33.0,1.02,3.78,13.71,0.56,4.8,9.81,34.39,63.36,152.39,2024-12-17 15:45:00,4.48
30.48,31.94,1.09,3.13,13.47,0.56,4.22,11.24,34.25,64.19,143.13,2024-12-17 16:00:00,4.15
28.21,31.28,1.14,3.06,13.55,0.56,4.2,11.57,34.3,64.18,158.23,2024-12-17 16:15:00,4.38
26.23,30.59,0.95,3.37,13.6,0.58,4.32,12.55,34.26,64.04,163.73,2024-12-17 16:30:00,5.01
24.66,29.3,0.86,5.01,13.59,0.56,5.87,16.19,34.41,64.02,169.72,2024-12-17 16:45:00,6.56
24.48,28.96,1.0,4.71,13.43,0.54,5.71,10.16,34.59,64.04,159.68,2024-12-17 17:00:00,6.43
25.14,28.97,1.13,4.38,13.6,0.55,5.52,9.26,34.59,64.04,164.59,2024-12-17 17:15:00,6.19
25.04,28.75,1.45,6.53,13.43,0.59,7.98,8.02,34.11,63.74,151.99,2024-12-17 17:30:00,7.89
23.78,29.73,2.22,7.55,13.4,0.64,9.77,3.79,34.09,63.72,151.73,2024-12-17 17:45:00,9.18
22.36,30.5,2.21,6.03,13.43,0.69,8.25,4.98,34.22,63.78,147.02,2024-12-17 18:00:00,6.8
22.77,30.73,2.68,6.23,13.35,0.72,8.92,3.54,34.32,63.84,148.72,2024-12-17 18:15:00,7.43
24.34,31.53,2.99,7.18,13.29,0.74,10.17,1.76,34.39,63.87,140.34,2024-12-17 18:30:00,8.65
24.98,32.55,3.49,7.25,13.79,0.79,10.74,1.69,34.42,63.87,163.85,2024-12-17 18:45:00,9.54
27.03,34.46,4.01,8.23,13.77,0.74,12.24,0.95,34.51,63.92,175.06,2024-12-17 19:00:00,11.24
30.29,36.29,3.41,7.21,13.58,0.75,10.62,1.4,34.56,63.95,141.62,2024-12-17 19:15:00,9.1
28.5,38.41,3.59,7.14,13.72,0.74,10.72,1.65,34.6,63.98,145.13,2024-12-17 19:30:00,9.38
27.27,40.85,3.98,8.53,13.64,0.78,12.52,0.86,34.62,63.99,128.21,2024-12-17 19:45:00,11.3
27.96,44.4,3.35,6.45,13.9,0.77,9.8,1.53,34.62,63.98,131.86,2024-12-17 20:00:00,8.05
29.79,46.63,3.14,5.75,13.5,0.78,8.89,2.31,34.63,63.99,147.98,2024-12-17 20:15:00,7.07
31.14,48.45,3.39,6.06,13.72,0.81,9.45,2.11,34.66,64.0,156.88,2024-12-17 20:30:00,7.36
31.43,50.22,3.07,5.09,13.52,0.81,8.16,3.01,34.66,64.01,182.04,2024-12-17 20:45:00,6.05
30.8,52.44,3.27,5.44,13.57,0.8,8.71,1.66,34.68,64.02,174.94,2024-12-17 21:00:00,6.49
30.11,53.6,3.74,6.54,13.59,0.82,10.28,1.15,34.69,64.03,147.1,2024-12-17 21:15:00,8.51
28.59,54.84,3.17,4.86,13.72,0.83,8.03,1.81,34.69,64.02,172.4,2024-12-17 21:30:00,5.76
28.11,55.19,3.28,4.91,13.44,0.85,8.19,1.86,34.69,64.02,141.93,2024-12-17 21:45:00,5.86
28.18,54.15,4.06,7.26,13.22,0.91,11.33,0.84,34.7,64.02,87.72,2024-12-17 22:00:00,9.95
30.92,53.18,5.58,10.42,13.47,0.93,16.0,0.52,34.71,64.03,82.18,2024-12-17 22:15:00,15.59
34.59,53.99,6.25,11.21,13.75,0.97,17.46,0.54,34.72,64.04,114.67,2024-12-17 22:30:00,17.78
36.74,56.92,5.84,10.5,13.66,0.98,16.34,0.49,34.73,64.05,111.62,2024-12-17 22:45:00,16.46
37.66,60.26,6.35,11.43,13.76,0.94,17.78,0.45,34.73,64.06,69.76,2024-12-17 23:00:00,17.75
37.06,63.21,5.34,9.2,13.48,0.93,14.54,0.39,34.74,64.07,20.45,2024-12-17 23:15:00,13.75
36.36,65.63,4.63,7.65,13.55,0.9,12.28,0.2,34.73,64.04,113.86,2024-12-17 23:30:00,10.87
36.47,67.73,4.6,7.48,13.59,0.92,12.08,0.33,34.74,64.05,163.76,2024-12-17 23:45:00,10.43
36.17,68.34,4.39,6.8,13.71,0.91,11.19,0.47,34.72,64.03,176.71,2024-12-18 00:00:00,9.6
35.01,68.72,4.31,6.24,13.52,0.91,10.55,0.38,34.73,64.04,178.18,2024-12-18 00:15:00,8.67
37.57,68.91,4.22,5.66,13.88,0.91,9.89,0.43,34.74,64.05,140.5,2024-12-18 00:30:00,8.15
40.53,68.26,5.07,8.36,13.96,0.93,13.43,0.28,34.77,64.07,36.34,2024-12-18 00:45:00,12.33
42.54,68.34,5.78,9.37,13.8,0.95,15.15,0.29,34.76,64.06,60.64,2024-12-18 01:00:00,14.53
44.62,69.15,5.28,8.53,13.67,0.94,13.81,0.31,34.77,64.07,56.14,2024-12-18 01:15:00,12.6
46.0,69.67,5.12,8.51,13.55,0.94,13.63,0.24,34.78,64.07,100.56,2024-12-18 01:30:00,12.37
46.76,69.07,4.78,7.29,13.56,0.94,12.07,0.44,34.77,64.07,132.12,2024-12-18 01:45:00,10.47
47.23,67.07,5.03,7.48,13.6,0.95,12.51,0.25,34.78,64.07,95.12,2024-12-18 02:00:00,11.16
46.41,66.71,4.8,7.15,13.78,0.94,11.95,0.48,34.81,64.09,35.78,2024-12-18 02:15:00,10.35
45.29,65.4,5.13,8.44,13.56,0.93,13.58,0.33,34.8,64.08,56.59,2024-12-18 02:30:00,11.93
44.75,63.99,4.55,7.03,13.9,0.92,11.58,0.74,34.79,64.08,41.22,2024-12-18 02:45:00,9.48
43.72,61.78,4.86,7.42,13.79,0.92,12.29,0.26,34.8,64.09,46.49,2024-12-18 03:00:00,10.62
44.03,59.18,4.95,8.17,13.51,0.93,13.11,0.37,34.81,64.1,36.11,2024-12-18 03:15:00,11.6
46.43,56.86,4.86,7.76,13.63,0.92,12.62,0.46,34.81,64.09,86.18,2024-12-18 03:30:00,10.93
47.14,54.96,5.27,8.05,13.53,0.92,13.32,0.36,34.77,64.06,63.72,2024-12-18 03:45:00,12.17
46.72,53.59,4.96,7.2,13.16,0.92,12.17,0.19,34.75,64.05,70.08,2024-12-18 04:00:00,10.71
46.07,52.79,4.91,7.06,13.34,0.93,11.97,0.22,34.75,64.05,55.73,2024-12-18 04:15:00,10.41
46.93,52.91,4.92,6.69,13.64,0.92,11.61,0.16,34.74,64.04,56.46,2024-12-18 04:30:00,10.39
48.65,53.1,5.38,8.21,13.4,0.91,13.59,0.06,34.72,64.03,99.41,2024-12-18 04:45:00,12.36
49.5,55.12,5.85,8.97,13.46,0.92,14.83,0.24,34.71,64.01,115.79,2024-12-18 05:00:00,13.91
49.11,54.6,5.56,8.44,13.56,0.91,14.0,0.09,34.68,63.99,92.28,2024-12-18 05:15:00,12.97
47.91,52.21,5.26,7.48,13.4,0.89,12.74,0.16,34.69,64.0,48.55,2024-12-18 05:30:00,11.25
44.69,51.87,4.94,7.1,13.78,0.9,12.04,0.19,34.71,64.02,66.07,2024-12-18 05:45:00,10.6
41.92,51.04,4.98,7.09,13.69,0.88,12.07,0.31,34.72,64.02,40.94,2024-12-18 06:00:00,10.42
38.02,49.44,5.19,7.66,13.59,0.88,12.84,0.11,34.72,64.03,45.08,2024-12-18 06:15:00,11.47
32.68,47.12,5.29,7.93,13.65,0.9,13.22,0.24,34.72,64.03,51.01,2024-12-18 06:30:00,12.01
22.33,45.53,4.98,6.78,13.57,0.88,11.76,0.21,34.71,64.04,54.53,2024-12-18 06:45:00,10.15
13.07,45.0,5.54,8.17,13.73,0.88,13.71,0.19,34.69,64.05,66.68,2024-12-18 07:00:00,12.72
7.22,42.89,5.74,8.36,13.72,0.87,14.11,0.23,34.64,64.05,49.41,2024-12-18 07:15:00,13.1
2.42,41.28,5.12,7.65,13.58,0.86,12.77,0.38,34.55,64.04,49.24,2024-12-18 07:30:00,11.16
0.08,40.06,5.17,7.52,13.51,0.87,12.68,0.53,34.44,64.05,55.81,2024-12-18 07:45:00,11.03
,38.98,4.84,6.37,13.73,0.86,11.22,1.15,34.4,64.08,57.8,2024-12-18 08:00:00,9.38
,38.1,4.59,6.01,13.8,0.86,10.59,1.43,34.2,63.99,80.06,2024-12-18 08:15:00,8.79
,35.94,4.48,5.97,13.36,0.85,10.45,1.49,33.92,63.96,109.48,2024-12-18 08:30:00,8.99
,35.24,4.57,6.52,13.86,0.88,11.09,2.21,33.78,63.94,128.13,2024-12-18 08:45:00,9.8
,35.07,4.36,6.81,13.64,0.85,11.17,2.62,33.66,63.94,104.77,2024-12-18 09:00:00,10.05
,35.53,4.13,6.17,13.61,0.84,10.3,3.27,33.57,63.9,140.39,2024-12-18 09:15:00,8.86
,37.67,3.69,5.64,13.42,0.81,9.33,6.42,33.61,63.92,127.86,2024-12-18 09:30:00,7.56
,38.72,2.68,5.56,13.53,0.73,8.24,10.1,33.6,63.93,109.71,2024-12-18 09:45:00,5.61
,39.48,2.48,5.15,13.41,0.7,7.63,13.18,33.55,63.94,140.65,2024-12-18 10:00:00,5.23
,37.99,2.09,5.02,13.31,0.66,7.11,10.19,33.78,64.18,142.19,2024-12-18 10:15:00,5.18
,34.88,2.01,3.48,13.41,0.6,5.48,7.84,33.99,64.25,132.85,2024-12-18 10:30:00,3.72
,32.77,2.05,3.73,13.49,0.59,5.78,8.05,33.9,64.24,146.48,2024-12-18 10:45:00,3.76
,31.91,2.15,3.85,13.47,0.56,6.0,6.44,33.79,64.26,138.39,2024-12-18 11:00:00,3.8
,32.55,2.09,3.26,13.17,0.53,5.35,6.95,33.84,64.22,131.91,2024-12-18 11:15:00,2.64
0.29,33.71,2.23,2.82,13.17,0.53,5.05,7.49,34.29,64.12,143.46,2024-12-18 11:30:00,2.35
3.5,34.46,2.2,3.06,13.15,0.53,5.26,11.66,33.91,64.33,156.84,2024-12-18 11:45:00,2.52
6.51,34.83,2.22,5.28,13.12,0.55,7.5,19.03,33.74,63.45,132.38,2024-12-18 12:00:00,5.42
7.78,34.91,2.1,4.54,12.99,0.55,6.64,18.95,33.84,62.36,121.52,2024-12-18 12:15:00,4.63
8.51,36.11,2.12,4.01,12.73,0.51,6.13,11.77,33.79,62.22,125.63,2024-12-18 12:30:00,3.66
8.66,37.43,2.19,4.94,12.77,0.55,7.13,21.38,33.94,61.67,146.78,2024-12-18 12:45:00,4.58
8.2,38.07,1.96,3.46,13.23,0.54,5.42,23.92,33.59,60.98,107.99,2024-12-18 13:00:00,3.59
8.5,37.67,1.75,3.71,12.82,0.53,5.46,23.63,33.51,59.14,95.8,2024-12-18 13:15:00,3.49
8.82,37.13,1.86,3.83,13.13,0.53,5.69,24.71,34.0,60.04,143.12,2024-12-18 13:30:00,4.01
9.56,37.12,2.07,3.99,12.87,0.51,6.07,14.91,33.88,62.63,114.48,2024-12-18 13:45:00,4.04
11.25,36.58,2.16,3.42,12.92,0.48,5.58,11.17,34.05,60.02,156.78,2024-12-18 14:00:00,3.52
12.92,36.28,2.15,2.92,12.8,0.46,5.07,11.55,34.51,61.41,120.63,2024-12-18 14:15:00,2.86
13.6,35.78,2.13,2.14,12.97,0.46,4.28,11.5,33.93,59.2,147.16,2024-12-18 14:30:00,2.27
13.92,35.2,2.1,1.97,13.23,0.46,4.07,10.38,34.33,58.24,142.25,2024-12-18 14:45:00,2.15
14.98,34.03,1.88,2.51,13.34,0.46,4.39,18.44,33.89,57.95,149.51,2024-12-18 15:00:00,2.78
15.44,32.75,1.51,3.11,13.16,0.47,4.63,19.26,33.76,58.73,155.62,2024-12-18 15:15:00,3.81
16.82,32.64,1.6,3.37,13.28,0.47,4.97,16.12,34.2,61.05,169.77,2024-12-18 15:30:00,4.64
19.44,32.71,1.78,3.51,13.23,0.45,5.29,11.17,34.64,63.23,174.17,2024-12-18 15:45:00,5.04
21.26,33.81,1.87,4.16,13.18,0.47,6.03,10.75,34.54,63.99,162.6,2024-12-18 16:00:00,5.6
22.02,35.1,1.92,4.91,13.13,0.47,6.82,11.46,34.69,63.86,167.25,2024-12-18 16:15:00,6.18
21.05,36.49,1.97,5.09,13.23,0.48,7.05,11.81,34.7,63.95,171.27,2024-12-18 16:30:00,6.48
21.74,36.75,1.93,4.14,13.62,0.48,6.07,12.94,34.79,63.85,168.69,2024-12-18 16:45:00,5.39
22.12,37.11,2.06,4.45,13.53,0.48,6.51,11.84,34.85,63.98,179.0,2024-12-18 17:00:00,5.77
22.01,36.78,1.98,3.85,13.5,0.47,5.83,11.82,34.89,64.07,121.61,2024-12-18 17:15:00,5.14
21.34,35.96,2.08,4.09,13.22,0.48,6.17,14.63,34.8,64.14,180.6,2024-12-18 17:30:00,5.35
20.85,35.87,2.28,3.89,13.46,0.5,6.16,11.8,34.65,64.11,177.03,2024-12-18 17:45:00,5.07
22.27,37.41,2.48,4.03,13.34,0.5,6.51,7.16,34.65,64.11,146.95,2024-12-18 18:00:00,5.29
23.59,41.24,2.76,5.41,13.65,0.51,8.17,5.74,34.64,64.11,58.2,2024-12-18 18:15:00,7.2
26.43,45.0,2.69,4.89,13.54,0.46,7.58,5.56,34.73,64.15,61.65,2024-12-18 18:30:00,6.23
28.65,47.62,2.78,4.93,14.29,0.48,7.71,6.06,34.75,64.16,136.49,2024-12-18 18:45:00,6.14
29.69,49.45,3.54,7.81,14.36,0.58,11.35,2.28,34.75,64.16,134.61,2024-12-18 19:00:00,10.45
29.01,51.23,3.8,8.12,14.5,0.54,11.91,1.61,34.68,64.13,56.6,2024-12-18 19:15:00,11.53
31.07,53.21,3.9,8.71,14.39,0.56,12.61,0.95,34.65,64.11,101.55,2024-12-18 19:30:00,12.46
34.27,55.29,4.1,8.9,14.86,0.56,13.0,0.65,34.56,64.06,75.87,2024-12-18 19:45:00,13.33
37.7,57.76,4.27,9.26,14.32,0.53,13.53,0.63,34.43,63.98,107.71,2024-12-18 20:00:00,14.9
41.49,61.54,4.28,10.14,14.66,0.58,14.41,0.58,34.44,63.99,145.8,2024-12-18 20:15:00,15.7
44.21,65.32,4.36,9.35,14.91,0.59,13.7,1.4,34.55,64.06,151.17,2024-12-18 20:30:00,14.13
45.1,68.6,4.03,7.85,14.82,0.58,11.89,1.15,34.56,64.06,181.34,2024-12-18 20:45:00,12.0
44.95,70.91,3.32,5.49,14.87,0.56,8.81,2.79,34.59,64.07,170.89,2024-12-18 21:00:00,8.31
44.31,70.41,3.28,4.96,14.82,0.56,8.24,3.07,34.6,64.08,183.83,2024-12-18 21:15:00,7.81
42.3,68.88,3.32,5.15,15.2,0.56,8.46,1.78,34.6,64.08,170.89,2024-12-18 21:30:00,8.24
39.37,67.34,3.81,7.59,15.36,0.57,11.41,0.54,34.67,64.11,177.43,2024-12-18 21:45:00,11.5
38.01,65.72,3.89,7.68,15.22,0.61,11.57,0.6,34.66,64.1,170.84,2024-12-18 22:00:00,11.49
36.6,63.75,3.79,7.85,15.3,0.61,11.63,0.6,34.68,64.12,172.07,2024-12-18 22:15:00,11.64
36.15,63.18,3.72,7.16,14.9,0.62,10.88,0.39,34.69,64.13,177.1,2024-12-18 22:30:00,10.69
35.87,63.03,4.28,8.44,14.94,0.64,12.72,0.43,34.78,64.18,87.74,2024-12-18 22:45:00,12.95
36.09,62.3,3.99,7.06,15.02,0.64,11.05,1.22,34.83,64.2,104.06,2024-12-18 23:00:00,10.48
37.22,62.14,3.5,5.89,14.98,0.65,9.39,2.03,34.74,64.15,184.04,2024-12-18 23:15:00,8.72
38.55,61.72,3.31,5.09,14.85,0.63,8.4,4.11,34.78,64.17,184.03,2024-12-18 23:30:00,7.15
40.37,60.71,3.32,4.94,14.93,0.62,8.26,3.96,34.79,64.18,178.57,2024-12-18 23:45:00,6.92
41.47,60.56,3.4,5.26,15.18,0.63,8.65,2.94,34.87,64.22,87.27,2024-12-19 00:00:00,7.18
41.91,61.0,3.62,5.92,14.84,0.63,9.54,1.7,34.94,64.27,49.89,2024-12-19 00:15:00,7.85
42.65,62.44,3.83,6.03,14.78,0.63,9.86,1.35,34.92,64.25,48.83,2024-12-19 00:30:00,8.46
