pm2.5,pm10,no,no2,so2,nox,timestamp
29.51,43.17,23.86,22.0,22.9,24.7,2024-12-18 08:30:00
29.54,42.31,24.2,21.98,21.12,25.13,2024-12-18 08:45:00
31.46,37.03,24.14,21.4,20.8,26.09,2024-12-18 09:00:00
29.96,38.46,24.05,22.1,23.4,25.43,2024-12-18 09:15:00
30.68,32.86,24.03,21.97,22.54,25.25,2024-12-18 09:30:00
32.32,38.96,23.97,21.91,23.05,25.36,2024-12-18 09:45:00
32.28,40.3,24.1,22.41,23.58,25.67,2024-12-18 10:00:00
31.16,41.69,23.99,22.24,22.52,25.65,2024-12-18 10:15:00
31.02,40.34,23.86,22.95,22.91,25.76,2024-12-18 10:30:00
29.96,37.65,24.25,21.0,22.71,25.56,2024-12-18 10:45:00
29.75,40.05,23.93,22.29,21.94,25.65,2024-12-18 11:00:00
29.99,42.42,24.07,21.57,22.62,25.75,2024-12-18 11:15:00
30.14,38.39,24.02,22.05,20.98,25.18,2024-12-18 11:30:00
32.21,38.77,23.72,22.3,22.45,25.47,2024-12-18 11:45:00
28.41,39.36,24.01,21.75,23.26,25.25,2024-12-18 12:00:00
33.54,41.73,23.91,22.2,22.31,25.8,2024-12-18 12:15:00
30.19,42.39,24.14,21.85,22.6,25.51,2024-12-18 12:30:00
30.9,42.39,23.9,22.38,23.2,25.66,2024-12-18 12:45:00
29.62,42.05,23.96,21.52,23.37,25.23,2024-12-18 13:00:00
31.5,39.37,24.01,21.63,22.07,25.51,2024-12-18 13:15:00
32.47,38.49,24.1,21.53,22.57,25.48,2024-12-18 13:30:00
30.29,40.1,24.03,21.56,20.71,25.75,2024-12-18 13:45:00
30.15,37.06,23.97,21.49,23.48,25.11,2024-12-18 14:00:00
31.56,37.81,23.89,21.48,21.43,25.8,2024-12-18 14:15:00
32.14,41.83,24.18,22.28,22.78,25.52,2024-12-18 14:30:00
29.68,41.5,23.87,22.66,22.35,25.51,2024-12-18 14:45:00
28.15,40.75,23.89,22.17,21.1,24.96,2024-12-18 15:00:00
30.8,35.41,24.03,21.74,21.27,25.59,2024-12-18 15:15:00
31.3,41.35,24.0,21.94,21.95,25.65,2024-12-18 15:30:00
30.75,40.68,24.02,22.23,22.6,25.98,2024-12-18 15:45:00
34.55,40.72,23.82,21.98,21.74,25.52,2024-12-18 16:00:00
30.51,38.53,23.87,21.69,23.41,25.32,2024-12-18 16:15:00
30.94,41.92,24.16,22.06,22.88,25.4,2024-12-18 16:30:00
31.17,37.73,24.07,21.93,21.15,26.15,2024-12-18 16:45:00
31.12,38.89,23.94,21.18,24.66,25.73,2024-12-18 17:00:00
30.28,39.86,24.04,22.62,21.6,25.82,2024-12-18 17:15:00
31.04,42.54,24.15,21.15,24.0,25.58,2024-12-18 17:30:00
31.0,38.01,23.99,22.59,21.8,26.0,2024-12-18 17:45:00
31.78,43.39,24.1,22.21,21.17,25.71,2024-12-18 18:00:00
30.31,42.17,24.14,21.9,22.45,25.56,2024-12-18 18:15:00
30.78,38.61,23.99,22.78,22.71,25.78,2024-12-18 18:30:00
30.88,38.53,23.83,22.67,22.06,24.96,2024-12-18 18:45:00
29.97,39.21,24.06,21.41,22.37,25.58,2024-12-18 19:00:00
30.8,41.83,23.87,21.58,24.48,25.88,2024-12-18 19:15:00
30.97,39.72,24.12,21.74,21.14,25.56,2024-12-18 19:30:00
30.13,44.34,23.93,21.25,24.05,24.98,2024-12-18 19:45:00
31.64,40.78,24.06,22.34,23.9,25.67,2024-12-18 20:00:00
31.65,38.47,23.84,22.14,22.15,25.44,2024-12-18 20:15:00
32.99,44.54,24.14,21.87,23.13,24.66,2024-12-18 20:30:00
32.44,38.98,23.94,22.45,22.21,25.53,2024-12-18 20:45:00
31.73,37.61,23.99,21.83,21.43,25.52,2024-12-18 21:00:00
31.09,41.01,23.91,22.02,22.11,25.9,2024-12-18 21:15:00
31.44,39.95,23.89,21.54,22.44,25.06,2024-12-18 21:30:00
33.22,38.88,23.97,21.93,22.68,24.92,2024-12-18 21:45:00
31.75,41.72,23.88,21.84,21.67,25.82,2024-12-18 22:00:00
32.03,41.83,23.9,22.13,22.03,25.37,2024-12-18 22:15:00
29.96,37.36,24.08,22.57,24.26,25.45,2024-12-18 22:30:00
32.83,35.93,24.09,21.38,19.82,25.5,2024-12-18 22:45:00
33.1,38.87,24.07,22.14,21.85,25.47,2024-12-18 23:00:00
31.85,42.45,24.08,22.06,22.95,25.31,2024-12-18 23:15:00
30.32,38.49,24.28,22.07,20.99,25.66,2024-12-18 23:30:00
31.11,39.67,23.92,21.62,22.68,25.39,2024-12-18 23:45:00
30.92,44.18,24.01,22.27,23.99,25.14,2024-12-19 00:00:00
32.27,42.36,24.11,21.36,21.53,25.38,2024-12-19 00:15:00
30.36,38.03,23.96,22.86,23.65,25.67,2024-12-19 00:30:00
29.68,38.1,23.95,22.38,23.2,25.69,2024-12-19 00:45:00
33.23,38.34,24.07,21.99,22.72,25.66,2024-12-19 01:00:00
30.97,40.02,24.06,21.93,22.59,25.49,2024-12-19 01:15:00
30.42,34.78,24.13,22.16,23.71,25.38,2024-12-19 01:30:00
31.71,41.53,24.28,22.27,23.54,25.08,2024-12-19 01:45:00
31.83,40.23,24.32,22.29,23.66,25.18,2024-12-19 02:00:00
32.14,41.72,24.12,22.14,23.27,25.36,2024-12-19 02:15:00
31.01,45.86,24.24,22.21,23.79,25.65,2024-12-19 02:30:00
31.06,38.44,24.02,21.88,22.86,25.53,2024-12-19 02:45:00
32.98,42.94,24.05,22.32,25.91,25.32,2024-12-19 03:00:00
30.42,38.29,24.06,21.92,22.83,24.91,2024-12-19 03:15:00
29.52,41.52,23.67,21.85,20.4,25.01,2024-12-19 03:30:00
30.54,45.41,24.0,22.88,22.72,25.31,2024-12-19 03:45:00
30.5,41.75,24.22,21.26,22.29,25.52,2024-12-19 04:00:00
31.45,44.32,24.15,21.98,23.2,25.15,2024-12-19 04:15:00
30.27,39.18,24.29,22.57,24.19,25.31,2024-12-19 04:30:00
31.0,40.44,24.05,21.41,22.37,25.37,2024-12-19 04:45:00
31.27,37.19,24.1,22.04,24.26,25.89,2024-12-19 05:00:00
31.33,35.8,23.69,22.2,22.84,25.67,2024-12-19 05:15:00
31.23,38.33,24.05,21.52,25.44,25.98,2024-12-19 05:30:00
30.51,39.94,23.81,22.01,21.36,25.68,2024-12-19 05:45:00
30.26,42.02,23.8,22.16,21.36,24.77,2024-12-19 06:00:00
29.7,36.77,24.11,22.34,22.1,25.34,2024-12-19 06:15:00
31.5,39.74,24.03,21.73,23.72,25.94,2024-12-19 06:30:00
29.83,37.86,23.66,22.12,23.01,24.82,2024-12-19 06:45:00
30.52,35.17,23.95,21.62,22.87,25.88,2024-12-19 07:00:00
28.48,37.64,24.05,21.96,21.47,25.15,2024-12-19 07:15:00
29.66,38.98,24.06,22.2,23.05,25.42,2024-12-19 07:30:00
30.87,39.14,23.92,21.14,22.55,25.17,2024-12-19 07:45:00
30.76,44.87,24.08,21.7,22.66,25.62,2024-12-19 08:00:00
29.09,42.69,23.89,22.12,21.72,25.78,2024-12-19 08:15:00
28.34,38.14,24.08,21.88,22.34,25.28,2024-12-19 08:30:00
30.69,39.67,23.92,22.16,22.62,25.42,2024-12-19 08:45:00
30.0,39.66,24.16,22.91,23.5,25.46,2024-12-19 09:00:00
31.11,38.11,24.19,22.23,22.63,25.69,2024-12-19 09:15:00
29.9,38.39,23.91,21.76,21.66,25.71,2024-12-19 09:30:00
32.09,40.3,23.94,21.6,21.43,25.53,2024-12-19 09:45:00
30.97,41.67,24.17,22.48,21.65,24.94,2024-12-19 10:00:00
32.0,39.61,23.9,21.99,21.69,25.58,2024-12-19 10:15:00
31.52,40.3,23.94,21.39,23.27,25.53,2024-12-19 10:30:00
30.83,42.08,24.25,22.43,23.08,25.2,2024-12-19 10:45:00
30.01,37.03,24.06,22.52,22.3,25.59,2024-12-19 11:00:00
31.33,38.03,24.22,22.6,23.96,25.29,2024-12-19 11:15:00
31.65,41.36,23.81,22.3,23.55,25.57,2024-12-19 11:30:00
29.53,39.84,24.13,22.18,23.58,24.85,2024-12-19 11:45:00
31.79,40.54,24.01,21.34,21.77,25.62,2024-12-19 12:00:00
29.88,38.94,23.94,21.26,23.62,25.43,2024-12-19 12:15:00
30.2,39.73,23.76,21.89,21.21,26.13,2024-12-19 12:30:00
31.86,40.99,23.89,21.56,22.69,24.84,2024-12-19 12:45:00
31.38,37.11,24.1,22.19,24.34,24.61,2024-12-19 13:00:00
32.48,39.66,23.99,22.15,22.35,25.22,2024-12-19 13:15:00
31.36,42.16,24.01,22.08,20.9,25.39,2024-12-19 13:30:00
31.04,40.26,23.98,21.83,21.58,25.44,2024-12-19 13:45:00
30.29,41.72,24.05,21.8,24.5,25.3,2024-12-19 14:00:00
31.79,39.53,24.04,21.99,20.44,25.62,2024-12-19 14:15:00
31.86,40.9,23.89,21.75,23.84,25.87,2024-12-19 14:30:00
30.27,39.78,24.04,21.29,22.73,25.42,2024-12-19 14:45:00
30.97,39.38,24.23,22.35,21.16,25.37,2024-12-19 15:00:00
31.48,37.81,24.06,21.85,23.35,25.34,2024-12-19 15:15:00
31.58,43.86,23.88,22.35,22.15,25.47,2024-12-19 15:30:00
29.3,39.37,23.96,21.16,22.43,24.86,2024-12-19 15:45:00
30.56,37.08,23.72,22.7,21.48,25.9,2024-12-19 16:00:00
30.19,34.5,24.39,21.69,21.96,24.86,2024-12-19 16:15:00
31.55,34.76,24.31,22.01,22.9,25.13,2024-12-19 16:30:00
30.84,38.91,24.16,21.77,22.18,25.54,2024-12-19 16:45:00
31.11,36.06,23.81,21.72,22.05,25.45,2024-12-19 17:00:00
31.65,38.17,24.03,22.04,22.69,25.48,2024-12-19 17:15:00
30.67,38.66,24.08,22.78,21.34,25.33,2024-12-19 17:30:00
32.19,39.69,24.13,21.19,25.86,25.57,2024-12-19 17:45:00
29.68,42.14,24.0,21.73,24.55,25.16,2024-12-19 18:00:00
28.55,44.66,24.2,21.94,21.59,25.38,2024-12-19 18:15:00
32.38,41.87,24.07,21.88,24.23,25.34,2024-12-19 18:30:00
31.02,40.51,23.79,22.02,22.83,25.24,2024-12-19 18:45:00
32.07,42.66,24.06,22.05,22.45,25.88,2024-12-19 19:00:00
30.36,38.79,24.02,21.5,22.53,25.67,2024-12-19 19:15:00
32.64,39.37,23.88,21.67,21.8,25.99,2024-12-19 19:30:00
30.11,36.75,24.07,21.84,20.91,25.23,2024-12-19 19:45:00
31.78,45.22,24.06,21.88,22.23,25.52,2024-12-19 20:00:00
31.1,41.71,23.87,22.52,22.82,25.5,2024-12-19 20:15:00
31.18,41.99,24.16,21.85,23.27,25.77,2024-12-19 20:30:00
31.37,39.72,24.09,21.47,21.76,24.85,2024-12-19 20:45:00
30.81,40.9,24.03,21.11,23.76,25.39,2024-12-19 21:00:00
32.12,36.88,23.94,22.25,22.56,25.24,2024-12-19 21:15:00
31.25,40.84,24.02,21.59,23.69,25.63,2024-12-19 21:30:00
30.38,40.4,24.1,21.78,22.55,25.3,2024-12-19 21:45:00
31.92,37.49,24.07,22.21,23.88,26.01,2024-12-19 22:00:00
30.05,40.81,24.08,23.04,23.46,24.77,2024-12-19 22:15:00
33.54,37.11,24.1,22.24,22.08,25.73,2024-12-19 22:30:00
28.09,40.44,23.95,21.23,22.68,26.35,2024-12-19 22:45:00
29.5,36.38,23.86,21.76,21.27,25.68,2024-12-19 23:00:00
32.0,33.12,23.94,22.4,24.1,25.19,2024-12-19 23:15:00
36.08,37.4,23.69,22.3,22.9,25.37,2024-12-19 23:30:00
29.9,37.27,24.07,21.98,22.79,25.55,2024-12-19 23:45:00
30.43,40.26,24.0,21.25,19.85,25.39,2024-12-20 00:00:00
33.09,38.59,24.04,22.42,25.58,25.04,2024-12-20 00:15:00
29.75,44.2,24.12,22.01,22.0,25.34,2024-12-20 00:30:00
29.44,40.15,24.06,21.59,23.4,25.35,2024-12-20 00:45:00
29.92,39.44,24.02,22.34,21.79,25.27,2024-12-20 01:00:00
30.5,41.59,23.93,22.22,22.61,25.2,2024-12-20 01:15:00
29.8,42.99,23.99,21.53,21.35,25.01,2024-12-20 01:30:00
30.85,37.66,24.3,21.85,21.3,25.66,2024-12-20 01:45:00
30.99,39.09,24.33,21.51,22.16,25.69,2024-12-20 02:00:00
32.16,38.02,23.96,21.61,24.3,26.17,2024-12-20 02:15:00
31.18,41.67,24.11,21.97,22.12,25.54,2024-12-20 02:30:00
30.66,42.55,23.72,21.5,22.24,25.9,2024-12-20 02:45:00
32.05,39.24,24.11,21.44,22.45,25.18,2024-12-20 03:00:00
32.43,39.37,24.04,22.33,21.65,25.09,2024-12-20 03:15:00
30.17,41.22,23.94,21.81,22.36,25.52,2024-12-20 03:30:00
31.58,34.87,23.9,21.26,24.67,25.29,2024-12-20 03:45:00
33.71,37.87,23.95,21.97,22.9,25.32,2024-12-20 04:00:00
30.4,37.79,24.1,22.66,21.28,26.1,2024-12-20 04:15:00
30.73,45.1,23.93,21.97,23.58,25.57,2024-12-20 04:30:00
32.17,35.74,24.12,21.87,22.92,25.33,2024-12-20 04:45:00
30.29,42.39,23.79,22.09,21.67,24.97,2024-12-20 05:00:00
29.25,39.38,24.11,22.45,22.39,25.75,2024-12-20 05:15:00
30.12,40.02,23.97,21.56,21.28,25.08,2024-12-20 05:30:00
29.95,38.66,23.82,21.71,22.49,25.37,2024-12-20 05:45:00
30.73,44.32,24.0,22.28,21.7,25.18,2024-12-20 06:00:00
30.65,38.22,23.9,22.34,24.04,26.01,2024-12-20 06:15:00
33.21,38.34,23.84,21.98,21.44,25.44,2024-12-20 06:30:00
32.17,40.18,24.12,22.3,21.6,25.29,2024-12-20 06:45:00
30.69,43.33,23.85,21.74,21.73,25.39,2024-12-20 07:00:00
30.64,42.84,23.93,21.65,21.66,25.34,2024-12-20 07:15:00
32.35,38.97,24.22,21.65,22.14,25.32,2024-12-20 07:30:00
30.99,38.88,23.95,21.4,23.86,26.07,2024-12-20 07:45:00
30.42,40.37,23.69,22.12,21.92,25.12,2024-12-20 08:00:00
30.36,43.15,24.02,21.92,21.81,25.85,2024-12-20 08:15:00
31.3,35.92,23.84,21.54,23.68,25.3,2024-12-20 08:30:00
30.68,39.13,24.04,22.5,22.26,25.48,2024-12-20 08:45:00
32.14,43.96,23.95,22.75,21.97,25.39,2024-12-20 09:00:00
29.21,36.18,24.12,22.08,22.45,26.07,2024-12-20 09:15:00
29.43,39.91,23.98,22.9,22.76,25.59,2024-12-20 09:30:00
29.08,44.91,24.2,21.57,22.76,25.76,2024-12-20 09:45:00
31.86,43.0,23.7,22.05,22.37,25.72,2024-12-20 10:00:00
31.71,41.18,23.96,21.95,23.23,25.44,2024-12-20 10:15:00
28.33,36.74,23.87,22.32,20.49,25.92,2024-12-20 10:30:00
33.18,45.64,23.79,21.98,22.2,25.6,2024-12-20 10:45:00
30.95,36.41,24.13,22.53,22.64,25.35,2024-12-20 11:00:00
32.3,44.89,24.18,22.01,22.78,25.03,2024-12-20 11:15:00
32.34,42.01,23.88,21.94,22.64,25.78,2024-12-20 11:30:00
31.75,42.41,24.17,21.77,23.13,25.29,2024-12-20 11:45:00
31.76,41.11,23.74,21.54,22.12,25.78,2024-12-20 12:00:00
31.89,37.61,23.97,22.34,24.63,25.61,2024-12-20 12:15:00
30.61,42.43,24.08,21.72,21.29,25.5,2024-12-20 12:30:00
31.1,39.05,23.94,22.55,22.77,25.65,2024-12-20 12:45:00
31.36,41.12,23.93,22.36,24.61,25.03,2024-12-20 13:00:00
29.94,39.91,23.98,21.9,23.25,25.17,2024-12-20 13:15:00
30.02,36.9,23.84,21.49,20.08,25.62,2024-12-20 13:30:00
32.45,37.39,24.0,21.47,23.25,25.62,2024-12-20 13:45:00
31.58,40.16,24.08,22.33,22.15,25.03,2024-12-20 14:00:00
30.94,38.99,23.97,22.62,21.0,25.12,2024-12-20 14:15:00
31.85,37.74,24.06,21.96,23.6,25.87,2024-12-20 14:30:00
31.1,40.29,24.14,22.53,23.2,25.25,2024-12-20 14:45:00
30.7,42.75,23.66,22.38,22.82,25.85,2024-12-20 15:00:00
30.57,39.83,23.89,22.58,21.81,25.86,2024-12-20 15:15:00
32.84,41.49,23.83,21.65,22.17,25.27,2024-12-20 15:30:00
30.96,40.92,23.91,22.47,22.7,25.44,2024-12-20 15:45:00
31.23,41.2,23.93,21.89,22.71,25.3,2024-12-20 16:00:00
31.33,42.79,23.93,22.37,21.09,25.78,2024-12-20 16:15:00
32.73,37.37,23.79,22.13,23.65,25.73,2024-12-20 16:30:00
28.39,40.06,23.98,22.32,22.7,25.42,2024-12-20 16:45:00
30.72,36.87,23.91,22.63,22.6,25.16,2024-12-20 17:00:00
32.39,42.08,24.08,22.6,22.72,25.92,2024-12-20 17:15:00
33.01,37.15,24.06,22.16,21.19,25.66,2024-12-20 17:30:00
32.54,41.39,24.13,22.8,21.74,25.9,2024-12-20 17:45:00
29.9,40.44,24.05,21.75,22.36,25.82,2024-12-20 18:00:00
30.88,40.61,23.94,21.62,22.44,25.85,2024-12-20 18:15:00
34.21,40.63,24.34,22.04,23.01,25.55,2024-12-20 18:30:00
30.17,40.41,23.9,22.69,21.04,25.78,2024-12-20 19:15:00
31.41,36.81,23.95,21.56,23.42,24.98,2024-12-20 19:30:00
29.35,39.52,23.99,21.66,22.5,25.62,2024-12-20 19:45:00
29.88,41.26,24.26,21.28,24.26,25.64,2024-12-20 20:00:00
31.86,42.37,24.29,22.3,24.38,25.79,2024-12-20 20:15:00
29.25,35.23,24.19,21.79,23.08,25.55,2024-12-20 20:30:00
30.99,38.6,23.59,21.8,21.13,25.41,2024-12-20 20:45:00
29.34,37.96,23.94,21.55,21.93,24.8,2024-12-20 21:00:00
30.68,40.31,23.77,22.15,23.59,25.73,2024-12-20 21:15:00
28.53,43.39,24.0,21.34,22.84,25.51,2024-12-20 21:30:00
30.32,43.47,23.96,21.53,22.68,24.48,2024-12-20 21:45:00
33.67,42.67,23.96,21.75,21.52,25.28,2024-12-20 22:00:00
30.8,40.03,24.06,22.27,23.75,25.76,2024-12-20 22:15:00
31.15,39.17,24.18,22.0,22.97,25.31,2024-12-20 22:30:00
31.14,40.45,23.85,21.67,22.7,25.39,2024-12-20 22:45:00
31.61,42.73,23.78,22.48,22.81,25.35,2024-12-20 23:00:00
31.8,40.38,24.42,22.16,22.96,26.24,2024-12-20 23:15:00
31.28,36.57,24.24,21.73,23.08,25.73,2024-12-20 23:30:00
31.09,42.78,24.17,22.05,22.61,24.74,2024-12-21 00:00:00
34.5,39.67,23.92,22.32,23.29,24.85,2024-12-21 00:15:00
32.45,40.3,24.15,23.13,21.27,25.53,2024-12-21 00:30:00
32.16,42.36,24.0,22.69,23.14,25.83,2024-12-21 00:45:00
31.11,35.43,24.0,22.05,22.69,24.85,2024-12-21 01:00:00
29.39,43.67,23.57,22.43,23.83,25.81,2024-12-21 01:15:00
29.64,42.96,23.57,22.15,23.21,25.21,2024-12-21 01:30:00
31.94,42.33,24.14,21.74,21.89,25.36,2024-12-21 01:45:00
32.38,38.61,23.69,21.33,21.6,25.68,2024-12-21 02:00:00
29.6,38.22,24.12,22.85,22.91,26.26,2024-12-21 02:15:00
30.81,40.54,24.03,22.5,21.54,25.12,2024-12-21 02:30:00
30.98,43.01,24.25,21.95,24.29,25.0,2024-12-21 02:45:00
31.26,33.58,24.06,21.62,22.17,25.28,2024-12-21 03:00:00
32.5,39.3,24.14,21.93,23.63,25.59,2024-12-21 03:15:00
31.04,36.52,24.01,21.77,21.85,25.26,2024-12-21 03:30:00
29.88,41.37,24.11,21.56,23.34,25.71,2024-12-21 03:45:00
31.1,36.13,24.08,22.35,22.9,26.09,2024-12-21 04:00:00
31.89,41.11,24.14,21.72,22.93,25.69,2024-12-21 04:15:00
30.08,35.66,23.86,21.0,21.39,25.18,2024-12-21 04:30:00
30.8,38.84,23.97,21.98,22.55,24.87,2024-12-21 04:45:00
30.77,43.94,23.85,22.22,23.34,24.81,2024-12-21 05:00:00
30.63,36.12,23.89,21.8,22.44,25.29,2024-12-21 05:15:00
31.61,38.6,23.88,22.62,23.34,25.75,2024-12-21 05:30:00
32.68,36.29,23.92,22.5,21.8,25.9,2024-12-21 05:45:00
30.74,36.2,24.18,22.07,20.7,25.51,2024-12-21 06:00:00
33.28,39.11,23.92,21.59,23.16,25.86,2024-12-21 06:15:00
31.0,40.7,23.85,21.83,24.09,25.47,2024-12-21 06:30:00
30.52,38.29,23.97,21.7,22.18,25.42,2024-12-21 06:45:00
30.87,42.37,24.07,22.35,22.52,25.68,2024-12-21 07:00:00
29.25,41.67,23.9,21.8,24.48,25.64,2024-12-21 07:15:00
29.98,38.25,23.74,21.68,23.89,25.34,2024-12-21 07:30:00
28.11,37.7,23.93,21.81,22.83,25.3,2024-12-21 07:45:00
31.43,42.24,23.91,21.47,22.54,25.51,2024-12-21 08:00:00
32.23,39.31,23.89,22.29,22.53,25.91,2024-12-21 08:15:00
32.01,39.22,23.9,22.39,23.08,26.04,2024-12-21 08:30:00
28.24,44.48,24.05,21.52,20.9,25.82,2024-12-21 08:45:00
32.01,37.16,24.18,21.62,22.67,25.95,2024-12-21 09:00:00
31.46,38.97,23.8,21.18,24.06,26.4,2024-12-21 09:15:00
30.67,44.76,23.77,22.66,22.64,25.73,2024-12-21 09:45:00
29.88,36.91,24.4,22.19,22.0,25.15,2024-12-21 10:00:00
30.58,38.03,23.95,21.81,23.98,25.66,2024-12-21 10:15:00
30.56,37.57,23.93,21.55,23.97,25.39,2024-12-21 10:30:00
31.2,38.38,24.07,21.99,23.74,25.44,2024-12-21 10:45:00
29.2,44.02,24.06,21.58,21.6,25.41,2024-12-21 11:00:00
29.96,40.09,23.97,23.08,19.34,25.65,2024-12-21 11:15:00
32.02,38.67,23.88,21.78,22.01,26.07,2024-12-21 11:30:00
31.35,37.66,24.06,22.76,23.84,25.27,2024-12-21 11:45:00
27.98,38.79,23.92,22.39,21.25,24.88,2024-12-21 12:00:00
30.24,38.88,24.06,22.8,23.24,25.78,2024-12-21 12:15:00
31.66,40.53,24.18,22.02,23.58,25.75,2024-12-21 12:30:00
,,24.2,21.98,20.4,25.09,2024-12-21 12:45:00
31.43,44.1,24.18,22.81,22.5,26.26,2024-12-21 13:00:00
30.03,41.6,23.93,22.45,22.56,25.7,2024-12-21 13:15:00
29.77,41.24,23.87,22.4,21.75,25.23,2024-12-21 13:30:00
28.74,35.37,24.11,22.62,24.12,25.28,2024-12-21 13:45:00
29.99,40.03,23.94,22.06,21.46,26.1,2024-12-21 14:00:00
32.05,41.79,23.98,22.06,22.75,25.92,2024-12-21 14:15:00
30.87,40.56,23.86,21.58,24.0,25.67,2024-12-21 14:30:00
29.26,42.91,23.99,21.98,23.24,24.86,2024-12-21 14:45:00
31.75,38.01,24.26,22.17,21.38,25.43,2024-12-21 15:00:00
31.32,39.05,24.11,21.89,20.1,25.68,2024-12-21 15:15:00
30.47,38.2,23.81,22.19,22.34,24.89,2024-12-21 15:30:00
32.8,37.5,23.98,21.78,24.8,25.78,2024-12-21 15:45:00
33.36,41.21,23.92,22.49,22.32,25.51,2024-12-21 16:00:00
30.78,38.71,23.95,22.13,21.19,25.41,2024-12-21 16:15:00
34.26,39.18,23.97,22.07,21.24,25.9,2024-12-21 16:30:00
32.2,39.81,24.22,22.12,23.13,25.12,2024-12-21 16:45:00
31.69,40.37,24.25,22.47,24.89,25.36,2024-12-21 17:00:00
32.75,43.25,23.7,21.99,23.51,25.85,2024-12-21 17:15:00
32.01,40.68,24.0,22.27,21.86,24.97,2024-12-21 17:30:00
32.24,39.91,23.91,22.32,23.05,25.68,2024-12-21 17:45:00
30.11,39.82,24.13,22.04,23.19,25.16,2024-12-21 18:00:00
32.71,37.02,23.85,23.0,21.34,25.58,2024-12-21 18:15:00
30.25,40.72,24.13,21.88,23.06,25.61,2024-12-21 18:30:00
32.73,42.07,23.8,21.52,23.53,24.95,2024-12-21 18:45:00
33.1,40.81,24.02,21.33,22.87,25.01,2024-12-21 19:00:00
29.69,37.41,23.88,21.28,24.27,25.57,2024-12-21 19:15:00
31.27,40.43,23.93,21.51,22.98,25.08,2024-12-21 19:30:00
32.41,39.23,24.06,22.39,19.97,25.22,2024-12-21 19:45:00
28.93,35.17,23.95,21.57,22.49,25.42,2024-12-21 20:00:00
32.4,39.28,23.99,21.96,22.34,25.22,2024-12-21 20:15:00
32.5,37.23,24.04,21.85,22.52,26.07,2024-12-21 20:30:00
31.54,43.73,24.08,21.85,22.29,25.28,2024-12-21 20:45:00
31.41,39.39,23.66,21.63,22.25,24.97,2024-12-21 21:00:00
28.24,38.41,23.85,22.29,21.44,25.1,2024-12-21 21:15:00
30.66,41.33,23.93,21.48,21.63,25.29,2024-12-21 21:30:00
31.45,39.76,24.21,22.12,22.31,25.7,2024-12-21 21:45:00
29.25,39.45,23.92,21.64,24.57,24.85,2024-12-21 22:00:00
29.32,37.32,24.19,22.16,21.99,25.81,2024-12-21 22:15:00
28.22,41.84,24.04,21.81,22.79,25.69,2024-12-21 22:30:00
29.29,40.13,24.02,22.11,23.95,25.71,2024-12-21 22:45:00
30.89,37.72,24.04,22.26,24.57,24.58,2024-12-21 23:00:00
30.34,37.51,23.86,22.45,21.8,25.69,2024-12-21 23:15:00
32.14,37.21,24.01,22.31,21.69,25.16,2024-12-21 23:30:00
30.12,39.69,24.04,22.43,22.98,25.6,2024-12-21 23:45:00
31.71,42.79,24.32,21.72,22.84,25.6,2024-12-22 00:00:00
30.62,48.17,24.37,21.7,22.39,25.88,2024-12-22 00:15:00
29.78,39.58,24.06,21.55,21.18,25.73,2024-12-22 00:30:00
31.82,42.38,23.95,22.17,21.23,25.48,2024-12-22 00:45:00
30.63,43.23,24.32,22.58,23.33,25.66,2024-12-22 01:00:00
30.06,39.81,24.07,21.81,23.34,25.51,2024-12-22 01:15:00
32.53,39.82,23.76,22.33,21.76,25.69,2024-12-22 01:30:00
31.49,41.56,24.13,21.58,20.64,25.69,2024-12-22 01:45:00
34.65,40.77,23.94,22.01,23.13,25.62,2024-12-22 02:00:00
32.75,36.29,24.08,22.62,20.95,25.34,2024-12-22 02:15:00
32.33,38.66,24.03,22.43,21.66,25.98,2024-12-22 02:30:00
31.8,34.9,23.76,21.68,21.91,25.14,2024-12-22 02:45:00
31.37,36.65,23.87,22.36,22.14,25.88,2024-12-22 03:00:00
30.68,40.39,23.99,21.36,22.04,25.79,2024-12-22 03:15:00
30.97,40.43,24.02,21.93,23.19,25.5,2024-12-22 03:30:00
32.26,35.42,23.89,21.72,22.21,25.75,2024-12-22 03:45:00
30.35,41.08,24.01,21.99,23.07,25.11,2024-12-22 04:00:00
32.39,40.92,24.05,22.75,24.77,25.26,2024-12-22 04:15:00
30.18,42.2,23.77,22.79,22.36,24.99,2024-12-22 04:30:00
31.02,43.95,24.12,21.25,20.44,24.72,2024-12-22 04:45:00
30.04,39.06,24.41,21.2,22.52,25.58,2024-12-22 05:00:00
30.28,41.75,24.01,21.85,23.74,25.49,2024-12-22 05:15:00
30.82,37.81,23.94,22.64,22.12,25.35,2024-12-22 05:30:00
29.67,38.5,23.8,22.77,23.42,25.81,2024-12-22 05:45:00
30.78,38.76,23.86,22.33,21.92,25.66,2024-12-22 06:00:00
30.52,39.87,23.87,22.13,22.0,25.1,2024-12-22 06:15:00
31.2,38.36,24.09,21.19,23.13,25.49,2024-12-22 06:30:00
30.3,39.28,24.11,21.95,23.86,24.94,2024-12-22 06:45:00
30.56,40.49,23.81,21.95,20.5,25.57,2024-12-22 07:30:00
31.11,37.97,24.31,21.62,23.18,26.62,2024-12-22 07:45:00
30.96,42.19,24.03,22.23,21.66,25.8,2024-12-22 08:00:00
