pm2.5,pm10,no,no2,so2,nox,timestamp
16.0,83.53,9.09,6.51,6.56,9.7,2023-04-03 04:30:00
16.0,83.53,10.13,6.41,3.97,10.41,2023-04-03 04:45:00
18.0,83.53,8.94,6.66,5.59,9.66,2023-04-03 05:00:00
18.0,83.53,10.43,6.67,10.26,10.74,2023-04-03 05:15:00
18.0,83.53,8.74,7.14,10.0,9.74,2023-04-03 05:30:00
18.0,83.53,8.16,7.24,6.7,9.37,2023-04-03 05:45:00
20.0,83.53,9.45,7.0,5.2,9.77,2023-04-03 06:00:00
20.0,83.53,9.33,6.26,7.68,10.1,2023-04-03 06:15:00
20.0,83.53,10.15,6.47,8.63,10.45,2023-04-03 06:30:00
20.0,83.53,9.52,6.12,4.79,9.83,2023-04-03 06:45:00
14.5,83.53,9.92,6.46,5.87,10.28,2023-04-03 07:00:00
14.5,83.53,9.6,7.15,6.58,10.37,2023-04-03 07:15:00
14.5,83.53,7.46,6.55,4.28,8.53,2023-04-03 07:30:00
14.5,83.53,8.95,6.24,5.05,9.47,2023-04-03 07:45:00
16.5,83.53,9.64,6.28,5.09,9.99,2023-04-03 08:00:00
16.5,83.53,9.33,6.85,8.46,10.03,2023-04-03 08:15:00
16.5,83.53,8.87,6.38,10.52,9.48,2023-04-03 08:30:00
16.5,83.53,8.58,6.84,7.96,9.48,2023-04-03 08:45:00
18.5,83.53,8.96,6.41,8.53,9.56,2023-04-03 09:00:00
18.5,83.53,9.3,6.98,7.5,10.07,2023-04-03 09:15:00
18.5,83.53,8.11,6.32,11.43,8.89,2023-04-03 09:30:00
18.5,83.53,8.15,5.97,9.15,8.97,2023-04-03 09:45:00
20.5,83.53,7.27,7.3,6.49,8.75,2023-04-03 10:00:00
20.5,83.53,8.15,6.16,5.74,8.85,2023-04-03 10:15:00
20.5,83.53,6.32,6.59,6.55,7.72,2023-04-03 10:30:00
20.5,83.53,7.27,6.34,8.0,8.29,2023-04-03 10:45:00
15.0,83.53,7.03,7.25,6.14,8.55,2023-04-03 11:00:00
15.0,83.53,8.58,6.15,8.25,9.16,2023-04-03 11:15:00
15.0,83.53,8.42,6.58,9.28,9.24,2023-04-03 11:30:00
15.0,83.53,8.64,6.97,11.64,9.59,2023-04-03 11:45:00
17.0,83.53,8.8,6.22,8.89,9.35,2023-04-03 12:00:00
17.0,83.53,7.94,6.57,8.42,8.89,2023-04-03 12:15:00
17.0,83.53,8.07,6.4,10.51,8.9,2023-04-03 12:30:00
17.0,83.53,7.61,7.01,7.26,8.86,2023-04-03 12:45:00
19.0,83.53,8.08,6.83,5.12,9.12,2023-04-03 13:00:00
19.0,83.53,8.45,6.89,5.78,9.74,2023-04-03 13:15:00
19.0,83.53,9.66,7.04,8.44,10.36,2023-04-03 13:30:00
19.0,83.53,9.98,6.42,10.63,10.3,2023-04-03 13:45:00
17.5,83.53,9.47,7.06,7.59,10.24,2023-04-03 14:00:00
17.5,83.53,8.47,7.04,5.22,9.5,2023-04-03 14:15:00
17.5,83.53,10.46,6.61,9.14,10.74,2023-04-03 14:30:00
17.5,83.53,8.1,6.12,7.25,8.79,2023-04-03 14:45:00
17.5,83.53,7.3,6.74,6.11,8.51,2023-04-03 15:00:00
17.5,83.53,6.91,6.91,7.51,8.31,2023-04-03 15:15:00
17.5,94.25,8.8,6.93,7.44,9.69,2023-04-03 15:30:00
17.5,97.46,7.54,6.8,8.54,8.71,2023-04-03 15:45:00
22.0,97.46,8.34,6.25,5.42,9.03,2023-04-03 16:00:00
22.0,97.46,6.96,6.54,4.83,8.16,2023-04-03 16:15:00
22.0,97.46,8.09,6.29,7.54,8.86,2023-04-03 16:30:00
22.0,97.46,6.54,6.36,8.33,7.78,2023-04-03 16:45:00
24.0,97.46,6.65,6.42,6.89,7.88,2023-04-03 17:00:00
24.0,97.46,8.52,6.85,10.68,9.44,2023-04-03 17:15:00
24.0,97.46,8.04,6.33,9.46,8.85,2023-04-03 17:30:00
24.0,97.46,7.76,6.59,7.58,8.77,2023-04-03 17:45:00
13.0,97.46,6.39,6.54,6.77,7.75,2023-04-03 18:00:00
13.0,97.46,7.36,5.83,8.2,8.12,2023-04-03 18:15:00
13.0,97.46,9.01,5.89,6.96,9.34,2023-04-03 18:30:00
13.0,97.46,7.23,6.41,9.29,8.3,2023-04-03 18:45:00
17.5,97.46,9.54,6.52,10.4,10.03,2023-04-03 19:00:00
17.5,97.46,10.95,6.82,8.05,11.2,2023-04-03 19:15:00
17.5,97.46,11.2,6.45,9.37,11.2,2023-04-03 19:30:00
17.5,97.46,10.54,5.89,5.28,10.46,2023-04-03 19:45:00
19.5,97.46,10.59,6.61,8.33,10.84,2023-04-03 20:00:00
19.5,97.46,8.78,6.43,10.13,9.43,2023-04-03 20:15:00
19.5,97.46,9.43,7.0,7.04,10.53,2023-04-03 20:30:00
19.5,97.46,8.71,6.56,9.67,9.45,2023-04-03 20:45:00
21.5,97.46,7.34,6.59,8.17,8.46,2023-04-03 21:00:00
21.5,97.46,9.09,6.51,8.35,9.7,2023-04-03 21:15:00
21.5,97.46,9.95,6.17,12.15,10.16,2023-04-03 21:30:00
21.5,97.46,9.51,7.08,7.49,10.28,2023-04-03 21:45:00
16.0,97.46,8.28,6.6,6.81,9.15,2023-04-03 22:00:00
16.0,97.46,8.51,6.77,5.41,9.4,2023-04-03 22:15:00
16.0,97.46,10.01,6.8,5.58,10.5,2023-04-03 22:30:00
16.0,97.46,7.8,6.52,9.76,8.77,2023-04-03 22:45:00
18.0,97.46,7.43,6.51,9.11,8.49,2023-04-03 23:00:00
18.0,97.46,8.11,6.11,12.27,8.8,2023-04-03 23:15:00
18.0,97.46,8.2,6.9,8.57,9.24,2023-04-03 23:30:00
18.0,97.46,7.89,6.75,12.6,8.94,2023-04-03 23:45:00
20.0,97.46,8.6,6.92,10.81,9.19,2023-04-04 00:00:00
20.0,97.46,8.79,6.81,7.86,9.62,2023-04-04 00:15:00
20.0,97.46,8.55,6.28,4.93,9.2,2023-04-04 00:30:00
20.0,97.46,7.56,7.31,6.01,8.97,2023-04-04 00:45:00
14.0,97.46,9.5,6.46,6.01,9.97,2023-04-04 01:00:00
14.0,97.46,8.28,6.13,7.93,8.93,2023-04-04 01:15:00
14.0,97.46,8.66,6.73,6.17,9.49,2023-04-04 01:30:00
14.0,97.46,8.99,6.08,4.56,9.42,2023-04-04 01:45:00
16.0,97.46,9.74,7.1,4.44,10.45,2023-04-04 02:00:00
16.0,97.46,8.5,6.17,5.1,9.1,2023-04-04 02:15:00
16.0,97.46,7.2,6.91,10.58,8.51,2023-04-04 02:30:00
16.0,97.46,5.97,6.68,11.01,7.51,2023-04-04 02:45:00
22.5,97.46,7.28,6.42,5.3,8.35,2023-04-04 03:00:00
22.5,97.46,6.99,6.6,7.67,8.22,2023-04-04 03:15:00
22.5,97.46,9.37,6.19,8.88,9.72,2023-04-04 03:30:00
22.5,97.46,9.8,6.72,8.44,10.31,2023-04-04 03:45:00
22.5,97.46,9.9,6.26,10.15,10.17,2023-04-04 04:00:00
22.5,97.46,8.67,5.79,11.25,9.05,2023-04-04 04:15:00
22.5,97.46,7.61,6.68,11.12,8.71,2023-04-04 04:30:00
22.5,97.46,7.41,6.46,5.22,8.46,2023-04-04 04:45:00
16.5,97.46,5.43,6.76,9.33,7.16,2023-04-04 05:00:00
16.5,97.46,8.89,7.0,13.61,9.78,2023-04-04 05:15:00
16.5,97.46,10.4,6.92,9.46,10.84,2023-04-04 05:30:00
16.5,97.46,8.98,6.96,6.82,9.83,2023-04-04 05:45:00
18.5,97.46,8.2,6.26,3.99,8.93,2023-04-04 06:00:00
18.5,97.46,8.28,7.07,5.9,9.37,2023-04-04 06:15:00
18.5,97.46,11.88,6.39,8.33,11.67,2023-04-04 06:30:00
18.5,97.46,9.44,6.54,5.41,9.97,2023-04-04 06:45:00
13.0,97.46,8.44,6.73,9.98,9.33,2023-04-04 07:00:00
13.0,97.46,7.53,6.58,8.44,8.6,2023-04-04 07:15:00
13.0,97.46,7.99,6.87,4.48,9.07,2023-04-04 07:30:00
13.0,97.46,8.92,6.61,6.22,9.62,2023-04-04 07:45:00
15.0,97.46,8.88,6.82,4.79,9.7,2023-04-04 08:00:00
15.0,97.46,8.18,6.66,8.24,9.11,2023-04-04 08:15:00
15.0,97.46,7.33,6.49,6.16,8.41,2023-04-04 08:30:00
15.0,97.46,10.07,6.77,7.9,10.54,2023-04-04 08:45:00
17.0,97.46,8.86,6.54,6.56,9.54,2023-04-04 09:00:00
17.0,97.46,9.65,6.78,9.03,10.23,2023-04-04 09:15:00
17.0,97.46,6.89,6.83,4.72,8.25,2023-04-04 09:30:00
17.0,97.46,7.86,6.59,6.31,8.84,2023-04-04 09:45:00
19.0,97.46,7.47,6.93,6.0,8.72,2023-04-04 10:00:00
19.0,97.46,5.89,6.81,4.24,7.51,2023-04-04 10:15:00
19.0,97.46,7.22,6.49,7.08,8.33,2023-04-04 10:30:00
19.0,97.46,7.74,6.91,9.83,8.91,2023-04-04 10:45:00
23.0,97.46,7.82,7.04,11.93,9.03,2023-04-04 11:00:00
23.0,97.46,6.59,6.63,11.88,7.94,2023-04-04 11:15:00
23.0,97.46,9.46,7.1,9.88,10.25,2023-04-04 11:30:00
23.0,97.46,7.8,6.82,5.96,8.91,2023-04-04 11:45:00
17.5,97.46,7.79,6.52,6.26,8.76,2023-04-04 12:00:00
17.5,97.46,7.67,6.68,4.83,8.75,2023-04-04 12:15:00
17.5,97.46,8.55,6.21,6.84,9.16,2023-04-04 12:30:00
17.5,97.46,10.61,6.88,5.15,10.98,2023-04-04 12:45:00
12.0,97.46,12.97,6.17,8.82,12.36,2023-04-04 13:00:00
12.0,97.46,11.32,6.77,6.29,11.44,2023-04-04 13:15:00
12.0,97.46,10.71,6.99,6.35,11.1,2023-04-04 13:30:00
12.0,97.46,13.32,6.0,7.85,12.53,2023-04-04 13:45:00
14.0,97.46,11.67,6.56,4.04,11.6,2023-04-04 14:00:00
14.0,97.46,12.78,6.74,4.77,12.49,2023-04-04 14:15:00
14.0,97.46,11.09,6.55,4.46,11.17,2023-04-04 14:30:00
14.0,97.46,9.93,6.34,6.77,10.22,2023-04-04 14:45:00
16.0,97.46,12.28,6.33,8.38,11.93,2023-04-04 15:00:00
16.0,97.46,10.66,6.23,4.27,10.7,2023-04-04 15:15:00
16.0,97.46,10.42,6.63,7.21,10.72,2023-04-04 15:30:00
16.0,97.46,10.36,6.9,10.81,10.81,2023-04-04 15:45:00
18.0,97.46,10.54,6.51,6.61,10.76,2023-04-04 16:00:00
18.0,97.46,11.19,6.61,6.19,11.27,2023-04-04 16:15:00
18.0,97.46,9.83,6.73,9.91,10.34,2023-04-04 16:30:00
18.0,97.46,10.12,6.33,4.9,10.36,2023-04-04 16:45:00
20.0,97.46,13.26,6.41,11.25,12.68,2023-04-04 17:00:00
20.0,97.46,10.87,6.38,12.01,10.93,2023-04-04 17:15:00
20.0,97.46,9.53,7.13,7.83,10.32,2023-04-04 17:30:00
20.0,97.46,11.92,5.93,8.24,11.48,2023-04-04 17:45:00
22.0,97.46,11.46,6.28,11.17,11.31,2023-04-04 18:00:00
22.0,97.46,10.94,6.11,5.99,10.86,2023-04-04 18:15:00
22.0,97.46,11.81,6.59,9.02,11.71,2023-04-04 18:30:00
22.0,97.46,12.29,6.78,7.7,12.15,2023-04-04 18:45:00
24.0,97.46,10.17,6.68,7.83,10.56,2023-04-04 19:00:00
24.0,97.46,9.27,7.09,6.32,10.11,2023-04-04 19:15:00
24.0,97.46,9.35,6.53,9.07,9.9,2023-04-04 19:30:00
24.0,97.46,11.0,6.22,11.69,10.95,2023-04-04 19:45:00
18.5,97.46,12.39,6.68,12.32,12.18,2023-04-04 20:00:00
18.5,97.46,9.86,6.91,7.06,10.44,2023-04-04 20:15:00
18.5,97.46,12.18,7.21,11.25,12.28,2023-04-04 20:30:00
18.5,97.46,12.89,6.96,7.22,12.68,2023-04-04 20:45:00
13.0,97.46,11.83,6.45,5.49,11.66,2023-04-04 21:00:00
13.0,97.46,12.03,6.46,6.81,11.81,2023-04-04 21:15:00
13.0,97.46,11.26,7.13,4.34,11.57,2023-04-04 21:30:00
13.0,97.46,9.38,6.92,6.48,10.1,2023-04-04 21:45:00
17.5,97.46,11.97,6.93,12.55,11.99,2023-04-04 22:00:00
17.5,97.46,12.95,6.85,9.42,12.66,2023-04-04 22:15:00
17.5,97.46,11.88,6.34,12.01,11.65,2023-04-04 22:30:00
17.5,97.46,11.22,6.18,8.22,11.09,2023-04-04 22:45:00
19.0,97.46,12.0,6.64,8.28,11.88,2023-04-04 23:00:00
19.0,97.46,9.69,6.94,9.37,10.34,2023-04-04 23:15:00
19.0,97.46,8.2,6.73,9.29,9.16,2023-04-04 23:30:00
19.0,97.46,11.9,7.18,5.71,12.06,2023-04-04 23:45:00
21.0,97.46,11.8,6.77,11.05,11.79,2023-04-05 00:00:00
21.0,97.46,10.83,6.05,8.0,10.75,2023-04-05 00:15:00
21.0,97.46,12.41,7.16,10.03,12.42,2023-04-05 00:30:00
21.0,97.46,13.67,6.24,12.02,12.9,2023-04-05 00:45:00
23.0,97.46,13.36,6.57,7.08,12.83,2023-04-05 01:00:00
23.0,97.46,10.9,6.56,9.09,11.04,2023-04-05 01:15:00
23.0,97.46,7.95,6.21,6.99,8.73,2023-04-05 01:30:00
23.0,97.46,8.79,6.62,11.29,9.53,2023-04-05 01:45:00
20.0,97.46,11.5,5.99,8.9,11.2,2023-04-05 02:00:00
20.0,97.46,12.57,6.55,6.56,12.25,2023-04-05 02:15:00
20.0,97.46,8.94,7.02,13.35,9.83,2023-04-05 02:30:00
20.0,97.46,10.7,6.62,12.74,10.92,2023-04-05 02:45:00
18.5,97.46,11.19,6.47,9.41,11.21,2023-04-05 03:00:00
18.5,97.46,9.66,6.85,7.69,10.27,2023-04-05 03:15:00
18.5,97.46,12.93,6.55,5.01,12.51,2023-04-05 03:30:00
18.5,97.46,13.12,6.75,11.55,12.74,2023-04-05 03:45:00
18.5,97.46,13.91,6.44,10.92,13.17,2023-04-05 04:00:00
18.5,97.46,11.85,6.61,4.51,11.75,2023-04-05 04:15:00
18.5,97.46,10.8,6.23,7.6,10.81,2023-04-05 04:30:00
18.5,97.46,11.51,7.08,10.63,11.73,2023-04-05 04:45:00
20.5,97.46,12.24,5.78,6.14,11.64,2023-04-05 05:00:00
20.5,97.46,10.62,6.38,9.73,10.75,2023-04-05 05:15:00
20.5,97.46,9.71,6.5,11.57,10.14,2023-04-05 05:30:00
20.5,97.46,10.14,6.69,14.26,10.55,2023-04-05 05:45:00
22.5,97.46,11.97,7.06,11.53,12.05,2023-04-05 06:00:00
22.5,97.46,10.98,5.92,6.18,10.79,2023-04-05 06:15:00
22.5,97.46,12.63,5.97,12.64,12.02,2023-04-05 06:30:00
22.5,97.46,11.87,6.21,12.61,11.58,2023-04-05 06:45:00
17.0,97.46,13.07,6.23,10.3,12.46,2023-04-05 07:00:00
17.0,97.46,12.5,6.6,7.91,12.22,2023-04-05 07:15:00
17.0,97.46,10.42,7.07,5.2,10.93,2023-04-05 07:30:00
17.0,97.46,10.81,6.51,9.29,10.95,2023-04-05 07:45:00
19.0,97.46,12.86,6.46,11.67,12.41,2023-04-05 08:00:00
19.0,97.46,12.42,6.91,12.63,12.31,2023-04-05 08:15:00
19.0,97.46,9.56,6.15,12.84,9.87,2023-04-05 08:30:00
19.0,97.46,12.74,6.76,8.85,12.47,2023-04-05 08:45:00
13.5,97.46,13.26,6.75,4.75,12.84,2023-04-05 09:00:00
13.5,97.46,14.18,6.38,7.17,13.34,2023-04-05 09:15:00
13.5,97.46,12.77,6.4,9.1,12.31,2023-04-05 09:30:00
13.5,97.46,11.33,7.12,7.43,11.62,2023-04-05 09:45:00
19.5,97.46,11.34,7.0,6.04,11.57,2023-04-05 10:00:00
19.5,97.46,12.53,6.35,5.16,12.13,2023-04-05 10:15:00
19.5,97.46,12.72,6.61,10.58,12.39,2023-04-05 10:30:00
19.5,97.46,11.99,6.32,10.42,11.72,2023-04-05 10:45:00
19.5,97.46,12.46,6.83,5.93,12.3,2023-04-05 11:00:00
19.5,97.46,10.92,6.56,3.7,11.05,2023-04-05 11:15:00
19.5,97.46,11.18,6.88,5.01,11.39,2023-04-05 11:30:00
19.5,97.46,13.63,6.47,10.62,12.98,2023-04-05 11:45:00
21.5,97.46,13.61,6.58,10.71,13.02,2023-04-05 12:00:00
21.5,97.46,12.35,6.36,6.07,11.99,2023-04-05 12:15:00
21.5,97.46,14.67,6.4,11.99,13.7,2023-04-05 12:30:00
21.5,97.46,13.17,6.42,13.37,12.62,2023-04-05 12:45:00
17.5,97.46,10.86,6.49,10.11,10.98,2023-04-05 13:00:00
17.5,97.46,12.6,6.76,7.84,12.37,2023-04-05 13:15:00
17.5,97.46,12.25,6.41,6.24,11.94,2023-04-05 13:30:00
17.5,97.46,11.66,6.51,10.34,11.56,2023-04-05 13:45:00
15.0,97.46,11.55,6.95,8.63,11.69,2023-04-05 14:00:00
15.0,97.46,11.12,6.12,7.47,10.99,2023-04-05 14:15:00
15.0,97.46,14.99,6.42,6.73,13.95,2023-04-05 14:30:00
15.0,97.46,11.95,6.79,7.35,11.91,2023-04-05 14:45:00
17.0,97.46,10.02,6.22,8.1,10.24,2023-04-05 15:00:00
17.0,97.46,12.7,6.8,11.73,12.46,2023-04-05 15:15:00
17.0,97.46,14.76,6.79,8.03,13.95,2023-04-05 15:30:00
17.0,97.46,11.99,6.29,6.26,11.7,2023-04-05 15:45:00
19.0,97.46,11.33,6.73,11.55,11.43,2023-04-05 16:00:00
19.0,97.46,9.97,6.66,10.72,10.41,2023-04-05 16:15:00
19.0,97.46,10.67,6.66,12.02,10.92,2023-04-05 16:30:00
19.0,97.46,12.22,6.85,11.28,12.14,2023-04-05 16:45:00
17.5,97.46,13.12,6.5,5.06,12.62,2023-04-05 17:00:00
17.5,97.46,11.72,5.88,5.67,11.32,2023-04-05 17:15:00
17.5,97.46,11.24,6.31,8.23,11.16,2023-04-05 17:30:00
17.5,97.46,14.15,6.79,4.04,13.51,2023-04-05 17:45:00
17.5,97.46,12.36,5.93,9.57,11.8,2023-04-05 18:00:00
17.5,97.46,11.58,6.22,10.67,11.37,2023-04-05 18:15:00
17.5,97.46,15.22,6.43,11.97,14.11,2023-04-05 18:30:00
17.5,97.46,11.11,6.68,9.69,11.24,2023-04-05 18:45:00
19.5,97.46,10.54,6.11,7.94,10.56,2023-04-05 19:00:00
19.5,97.46,11.85,6.09,8.06,11.51,2023-04-05 19:15:00
19.5,97.46,10.45,7.14,9.92,10.99,2023-04-05 19:30:00
19.5,97.46,10.99,6.2,12.0,10.93,2023-04-05 19:45:00
14.0,97.46,15.37,6.82,10.59,14.41,2023-04-05 20:00:00
14.0,97.46,11.13,7.04,8.61,11.44,2023-04-05 20:15:00
14.0,97.46,10.79,6.51,8.47,10.93,2023-04-05 20:30:00
14.0,97.46,10.97,6.59,6.16,11.1,2023-04-05 20:45:00
16.0,97.46,12.15,6.44,5.67,11.89,2023-04-05 21:00:00
16.0,97.46,11.18,6.65,12.07,11.28,2023-04-05 21:15:00
16.0,97.46,12.77,6.14,4.62,12.2,2023-04-05 21:30:00
16.0,97.46,13.56,6.52,6.27,12.95,2023-04-05 21:45:00
18.0,97.46,10.63,6.79,12.87,10.95,2023-04-05 22:00:00
18.0,97.46,12.52,6.43,3.8,12.15,2023-04-05 22:15:00
18.0,97.46,15.44,6.56,14.62,13.72,2023-04-05 22:30:00
18.0,97.46,12.7,5.77,12.28,11.97,2023-04-05 22:45:00
20.0,97.46,10.75,6.59,5.67,10.94,2023-04-05 23:00:00
20.0,97.46,11.65,6.4,3.44,10.81,2023-04-05 23:15:00
20.0,97.46,13.78,6.56,7.07,12.58,2023-04-05 23:30:00
20.0,97.46,12.29,6.62,8.3,12.63,2023-04-05 23:45:00
22.0,97.46,9.32,6.47,6.67,9.85,2023-04-06 00:00:00
22.0,97.46,10.78,6.29,12.7,10.1,2023-04-06 00:15:00
22.0,97.46,12.73,6.78,11.24,12.47,2023-04-06 00:30:00
22.0,97.46,12.19,6.34,9.64,11.87,2023-04-06 00:45:00
13.0,97.46,14.44,6.65,5.43,13.65,2023-04-06 01:00:00
13.0,97.46,11.8,5.93,5.0,11.39,2023-04-06 01:15:00
13.0,97.46,11.12,6.76,10.97,11.29,2023-04-06 01:30:00
13.0,97.46,11.66,6.81,12.01,11.71,2023-04-06 01:45:00
15.5,97.46,11.63,5.85,5.86,11.73,2023-04-06 02:00:00
15.5,97.46,10.57,6.38,6.22,10.71,2023-04-06 02:15:00
15.5,97.46,14.23,6.82,8.21,13.58,2023-04-06 02:30:00
15.5,97.46,11.19,6.69,9.47,11.31,2023-04-06 02:45:00
20.0,97.46,12.06,6.54,6.8,11.87,2023-04-06 03:00:00
20.0,97.46,11.08,6.78,7.98,11.27,2023-04-06 03:15:00
20.0,97.46,13.16,6.67,5.31,12.73,2023-04-06 03:30:00
20.0,97.46,13.91,6.91,6.85,13.39,2023-04-06 03:45:00
22.0,97.46,12.73,6.88,7.79,12.52,2023-04-06 04:00:00
22.0,97.46,12.18,6.63,9.5,12.0,2023-04-06 04:15:00
22.0,97.46,12.86,6.67,4.54,12.52,2023-04-06 04:30:00
22.0,97.46,12.46,6.91,4.38,12.34,2023-04-06 04:45:00
24.0,97.46,11.81,5.96,9.01,11.41,2023-04-06 05:00:00
24.0,97.46,11.2,6.78,9.04,11.36,2023-04-06 05:15:00
24.0,97.46,12.32,5.96,13.69,11.78,2023-04-06 05:30:00
24.0,97.46,13.28,6.53,3.75,12.75,2023-04-06 05:45:00
18.0,97.46,10.8,6.48,5.21,10.93,2023-04-06 06:00:00
18.0,97.46,13.32,5.74,9.38,12.41,2023-04-06 06:15:00
18.0,97.46,13.21,6.18,10.97,12.53,2023-04-06 06:30:00
18.0,97.46,13.18,6.47,11.31,12.65,2023-04-06 06:45:00
12.0,97.46,12.23,6.48,5.44,11.97,2023-04-06 07:00:00
12.0,97.46,11.42,6.93,3.75,11.59,2023-04-06 07:15:00
12.0,97.46,11.35,7.04,8.91,11.59,2023-04-06 07:30:00
12.0,97.46,13.42,6.21,6.21,12.7,2023-04-06 07:45:00
14.0,97.46,12.5,5.89,5.73,11.88,2023-04-06 08:00:00
14.0,97.46,12.14,6.06,6.39,11.7,2023-04-06 08:15:00
14.0,97.46,12.02,6.4,10.49,11.77,2023-04-06 08:30:00
14.0,97.46,10.44,7.19,5.86,11.0,2023-04-06 08:45:00
16.0,97.46,14.7,6.83,10.73,13.93,2023-04-06 09:00:00
16.0,97.46,12.9,6.13,4.94,12.33,2023-04-06 09:15:00
16.0,97.46,14.17,6.22,10.83,13.26,2023-04-06 09:30:00
16.0,97.46,11.97,6.33,12.34,11.71,2023-04-06 09:45:00
18.0,97.46,9.76,6.63,11.61,10.24,2023-04-06 10:00:00
18.0,97.46,13.94,6.47,10.2,13.21,2023-04-06 10:15:00
18.0,97.46,11.89,6.84,12.99,11.89,2023-04-06 10:30:00
18.0,97.46,11.76,6.13,11.62,11.45,2023-04-06 10:45:00
20.0,97.46,12.74,6.03,5.76,12.12,2023-04-06 11:00:00
20.0,97.46,11.17,6.33,5.16,11.13,2023-04-06 11:15:00
20.0,97.46,13.83,6.58,6.6,13.18,2023-04-06 11:30:00
20.0,97.46,13.09,6.66,10.87,12.68,2023-04-06 11:45:00
22.0,97.46,13.9,6.73,4.83,13.3,2023-04-06 12:00:00
22.0,97.46,11.69,6.21,7.75,10.75,2023-04-06 12:15:00
22.0,97.46,11.82,6.0,11.05,11.44,2023-04-06 12:30:00
22.0,97.46,11.69,6.95,11.37,11.79,2023-04-06 12:45:00
11.5,97.46,10.81,7.62,9.23,11.48,2023-04-06 13:00:00
11.5,97.46,11.13,6.24,10.45,11.06,2023-04-06 13:15:00
11.5,97.46,11.84,6.08,5.3,11.5,2023-04-06 13:30:00
11.5,97.46,13.79,6.33,11.08,13.03,2023-04-06 13:45:00
16.0,97.46,12.93,6.96,9.72,12.71,2023-04-06 14:00:00
16.0,97.46,13.85,6.67,13.56,13.23,2023-04-06 14:15:00
16.0,97.46,11.39,6.49,9.89,11.36,2023-04-06 14:30:00
16.0,97.46,13.38,6.37,8.93,12.75,2023-04-06 14:45:00
18.0,97.46,13.03,6.38,9.34,12.5,2023-04-06 15:00:00
18.0,97.46,12.38,6.98,11.39,12.31,2023-04-06 15:15:00
18.0,97.46,10.74,6.11,6.33,10.71,2023-04-06 15:30:00
18.0,97.46,10.64,6.99,7.6,11.05,2023-04-06 15:45:00
22.0,97.46,11.06,7.07,6.17,11.39,2023-04-06 16:00:00
22.0,97.46,13.23,6.4,5.14,12.62,2023-04-06 16:15:00
22.0,97.46,11.65,6.53,13.96,11.57,2023-04-06 16:30:00
22.0,97.46,12.07,6.62,12.18,11.92,2023-04-06 16:45:00
16.5,97.46,14.18,6.31,11.47,13.3,2023-04-06 17:00:00
16.5,97.46,13.98,6.05,6.86,13.04,2023-04-06 17:15:00
16.5,97.46,12.08,6.1,5.7,11.68,2023-04-06 17:30:00
16.5,97.46,9.59,6.36,13.01,9.99,2023-04-06 17:45:00
18.5,97.46,12.71,6.19,4.25,12.18,2023-04-06 18:00:00
18.5,97.46,11.87,6.73,6.32,11.82,2023-04-06 18:15:00
18.5,97.46,10.52,6.6,4.98,10.78,2023-04-06 18:30:00
18.5,97.46,11.33,6.65,6.76,11.39,2023-04-06 18:45:00
17.5,97.46,13.32,6.59,11.2,12.8,2023-04-06 19:00:00
17.5,97.46,13.49,6.65,6.0,12.96,2023-04-06 19:15:00
17.5,97.46,12.78,6.42,10.03,12.34,2023-04-06 19:30:00
17.5,97.46,12.89,6.3,3.34,13.0,2023-04-06 19:45:00
17.5,97.46,14.02,6.47,8.0,13.26,2023-04-06 20:00:00
17.5,97.46,11.55,6.83,13.22,11.64,2023-04-06 20:15:00
17.5,97.46,11.21,6.15,6.93,11.06,2023-04-06 20:30:00
17.5,97.46,11.91,6.76,8.46,11.87,2023-04-06 20:45:00
19.5,97.46,11.44,6.61,10.65,11.45,2023-04-06 21:00:00
19.5,97.46,12.87,6.22,6.74,12.31,2023-04-06 21:15:00
19.5,97.46,13.12,6.8,11.4,12.77,2023-04-06 21:30:00
19.5,97.46,12.57,5.93,4.9,11.95,2023-04-06 21:45:00
20.5,97.46,12.79,6.58,5.8,12.42,2023-04-06 22:00:00
20.5,97.46,14.01,6.28,7.68,13.16,2023-04-06 22:15:00
20.5,97.46,11.72,6.41,12.93,11.56,2023-04-06 22:30:00
20.5,97.46,12.78,6.53,11.8,12.39,2023-04-06 22:45:00
18.0,97.46,12.01,6.51,9.57,11.82,2023-04-06 23:00:00
18.0,97.46,12.34,6.55,13.03,12.62,2023-04-06 23:15:00
18.0,97.46,10.91,6.59,6.51,11.06,2023-04-06 23:30:00
18.0,97.46,11.35,6.91,4.6,11.53,2023-04-06 23:45:00
20.0,97.46,13.17,6.35,7.45,12.59,2023-04-07 00:00:00
20.0,97.46,12.47,6.97,13.16,12.37,2023-04-07 00:15:00
20.0,97.46,11.01,6.86,3.77,11.26,2023-04-07 00:30:00
20.0,97.46,12.44,6.88,4.05,12.3,2023-04-07 00:45:00
22.0,97.46,13.3,6.69,5.63,12.84,2023-04-07 01:00:00
22.0,97.46,11.58,7.05,11.43,11.77,2023-04-07 01:15:00
22.0,97.46,11.8,6.46,12.7,11.64,2023-04-07 01:30:00
22.0,97.46,11.46,6.62,4.7,11.47,2023-04-07 01:45:00
11.0,97.46,10.12,6.37,5.57,10.38,2023-04-07 02:00:00
11.0,97.46,12.11,6.63,8.38,11.95,2023-04-07 02:15:00
11.0,97.46,10.42,6.47,9.22,10.64,2023-04-07 02:30:00
